"GeographyCode","QS607EW0001","QS607EW0002","QS607EW0003","QS607EW0004","QS607EW0005","QS607EW0006","QS607EW0007","QS607EW0008","QS607EW0009","QS607EW0010","QS607EW0011","QS607EW0012","QS607EW0013","QS607EW0014","QS607EW0015","QS607EW0016","QS607EW0017","QS607EW0018","QS607EW0019","QS607EW0020","QS607EW0021","QS607EW0022","QS607EW0023","QS607EW0024","QS607EW0025","QS607EW0026","QS607EW0027","QS607EW0028","QS607EW0029","QS607EW0030","QS607EW0031","QS607EW0032","QS607EW0033","QS607EW0034","QS607EW0035","QS607EW0036","QS607EW0037","QS607EW0038","QS607EW0039","QS607EW0040","QS607EW0041","QS607EW0042","QS607EW0043","QS607EW0044","QS607EW0045","QS607EW0046","QS607EW0047","QS607EW0048","QS607EW0049","QS607EW0050","QS607EW0051","QS607EW0052","QS607EW0053","QS607EW0054","QS607EW0055"
"E01004197",1853,191,31,1,30,160,96,40,21,3,490,369,241,47,76,5,86,35,186,92,60,33,1,120,18,18,0,102,102,0,93,67,26,24,2,172,55,83,6,7,0,18,3,126,44,22,25,35,0,234,186,48,241,241,0
"E01004198",1159,81,11,0,11,70,32,28,6,4,229,161,118,15,25,3,42,26,119,64,38,16,1,73,20,20,0,53,53,0,72,50,22,22,0,139,45,52,10,10,0,20,2,108,29,22,26,31,0,208,166,42,130,130,0
"E01004199",1107,53,10,0,10,43,22,13,6,2,185,135,101,9,23,2,30,20,104,57,32,14,1,73,22,22,0,51,51,0,71,38,33,30,3,126,49,57,6,3,0,7,4,112,40,19,20,33,0,235,200,35,148,148,0
"E01004200",1380,186,27,0,27,159,89,38,25,7,345,262,156,33,62,11,54,29,110,62,27,21,0,76,10,10,0,66,66,0,42,25,17,17,0,95,32,41,3,3,0,15,1,58,19,8,13,18,0,91,74,17,377,377,0
"E01004201",1184,142,14,0,14,128,74,37,12,5,295,215,139,18,49,9,59,21,131,77,41,12,1,79,15,15,0,64,64,0,48,27,21,20,1,130,27,56,7,16,0,21,3,72,22,9,21,19,1,148,117,31,139,139,0
"E01004202",1406,217,28,0,28,189,110,46,27,6,395,325,203,33,75,14,36,34,124,57,51,14,2,107,22,22,0,85,84,1,45,29,16,16,0,101,38,37,6,6,0,12,2,81,28,10,15,28,0,179,144,35,157,157,0
"E01004203",1424,177,17,3,14,160,91,52,12,5,366,289,195,39,45,10,57,20,157,90,48,16,3,79,16,16,0,63,63,0,83,49,34,34,0,136,55,48,8,5,1,18,1,110,47,12,17,34,0,137,111,26,179,179,0
"E01004204",1145,81,11,0,11,70,40,21,9,0,193,154,107,14,31,2,28,11,102,54,33,14,1,77,14,14,0,63,63,0,65,42,23,22,1,125,34,66,7,2,2,10,4,111,33,21,23,33,1,227,189,38,164,164,0
"E01004205",1541,69,11,0,11,58,33,19,5,1,217,164,122,15,26,1,40,13,131,69,55,6,1,85,22,22,0,63,63,0,78,54,24,23,1,195,70,83,10,7,0,21,4,120,44,20,29,27,0,368,311,57,278,278,0
"E01004206",1131,52,5,0,5,47,27,17,3,0,150,122,98,7,16,1,23,5,110,65,36,7,2,60,18,18,0,42,42,0,71,50,21,20,1,123,43,47,11,5,0,15,2,109,40,16,22,30,1,236,206,30,220,220,0
"E01004207",1100,72,12,0,12,60,32,21,6,1,177,125,96,11,17,1,30,22,93,47,29,17,0,66,15,14,1,51,51,0,66,47,19,19,0,111,40,45,6,4,0,15,1,83,23,11,17,32,0,146,123,23,286,286,0
"E01004208",1721,270,33,0,33,237,129,82,19,7,421,317,232,34,38,13,85,19,140,89,39,9,3,100,22,22,0,78,78,0,72,44,28,27,1,95,36,36,6,1,0,12,4,67,32,9,4,22,0,157,123,34,399,399,0
"E01004209",951,44,5,0,5,39,25,7,4,3,154,107,86,7,13,1,26,21,93,51,33,7,2,44,10,10,0,34,34,0,72,50,22,22,0,115,35,60,5,4,1,10,0,76,26,10,15,25,0,224,189,35,129,129,0
"E01004211",1307,200,23,1,22,177,99,61,12,5,399,312,208,31,62,11,67,20,127,68,34,25,0,92,25,25,0,67,67,0,42,30,12,10,2,94,36,34,5,5,1,11,2,55,22,12,8,12,1,133,107,26,165,165,0
"E01004212",1451,136,15,0,15,121,75,34,7,5,248,194,140,16,34,4,41,13,107,53,42,11,1,88,14,14,0,74,74,0,62,43,19,19,0,110,39,44,5,6,0,13,3,76,36,7,13,20,0,164,141,23,460,460,0
"E01004214",1163,61,6,0,6,55,32,17,6,0,162,104,85,10,8,1,32,26,121,72,39,5,5,90,16,16,0,74,74,0,76,44,32,29,3,150,40,74,2,3,1,24,6,136,40,15,28,53,0,218,164,54,149,149,0
"E01004215",2125,399,70,1,69,329,161,123,22,23,502,351,242,73,29,7,110,41,216,149,50,10,7,130,30,30,0,100,100,0,87,66,21,20,1,168,65,67,6,9,0,14,7,94,30,17,16,30,1,258,198,60,271,271,0
"E01004216",1309,291,47,0,47,244,119,105,14,6,332,220,139,44,28,9,87,25,140,94,37,5,4,86,14,14,0,72,72,0,70,49,21,19,2,78,32,33,2,1,0,10,0,58,19,7,14,18,0,91,60,31,163,163,0
"E01004217",1347,215,38,1,37,177,91,67,13,6,281,190,135,30,18,7,64,27,184,121,46,11,6,91,25,25,0,66,66,0,94,56,38,36,2,128,35,49,14,3,1,24,2,98,21,4,36,35,2,147,118,29,109,109,0
"E01004218",1424,308,48,0,48,260,127,88,36,9,344,248,157,46,37,8,73,23,166,110,34,15,7,101,26,26,0,75,75,0,58,43,15,15,0,105,28,38,4,6,0,24,5,76,27,7,13,29,0,101,69,32,165,165,0
"E01004219",1722,240,30,0,30,210,118,77,10,5,329,236,165,54,10,7,71,22,161,100,47,8,6,95,26,26,0,69,69,0,91,52,39,38,1,180,71,76,4,9,2,15,3,110,48,13,13,36,0,293,245,48,223,223,0
"E01004221",1537,330,39,1,38,291,122,128,27,14,405,281,184,50,38,9,98,26,170,92,60,11,7,94,27,27,0,67,67,0,67,49,18,14,4,101,28,40,8,7,0,16,2,71,17,10,15,28,1,141,99,42,158,158,0
