"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E02000864",8297,5522,51,120,60,2,116,307,254,1865,66.554176208268,0.61468000482102,1.44630589369652,0.723152946848258,0.0241050982282753,1.39809569723997,3.70013257804026,3.06134747499096,22.4780040978667
"E02000865",7051,4220,32,108,44,3,96,374,120,2054,59.8496667139413,0.453836335271593,1.53169763154163,0.62402496099844,0.0425471564317118,1.36150900581478,5.30421216848674,1.70188625726847,29.1306197702454
"E02000866",9662,6508,58,165,102,1,169,430,203,2026,67.3566549368661,0.600289795073484,1.70772096874353,1.05568205340509,0.0103498240529911,1.7491202649555,4.45042434278617,2.10101428275719,20.96874353136
"E02000867",9761,6112,56,131,119,2,134,491,299,2417,62.6165351910665,0.573711709865792,1.34207560700748,1.21913738346481,0.0204897039237783,1.37281016289315,5.03022231328757,3.06321073660486,24.7618071918861
"E02000868",6632,3782,39,107,49,0,118,538,144,1855,57.0265379975875,0.588057901085645,1.61338962605549,0.738841978287093,0,1.77925211097708,8.11218335343788,2.17129071170084,27.9704463208685
"E02000869",5705,3284,34,93,37,0,116,448,104,1589,57.5635407537248,0.595968448729185,1.63014899211218,0.648553900087642,0,2.03330411919369,7.85276073619632,1.82296231375986,27.8527607361963
"E02000870",6477,4073,28,76,31,2,87,393,124,1663,62.8840512582986,0.432298903813494,1.17338273892234,0.478616643507797,0.0308784931295353,1.34321445113478,6.06762389995368,1.91446657403119,25.6754670372086
"E02000871",8591,4635,24,76,31,7,67,229,229,3293,53.9518100337563,0.279362123152136,0.884646723315097,0.360842742404842,0.0814806192527063,0.779885927133046,2.66558025840996,2.66558025840996,38.330811314166
"E02000872",7501,4113,49,90,57,2,95,553,148,2394,54.8326889748034,0.653246233835489,1.19984002133049,0.759898680175977,0.026663111585122,1.26649780029329,7.37235035328623,1.97307025729903,31.915744567391
"E02000873",8713,4607,34,84,82,1,79,502,251,3073,52.875014346379,0.390221508091358,0.964076667049237,0.941122460690922,0.0114771031791576,0.906691151153449,5.76150579593711,2.88075289796855,35.2691380695512
"E02000874",7129,3821,32,63,26,4,69,354,151,2609,53.5979800813578,0.448870809370178,0.883714405947538,0.36470753261327,0.0561088511712723,0.967877682704447,4.9656333286576,2.11810913171553,36.5969981764623
"E02000875",9440,5367,30,71,49,1,88,303,227,3304,56.853813559322,0.317796610169492,0.752118644067797,0.519067796610169,0.0105932203389831,0.932203389830509,3.20974576271186,2.40466101694915,35
