"GeographyCode","QS417EW0001","QS417EW0002","QS417EW0003"
"E00021316",103,102,1
"E00021317",123,123,0
"E00021318",145,142,3
"E00021319",142,138,4
"E00021320",121,120,1
"E00021321",116,114,2
"E00021322",116,116,0
"E00021323",140,138,2
"E00021324",167,166,1
"E00021325",152,150,2
"E00021326",137,134,3
"E00021327",183,178,5
"E00021328",133,131,2
"E00021329",189,187,2
"E00021330",125,122,3
"E00021331",91,90,1
"E00021332",134,134,0
"E00021333",128,126,2
"E00021334",155,155,0
"E00021335",180,180,0
"E00021336",89,88,1
"E00021337",88,88,0
"E00021338",136,134,2
"E00021339",126,125,1
"E00021340",217,211,6
"E00021342",102,101,1
"E00021344",153,152,1
"E00021345",116,115,1
"E00021346",119,116,3
"E00021347",150,149,1
"E00021349",138,136,2
"E00021350",113,110,3
"E00021351",136,134,2
"E00021352",118,116,2
"E00021353",129,127,2
"E00021354",142,142,0
"E00021355",169,161,8
"E00021357",118,118,0
"E00021359",112,110,2
"E00021360",127,127,0
"E00021361",143,131,12
"E00021363",146,141,5
"E00021364",163,161,2
"E00021365",139,139,0
"E00021366",144,141,3
"E00021367",134,133,1
"E00021368",145,140,5
"E00021369",60,60,0
"E00021370",175,172,3
"E00021371",47,46,1
"E00021372",150,148,2
"E00021374",127,126,1
"E00021375",135,135,0
"E00021376",131,129,2
"E00021377",224,219,5
"E00021378",187,177,10
"E00021379",130,130,0
"E00021380",119,117,2
"E00021381",141,141,0
"E00021382",126,124,2
"E00021383",177,176,1
"E00021384",129,122,7
"E00021385",163,155,8
"E00021386",121,120,1
"E00021387",231,225,6
"E00021388",142,141,1
"E00021391",219,155,64
"E00021392",164,161,3
"E00021393",157,147,10
"E00021394",137,137,0
"E00021395",120,119,1
"E00021396",151,147,4
"E00021397",171,171,0
"E00021398",177,175,2
"E00021399",186,175,11
"E00021400",140,137,3
"E00021402",122,119,3
"E00021404",150,143,7
"E00021405",133,132,1
"E00021406",146,146,0
"E00021407",195,193,2
"E00021408",179,171,8
"E00021409",151,142,9
"E00021410",116,112,4
"E00021411",154,153,1
"E00021412",139,136,3
"E00021413",143,141,2
"E00021414",108,107,1
"E00021415",127,125,2
"E00021416",124,123,1
"E00021417",120,119,1
"E00021418",126,118,8
"E00021419",136,135,1
"E00021420",129,128,1
"E00021421",199,195,4
"E00021422",90,87,3
"E00021423",141,140,1
"E00021424",112,105,7
"E00021425",138,133,5
"E00021426",109,109,0
"E00021427",136,124,12
"E00021428",141,140,1
"E00021429",60,60,0
"E00021430",129,125,4
"E00021431",128,125,3
"E00021432",159,159,0
"E00021433",247,243,4
"E00021434",129,127,2
"E00021437",124,118,6
"E00021438",106,103,3
"E00021439",92,90,2
"E00021440",129,128,1
"E00021441",132,129,3
"E00021442",132,130,2
"E00021443",117,116,1
"E00021444",117,117,0
"E00021445",116,116,0
"E00021446",117,117,0
"E00021447",124,123,1
"E00021448",140,139,1
"E00021449",140,138,2
"E00021450",71,71,0
"E00021451",147,147,0
"E00021452",120,117,3
"E00021453",129,129,0
"E00021454",117,116,1
"E00021455",149,148,1
"E00021458",150,148,2
"E00021459",140,139,1
"E00021460",169,166,3
"E00021461",120,120,0
"E00021462",140,137,3
"E00021463",131,130,1
"E00021464",130,128,2
"E00021465",128,128,0
"E00021466",142,139,3
"E00021467",122,121,1
"E00021468",114,111,3
"E00021469",153,149,4
"E00021470",117,117,0
"E00021471",136,134,2
"E00021473",98,95,3
"E00021474",125,122,3
"E00021475",124,122,2
"E00021476",125,122,3
"E00021477",170,166,4
"E00021478",133,130,3
"E00021479",156,151,5
"E00021480",154,144,10
"E00021481",138,134,4
"E00021482",129,127,2
"E00021483",235,231,4
"E00021484",118,114,4
"E00021485",123,122,1
"E00021486",123,121,2
"E00021487",73,71,2
"E00021488",158,157,1
"E00021489",119,119,0
"E00021490",115,115,0
"E00021491",87,87,0
"E00021492",136,136,0
"E00021493",127,126,1
"E00021494",177,176,1
"E00021495",306,184,122
"E00021496",108,107,1
"E00021497",133,133,0
"E00021498",129,127,2
"E00021499",136,124,12
"E00021500",146,139,7
"E00021501",132,131,1
"E00021502",137,134,3
"E00021503",131,129,2
"E00021504",165,164,1
"E00021505",97,95,2
"E00021506",146,142,4
"E00021507",170,169,1
"E00021508",138,136,2
"E00021509",186,184,2
"E00021510",143,121,22
"E00021511",134,109,25
"E00021516",106,106,0
"E00021517",143,136,7
"E00021518",151,151,0
"E00021519",209,200,9
"E00021520",106,97,9
"E00021521",99,98,1
"E00021522",136,136,0
"E00021524",197,194,3
"E00021525",141,134,7
"E00021526",178,169,9
"E00021527",148,145,3
"E00021528",94,94,0
"E00021529",118,116,2
"E00021531",192,186,6
"E00021532",142,138,4
"E00021533",154,141,13
"E00021534",142,127,15
"E00021535",123,115,8
"E00021536",130,118,12
"E00021537",178,163,15
"E00021538",332,309,23
"E00021539",151,138,13
"E00021541",149,139,10
"E00021542",128,106,22
"E00021543",160,142,18
"E00021544",97,83,14
"E00021546",114,102,12
"E00021547",119,115,4
"E00021549",129,128,1
"E00021550",184,150,34
"E00021552",100,99,1
"E00021553",121,119,2
"E00021554",129,127,2
"E00021555",147,145,2
"E00021556",153,147,6
"E00021557",190,172,18
"E00021559",159,157,2
"E00021560",163,157,6
"E00021561",149,144,5
"E00021562",146,140,6
"E00021563",126,124,2
"E00021564",124,123,1
"E00021565",89,89,0
"E00021566",159,156,3
"E00021567",147,143,4
"E00021569",150,142,8
"E00021572",146,143,3
"E00021574",98,93,5
"E00021577",130,128,2
"E00021579",110,106,4
"E00021580",126,124,2
"E00021582",98,98,0
"E00021583",151,150,1
"E00021584",117,113,4
"E00021585",149,149,0
"E00021586",130,130,0
"E00021587",132,128,4
"E00021588",148,148,0
"E00021590",137,137,0
"E00021591",129,127,2
"E00021592",116,112,4
"E00021593",140,140,0
"E00021594",133,129,4
"E00021595",136,134,2
"E00021596",166,164,2
"E00021597",122,121,1
"E00021598",117,115,2
"E00021599",173,162,11
"E00021600",171,164,7
"E00021601",136,118,18
"E00021602",127,124,3
"E00021603",136,108,28
"E00021604",156,154,2
"E00021605",169,157,12
"E00021606",203,175,28
"E00021607",122,119,3
"E00021608",129,116,13
"E00021610",158,152,6
"E00021611",161,155,6
"E00021612",157,139,18
"E00021613",131,125,6
"E00021614",180,160,20
"E00021615",149,146,3
"E00021616",123,122,1
"E00021617",112,109,3
"E00021618",104,95,9
"E00021619",166,162,4
"E00021620",136,125,11
"E00021621",121,121,0
"E00021622",148,134,14
"E00021623",92,91,1
"E00021624",196,171,25
"E00021625",257,247,10
"E00021626",241,212,29
"E00021627",214,201,13
"E00021628",132,108,24
"E00021629",145,125,20
"E00021630",136,129,7
"E00021631",146,144,2
"E00021632",127,119,8
"E00021633",129,114,15
"E00021634",144,136,8
"E00021635",127,117,10
"E00021636",117,114,3
"E00021637",179,174,5
"E00021639",96,93,3
"E00021640",151,149,2
"E00021641",139,135,4
"E00021642",129,127,2
"E00021643",94,91,3
"E00021644",142,138,4
"E00021646",159,155,4
"E00021648",117,102,15
"E00021649",129,127,2
"E00021650",113,105,8
"E00021651",152,139,13
"E00021652",169,148,21
"E00021653",178,175,3
"E00021654",146,144,2
"E00021655",82,80,2
"E00021656",170,159,11
"E00021657",126,112,14
"E00021658",101,93,8
"E00021659",139,136,3
"E00021660",124,117,7
"E00021661",212,207,5
"E00021662",183,179,4
"E00021663",140,138,2
"E00021665",152,149,3
"E00021666",233,221,12
"E00021667",148,142,6
"E00021668",258,248,10
"E00021669",133,133,0
"E00021670",127,123,4
"E00021671",102,101,1
"E00021672",142,142,0
"E00021673",145,139,6
"E00021674",161,155,6
"E00021675",162,162,0
"E00021676",186,168,18
"E00021677",123,120,3
"E00021678",168,166,2
"E00021679",61,58,3
"E00021680",209,194,15
"E00021681",161,147,14
"E00021682",161,160,1
"E00021683",159,156,3
"E00021685",226,220,6
"E00021686",231,182,49
"E00021687",195,189,6
"E00021688",152,142,10
"E00021689",193,162,31
"E00021690",223,218,5
"E00021691",139,139,0
"E00021692",185,156,29
"E00021693",207,199,8
"E00021694",164,162,2
"E00021695",161,154,7
"E00021696",191,186,5
"E00021697",145,143,2
"E00021698",160,159,1
"E00021699",175,172,3
"E00021700",226,222,4
"E00021701",186,184,2
"E00021702",126,124,2
"E00021703",127,123,4
"E00021704",159,157,2
"E00021705",179,175,4
"E00021706",112,111,1
"E00021707",144,143,1
"E00021708",131,130,1
"E00021709",111,111,0
"E00021710",117,116,1
"E00021711",202,200,2
"E00021712",156,150,6
"E00021713",98,98,0
"E00021714",100,100,0
"E00021715",135,135,0
"E00021716",165,165,0
"E00021717",109,109,0
"E00021718",159,155,4
"E00021719",58,56,2
"E00021722",160,158,2
"E00021723",112,110,2
"E00021724",129,120,9
"E00021725",117,116,1
"E00021726",109,108,1
"E00021727",126,111,15
"E00021728",114,114,0
"E00021729",73,72,1
"E00021730",166,163,3
"E00021731",156,156,0
"E00021732",101,98,3
"E00021733",263,250,13
"E00021734",211,208,3
"E00021735",140,138,2
"E00021736",137,135,2
"E00021737",106,104,2
"E00021738",119,112,7
"E00021739",128,126,2
"E00021740",172,168,4
"E00021741",143,124,19
"E00021742",219,211,8
"E00021743",143,141,2
"E00021744",259,244,15
"E00021745",98,98,0
"E00021746",153,143,10
"E00021748",208,200,8
"E00021750",123,119,4
"E00021752",140,138,2
"E00021753",116,115,1
"E00021754",89,87,2
"E00021755",133,125,8
"E00021756",103,102,1
"E00021757",100,96,4
"E00021758",140,134,6
"E00021759",119,110,9
"E00021760",115,115,0
"E00021761",103,102,1
"E00021762",109,105,4
"E00021763",137,133,4
"E00021764",110,109,1
"E00021766",108,107,1
"E00021767",129,126,3
"E00167078",121,120,1
"E00167079",127,116,11
"E00167080",147,145,2
"E00167081",125,120,5
"E00167082",150,138,12
"E00167083",128,122,6
"E00167084",114,113,1
"E00167085",126,126,0
"E00167086",140,140,0
"E00167087",147,144,3
"E00167088",117,112,5
"E00167089",93,92,1
"E00167090",100,100,0
"E00167091",147,144,3
"E00167092",172,122,50
"E00167093",103,97,6
"E00167094",144,130,14
"E00167095",111,109,2
"E00167096",71,66,5
"E00167097",142,133,9
"E00167098",85,76,9
"E00167099",102,73,29
"E00167100",242,226,16
"E00167101",161,148,13
"E00167102",135,130,5
"E00167103",137,126,11
"E00167104",131,121,10
"E00167105",139,132,7
"E00167106",171,161,10
"E00167107",127,120,7
"E00167108",170,165,5
"E00167109",177,124,53
"E00167110",129,124,5
"E00167111",164,149,15
"E00167112",493,403,90
"E00167113",184,165,19
"E00167114",141,140,1
"E00167115",538,386,152
"E00167116",120,112,8
"E00167117",115,50,65
"E00167118",143,137,6
"E00167119",142,137,5
"E00167120",144,139,5
"E00167121",195,139,56
"E00167122",180,125,55
"E00167123",116,116,0
"E00167124",140,137,3
"E00167125",94,92,2
"E00167126",187,177,10
"E00167127",129,122,7
"E00167128",98,95,3
"E00167129",348,321,27
"E00167130",509,466,43
"E00167131",64,63,1
"E00167132",368,289,79
"E00167133",84,82,2
"E00167134",150,137,13
"E00167135",151,130,21
"E00167136",61,57,4
"E00167137",152,135,17
"E00167138",144,134,10
"E00167139",256,212,44
"E00167140",143,131,12
"E00167141",180,169,11
"E00167142",225,216,9
"E00167143",117,114,3
"E00167144",124,120,4
"E00167145",123,103,20
"E00167146",174,161,13
"E00167147",114,109,5
"E00167148",129,119,10
"E00167149",89,82,7
"E00167150",222,209,13
"E00167151",276,239,37
"E00167152",145,117,28
"E00167153",330,129,201
"E00167154",114,110,4
"E00167155",244,144,100
"E00167156",129,120,9
"E00167157",202,190,12
"E00167158",189,162,27
"E00167159",148,119,29
"E00167160",122,118,4
"E00167161",100,99,1
"E00167162",206,189,17
"E00167163",125,119,6
"E00167164",56,56,0
"E00167165",141,133,8
"E00167166",184,182,2
"E00167167",144,131,13
"E00167168",163,148,15
"E00167169",138,135,3
"E00167170",91,82,9
"E00167171",74,70,4
"E00167172",110,104,6
"E00167173",143,142,1
"E00167174",146,134,12
"E00167175",179,134,45
"E00167176",187,182,5
"E00167177",140,129,11
"E00167178",138,132,6
"E00167179",133,129,4
"E00167180",123,120,3
"E00167181",54,51,3
"E00167182",67,66,1
"E00167183",74,67,7
"E00167184",100,93,7
"E00167185",208,105,103
"E00167186",124,121,3
"E00167187",127,122,5
"E00167188",148,141,7
"E00167189",122,120,2
"E00167190",99,97,2
"E00167191",126,123,3
"E00167192",106,104,2
"E00167193",103,102,1
"E00167194",127,125,2
"E00167195",98,98,0
"E00167196",79,79,0
"E00167197",122,122,0
"E00167198",188,183,5
"E00167199",70,64,6
"E00167200",112,106,6
"E00167201",143,141,2
"E00167202",113,108,5
"E00167203",132,129,3
"E00167204",123,121,2
"E00167205",127,123,4
"E00167206",125,125,0
"E00167207",118,116,2
"E00167208",134,131,3
"E00167209",168,168,0
"E00167210",74,73,1
"E00167211",144,138,6
"E00167212",117,116,1
"E00167213",113,111,2
"E00167214",131,129,2
"E00167215",152,149,3
"E00167216",114,113,1
"E00167217",93,90,3
"E00167218",123,121,2
"E00167219",95,95,0
"E00167220",142,135,7
"E00167221",163,157,6
"E00167222",93,89,4
"E00167223",134,133,1
"E00167224",143,141,2
"E00167225",102,101,1
"E00167226",133,130,3
"E00167227",136,134,2
"E00167228",115,115,0
"E00167229",124,123,1
"E00167230",121,118,3
"E00167231",103,99,4
"E00167232",111,109,2
"E00167233",87,87,0
"E00167234",116,116,0
"E00167235",144,141,3
"E00167236",104,94,10
"E00167237",114,102,12
"E00167238",137,137,0
"E00167239",81,80,1
"E00167240",138,138,0
"E00167241",121,117,4
"E00167242",90,88,2
"E00167243",136,133,3
"E00167244",119,114,5
"E00167245",130,129,1
"E00167246",97,97,0
"E00167247",79,79,0
"E00167248",280,256,24
"E00167249",269,234,35
"E00167250",103,102,1
"E00167251",125,111,14
"E00167252",143,142,1
"E00167253",141,139,2
"E00167254",109,107,2
"E00167255",119,119,0
"E00167256",128,126,2
"E00167257",169,166,3
"E00167258",95,95,0
"E00167259",75,75,0
"E00167260",135,135,0
"E00167261",160,157,3
"E00167262",47,46,1
"E00167263",103,102,1
"E00167264",135,124,11
"E00167265",147,146,1
"E00167266",169,164,5
