"GeographyCode","KS403EW0001","KS403EW0002","KS403EW0003","KS403EW0004","KS403EW0005","KS403EW0009","KS403EW0010","KS403EW0011","KS403EW0012"
"E02000864",3468,66,3402,918,473,1.90311418685121,98.0968858131488,26.4705882352941,13.638985005767
"E02000865",2763,66,2697,863,458,2.38870792616721,97.6112920738328,31.2341657618531,16.576185305827
"E02000866",3829,97,3732,882,479,2.53329851136067,97.4667014886393,23.0347349177331,12.509793679812
"E02000867",4307,173,4134,1729,513,4.01671697237056,95.9832830276294,40.1439517065243,11.9108428140237
"E02000868",2618,78,2540,901,398,2.97937356760886,97.0206264323911,34.4155844155844,15.2024446142093
"E02000869",2485,55,2430,717,364,2.21327967806841,97.7867203219316,28.8531187122736,14.6478873239437
"E02000870",2560,103,2457,788,451,4.0234375,95.9765625,30.78125,17.6171875
"E02000871",3107,53,3054,1181,651,1.70582555519794,98.2941744448021,38.0109430318635,20.9526874798841
"E02000872",3088,94,2994,1271,570,3.0440414507772,96.9559585492228,41.1593264248705,18.4585492227979
"E02000873",2792,94,2698,1038,535,3.36676217765043,96.6332378223496,37.1776504297994,19.1618911174785
"E02000874",2494,44,2450,1020,571,1.76423416198877,98.2357658380112,40.8981555733761,22.8949478748998
"E02000875",3437,64,3373,1328,754,1.8620890311318,98.1379109688682,38.6383473959849,21.9377363980215
"E02000876",2750,134,2616,1131,540,4.87272727272727,95.1272727272727,41.1272727272727,19.6363636363636
"E02000877",3252,38,3214,1242,799,1.16851168511685,98.8314883148832,38.1918819188192,24.5694956949569
"E02000878",3900,136,3764,1558,705,3.48717948717949,96.5128205128205,39.9487179487179,18.0769230769231
"E02000879",2855,74,2781,974,553,2.59194395796848,97.4080560420315,34.1155866900175,19.369527145359
"E02000880",2090,48,2042,809,478,2.29665071770335,97.7033492822966,38.7081339712919,22.8708133971292
"E02000881",2379,38,2341,832,465,1.59730979403111,98.4026902059689,34.9726775956284,19.5460277427491
"E02000882",2884,50,2834,1091,645,1.73370319001387,98.2662968099861,37.8294036061026,22.3647711511789
"E02000883",2880,72,2808,951,564,2.5,97.5,33.0208333333333,19.5833333333333
"E02000884",3707,211,3496,1664,654,5.69193417858106,94.3080658214189,44.8880496358241,17.6422983544645
"E02000885",2509,69,2440,982,523,2.75009964129135,97.2499003587087,39.1390992427262,20.8449581506576
"E02000886",3185,108,3077,967,440,3.39089481946625,96.6091051805337,30.3610675039246,13.8147566718995
"E02000887",3165,31,3134,1158,630,0.979462875197472,99.0205371248025,36.5876777251185,19.9052132701422
"E02000888",3306,121,3185,1250,538,3.66001209921355,96.3399879007865,37.8100423472474,16.2734422262553
"E02000889",2879,82,2797,882,401,2.84821118443904,97.151788815561,30.6356373740882,13.9284473775617
"E02000890",3093,135,2958,753,219,4.364694471387,95.635305528613,24.3452958292919,7.08050436469447
"E02000891",5742,253,5489,1991,757,4.40613026819923,95.5938697318008,34.6743295019157,13.1835597352839
"E02000893",2912,62,2850,659,340,2.12912087912088,97.8708791208791,22.6304945054945,11.6758241758242
"E02000894",4510,265,4245,1163,488,5.87583148558758,94.1241685144124,25.7871396895787,10.820399113082
"E02006853",3320,60,3260,1409,420,1.80722891566265,98.1927710843374,42.4397590361446,12.6506024096386
"E02006854",2991,122,2869,1133,229,4.07890337679706,95.9210966232029,37.880307589435,7.65630224005349
