"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00167239",80,42,19,12,11,32,10,7,15,4,2,1,1,2,0,1,1
"E00167240",138,30,6,8,16,72,16,6,50,20,8,6,6,16,6,6,4
"E00167241",117,38,8,14,16,45,5,10,30,10,5,2,3,24,16,6,2
"E00167242",88,42,9,24,9,37,13,5,19,8,7,1,0,1,0,1,0
"E00167243",133,86,19,66,1,46,19,13,14,1,1,0,0,0,0,0,0
"E00167244",114,65,8,55,2,46,22,16,8,0,0,0,0,3,2,0,1
"E00167245",129,52,16,31,5,58,25,14,19,15,10,3,2,4,0,3,1
"E00167246",97,29,9,11,9,38,16,6,16,10,4,4,2,20,9,11,0
"E00167247",79,51,8,33,10,25,9,8,8,2,2,0,0,1,1,0,0
"E00167248",256,162,98,61,3,86,49,28,9,6,6,0,0,2,1,1,0
"E00167249",234,165,87,75,3,65,40,23,2,3,3,0,0,1,0,1,0
"E00167250",102,39,12,7,20,56,6,6,44,5,0,1,4,2,0,2,0
"E00167251",111,109,48,60,1,1,0,0,1,1,1,0,0,0,0,0,0
"E00167252",142,66,16,29,21,59,17,13,29,8,4,4,0,9,3,5,1
"E00167253",139,81,22,20,39,51,17,21,13,5,1,3,1,2,2,0,0
"E00167254",107,52,22,28,2,21,3,10,8,8,5,3,0,26,15,10,1
"E00167255",119,36,7,18,11,61,10,14,37,12,3,8,1,10,1,7,2
"E00167256",126,60,27,24,9,63,23,20,20,3,2,0,1,0,0,0,0
"E00167257",166,95,39,36,20,66,22,17,27,4,2,2,0,1,0,0,1
"E00167258",95,20,6,3,11,40,8,3,29,17,5,7,5,18,6,10,2
"E00167259",75,21,9,8,4,43,7,6,30,4,2,2,0,7,3,3,1
"E00167260",135,42,7,18,17,61,9,6,46,19,10,6,3,13,9,3,1
"E00167261",157,71,22,39,10,62,17,23,22,12,5,4,3,12,4,8,0
"E00167262",46,18,6,10,2,22,8,9,5,3,2,1,0,3,1,2,0
"E00167263",102,88,25,63,0,14,2,9,3,0,0,0,0,0,0,0,0
"E00167264",124,40,15,15,10,48,19,12,17,19,11,7,1,17,7,10,0
"E00167265",146,41,11,24,6,32,10,7,15,20,12,8,0,53,39,13,1
"E00167266",164,46,12,30,4,35,15,6,14,17,9,8,0,66,56,10,0
