"GeographyCode","QS113EW0001","QS113EW0002","QS113EW0003","QS113EW0004","QS113EW0005","QS113EW0006","QS113EW0007","QS113EW0008","QS113EW0009","QS113EW0010","QS113EW0011","QS113EW0012","QS113EW0013","QS113EW0014","QS113EW0015","QS113EW0016","QS113EW0017","QS113EW0018","QS113EW0019","QS113EW0020","QS113EW0021","QS113EW0022","QS113EW0023","QS113EW0024","QS113EW0025","QS113EW0026","QS113EW0027","QS113EW0028","QS113EW0029","QS113EW0030","QS113EW0031"
"E00021365",139,69,13,56,55,0,21,10,3,7,1,0,0,0,0,0,17,12,3,1,1,17,4,6,7,15,0,3,0,0,12
"E00021366",141,50,24,26,72,1,40,6,6,24,4,1,1,0,0,0,3,1,1,1,0,27,7,8,12,19,0,7,1,0,11
"E00021367",133,47,31,16,62,3,28,6,4,15,3,0,0,0,0,0,5,4,0,1,0,26,6,10,10,24,3,2,6,1,12
"E00021368",140,43,7,36,68,0,34,7,3,20,4,0,0,0,0,0,13,11,0,1,1,21,9,5,7,29,6,7,0,0,16
"E00021369",60,7,1,6,39,0,20,0,2,15,3,0,0,0,0,0,6,0,3,2,1,13,7,4,2,14,3,9,0,0,2
"E00021370",172,37,3,34,104,1,66,7,4,47,8,0,0,0,0,0,5,3,1,1,0,32,10,13,9,31,6,13,0,0,12
"E00021371",46,5,0,5,33,0,19,0,6,13,0,0,0,0,0,0,2,0,1,1,0,12,3,5,4,8,0,6,2,0,0
"E00021372",148,46,12,34,69,2,35,8,4,17,6,1,1,0,0,0,7,5,0,2,0,24,8,8,8,33,3,6,1,0,23
"E00021374",126,30,9,21,74,7,39,5,4,23,7,0,0,0,0,0,4,0,1,3,0,24,6,5,13,22,1,11,1,1,8
"E00021375",135,49,10,39,61,2,32,3,4,23,2,0,0,0,0,0,6,4,0,1,1,21,9,5,7,25,1,8,0,0,16
"E00021376",129,39,8,31,73,2,42,5,4,25,8,0,0,0,0,0,3,0,2,1,0,26,9,8,9,17,1,4,3,0,9
"E00021377",219,56,12,44,113,3,43,9,5,24,5,2,2,0,0,0,16,5,7,3,1,49,20,15,14,50,5,8,2,1,34
"E00021378",177,73,12,61,68,2,35,11,8,11,5,0,0,0,0,0,8,4,2,1,1,23,8,7,8,36,5,7,5,0,19
"E00021379",130,62,12,50,49,5,24,12,5,4,3,0,0,0,0,0,4,3,1,0,0,16,2,4,10,19,3,7,0,1,8
"E00021380",117,64,9,55,35,2,16,5,2,8,1,1,1,0,0,0,6,5,0,1,0,10,5,2,3,18,1,3,1,1,12
"E00021381",141,42,8,34,82,2,29,2,6,18,3,0,0,0,0,0,16,8,1,4,3,35,14,15,6,17,3,5,1,0,8
"E00021382",124,26,13,13,80,0,48,8,5,32,3,0,0,0,0,0,4,1,0,2,1,28,13,12,3,18,2,10,0,2,4
"E00021383",176,66,37,29,82,3,41,6,2,23,10,0,0,0,0,0,4,1,3,0,0,34,11,13,10,28,3,13,1,0,11
"E00021384",122,50,6,44,55,1,18,11,2,5,0,0,0,0,0,0,30,27,3,0,0,6,2,0,4,17,2,0,2,0,13
"E00021385",155,44,11,33,70,1,39,9,7,15,8,0,0,0,0,0,13,12,0,1,0,17,7,5,5,41,5,5,2,3,26
"E00021386",120,33,7,26,65,1,32,6,5,18,3,0,0,0,0,0,9,6,1,2,0,23,7,10,6,22,1,7,1,0,13
"E00021387",225,61,10,51,126,5,57,8,10,29,10,0,0,0,0,0,23,15,2,4,2,41,19,9,13,38,9,7,0,1,21
"E00021388",141,64,11,53,58,4,24,4,6,12,2,0,0,0,0,0,9,5,1,3,0,21,6,9,6,19,3,4,0,0,12
"E00021391",155,43,9,34,87,1,44,6,9,26,3,0,0,0,0,0,11,3,5,3,0,31,13,13,5,25,6,9,1,2,7
"E00021392",161,65,10,55,81,2,41,14,7,12,8,3,3,0,0,0,15,6,2,4,3,20,14,4,2,15,4,2,2,0,7
"E00021393",147,45,16,29,82,1,40,6,8,22,4,0,0,0,0,0,7,3,2,1,1,34,8,11,15,20,4,5,1,0,10
"E00021394",137,47,17,30,72,0,37,4,8,22,3,1,1,0,0,0,9,4,2,1,2,25,17,5,3,18,1,4,0,1,12
"E00021395",119,37,13,24,64,2,32,6,3,22,1,0,0,0,0,0,13,6,2,4,1,17,7,5,5,18,3,6,0,0,9
"E00021396",147,55,19,36,74,1,25,6,2,11,6,0,0,0,0,0,11,4,3,3,1,37,14,10,13,18,3,5,3,0,7
"E00021397",171,35,12,23,111,5,51,3,7,38,3,0,0,0,0,0,7,2,2,2,1,48,22,18,8,25,5,9,0,1,10
"E00021398",175,48,16,32,93,3,49,15,6,23,5,0,0,0,0,0,6,3,0,0,3,35,21,5,9,34,6,6,1,2,19
"E00021399",175,66,14,52,85,7,44,23,9,11,1,4,4,0,0,0,19,16,2,1,0,11,3,5,3,24,1,3,4,1,15
"E00021400",137,34,3,31,77,4,34,11,8,11,4,0,0,0,0,0,9,1,2,5,1,30,11,15,4,26,3,5,1,2,15
"E00021402",119,39,16,23,56,7,23,5,4,12,2,0,0,0,0,0,10,5,2,3,0,16,5,2,9,24,3,2,0,0,19
"E00021404",143,62,1,61,57,0,25,18,4,3,0,1,1,0,0,0,28,24,3,1,0,3,2,0,1,24,0,1,0,0,23
"E00021405",132,29,12,17,63,2,29,2,2,15,10,0,0,0,0,0,10,5,2,1,2,22,5,5,12,40,7,9,3,0,21
"E00021406",146,54,15,39,69,0,41,5,8,22,6,0,0,0,0,0,7,3,1,2,1,21,11,5,5,23,2,4,1,1,15
"E00021407",193,57,13,44,114,1,44,5,10,24,5,0,0,0,0,0,9,1,6,2,0,60,34,21,5,22,2,7,1,0,12
"E00021408",171,71,6,65,59,0,25,16,6,3,0,0,0,0,0,0,27,20,5,1,1,7,3,1,3,41,4,3,2,0,32
"E00021409",142,50,1,49,63,2,35,18,10,7,0,1,1,0,0,0,23,23,0,0,0,2,1,0,1,29,1,0,0,0,28
"E00021410",112,36,11,25,43,0,24,5,5,10,4,1,1,0,0,0,10,5,3,2,0,8,5,3,0,33,4,6,3,1,19
"E00021411",153,55,19,36,69,5,42,5,5,18,14,1,1,0,0,0,7,7,0,0,0,14,5,4,5,29,4,3,1,0,21
"E00021412",136,20,6,14,95,1,42,6,7,27,2,0,0,0,0,0,14,7,3,2,2,38,9,22,7,21,4,6,0,1,10
"E00021413",141,42,5,37,77,1,45,8,6,29,2,0,0,0,0,0,6,5,1,0,0,25,13,5,7,22,5,7,1,0,9
"E00021414",107,10,0,10,66,1,40,4,7,24,5,0,0,0,0,0,3,3,0,0,0,22,8,6,8,31,5,9,3,0,14
"E00021415",125,32,9,23,69,1,33,7,1,22,3,0,0,0,0,0,6,1,0,4,1,29,17,5,7,24,7,4,2,0,11
"E00021416",123,29,11,18,60,5,26,6,2,14,4,0,0,0,0,0,10,2,2,5,1,19,7,6,6,34,5,5,2,0,22
"E00021417",119,44,13,31,52,4,21,7,4,6,4,0,0,0,0,0,12,6,6,0,0,15,8,3,4,23,3,3,0,0,17
"E00021418",118,49,1,48,53,1,23,10,10,2,1,1,1,0,0,0,25,24,0,1,0,3,1,1,1,16,0,1,0,0,15
"E00021419",135,27,5,22,88,0,52,5,7,37,3,0,0,0,0,0,6,5,0,1,0,30,8,15,7,20,2,4,0,0,14
"E00021420",128,43,7,36,67,2,38,16,8,12,2,0,0,0,0,0,16,11,3,2,0,11,3,2,6,18,1,5,0,1,11
"E00021421",195,99,4,95,60,2,32,7,7,13,5,1,1,0,0,0,8,6,1,0,1,17,7,4,6,36,8,7,2,0,19
"E00021422",87,39,9,30,35,1,16,1,4,10,1,0,0,0,0,0,4,1,1,2,0,14,7,4,3,13,3,3,1,1,5
"E00021423",140,38,4,34,74,2,45,6,13,20,6,0,0,0,0,0,6,3,0,2,1,21,5,5,11,28,1,7,3,0,17
"E00021424",105,35,3,32,44,0,26,17,6,2,1,1,1,0,0,0,16,15,1,0,0,1,0,0,1,26,1,1,3,0,21
"E00021425",133,60,3,57,58,1,30,19,6,4,1,1,1,0,0,0,22,19,3,0,0,4,4,0,0,15,0,0,0,0,15
"E00021426",109,16,7,9,75,3,33,3,5,22,3,0,0,0,0,0,6,2,1,3,0,33,16,10,7,18,5,2,1,0,10
"E00021427",124,49,1,48,58,1,28,15,6,5,2,2,2,0,0,0,26,22,1,3,0,1,0,0,1,17,0,0,0,0,17
"E00021428",140,33,8,25,83,3,34,7,11,15,1,0,0,0,0,0,19,7,8,3,1,27,9,10,8,24,4,2,2,1,15
"E00021429",60,15,1,14,29,1,10,2,2,6,0,1,1,0,0,0,4,4,0,0,0,13,6,6,1,16,1,2,0,0,13
"E00021430",125,45,12,33,60,2,34,5,6,22,1,1,1,0,0,0,6,2,2,2,0,17,6,5,6,20,0,8,0,0,12
"E00021431",125,49,11,38,51,3,29,8,7,10,4,0,0,0,0,0,6,4,0,1,1,13,6,1,6,25,5,6,1,2,11
"E00021432",159,66,36,30,71,5,35,8,6,17,4,0,0,0,0,0,8,2,3,3,0,23,10,9,4,22,2,4,0,0,16
"E00021433",243,66,9,57,111,1,57,16,9,23,9,0,0,0,0,0,15,11,2,0,2,38,22,5,11,66,8,4,3,0,51
"E00021434",127,36,18,18,61,2,34,3,5,20,6,1,1,0,0,0,6,4,0,1,1,18,4,6,8,30,10,4,2,2,12
"E00021437",118,44,14,30,55,2,29,6,8,9,6,0,0,0,0,0,7,4,1,2,0,17,8,4,5,19,2,6,0,1,10
"E00021438",103,45,15,30,39,4,16,4,1,6,5,0,0,0,0,0,4,3,0,1,0,15,4,2,9,19,3,4,0,1,11
"E00021439",90,36,20,16,34,2,18,2,3,9,4,0,0,0,0,0,4,1,2,0,1,10,4,5,1,20,0,3,5,1,11
"E00021440",128,27,12,15,63,3,37,5,4,24,4,0,0,0,0,0,2,2,0,0,0,21,4,3,14,38,2,10,5,0,21
"E00021441",129,29,8,21,78,4,27,6,4,12,5,1,0,1,0,0,23,14,1,6,2,23,7,6,10,22,3,5,0,0,14
"E00021442",130,41,15,26,74,6,39,8,5,13,13,0,0,0,0,0,9,5,3,1,0,20,6,8,6,15,2,0,2,0,11
"E00021443",116,48,23,25,48,4,21,9,1,7,4,0,0,0,0,0,8,6,1,0,1,15,5,5,5,20,2,0,3,0,15
"E00021444",117,39,8,31,50,3,20,6,2,8,4,1,1,0,0,0,13,7,4,2,0,13,3,4,6,28,2,3,6,0,17
"E00021445",116,20,7,13,62,0,39,6,7,21,5,0,0,0,0,0,4,0,1,3,0,19,3,6,10,34,5,13,10,0,6
"E00021446",117,15,3,12,73,1,49,3,12,32,2,0,0,0,0,0,3,1,1,1,0,20,7,5,8,29,5,6,4,0,14
"E00021447",123,40,2,38,46,0,24,9,6,9,0,1,1,0,0,0,19,18,1,0,0,2,0,0,2,37,0,0,3,0,34
"E00021448",139,47,12,35,73,4,35,12,5,17,1,0,0,0,0,0,9,4,2,2,1,25,9,7,9,19,0,4,0,1,14
"E00021449",138,60,9,51,45,2,21,4,4,11,2,1,1,0,0,0,11,7,2,0,2,10,2,4,4,33,3,2,2,1,25
"E00021450",71,17,8,9,37,3,17,3,2,6,6,0,0,0,0,0,8,6,1,1,0,9,5,1,3,17,3,1,1,0,12
"E00021451",147,53,15,38,66,8,33,3,5,23,2,0,0,0,0,0,9,5,0,2,2,16,5,7,4,28,5,4,0,0,19
"E00021452",117,63,10,53,35,0,15,6,4,4,1,0,0,0,0,0,10,7,2,1,0,10,5,2,3,19,2,2,1,0,14
"E00021453",129,43,18,25,49,4,25,5,5,5,10,1,1,0,0,0,4,2,2,0,0,15,5,1,9,37,2,4,1,0,30
"E00021454",116,27,11,16,63,2,26,2,5,16,3,0,0,0,0,0,13,7,2,2,2,22,8,7,7,26,4,7,0,0,15
"E00021455",148,66,21,45,66,2,33,3,6,18,6,0,0,0,0,0,5,1,0,3,1,26,12,9,5,16,1,2,0,0,13
"E00021458",148,80,6,74,43,1,19,9,7,1,2,0,0,0,0,0,20,20,0,0,0,3,1,1,1,25,2,0,2,1,20
"E00021459",139,58,5,53,51,0,12,8,2,1,1,0,0,0,0,0,31,25,3,3,0,8,4,2,2,30,0,0,2,0,28
"E00021460",166,52,2,50,68,0,24,4,4,13,3,1,1,0,0,0,24,22,1,1,0,19,12,1,6,46,4,3,2,0,37
"E00021461",120,50,14,36,41,1,14,2,6,5,1,0,0,0,0,0,14,13,0,1,0,12,5,3,4,29,1,3,3,0,22
"E00021462",137,56,18,38,52,6,21,2,5,11,3,0,0,0,0,0,9,4,5,0,0,16,4,7,5,29,0,3,0,0,26
"E00021463",130,48,14,34,45,3,21,4,2,9,6,0,0,0,0,0,9,8,1,0,0,12,7,2,3,37,5,6,2,0,24
"E00021464",128,47,8,39,49,1,14,3,1,8,2,0,0,0,0,0,13,11,0,0,2,21,12,7,2,32,1,2,5,0,24
"E00021465",128,23,7,16,73,2,40,5,5,29,1,1,1,0,0,0,6,3,2,1,0,24,9,4,11,32,1,5,2,0,24
"E00021466",139,48,9,39,51,0,36,9,5,16,6,0,0,0,0,0,3,2,1,0,0,12,3,5,4,40,8,3,20,0,9
"E00021467",121,36,5,31,56,0,33,3,3,23,4,0,0,0,0,0,4,4,0,0,0,19,8,5,6,29,3,7,12,0,7
"E00021468",111,47,13,34,33,3,13,2,0,9,2,0,0,0,0,0,8,6,0,2,0,9,5,2,2,31,2,2,3,1,23
"E00021469",149,42,13,29,63,2,30,3,5,20,2,0,0,0,0,0,6,4,1,1,0,25,9,7,9,44,6,8,5,0,25
"E00021470",117,53,17,36,37,4,22,6,5,8,3,0,0,0,0,0,5,4,0,0,1,6,2,1,3,27,3,3,9,0,12
"E00021471",134,34,13,21,69,2,29,2,3,22,2,1,1,0,0,0,10,7,1,1,1,27,13,8,6,31,5,4,4,0,18
"E00021473",95,25,8,17,40,2,24,5,4,14,1,0,0,0,0,0,8,6,2,0,0,6,1,2,3,30,3,7,8,1,11
"E00021474",122,18,7,11,67,0,32,6,4,18,4,0,0,0,0,0,9,4,3,1,1,26,8,6,12,37,4,7,6,0,20
"E00021475",122,30,12,18,45,1,30,6,6,14,4,0,0,0,0,0,2,1,1,0,0,12,4,2,6,47,3,7,14,0,23
"E00021476",122,23,8,15,63,2,30,2,5,21,2,0,0,0,0,0,3,1,1,0,1,28,9,11,8,36,2,4,5,0,25
"E00021477",166,55,12,43,75,0,36,9,4,18,5,0,0,0,0,0,26,21,2,2,1,13,4,4,5,36,0,5,2,0,29
"E00021478",130,46,11,35,54,3,23,4,4,12,3,1,1,0,0,0,17,12,1,3,1,10,5,3,2,30,3,5,4,0,18
"E00021479",151,36,3,33,44,1,17,7,1,8,1,1,1,0,0,0,17,14,1,2,0,8,3,5,0,71,1,1,18,0,51
"E00021480",144,47,1,46,53,1,29,11,6,11,1,0,0,0,0,0,16,14,1,1,0,7,3,4,0,44,3,3,1,0,37
"E00021481",134,34,10,24,48,3,27,3,2,18,4,0,0,0,0,0,4,2,0,1,1,14,2,4,8,52,1,6,15,0,30
"E00021482",127,19,9,10,48,2,23,7,2,11,3,2,2,0,0,0,8,5,1,2,0,13,2,4,7,60,4,7,11,0,38
"E00021483",231,55,3,52,93,2,40,16,4,19,1,3,3,0,0,0,31,24,5,2,0,17,8,6,3,83,6,2,9,0,66
"E00021484",114,22,3,19,40,0,24,7,6,8,3,3,1,2,0,0,13,7,2,4,0,0,0,0,0,52,1,2,11,0,38
"E00021485",122,37,4,33,65,0,33,5,9,18,1,1,0,1,0,0,5,3,0,2,0,26,9,9,8,20,5,2,2,0,11
"E00021486",121,23,4,19,64,2,34,6,3,19,6,0,0,0,0,0,8,2,2,3,1,20,3,5,12,34,8,3,6,0,17
"E00021487",71,17,5,12,33,1,17,2,2,13,0,0,0,0,0,0,5,4,0,1,0,10,2,4,4,21,2,4,1,0,14
"E00021488",157,48,8,40,79,1,42,7,5,26,4,0,0,0,0,0,13,11,1,1,0,23,11,7,5,30,5,6,1,0,18
"E00021489",119,35,12,23,62,2,35,5,5,25,0,0,0,0,0,0,5,2,1,2,0,20,9,7,4,22,2,6,4,0,10
"E00021490",115,46,10,36,55,1,36,5,4,26,1,0,0,0,0,0,3,0,0,3,0,15,8,6,1,14,2,4,1,1,6
"E00021491",87,20,7,13,44,0,24,4,4,14,2,0,0,0,0,0,3,1,0,2,0,17,9,4,4,23,2,8,3,1,9
"E00021492",136,44,6,38,66,4,36,11,5,20,0,0,0,0,0,0,6,3,1,1,1,20,10,5,5,26,4,8,0,0,14
"E00021493",126,23,6,17,85,1,53,4,10,36,3,0,0,0,0,0,5,1,2,2,0,26,9,9,8,18,5,7,0,0,6
"E00021494",176,45,11,34,100,2,54,9,11,24,10,1,1,0,0,0,9,7,1,0,1,34,8,11,15,31,4,8,4,0,15
"E00021495",184,52,2,50,102,1,56,5,14,28,9,1,1,0,0,0,16,13,2,1,0,28,10,9,9,30,4,10,2,0,14
"E00021496",107,25,8,17,71,0,44,0,9,31,4,0,0,0,0,0,4,1,0,0,3,23,10,8,5,11,2,2,0,0,7
"E00021497",133,31,6,25,79,1,51,1,8,39,3,0,0,0,0,0,7,0,0,7,0,20,4,9,7,23,2,11,1,0,9
"E00021498",127,28,9,19,75,0,44,8,7,27,2,0,0,0,0,0,4,3,1,0,0,27,14,7,6,24,6,7,0,0,11
"E00021499",124,40,2,38,52,3,15,6,2,4,3,2,2,0,0,0,18,14,2,2,0,14,3,6,5,32,2,1,4,0,25
"E00021500",139,44,3,41,51,1,21,13,2,6,0,0,0,0,0,0,14,14,0,0,0,15,6,3,6,44,1,3,7,0,33
"E00021501",131,61,10,51,48,1,25,8,1,13,3,0,0,0,0,0,6,5,0,1,0,16,6,4,6,22,1,3,1,0,17
"E00021502",134,60,3,57,53,0,27,2,7,13,5,0,0,0,0,0,4,3,0,1,0,22,7,10,5,21,2,10,1,0,8
"E00021503",129,36,6,30,76,0,45,5,5,32,3,0,0,0,0,0,8,5,2,1,0,23,9,9,5,17,2,6,4,0,5
"E00021504",164,58,10,48,84,1,47,7,13,26,1,0,0,0,0,0,18,13,2,3,0,18,5,4,9,22,2,3,5,0,12
"E00021505",95,26,9,17,47,2,22,2,1,17,2,0,0,0,0,0,4,4,0,0,0,19,5,4,10,22,4,7,0,0,11
"E00021506",142,61,11,50,56,4,28,6,7,14,1,0,0,0,0,0,7,4,2,1,0,17,6,5,6,25,3,1,2,0,19
"E00021507",169,67,17,50,62,2,29,11,4,11,3,0,0,0,0,0,15,14,0,1,0,16,5,3,8,40,2,3,4,0,31
"E00021508",136,44,11,33,56,2,27,3,5,18,1,0,0,0,0,0,11,9,0,2,0,16,10,1,5,36,5,2,2,0,27
"E00021509",184,64,37,27,71,3,37,6,9,20,2,0,0,0,0,0,6,3,1,1,1,25,13,3,9,49,6,6,7,2,28
"E00021510",121,44,3,41,67,1,47,28,11,7,1,2,2,0,0,0,13,11,0,2,0,4,4,0,0,10,1,1,3,0,5
"E00021511",109,42,2,40,55,2,42,26,11,4,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,12,1,2,0,0,9
"E00021516",106,30,3,27,61,1,32,12,5,6,9,1,1,0,0,0,7,7,0,0,0,20,7,2,11,15,1,1,0,0,13
"E00021517",136,56,2,54,60,0,24,8,1,6,9,0,0,0,0,0,17,13,3,0,1,19,8,6,5,20,0,5,0,0,15
"E00021518",151,58,3,55,67,2,37,22,8,4,3,0,0,0,0,0,13,7,5,1,0,15,2,6,7,26,3,4,0,0,19
"E00021519",200,53,5,48,113,9,55,25,14,10,6,2,2,0,0,0,33,29,4,0,0,14,4,3,7,34,5,2,4,0,23
"E00021520",97,35,3,32,46,0,30,12,7,10,1,1,1,0,0,0,12,11,1,0,0,3,3,0,0,16,1,0,0,0,15
"E00021521",98,24,10,14,63,1,33,10,9,4,10,1,1,0,0,0,12,6,3,3,0,16,2,10,4,11,3,2,0,0,6
"E00021522",136,32,7,25,73,1,38,7,6,20,5,1,1,0,0,0,7,3,0,4,0,26,12,5,9,31,8,10,3,0,10
"E00021524",194,45,2,43,91,1,53,18,6,21,8,1,1,0,0,0,10,6,1,3,0,26,12,12,2,58,6,11,6,0,35
"E00021525",134,48,0,48,57,0,37,17,11,8,1,0,0,0,0,0,13,13,0,0,0,7,3,1,3,29,3,2,5,0,19
"E00021526",169,66,2,64,68,0,37,23,5,7,2,0,0,0,0,0,24,19,4,1,0,7,2,2,3,35,1,1,3,0,30
"E00021527",145,48,0,48,67,1,35,13,13,8,1,3,3,0,0,0,17,13,3,1,0,11,8,3,0,30,1,0,7,0,22
"E00021528",94,25,9,16,60,5,28,6,8,11,3,0,0,0,0,0,11,4,2,4,1,16,7,3,6,9,1,2,0,0,6
"E00021529",116,76,33,43,31,1,15,9,2,4,0,0,0,0,0,0,5,4,0,1,0,10,3,5,2,9,3,1,0,0,5
"E00021531",186,43,5,38,111,1,55,11,12,25,7,0,0,0,0,0,12,5,1,4,2,43,21,7,15,32,9,13,0,0,10
"E00021532",138,39,2,37,58,0,40,20,8,10,2,0,0,0,0,0,15,10,5,0,0,3,3,0,0,41,4,1,3,0,33
"E00021533",141,63,1,62,63,1,34,28,5,1,0,1,1,0,0,0,23,22,1,0,0,4,2,1,1,15,0,0,0,0,15
"E00021534",127,49,3,46,58,0,24,19,5,0,0,1,1,0,0,0,29,28,1,0,0,4,2,0,2,20,3,0,5,0,12
"E00021535",115,33,2,31,53,1,27,14,2,6,5,1,1,0,0,0,14,11,2,0,1,10,3,2,5,29,1,6,7,0,15
"E00021536",118,39,1,38,56,0,40,26,8,4,2,0,0,0,0,0,13,10,2,1,0,3,0,3,0,23,3,1,3,0,16
"E00021537",163,47,2,45,71,2,41,23,9,5,4,2,2,0,0,0,21,18,1,2,0,5,4,0,1,45,2,1,4,0,38
"E00021538",309,94,5,89,144,2,90,46,24,16,4,1,1,0,0,0,43,35,5,3,0,8,6,1,1,71,1,0,5,0,65
"E00021539",138,50,0,50,64,1,43,33,4,4,2,0,0,0,0,0,20,20,0,0,0,0,0,0,0,24,0,0,1,0,23
"E00021541",139,66,0,66,44,0,27,21,5,1,0,1,1,0,0,0,14,11,3,0,0,2,1,0,1,29,1,0,3,0,25
"E00021542",106,34,1,33,62,4,51,22,23,3,3,0,0,0,0,0,7,5,2,0,0,0,0,0,0,10,1,0,1,0,8
"E00021543",142,45,4,41,62,1,39,23,14,0,2,0,0,0,0,0,20,20,0,0,0,2,1,0,1,35,0,0,6,0,29
"E00021544",83,18,0,18,51,0,37,22,12,2,1,1,1,0,0,0,9,8,1,0,0,4,3,0,1,14,1,1,1,0,11
"E00021546",102,31,1,30,56,1,32,18,8,5,1,0,0,0,0,0,17,17,0,0,0,6,6,0,0,15,0,0,2,0,13
"E00021547",115,55,13,42,39,5,18,4,4,8,2,0,0,0,0,0,8,7,1,0,0,8,3,3,2,21,1,7,1,0,12
"E00021549",128,25,8,17,74,3,34,8,7,14,5,0,0,0,0,0,17,12,2,2,1,20,5,7,8,29,3,7,0,0,19
"E00021550",150,49,8,41,72,0,32,11,7,11,3,1,1,0,0,0,11,3,4,3,1,28,13,10,5,29,6,10,2,0,11
"E00021552",99,32,7,25,48,5,19,4,3,9,3,1,1,0,0,0,5,4,0,1,0,18,7,4,7,19,0,2,1,0,16
"E00021553",119,37,12,25,60,5,29,5,5,16,3,0,0,0,0,0,2,0,1,1,0,24,7,9,8,22,1,8,0,0,13
"E00021554",127,41,6,35,64,0,29,19,3,3,4,0,0,0,0,0,19,17,2,0,0,16,8,5,3,22,1,3,1,0,17
"E00021555",145,37,4,33,83,1,45,5,10,28,2,0,0,0,0,0,14,9,3,2,0,23,11,9,3,25,1,5,0,0,19
"E00021556",147,57,0,57,63,0,35,24,6,5,0,1,1,0,0,0,23,19,2,1,1,4,3,0,1,27,3,0,1,0,23
"E00021557",172,63,4,59,79,1,51,28,11,11,1,1,1,0,0,0,21,20,1,0,0,5,2,1,2,30,1,2,0,0,27
"E00021559",157,57,17,40,81,4,40,14,8,11,7,1,1,0,0,0,14,11,2,0,1,22,5,2,15,19,1,1,1,0,16
"E00021560",157,51,13,38,73,1,33,7,5,18,3,0,0,0,0,0,18,13,1,2,2,21,7,5,9,33,8,8,1,1,15
"E00021561",144,61,7,54,44,0,20,13,5,1,1,0,0,0,0,0,19,19,0,0,0,5,3,1,1,39,1,1,14,0,23
"E00021562",140,47,8,39,62,2,24,8,2,10,4,2,2,0,0,0,22,20,1,1,0,12,3,5,4,31,1,7,6,0,17
"E00021563",124,30,8,22,69,5,36,10,3,19,4,2,1,0,1,0,8,7,0,1,0,18,4,6,8,25,1,7,3,0,14
"E00021564",123,43,30,13,51,4,25,4,3,13,5,0,0,0,0,0,6,4,0,1,1,16,2,1,13,29,4,5,3,0,17
"E00021565",89,41,9,32,35,1,21,5,3,13,0,0,0,0,0,0,1,1,0,0,0,12,4,4,4,13,1,1,0,0,11
"E00021566",156,56,7,49,43,1,23,7,5,6,5,1,1,0,0,0,9,7,0,2,0,9,4,3,2,57,2,5,17,0,33
"E00021567",143,42,13,29,63,6,28,6,5,15,2,3,3,0,0,0,14,10,1,3,0,12,3,2,7,38,2,0,2,1,33
"E00021569",142,55,8,47,53,1,25,11,5,7,2,1,1,0,0,0,20,15,2,2,1,6,5,0,1,34,1,0,7,0,26
"E00021572",143,60,6,54,51,3,31,4,7,18,2,0,0,0,0,0,9,8,1,0,0,8,3,3,2,32,5,5,0,0,22
"E00021574",93,24,3,21,40,2,24,5,2,11,6,0,0,0,0,0,9,8,0,1,0,5,3,1,1,29,6,3,1,1,18
"E00021577",128,58,19,39,62,3,24,5,3,14,2,0,0,0,0,0,13,10,1,2,0,22,10,5,7,8,2,3,0,1,2
"E00021579",106,25,6,19,59,0,41,3,6,29,3,0,0,0,0,0,9,6,0,2,1,9,2,4,3,22,3,6,4,0,9
"E00021580",124,27,7,20,63,3,37,4,6,25,2,0,0,0,0,0,5,2,2,1,0,18,5,5,8,34,2,10,2,0,20
"E00021582",98,18,7,11,52,2,32,8,4,17,3,0,0,0,0,0,3,2,0,1,0,15,2,8,5,28,6,9,0,0,13
"E00021583",150,55,10,45,70,1,42,6,4,29,3,1,1,0,0,0,6,4,1,1,0,20,9,5,6,25,0,7,5,1,12
"E00021584",113,38,15,23,55,2,27,4,9,8,6,0,0,0,0,0,10,4,2,3,1,16,4,6,6,20,3,3,0,0,14
"E00021585",149,29,7,22,77,1,52,3,6,36,7,0,0,0,0,0,8,3,0,4,1,16,5,4,7,43,9,13,3,0,18
"E00021586",130,19,13,6,73,1,44,2,5,29,8,3,3,0,0,0,7,2,2,3,0,18,1,9,8,38,4,11,5,2,16
"E00021587",128,34,17,17,65,6,33,2,6,23,2,0,0,0,0,0,3,2,0,1,0,23,4,6,13,29,4,7,3,1,14
"E00021588",148,66,27,39,59,3,31,6,4,18,3,0,0,0,0,0,5,2,0,3,0,20,5,8,7,23,3,6,1,0,13
"E00021590",137,41,19,22,73,4,41,6,8,21,6,1,1,0,0,0,4,1,0,2,1,23,5,6,12,23,5,2,7,0,9
"E00021591",127,26,3,23,86,0,48,3,4,38,3,0,0,0,0,0,5,2,1,2,0,33,10,21,2,15,1,11,0,0,3
"E00021592",112,29,9,20,61,5,31,6,4,15,6,1,1,0,0,0,11,6,2,1,2,13,2,5,6,22,1,4,2,2,13
"E00021593",140,92,41,51,36,8,17,7,1,9,0,2,2,0,0,0,3,0,2,0,1,6,0,0,6,12,1,1,4,1,5
"E00021594",129,53,18,35,53,5,29,8,3,16,2,0,0,0,0,0,1,1,0,0,0,18,6,1,11,23,2,5,1,0,15
"E00021595",134,50,16,34,49,1,21,2,6,9,4,1,1,0,0,0,7,3,2,2,0,19,4,1,14,35,4,9,3,0,19
"E00021596",164,60,18,42,73,4,31,7,6,13,5,1,1,0,0,0,18,18,0,0,0,19,5,4,10,31,1,3,0,0,27
