"GeographyCode","QS402EW0001","QS402EW0002","QS402EW0003","QS402EW0004","QS402EW0005","QS402EW0006","QS402EW0007","QS402EW0008","QS402EW0009","QS402EW0010","QS402EW0011","QS402EW0012"
"E02000864",3468,3459,754,77,119,558,2705,2505,124,76,0,9
"E02000865",2763,2742,333,21,53,259,2409,2137,224,48,0,21
"E02000866",3829,3812,1375,53,132,1190,2430,1792,546,92,7,17
"E02000867",4307,4261,675,33,101,541,3586,3331,224,31,0,46
"E02000868",2618,2580,219,23,44,152,2361,2121,165,75,0,38
"E02000869",2485,2453,480,13,32,435,1973,1791,92,90,0,32
"E02000870",2560,2539,489,31,50,408,2050,1911,101,38,0,21
"E02000871",3107,3085,397,41,95,261,2687,2641,30,16,1,22
"E02000872",3088,3053,253,25,37,191,2799,2541,141,117,1,35
"E02000873",2792,2719,298,26,44,228,2417,2316,73,28,4,73
"E02000874",2494,2434,261,28,48,185,2173,2024,131,18,0,60
"E02000875",3437,3398,367,32,93,242,3016,2836,162,18,15,39
"E02000876",2750,2694,322,28,56,238,2371,2139,135,97,1,56
"E02000877",3252,3208,463,36,64,363,2743,2607,102,34,2,44
"E02000878",3900,3836,508,38,99,371,3328,2874,221,233,0,64
"E02000879",2855,2810,464,34,67,363,2344,2176,125,43,2,45
"E02000880",2090,2061,261,21,45,195,1800,1662,85,53,0,29
"E02000881",2379,2374,518,71,84,363,1856,1734,99,23,0,5
"E02000882",2884,2841,972,108,170,694,1867,1785,62,20,2,43
"E02000883",2880,2853,369,51,77,241,2482,2376,49,57,2,27
"E02000884",3707,3689,297,25,71,201,3392,2952,287,153,0,18
"E02000885",2509,2467,269,38,64,167,2197,2076,96,25,1,42
"E02000886",3185,3169,242,19,37,186,2927,2820,78,29,0,16
"E02000887",3165,3103,336,45,77,214,2762,2662,84,16,5,62
"E02000888",3306,3297,215,34,49,132,3079,2972,80,27,3,9
"E02000889",2879,2862,497,28,80,389,2364,2284,56,24,1,17
"E02000890",3093,3087,259,15,45,199,2815,2624,162,29,13,6
"E02000891",5742,5692,451,39,91,321,5211,5126,65,20,30,50
"E02000893",2912,2907,610,29,182,399,2296,2256,36,4,1,5
"E02000894",4510,4494,1160,83,239,838,3333,3264,62,7,1,16
"E02006853",3320,3271,305,40,88,177,2965,2936,18,11,1,49
"E02006854",2991,2984,82,14,27,41,2897,2828,32,37,5,7
