"GeographyCode","QS116EW0001","QS116EW0002","QS116EW0003","QS116EW0004","QS116EW0005","QS116EW0006","QS116EW0007","QS116EW0008","QS116EW0009","QS116EW0010","QS116EW0011","QS116EW0012"
"E01004197",964,338,135,81,0,1,26,96,73,38,15,161
"E01004198",606,243,84,70,0,2,12,32,48,27,5,83
"E01004199",574,187,132,47,0,1,15,27,84,29,3,49
"E01004200",585,177,54,40,0,2,10,107,18,18,23,136
"E01004201",619,216,93,52,0,2,17,35,60,25,7,112
"E01004202",713,230,87,74,0,6,14,120,43,21,9,109
"E01004203",689,194,89,55,0,2,11,97,47,33,14,147
"E01004204",631,249,101,67,0,3,11,31,48,33,6,82
"E01004205",688,201,193,65,0,2,11,29,73,23,21,70
"E01004206",554,222,101,51,0,3,8,27,56,24,10,52
"E01004207",515,189,80,57,0,2,10,31,50,26,21,49
"E01004208",788,280,88,81,0,6,7,110,20,10,35,151
"E01004209",466,154,128,39,0,1,4,21,49,30,4,36
"E01004211",720,315,54,70,0,2,5,114,22,12,7,119
"E01004212",720,318,94,67,0,1,5,67,51,17,22,78
"E01004214",665,252,121,70,0,1,18,24,111,35,2,31
"E01004215",1168,408,143,164,0,4,20,112,124,51,14,128
"E01004216",737,235,99,103,0,6,15,75,54,20,19,111
"E01004217",779,303,104,140,0,4,18,51,65,36,12,46
"E01004218",731,215,122,131,1,3,18,75,49,21,11,85
"E01004219",851,258,172,100,0,6,15,75,93,35,7,90
"E01004221",802,250,93,121,0,3,17,101,65,26,12,114
"E01004222",1048,402,124,108,0,5,20,67,144,56,11,111
"E01004223",938,355,102,111,0,1,23,71,128,59,5,83
"E01004224",806,250,84,104,0,6,24,74,79,41,13,131
"E01004225",1147,436,69,129,0,11,15,232,49,13,22,171
"E01004226",676,203,100,86,0,2,20,52,97,36,17,63
"E01004228",769,246,81,109,0,6,33,93,59,26,13,103
"E01004229",551,163,96,77,0,4,10,55,54,25,18,49
"E01004230",803,230,118,99,1,2,20,78,89,40,15,111
"E01004231",629,172,111,68,0,4,12,29,112,36,15,70
"E01004232",603,159,76,76,0,5,16,75,25,20,28,123
"E01004233",751,306,107,74,0,0,18,51,74,33,5,83
"E01004234",903,251,109,130,0,7,27,124,73,31,24,127
"E01004235",513,172,124,47,1,2,11,24,78,12,8,34
"E01004236",497,116,150,59,0,0,12,24,68,27,7,34
"E01004237",506,200,68,57,0,1,15,45,56,11,8,45
"E01004238",1058,345,205,96,0,6,21,82,114,44,31,114
"E01004239",533,139,123,78,0,4,11,29,70,42,9,28
"E01004240",574,136,155,60,0,2,19,25,81,46,9,41
"E01004241",570,185,139,52,0,1,15,14,74,46,14,30
"E01004242",898,264,196,82,0,0,15,53,102,39,24,123
"E01004243",614,168,127,79,0,2,19,28,90,49,6,46
"E01004244",686,257,129,70,0,1,10,25,99,42,7,46
"E01004245",433,92,144,37,0,0,20,10,85,22,3,20
"E01004246",747,236,129,106,0,4,18,66,71,36,10,71
"E01004247",714,230,139,85,0,1,16,29,103,41,11,59
"E01004248",441,134,108,43,0,0,11,18,89,24,2,12
"E01004249",758,261,145,71,0,1,23,49,112,47,3,46
