"GeographyCode","QS417EW0001","QS417EW0002","QS417EW0003"
"E02000864",3530,3468,62
"E02000865",2799,2763,36
"E02000866",3911,3829,82
"E02000867",4587,4307,280
"E02000868",2651,2618,33
"E02000869",2544,2485,59
"E02000870",2592,2560,32
"E02000871",3173,3107,66
"E02000872",3152,3088,64
"E02000873",2839,2792,47
"E02000874",2584,2494,90
"E02000875",3522,3437,85
"E02000876",2833,2750,83
"E02000877",3418,3252,166
"E02000878",4123,3900,223
"E02000879",2910,2855,55
"E02000880",2144,2090,54
"E02000881",2487,2379,108
"E02000882",2933,2884,49
"E02000883",2935,2880,55
"E02000884",3934,3707,227
"E02000885",2574,2509,65
"E02000886",3381,3185,196
"E02000887",3218,3165,53
"E02000888",3501,3306,195
"E02000889",3017,2879,138
"E02000890",3420,3093,327
"E02000891",6357,5742,615
"E02000893",3032,2912,120
"E02000894",4753,4510,243
"E02006853",3861,3320,541
"E02006854",3421,2991,430
