"GeographyCode","QS115EW0001","QS115EW0002","QS115EW0003","QS115EW0004","QS115EW0005","QS115EW0006","QS115EW0007","QS115EW0008","QS115EW0009","QS115EW0010","QS115EW0011","QS115EW0012"
"E02000864",3468,1210,379,831,2258,279,176,287,722,129,202,463
"E02000865",2763,984,213,771,1779,172,104,237,540,129,209,388
"E02000866",3829,1192,309,883,2637,205,198,372,848,140,172,702
"E02000867",4307,1443,227,1216,2864,289,127,299,1344,103,195,507
"E02000868",2618,850,154,696,1768,94,94,156,708,104,158,454
"E02000869",2485,944,222,722,1541,121,110,192,557,78,116,367
"E02000870",2560,843,218,625,1717,161,101,212,537,104,167,435
"E02000871",3107,972,172,800,2135,254,114,339,572,164,328,364
"E02000872",3088,1049,158,891,2039,163,102,186,799,107,188,494
"E02000873",2792,891,200,691,1901,146,111,257,556,135,207,489
"E02000874",2494,869,162,707,1625,122,70,225,389,135,271,413
"E02000875",3437,1079,165,914,2358,233,116,364,689,194,344,418
"E02000876",2750,1018,134,884,1732,102,60,198,627,70,241,434
"E02000877",3252,878,204,674,2374,201,112,354,508,246,346,607
"E02000878",3900,1467,192,1275,2433,78,108,225,1020,97,302,603
"E02000879",2855,1030,309,721,1825,117,147,230,494,136,256,445
"E02000880",2090,722,173,549,1368,81,85,195,377,87,202,341
"E02000881",2379,723,172,551,1656,217,81,247,350,161,294,306
"E02000882",2884,886,220,666,1998,170,106,322,481,200,384,335
"E02000883",2880,924,244,680,1956,253,141,309,428,184,280,361
"E02000884",3707,1273,107,1166,2434,104,64,206,1079,84,245,652
"E02000885",2509,858,234,624,1651,160,118,184,437,122,295,335
"E02000886",3185,1142,162,980,2043,124,97,307,893,96,183,343
"E02000887",3165,948,209,739,2217,314,134,359,521,180,282,427
"E02000888",3306,1140,139,1001,2166,150,79,343,855,138,237,364
"E02000889",2879,1112,149,963,1767,81,86,267,736,86,149,362
"E02000890",3093,1419,182,1237,1674,50,98,231,966,25,58,246
"E02000891",5742,2030,126,1904,3712,312,102,509,1835,135,238,581
"E02000893",2912,1005,225,780,1907,177,116,359,676,72,139,368
"E02000894",4510,1546,118,1428,2964,162,94,502,1424,67,183,532
"E02006853",3320,1363,121,1242,1957,197,67,289,944,77,148,235
"E02006854",2991,1237,39,1198,1754,84,37,237,1094,58,85,159
