"GeographyCode","QS610EW0001","QS610EW0002","QS610EW0003","QS610EW0004","QS610EW0005","QS610EW0006","QS610EW0007","QS610EW0008","QS610EW0009","QS610EW0010","QS610EW0011","QS610EW0012","QS610EW0013","QS610EW0014","QS610EW0015","QS610EW0016","QS610EW0017","QS610EW0018","QS610EW0019","QS610EW0020","QS610EW0021","QS610EW0022","QS610EW0023","QS610EW0024","QS610EW0025","QS610EW0026","QS610EW0027","QS610EW0028","QS610EW0029","QS610EW0030","QS610EW0031","QS610EW0032","QS610EW0033","QS610EW0034","QS610EW0035","QS610EW0036","QS610EW0037","QS610EW0038","QS610EW0039","QS610EW0040","QS610EW0041","QS610EW0042","QS610EW0043","QS610EW0044","QS610EW0045","QS610EW0046","QS610EW0047","QS610EW0048","QS610EW0049","QS610EW0050","QS610EW0051","QS610EW0052","QS610EW0053","QS610EW0054","QS610EW0055"
"E02000864",7365,688,91,3,88,597,303,222,53,19,1523,1075,831,104,120,20,338,110,730,379,259,83,9,718,196,196,0,522,517,5,585,362,223,215,8,997,229,567,46,35,1,89,30,770,202,116,228,224,0,952,612,340,402,402,0
"E02000865",6254,600,79,0,79,521,265,170,65,21,1551,1084,745,112,207,20,343,124,580,293,217,66,4,604,174,174,0,430,430,0,569,328,241,224,17,723,210,349,34,55,0,52,23,609,177,122,178,132,0,763,508,255,255,254,1
"E02000866",8651,1523,274,0,274,1249,734,313,167,35,2379,1747,1192,199,308,48,451,181,802,404,267,102,29,816,216,216,0,600,600,0,472,278,194,192,2,839,230,400,44,54,0,73,38,666,212,102,187,164,1,658,458,200,496,491,5
"E02000867",9090,1551,213,1,212,1338,776,421,105,36,2425,1736,1239,249,206,42,492,197,973,527,346,79,21,685,182,182,0,503,503,0,673,398,275,275,0,906,268,398,58,52,3,89,38,631,210,57,176,182,6,731,489,242,515,515,0
"E02000868",5921,788,109,0,109,679,389,167,96,27,1544,1200,773,128,261,38,211,133,566,297,184,72,13,562,161,161,0,401,401,0,406,236,170,170,0,586,206,280,20,16,2,59,3,556,183,106,139,128,0,627,410,217,286,286,0
"E02000869",5047,711,84,1,83,627,340,183,88,16,1342,1011,653,95,237,26,223,108,426,246,122,49,9,505,118,118,0,387,387,0,367,197,170,165,5,603,158,342,17,15,5,49,17,418,139,56,95,128,0,501,329,172,174,174,0
"E02000870",5795,697,106,0,106,591,298,248,25,20,1317,990,690,103,178,19,212,115,621,319,201,78,23,473,153,153,0,320,320,0,477,233,244,235,9,725,182,374,52,27,0,83,7,630,251,65,143,168,3,590,377,213,265,265,0
"E02000871",7820,504,80,0,80,424,235,161,17,11,1403,871,631,104,113,23,373,159,754,433,248,55,18,737,224,224,0,513,513,0,837,453,384,379,5,1234,342,652,97,26,0,83,34,868,278,122,193,275,0,1071,731,340,412,411,1
"E02000872",6899,987,176,1,175,811,470,246,60,35,1753,1293,840,150,248,55,353,107,675,367,207,85,16,650,218,218,0,432,432,0,461,294,167,164,3,733,252,323,62,12,0,71,13,573,209,90,148,126,0,794,526,268,273,273,0
"E02000873",6848,668,120,0,120,548,325,162,32,29,1362,948,727,94,113,14,260,154,608,277,246,78,7,623,230,230,0,393,389,4,525,339,186,174,12,696,174,382,37,29,2,35,37,635,177,95,200,163,0,773,550,223,958,958,0
"E02000874",6325,447,71,0,71,376,215,111,43,7,1153,786,579,74,125,8,225,142,635,274,293,66,2,643,170,168,2,473,473,0,648,384,264,263,1,864,300,395,80,30,4,52,3,620,219,112,162,127,0,851,619,232,464,464,0
"E02000875",8724,755,106,5,101,649,397,217,19,16,1550,1038,848,92,75,23,372,140,787,389,314,62,22,914,312,309,3,602,602,0,911,537,374,361,13,1138,321,598,72,44,0,67,36,1066,370,113,290,293,0,1149,719,430,454,454,0
"E02000876",6449,737,82,2,80,655,338,238,50,29,1418,1084,796,112,148,28,268,66,502,274,162,54,12,623,174,174,0,449,449,0,492,306,186,186,0,805,271,346,82,15,2,79,10,604,220,128,142,110,4,836,599,237,432,428,4
"E02000877",8967,642,47,2,45,595,303,228,39,25,1730,1222,883,123,177,39,370,138,733,362,292,67,12,842,260,260,0,582,582,0,841,504,337,327,10,1316,365,744,67,33,2,83,22,991,351,114,289,237,0,1237,854,383,635,635,0
"E02000878",8547,1496,238,3,235,1258,651,424,126,57,2215,1564,987,251,284,42,506,145,750,430,210,103,7,650,213,213,0,437,434,3,640,420,220,212,8,823,258,333,135,23,0,45,29,664,205,189,149,121,0,896,604,292,413,413,0
