"GeographyCode","QS610EW0001","QS610EW0002","QS610EW0003","QS610EW0004","QS610EW0005","QS610EW0006","QS610EW0007","QS610EW0008","QS610EW0009","QS610EW0010","QS610EW0011","QS610EW0012","QS610EW0013","QS610EW0014","QS610EW0015","QS610EW0016","QS610EW0017","QS610EW0018","QS610EW0019","QS610EW0020","QS610EW0021","QS610EW0022","QS610EW0023","QS610EW0024","QS610EW0025","QS610EW0026","QS610EW0027","QS610EW0028","QS610EW0029","QS610EW0030","QS610EW0031","QS610EW0032","QS610EW0033","QS610EW0034","QS610EW0035","QS610EW0036","QS610EW0037","QS610EW0038","QS610EW0039","QS610EW0040","QS610EW0041","QS610EW0042","QS610EW0043","QS610EW0044","QS610EW0045","QS610EW0046","QS610EW0047","QS610EW0048","QS610EW0049","QS610EW0050","QS610EW0051","QS610EW0052","QS610EW0053","QS610EW0054","QS610EW0055"
"E02000879",6567,656,151,0,151,505,285,142,66,12,1198,842,618,82,122,20,223,133,644,332,247,51,14,733,230,225,5,503,503,0,614,294,320,314,6,775,204,365,101,20,0,58,27,686,223,89,207,167,0,711,489,222,550,547,3
"E02000880",5080,530,85,0,85,445,237,169,19,20,1006,714,533,61,101,19,231,61,449,251,145,51,2,576,171,171,0,405,405,0,472,293,179,178,1,658,191,329,52,38,0,38,10,508,158,124,130,96,0,546,412,134,335,335,0
"E02000881",6399,394,57,0,57,337,171,125,27,14,954,626,408,64,134,20,232,96,587,279,266,36,6,738,244,244,0,494,494,0,667,366,301,284,17,966,242,537,54,38,0,73,22,859,241,136,245,232,5,977,686,291,257,257,0
"E02000882",7776,623,131,0,131,492,250,169,48,25,1578,1102,931,80,78,13,347,129,736,381,232,103,20,796,257,257,0,539,539,0,680,415,265,258,7,1056,248,579,126,26,5,61,11,796,258,148,214,176,0,1267,814,453,244,244,0
"E02000883",7041,426,93,5,88,333,171,134,18,10,975,613,441,74,86,12,248,114,688,391,252,32,13,767,238,238,0,529,527,2,774,419,355,340,15,1103,292,638,31,35,0,95,12,836,261,57,229,280,9,1182,814,368,290,290,0
"E02000884",8397,1837,313,0,313,1524,869,499,115,41,2185,1580,1153,219,164,44,470,135,617,360,184,66,7,653,209,209,0,444,444,0,509,320,189,181,8,740,261,338,58,22,0,49,12,470,163,111,113,77,6,783,551,232,603,603,0
"E02000885",6128,492,91,6,85,401,202,144,29,26,1064,680,508,95,68,9,261,123,488,265,155,54,14,691,292,292,0,399,399,0,646,346,300,297,3,883,243,459,76,43,1,50,11,657,172,173,170,141,1,930,705,225,277,273,4
"E02000886",6820,1416,265,6,259,1151,529,453,120,49,1657,1081,797,166,81,37,478,98,658,374,204,58,22,607,211,211,0,396,396,0,448,296,152,151,1,658,170,338,70,25,1,47,7,492,147,88,108,149,0,658,470,188,226,226,0
"E02000887",7838,591,102,0,102,489,259,191,25,14,1261,777,542,135,95,5,359,125,751,368,315,48,20,789,186,186,0,603,603,0,951,561,390,383,7,1194,320,628,68,38,1,104,35,832,263,73,269,227,0,1175,761,414,294,291,3
"E02000888",7710,1530,329,2,327,1201,595,442,125,39,1660,1119,766,198,111,44,414,127,662,366,227,67,2,697,273,273,0,424,424,0,565,352,213,205,8,815,255,355,125,22,0,56,2,690,168,171,190,155,6,706,520,186,385,385,0
"E02000889",6112,1519,273,8,265,1246,624,484,114,24,1497,1028,740,143,100,45,380,89,591,370,151,52,18,470,174,174,0,296,296,0,360,214,146,134,12,673,206,302,78,18,0,51,18,358,96,110,72,80,0,442,291,151,202,201,1
"E02000890",5330,1982,395,14,381,1587,781,602,146,58,1772,1156,725,207,161,63,535,81,362,259,64,28,11,361,106,106,0,255,254,1,168,100,68,67,1,239,41,148,10,17,0,14,9,170,46,46,45,32,1,174,100,74,102,102,0
"E02000891",12053,3011,558,4,554,2453,1188,997,156,112,3240,2245,1534,478,158,75,835,160,1056,668,276,75,37,815,273,273,0,542,542,0,676,389,287,267,20,944,346,407,31,49,2,94,15,625,197,75,135,216,2,1096,702,394,590,584,6
"E02000893",6206,1219,177,7,170,1042,484,425,108,25,1389,881,612,157,72,40,396,112,604,333,206,42,23,648,166,166,0,482,482,0,500,282,218,216,2,635,192,316,17,22,0,69,19,429,144,44,122,118,1,539,325,214,243,243,0
"E02000894",9639,2742,409,0,409,2333,1127,949,174,83,2862,1856,1287,317,168,84,842,164,773,544,177,30,22,720,222,222,0,498,498,0,506,304,202,193,9,624,179,261,35,23,0,115,11,431,137,51,119,124,0,555,408,147,426,424,2
"E02006853",6692,1745,340,5,335,1405,675,561,101,68,1585,988,690,190,77,31,496,101,488,321,117,14,36,471,163,163,0,308,308,0,497,322,175,172,3,534,142,268,40,4,8,62,10,366,95,49,115,105,2,627,424,203,379,375,4
"E02006854",5679,1831,402,9,393,1429,636,611,117,65,1733,1085,663,240,126,56,597,51,426,313,76,21,16,275,118,118,0,157,157,0,245,146,99,99,0,303,68,185,9,14,5,22,0,212,73,28,61,44,6,371,248,123,283,283,0
