"GeographyCode","QS609EW0001","QS609EW0002","QS609EW0003","QS609EW0004","QS609EW0005","QS609EW0006","QS609EW0007","QS609EW0008","QS609EW0009","QS609EW0010","QS609EW0011","QS609EW0012","QS609EW0013","QS609EW0014","QS609EW0015","QS609EW0016","QS609EW0017","QS609EW0018","QS609EW0019","QS609EW0020","QS609EW0021","QS609EW0022","QS609EW0023","QS609EW0024","QS609EW0025","QS609EW0026","QS609EW0027","QS609EW0028","QS609EW0029","QS609EW0030","QS609EW0031","QS609EW0032","QS609EW0033","QS609EW0034","QS609EW0035","QS609EW0036","QS609EW0037","QS609EW0038","QS609EW0039","QS609EW0040","QS609EW0041","QS609EW0042","QS609EW0043","QS609EW0044","QS609EW0045","QS609EW0046","QS609EW0047","QS609EW0048","QS609EW0049","QS609EW0050","QS609EW0051","QS609EW0052","QS609EW0053","QS609EW0054","QS609EW0055"
"E01004197",2285,200,21,0,21,179,104,45,25,5,652,455,298,60,90,7,144,53,217,104,81,27,5,206,57,57,0,149,149,0,185,124,61,56,5,261,67,147,17,9,0,18,3,217,46,54,61,56,0,248,189,59,99,99,0
"E01004198",1522,104,13,0,13,91,35,39,15,2,283,189,134,13,33,9,67,27,149,75,49,24,1,132,32,32,0,100,100,0,145,88,57,57,0,253,58,99,36,27,1,28,4,193,56,44,57,36,0,218,136,82,45,45,0
"E01004199",1637,86,14,0,14,72,35,21,14,2,279,196,148,13,34,1,55,28,135,59,48,28,0,187,76,76,0,111,111,0,172,73,99,87,12,217,67,123,4,12,1,3,7,227,64,47,52,64,0,277,204,73,57,57,0
"E01004200",1394,219,32,0,32,187,101,46,29,11,401,296,171,43,74,8,61,44,132,59,43,30,0,112,22,22,0,90,90,0,76,33,43,43,0,99,29,58,1,4,0,7,0,107,13,24,35,35,0,127,86,41,121,121,0
"E01004201",1533,233,32,0,32,201,105,66,18,12,388,270,182,29,56,3,90,28,137,85,43,7,2,141,35,35,0,106,106,0,100,55,45,43,2,198,28,97,19,31,0,14,9,110,26,19,44,21,0,164,117,47,62,61,1
"E01004202",1705,245,29,0,29,216,119,57,34,6,491,394,250,32,92,20,42,55,139,65,58,15,1,186,42,42,0,144,144,0,95,49,46,46,0,161,57,60,13,17,0,11,3,148,32,43,38,35,0,188,122,66,52,52,0
"E01004203",1779,219,18,0,18,201,124,45,22,10,406,308,213,39,49,7,63,35,194,123,44,14,13,116,45,45,0,71,71,0,175,111,64,64,0,213,75,85,19,9,0,25,0,220,96,29,41,54,0,157,113,44,79,79,0
"E01004204",1538,114,30,0,30,84,52,19,13,0,287,221,153,18,46,4,57,9,121,66,40,14,1,171,55,55,0,116,116,0,88,63,25,24,1,210,56,110,17,4,4,19,0,234,58,66,64,46,0,275,209,66,38,38,0
"E01004205",2106,92,5,0,5,87,46,25,12,4,338,239,175,26,34,4,84,15,185,112,60,7,6,200,43,43,0,157,157,0,206,124,82,78,4,381,115,169,42,7,0,44,4,263,78,51,86,48,0,332,234,98,109,109,0
"E01004206",1491,66,10,0,10,56,26,25,5,0,190,161,135,8,18,0,22,7,107,48,46,11,2,134,52,52,0,82,82,0,186,118,68,68,0,216,70,87,27,12,0,17,3,208,59,62,41,46,0,279,221,58,105,101,4
"E01004207",1342,100,15,0,15,85,39,30,16,0,248,167,129,16,22,0,46,35,107,58,32,17,0,112,54,52,2,58,58,0,153,105,48,48,0,192,74,82,17,12,0,7,0,160,39,36,37,48,0,157,112,45,113,113,0
"E01004208",1842,352,42,0,42,310,161,115,20,14,491,357,270,39,34,14,106,28,120,72,37,7,4,179,51,51,0,128,128,0,99,56,43,43,0,143,44,75,13,0,0,8,3,126,58,31,7,30,0,174,121,53,158,158,0
"E01004209",1366,56,5,0,5,51,41,8,2,0,228,144,105,15,22,2,41,43,148,84,45,18,1,115,20,20,0,95,95,0,163,101,62,62,0,185,39,101,23,2,4,16,0,196,48,40,55,53,0,237,193,44,38,38,0
"E01004211",1461,239,27,2,25,212,108,78,15,11,439,360,241,39,70,10,59,20,122,62,29,31,0,129,34,34,0,95,95,0,58,44,14,14,0,152,55,57,19,4,2,15,0,120,30,36,23,27,4,139,110,29,63,63,0
"E01004212",1604,143,21,0,21,122,74,30,14,4,308,228,171,14,38,5,58,22,144,62,67,12,3,172,23,23,0,149,149,0,116,71,45,45,0,221,83,89,13,10,0,24,2,107,50,18,22,17,0,171,129,42,222,222,0
"E01004214",1669,88,4,0,4,84,50,27,7,0,262,178,150,22,4,2,53,31,148,85,45,12,6,225,38,38,0,187,187,0,171,79,92,88,4,264,64,158,0,7,0,24,11,208,67,35,50,56,0,272,159,113,31,31,0
"E01004215",2756,510,113,2,111,397,185,144,27,41,599,421,283,111,23,4,130,48,266,180,59,18,9,196,55,55,0,141,141,0,189,127,62,59,3,304,119,95,29,29,0,22,10,206,55,41,39,71,0,370,250,120,116,112,4
"E01004216",1619,369,48,0,48,321,150,146,17,8,426,281,176,60,33,12,123,22,140,101,35,1,3,130,25,25,0,105,105,0,143,86,57,52,5,129,44,50,8,11,0,16,0,91,22,11,28,30,0,108,61,47,83,83,0
"E01004217",1745,330,64,7,57,266,130,104,21,11,327,192,142,30,11,9,100,35,235,128,85,12,10,161,74,74,0,87,87,0,167,94,73,73,0,184,44,88,20,7,0,24,1,145,28,6,62,48,1,141,115,26,55,55,0
"E01004218",1750,465,70,0,70,395,168,152,69,6,429,268,174,46,30,18,131,30,180,106,47,18,9,171,50,50,0,121,121,0,77,54,23,23,0,174,53,68,5,16,0,22,10,101,36,14,17,34,0,79,51,28,74,74,0
