"GeographyCode","KS106EW0001","KS106EW0002","KS106EW0003","KS106EW0004","KS106EW0005","KS106EW0006","KS106EW0007","KS106EW0008","KS106EW0009","KS106EW0010","KS106EW0011","KS106EW0012","KS106EW0013"
"E01032778",564,29,70,99,81,4,31,5.14184397163121,12.4113475177305,17.5531914893617,14.3617021276596,0.709219858156028,5.49645390070922
"E01032779",565,36,54,114,81,12,25,6.3716814159292,9.55752212389381,20.1769911504425,14.3362831858407,2.12389380530973,4.42477876106195
"E01032780",647,3,43,85,64,7,32,0.463678516228748,6.64605873261206,13.1375579598145,9.89180834621329,1.08191653786708,4.94590417310665
"E01032781",771,15,55,112,66,14,43,1.94552529182879,7.13359273670558,14.526588845655,8.56031128404669,1.81582360570687,5.57717250324254
"E01032782",776,56,113,154,87,33,49,7.21649484536082,14.5618556701031,19.8453608247423,11.2113402061856,4.25257731958763,6.31443298969072
"E01032783",661,19,110,108,62,16,92,2.87443267776097,16.6414523449319,16.338880484115,9.37972768532526,2.42057488653555,13.9183055975794
"E01032784",692,46,103,128,68,29,74,6.64739884393064,14.8843930635838,18.4971098265896,9.82658959537572,4.1907514450867,10.6936416184971
"E01032785",616,37,79,127,84,21,52,6.00649350649351,12.8246753246753,20.6168831168831,13.6363636363636,3.40909090909091,8.44155844155844
"E01032786",674,46,175,186,109,32,126,6.82492581602374,25.9643916913947,27.5964391691395,16.1721068249258,4.74777448071217,18.6943620178042
"E01032787",793,87,142,324,168,89,116,10.9709962168979,17.906683480454,40.8575031525851,21.1853720050441,11.2232030264817,14.6279949558638
