"GeographyCode","KS205EW0001","KS205EW0002","KS205EW0003","KS205EW0004","KS205EW0005","KS205EW0006","KS205EW0007","KS205EW0008","KS205EW0009","KS205EW0010","KS205EW0011","KS205EW0012","KS205EW0013","KS205EW0014","KS205EW0015","KS205EW0016","KS205EW0017","KS205EW0018","KS205EW0019","KS205EW0020","KS205EW0021","KS205EW0022","KS205EW0023","KS205EW0024","KS205EW0025"
"E01004197",2329,174,1627,46,254,27,39,126,42,0,11,58,0,7.47101760412194,69.8583082868184,1.97509660798626,10.9059682267067,1.15929583512237,1.67453842851009,5.41004723057106,1.80334907685702,0,0.47230571060541,2.49033920137398,0
"E01004198",1529,134,1120,23,120,13,15,89,20,0,8,14,0,8.76389797253107,73.2504905166776,1.50425114453891,7.8482668410726,0.850228907782865,0.981033355134075,5.82079790712884,1.3080444735121,0,0.52321778940484,0.91563113145847,0
"E01004199",1637,152,1282,11,75,11,8,86,15,0,6,15,0,9.28527794746488,78.3139890042761,0.671960904092853,4.58155161881491,0.671960904092853,0.488698839340257,5.25351252290776,0.916310323762981,0,0.366524129505192,0.916310323762981,0
"E01004200",1566,47,1138,35,190,20,17,65,35,2,8,58,0,3.00127713920817,72.669220945083,2.23499361430396,12.1328224776501,1.27713920817369,1.08556832694764,4.1507024265645,2.23499361430396,0.127713920817369,0.510855683269476,3.7037037037037,0
"E01004201",1556,116,1188,42,98,20,16,58,20,0,5,33,0,7.45501285347044,76.3496143958869,2.69922879177378,6.29820051413882,1.2853470437018,1.02827763496144,3.72750642673522,1.2853470437018,0,0.32133676092545,2.12082262210797,0
"E01004202",1705,84,1217,41,204,6,19,72,67,1,7,60,0,4.9266862170088,71.3782991202346,2.40469208211144,11.9648093841642,0.351906158357771,1.11436950146628,4.22287390029325,3.92961876832845,0.0586510263929619,0.410557184750733,3.51906158357771,0
"E01004203",1779,136,1252,47,182,23,10,91,23,3,11,53,0,7.64474423833614,70.3766160764474,2.64193367060146,10.230466554244,1.29286115795391,0.562113546936481,5.11523327712198,1.29286115795391,0.168634064080944,0.618324901630129,2.97920179876335,0
"E01004204",1582,148,1134,26,132,17,23,82,27,2,7,26,0,9.35524652338812,71.6814159292035,1.64348925410872,8.34386852085967,1.07458912768647,1.45385587863464,5.18331226295828,1.70670037926675,0.126422250316056,0.442477876106195,1.64348925410872,0
"E01004205",2106,112,1546,13,139,18,28,247,16,0,7,21,0,5.31813865147199,73.4093067426401,0.617283950617284,6.60018993352327,0.854700854700855,1.329534662868,11.7283950617284,0.759734093067426,0,0.332383665716999,0.997150997150997,0
"E01004206",1492,100,1050,16,101,7,20,188,8,0,13,16,0,6.70241286863271,70.3753351206434,1.07238605898123,6.76943699731904,0.46916890080429,1.34048257372654,12.6005361930295,0.536193029490617,0,0.871313672922252,1.07238605898123,0
"E01004207",1416,132,1022,20,64,9,17,157,7,0,8,17,0,9.32203389830508,72.1751412429379,1.41242937853107,4.51977401129944,0.635593220338983,1.20056497175141,11.0875706214689,0.494350282485876,0,0.564971751412429,1.20056497175141,0
"E01004208",1976,66,1339,26,240,19,20,231,31,3,10,62,0,3.34008097165992,67.7631578947368,1.31578947368421,12.1457489878543,0.961538461538462,1.01214574898785,11.6902834008097,1.56882591093117,0.151821862348178,0.506072874493927,3.13765182186235,0
"E01004209",1366,97,1053,11,80,2,9,111,5,0,2,5,0,7.10102489019034,77.086383601757,0.805270863836018,5.85651537335286,0.146412884333821,0.658857979502196,8.12591508052709,0.366032210834553,0,0.146412884333821,0.366032210834553,0
"E01004211",1463,63,1067,33,153,17,13,76,39,0,14,59,0,4.30622009569378,72.9323308270677,2.25563909774436,10.457963089542,1.161995898838,0.888585099111415,5.19480519480519,2.66575529733424,0,0.956937799043062,4.03280929596719,0
"E01004212",1780,102,1061,31,221,36,36,230,42,3,17,44,1,5.73033707865168,59.6067415730337,1.74157303370786,12.4157303370787,2.02247191011236,2.02247191011236,12.9213483146067,2.35955056179775,0.168539325842697,0.955056179775281,2.47191011235955,0.0561797752808989
"E01004214",1669,197,1225,10,121,5,27,99,7,1,7,1,0,11.8034751348113,73.397243858598,0.599161174355902,7.24985020970641,0.299580587177951,1.61773517076093,5.93169562612343,0.419412822049131,0.0599161174355902,0.419412822049131,0.0599161174355902,0
"E01004215",2756,195,1631,32,345,37,78,361,48,5,34,80,0,7.07547169811321,59.1799709724238,1.1611030478955,12.5181422351234,1.34252539912917,2.83018867924528,13.0986937590711,1.74165457184325,0.181422351233672,1.23367198838897,2.90275761973875,0
"E01004216",1619,115,938,24,227,23,46,213,21,2,14,60,0,7.10315009264978,57.9369981470043,1.48239654107474,14.0210006176652,1.42063001852996,2.84126003705991,13.1562693020383,1.2970969734404,0.123533045089561,0.86473131562693,3.70599135268684,0
"E01004217",1745,143,1180,24,170,18,22,155,20,1,14,33,0,8.19484240687679,67.621776504298,1.37535816618911,9.74212034383954,1.03151862464183,1.26074498567335,8.88252148997135,1.14613180515759,0.0573065902578797,0.802292263610315,1.89111747851003,0
"E01004218",1750,95,1117,26,285,26,49,141,22,5,7,66,0,5.42857142857143,63.8285714285714,1.48571428571429,16.2857142857143,1.48571428571429,2.8,8.05714285714286,1.25714285714286,0.285714285714286,0.4,3.77142857142857,0
"E01004219",2294,153,1491,24,243,22,49,303,24,0,18,18,0,6.66957279860506,64.9956408020924,1.0462074978204,10.5928509154316,0.959023539668701,2.13600697471665,13.2083696599826,1.0462074978204,0,0.784655623365301,0.784655623365301,0
"E01004221",1881,121,1211,37,256,36,30,159,37,4,9,50,0,6.4327485380117,64.3806485911749,1.96703880914407,13.6097820308347,1.91387559808612,1.59489633173844,8.45295055821372,1.96703880914407,0.212652844231792,0.478468899521531,2.6581605528974,0
