"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E01004260",1790,168,52,116,1622,110,64,258,232,225,303,430
"E01004261",1655,175,35,140,1480,63,52,148,118,167,350,582
"E01004262",1366,170,46,124,1196,53,54,140,132,69,276,472
"E01004263",1401,165,64,101,1236,111,54,147,194,136,289,305
"E01004264",1537,96,42,54,1441,81,46,192,110,211,395,406
"E01004266",1545,176,54,122,1369,83,58,191,202,106,258,471
"E01004267",1754,246,21,225,1508,91,26,190,388,118,292,403
"E01004268",1756,248,52,196,1508,116,42,251,276,223,352,248
"E01004269",1920,249,80,169,1671,93,62,235,228,224,298,531
"E01004270",2236,155,26,129,2081,73,32,226,352,153,341,904
"E01004271",1589,158,35,123,1431,109,46,322,140,305,257,252
"E01004272",2099,166,33,133,1933,140,46,240,140,376,654,337
"E01004273",1904,150,30,120,1754,117,38,240,156,297,548,358
"E01004274",1973,159,16,143,1814,123,34,288,262,165,522,420
"E01004275",1879,218,33,185,1661,106,64,345,432,107,252,355
"E01004276",2024,342,12,330,1682,29,26,338,792,12,48,437
"E01004277",1630,363,14,349,1267,14,34,341,718,5,28,127
"E01004280",1879,252,36,216,1627,109,56,365,398,135,297,267
"E01004281",1770,307,9,298,1463,52,14,352,530,37,114,364
"E01004283",2143,258,61,197,1885,83,56,212,244,207,677,406
"E01004284",2302,316,68,248,1986,86,40,416,400,166,575,303
"E01004285",2318,162,43,119,2156,106,44,257,132,403,797,417
"E01004286",2353,259,61,198,2094,171,82,244,292,292,673,340
"E01004287",2171,306,107,199,1865,131,108,337,286,242,377,384
"E01004288",1590,149,48,101,1441,116,46,222,138,249,409,261
"E01004289",1844,236,74,162,1608,61,76,176,188,187,376,544
"E01004290",1259,230,67,163,1029,44,54,100,270,104,87,370
"E01004291",1844,533,55,478,1311,59,68,179,640,70,67,228
"E01004292",1738,309,24,285,1429,28,48,233,484,34,132,470
"E01004293",2125,522,82,440,1603,19,62,289,714,27,167,325
"E01004294",1690,401,42,359,1289,35,42,185,534,68,163,262
"E01004295",1516,134,31,103,1382,83,46,294,146,233,334,246
"E01004296",1605,268,52,216,1337,71,36,202,308,138,268,314
"E01004297",1826,364,45,319,1462,39,66,299,578,40,97,343
"E01004298",1629,239,57,182,1390,119,50,176,238,89,395,323
"E01004300",1349,205,54,151,1144,76,56,120,174,150,346,222
"E01004301",1324,114,27,87,1210,50,24,146,124,138,417,311
"E01004302",1987,174,29,145,1813,110,18,320,216,247,601,301
"E01004303",2362,358,65,293,2004,170,74,356,384,253,319,448
"E01004304",1955,196,53,143,1759,105,52,207,224,215,573,383
"E01004305",1940,218,70,148,1722,164,78,154,238,226,479,383
"E01004306",1799,205,34,171,1594,26,42,154,408,78,399,487
"E01004307",1857,471,19,452,1386,30,36,162,676,43,105,334
"E01004308",1469,148,31,117,1321,37,42,128,172,138,326,478
"E01004309",2433,323,48,275,2110,80,52,213,374,189,608,594
"E01004310",1893,320,60,260,1573,27,44,125,410,95,437,435
"E01004311",1518,244,63,181,1274,78,72,203,246,145,206,324
"E01004312",1614,236,75,161,1378,81,80,148,210,160,318,381
"E01004313",2043,247,55,192,1796,175,62,190,378,258,279,454
"E01004314",1100,165,61,104,935,46,50,160,294,64,70,251
"E01004315",1628,281,64,217,1347,37,60,111,356,67,246,470
"E01004316",1134,159,10,149,975,92,24,117,166,68,174,334
"E01004317",2689,407,18,389,2282,94,38,193,844,100,386,627
"E01004318",1433,254,34,220,1179,152,38,184,218,154,146,287
"E01004319",1886,160,30,130,1726,69,42,161,176,166,602,510
"E01004321",1769,315,49,266,1454,63,40,186,234,104,432,395
"E01004322",1160,207,56,151,953,57,50,165,180,119,177,205
"E01004323",1466,142,36,106,1324,35,24,167,176,72,398,452
"E01004324",1570,133,30,103,1437,62,50,159,106,187,471,402
"E01004325",2475,284,17,267,2191,79,32,178,756,103,313,730
"E01004326",1438,240,51,189,1198,80,46,191,292,107,202,280
"E01032764",1302,243,36,207,1059,92,30,139,436,20,107,235
"E01032765",1488,215,27,188,1273,138,36,121,376,66,232,304
"E01032766",1307,222,7,215,1085,54,8,107,440,74,148,254
"E01032767",1584,292,4,288,1292,15,6,82,552,15,70,552
"E01032768",1307,276,7,269,1031,33,16,193,566,29,48,146
"E01032769",1230,218,11,207,1012,52,26,172,420,89,78,175
"E01032770",1191,212,43,169,979,54,32,157,388,56,86,206
"E01032771",1104,239,5,234,865,49,12,91,368,120,134,91
"E01032772",1135,281,26,255,854,22,26,81,238,57,237,193
"E01032773",1561,407,3,404,1154,156,4,187,544,114,84,65
"E01032774",1297,211,13,198,1086,161,16,201,320,59,177,152
"E01032775",1108,245,6,239,863,36,20,195,462,21,32,97
"E01032776",1076,317,2,315,759,34,12,134,426,21,44,88
"E01032777",1141,178,7,171,963,72,4,151,344,64,169,159
"E01032778",1108,205,5,200,903,82,4,188,414,10,27,178
"E01032779",1089,220,2,218,869,130,8,176,408,57,10,80
"E01032780",1333,194,2,192,1139,10,26,237,554,15,25,272
"E01032781",1535,271,11,260,1264,29,22,209,654,43,103,204
"E01032782",1614,364,9,355,1250,130,6,137,448,163,238,128
"E01032783",1383,275,42,233,1108,63,30,179,370,27,107,332
"E01032784",1516,214,44,170,1302,124,28,123,550,48,187,242
"E01032785",1348,181,17,164,1167,82,14,202,496,83,102,188
"E01032786",1561,269,60,209,1292,112,56,214,256,240,164,250
"E01032787",2567,208,48,160,2359,79,42,328,192,299,781,638
