"GeographyCode","QS114EW0001","QS114EW0002","QS114EW0003","QS114EW0004","QS114EW0005","QS114EW0006","QS114EW0007","QS114EW0008","QS114EW0009","QS114EW0010","QS114EW0011","QS114EW0012"
"E01004197",2285,338,31,307,1947,122,62,302,490,197,321,453
"E01004198",1522,243,84,159,1279,66,58,147,206,135,324,343
"E01004199",1637,187,47,140,1450,163,46,175,138,246,399,283
"E01004200",1394,177,13,164,1217,23,26,89,394,102,157,426
"E01004201",1533,216,51,165,1317,93,42,199,246,141,242,354
"E01004202",1705,230,17,213,1475,76,38,157,460,117,286,341
"E01004203",1779,194,39,155,1585,75,50,149,364,195,231,521
"E01004204",1538,249,85,164,1289,61,74,150,198,154,280,372
"E01004205",2106,201,30,171,1905,136,40,277,182,208,579,483
"E01004206",1491,222,47,175,1269,99,52,156,114,87,383,378
"E01004207",1342,189,49,140,1153,80,36,141,186,70,301,339
"E01004208",1842,280,23,257,1562,21,18,150,506,71,334,462
"E01004209",1366,154,24,130,1212,91,26,155,88,220,335,297
"E01004211",1461,315,34,281,1146,26,10,108,452,15,193,342
"E01004212",1604,318,41,277,1286,82,36,173,312,152,221,310
"E01004214",1669,252,56,196,1417,193,48,303,174,144,303,252
"E01004215",2756,408,62,346,2348,245,80,284,572,212,394,561
"E01004216",1619,235,52,183,1384,79,46,307,464,75,116,297
"E01004217",1745,303,77,226,1442,111,76,304,302,108,161,380
"E01004218",1750,215,40,175,1535,91,62,325,412,70,170,405
"E01004219",2294,258,24,234,2036,159,28,282,414,256,478,419
"E01004221",1881,250,22,228,1631,97,42,265,538,100,238,351
"E01004222",2479,402,143,259,2077,193,106,303,408,236,431,400
"E01004223",2079,355,125,230,1724,244,106,263,346,113,239,413
"E01004224",2000,250,67,183,1750,120,86,196,412,174,281,481
"E01004225",2178,436,23,413,1742,108,50,236,918,50,63,317
"E01004226",1738,203,44,159,1535,174,54,228,278,186,239,376
"E01004228",1849,246,56,190,1603,91,74,304,358,89,147,540
"E01004229",1484,163,41,122,1321,97,46,173,228,133,274,370
"E01004230",2091,230,78,152,1861,146,82,262,314,215,226,616
"E01004231",1793,172,56,116,1621,195,64,226,180,254,305,397
"E01004232",1631,159,26,133,1472,47,60,179,290,98,170,628
"E01004233",1821,306,102,204,1515,131,88,181,250,260,303,302
"E01004234",2218,251,47,204,1967,143,92,373,484,107,151,617
"E01004235",1372,172,38,134,1200,128,34,225,152,207,281,173
"E01004236",1679,116,35,81,1563,104,36,183,126,212,577,325
"E01004237",1158,200,38,162,958,112,34,180,216,82,148,186
"E01004238",2733,345,26,319,2388,230,46,418,510,210,603,371
"E01004239",1649,139,35,104,1510,109,78,174,140,205,437,367
"E01004240",1815,136,29,107,1679,153,72,209,134,261,507,343
"E01004241",1621,185,45,140,1436,105,60,240,146,224,399,262
"E01004242",2433,264,18,246,2169,194,32,396,434,239,525,349
"E01004243",1789,168,36,132,1621,168,68,193,170,292,367,363
"E01004244",1788,257,74,183,1531,138,80,248,188,194,428,255
"E01004245",1539,92,13,79,1447,130,16,229,78,214,591,189
"E01004246",1977,236,49,187,1741,144,72,237,302,130,424,432
"E01004247",1934,230,62,168,1704,153,62,295,220,183,407,384
"E01004248",1344,134,58,76,1210,143,24,155,90,279,306,213
"E01004249",2049,261,52,209,1788,208,50,253,230,288,406,353
"E01004250",2342,269,72,197,2073,204,72,364,278,347,454,354
"E01004251",2082,262,86,176,1820,136,76,287,230,244,419,428
"E01004252",2707,389,48,341,2318,208,62,399,520,309,392,428
"E01004253",2266,244,77,167,2022,258,90,355,218,200,481,420
"E01004254",2120,357,13,344,1763,54,26,277,902,51,163,290
"E01004255",1618,250,19,231,1368,83,28,225,240,179,322,291
"E01004256",1729,170,49,121,1559,142,64,241,152,181,378,401
"E01004257",1883,145,35,110,1738,202,52,268,152,296,395,373
"E01004258",1506,273,44,229,1233,40,64,257,414,60,168,230
"E01004259",1694,334,48,286,1360,119,26,142,446,105,146,376
