"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E00021141",340,223,1,1,0,0,4,1,1,109,65.5882352941177,0.294117647058824,0.294117647058824,0,0,1.17647058823529,0.294117647058824,0.294117647058824,32.0588235294118
"E00021143",393,232,4,3,3,0,5,12,5,129,59.0330788804071,1.01781170483461,0.763358778625954,0.763358778625954,0,1.27226463104326,3.05343511450382,1.27226463104326,32.824427480916
"E00021145",256,170,2,11,2,0,4,13,2,52,66.40625,0.78125,4.296875,0.78125,0,1.5625,5.078125,0.78125,20.3125
"E00021146",462,253,4,9,11,0,10,56,6,113,54.7619047619048,0.865800865800866,1.94805194805195,2.38095238095238,0,2.16450216450216,12.1212121212121,1.2987012987013,24.4588744588745
"E00021147",210,150,3,2,1,0,4,9,0,41,71.4285714285714,1.42857142857143,0.952380952380952,0.476190476190476,0,1.9047619047619,4.28571428571429,0,19.5238095238095
"E00021148",279,179,0,3,1,0,3,20,6,67,64.15770609319,0,1.0752688172043,0.3584229390681,0,1.0752688172043,7.16845878136201,2.1505376344086,24.0143369175627
"E00021149",353,243,2,3,2,0,0,8,1,94,68.8385269121813,0.56657223796034,0.84985835694051,0.56657223796034,0,0,2.26628895184136,0.28328611898017,26.628895184136
"E00021150",298,183,2,8,1,2,11,17,2,72,61.4093959731544,0.671140939597315,2.68456375838926,0.335570469798658,0.671140939597315,3.69127516778524,5.70469798657718,0.671140939597315,24.1610738255034
"E00021151",275,164,2,4,3,0,3,3,6,90,59.6363636363636,0.727272727272727,1.45454545454545,1.09090909090909,0,1.09090909090909,1.09090909090909,2.18181818181818,32.7272727272727
"E00021152",379,224,0,2,1,0,1,2,7,142,59.1029023746702,0,0.527704485488127,0.263852242744063,0,0.263852242744063,0.527704485488127,1.84696569920844,37.467018469657
"E00021153",344,214,1,13,7,0,12,28,10,59,62.2093023255814,0.290697674418605,3.77906976744186,2.03488372093023,0,3.48837209302326,8.13953488372093,2.90697674418605,17.1511627906977
"E00021154",401,239,0,0,0,0,1,13,4,144,59.6009975062344,0,0,0,0,0.249376558603491,3.24189526184539,0.997506234413965,35.9102244389027
"E00021155",359,187,6,7,4,0,6,68,11,70,52.0891364902507,1.67130919220056,1.94986072423398,1.1142061281337,0,1.67130919220056,18.941504178273,3.06406685236769,19.4986072423398
"E00021156",237,128,1,5,0,0,2,11,7,83,54.0084388185654,0.421940928270042,2.10970464135021,0,0,0.843881856540084,4.64135021097046,2.9535864978903,35.0210970464135
"E00021157",331,200,1,1,2,0,1,5,7,114,60.4229607250755,0.302114803625378,0.302114803625378,0.604229607250755,0,0.302114803625378,1.51057401812689,2.11480362537764,34.441087613293
"E00021158",340,196,0,4,0,0,2,10,3,125,57.6470588235294,0,1.17647058823529,0,0,0.588235294117647,2.94117647058824,0.882352941176471,36.7647058823529
"E00021159",571,324,2,6,5,0,15,53,15,151,56.7425569176883,0.350262697022767,1.0507880910683,0.875656742556918,0,2.62697022767075,9.28196147110333,2.62697022767075,26.4448336252189
"E00021160",322,196,1,4,1,0,5,17,2,96,60.8695652173913,0.31055900621118,1.24223602484472,0.31055900621118,0,1.5527950310559,5.27950310559006,0.62111801242236,29.8136645962733
"E00021161",391,259,1,8,0,0,8,25,20,70,66.2404092071611,0.255754475703325,2.0460358056266,0,0,2.0460358056266,6.39386189258312,5.1150895140665,17.9028132992327
"E00021162",375,192,1,3,0,1,2,34,8,134,51.2,0.266666666666667,0.8,0,0.266666666666667,0.533333333333333,9.06666666666667,2.13333333333333,35.7333333333333
"E00021163",353,187,0,4,2,0,3,15,5,137,52.9745042492918,0,1.13314447592068,0.56657223796034,0,0.84985835694051,4.24929178470255,1.41643059490085,38.8101983002833
"E00021164",279,131,1,2,2,0,8,12,4,119,46.9534050179211,0.3584229390681,0.716845878136201,0.716845878136201,0,2.8673835125448,4.3010752688172,1.4336917562724,42.6523297491039
"E00021165",338,186,0,3,1,0,2,23,8,115,55.0295857988166,0,0.887573964497041,0.29585798816568,0,0.591715976331361,6.80473372781065,2.36686390532544,34.0236686390533
"E00021166",387,226,2,2,2,0,6,42,12,95,58.3979328165375,0.516795865633075,0.516795865633075,0.516795865633075,0,1.55038759689922,10.8527131782946,3.10077519379845,24.5478036175711
"E00021167",305,195,2,2,0,0,3,16,4,83,63.9344262295082,0.655737704918033,0.655737704918033,0,0,0.983606557377049,5.24590163934426,1.31147540983607,27.2131147540984
"E00021168",374,214,4,18,2,0,13,36,9,78,57.2192513368984,1.06951871657754,4.81283422459893,0.53475935828877,0,3.47593582887701,9.62566844919786,2.40641711229947,20.855614973262
"E00021169",467,282,0,10,2,0,6,21,8,138,60.3854389721627,0,2.14132762312634,0.428265524625268,0,1.2847965738758,4.49678800856531,1.71306209850107,29.5503211991435
"E00021170",466,254,2,2,1,0,7,15,7,178,54.5064377682403,0.429184549356223,0.429184549356223,0.214592274678112,0,1.50214592274678,3.21888412017167,1.50214592274678,38.1974248927039
"E00021171",660,381,1,7,5,0,2,47,16,201,57.7272727272727,0.151515151515152,1.06060606060606,0.757575757575758,0,0.303030303030303,7.12121212121212,2.42424242424242,30.4545454545455
"E00021172",281,177,1,15,4,0,12,9,1,62,62.9893238434164,0.355871886120996,5.33807829181495,1.42348754448399,0,4.27046263345196,3.20284697508897,0.355871886120996,22.0640569395018
"E00021173",372,263,1,7,2,0,7,11,5,76,70.6989247311828,0.268817204301075,1.88172043010753,0.537634408602151,0,1.88172043010753,2.95698924731183,1.34408602150538,20.4301075268817
"E00021174",228,137,3,9,5,0,8,30,3,33,60.0877192982456,1.31578947368421,3.94736842105263,2.19298245614035,0,3.50877192982456,13.1578947368421,1.31578947368421,14.4736842105263
"E00021175",300,174,1,6,7,0,5,19,6,82,58,0.333333333333333,2,2.33333333333333,0,1.66666666666667,6.33333333333333,2,27.3333333333333
"E00021176",298,185,1,4,1,0,6,18,6,77,62.0805369127517,0.335570469798658,1.34228187919463,0.335570469798658,0,2.01342281879195,6.04026845637584,2.01342281879195,25.8389261744966
"E00021177",425,219,2,2,0,0,3,29,9,161,51.5294117647059,0.470588235294118,0.470588235294118,0,0,0.705882352941177,6.82352941176471,2.11764705882353,37.8823529411765
"E00021179",327,169,5,5,1,0,3,21,14,109,51.6819571865443,1.52905198776758,1.52905198776758,0.305810397553517,0,0.917431192660551,6.42201834862385,4.28134556574923,33.3333333333333
"E00021180",444,218,1,7,2,0,1,38,13,164,49.0990990990991,0.225225225225225,1.57657657657658,0.45045045045045,0,0.225225225225225,8.55855855855856,2.92792792792793,36.9369369369369
"E00021181",230,127,3,4,4,0,4,17,2,69,55.2173913043478,1.30434782608696,1.73913043478261,1.73913043478261,0,1.73913043478261,7.39130434782609,0.869565217391304,30
"E00021182",343,185,4,6,1,0,7,45,6,89,53.935860058309,1.16618075801749,1.74927113702624,0.291545189504373,0,2.04081632653061,13.1195335276968,1.74927113702624,25.9475218658892
"E00021183",231,147,1,4,1,0,4,19,3,52,63.6363636363636,0.432900432900433,1.73160173160173,0.432900432900433,0,1.73160173160173,8.22510822510823,1.2987012987013,22.5108225108225
"E00021184",169,95,0,2,1,0,1,12,2,56,56.2130177514793,0,1.18343195266272,0.591715976331361,0,0.591715976331361,7.10059171597633,1.18343195266272,33.1360946745562
