"GeographyCode","QS408EW0001","QS408EW0002","QS408EW0003","QS408EW0004","QS408EW0005","QS408EW0006"
"E00021141",117,14,14,63,18,8
"E00021143",138,14,35,45,33,11
"E00021145",104,14,24,47,15,4
"E00021146",143,10,19,50,53,11
"E00021147",83,20,21,26,13,3
"E00021148",119,20,21,55,19,4
"E00021149",126,2,31,40,35,18
"E00021150",116,9,28,36,31,12
"E00021151",113,13,17,47,23,13
"E00021152",138,22,21,50,26,19
"E00021153",149,15,27,60,39,8
"E00021154",121,13,25,43,27,13
"E00021155",172,4,25,48,69,26
"E00021156",133,4,15,39,43,32
"E00021157",106,7,12,50,25,12
"E00021158",107,6,14,44,28,15
"E00021159",246,34,48,105,43,16
"E00021160",112,9,24,34,27,18
"E00021161",154,19,33,62,29,11
"E00021162",121,14,26,44,16,21
"E00021163",119,22,11,48,25,13
"E00021164",128,4,29,55,27,13
"E00021165",122,15,22,32,33,20
"E00021166",126,14,23,44,29,16
"E00021167",128,10,24,51,32,11
"E00021168",169,10,32,60,41,26
"E00021169",189,14,36,82,44,13
"E00021170",162,13,27,64,38,20
"E00021171",241,23,34,97,65,22
"E00021172",125,18,30,50,23,4
"E00021173",146,22,34,52,28,10
"E00021174",128,13,18,83,11,3
"E00021175",127,19,27,42,28,11
"E00021176",151,31,43,55,16,6
"E00021177",134,8,21,51,29,25
"E00021179",140,11,19,65,29,16
"E00021180",168,10,23,72,42,21
"E00021181",107,14,18,38,19,18
"E00021182",169,14,23,52,57,23
"E00021183",135,13,23,63,28,8
"E00021184",69,9,9,30,8,13
"E00021185",131,28,25,48,16,14
"E00021186",156,21,21,48,26,40
"E00021187",97,5,19,35,28,10
"E00021188",120,10,20,30,31,29
"E00021189",122,13,19,44,30,16
"E00021190",161,15,18,39,63,26
"E00021191",124,11,19,40,27,27
"E00021192",113,7,14,37,33,22
"E00021193",182,16,30,67,46,23
"E00021194",176,9,20,75,39,33
"E00021195",108,7,20,33,28,20
"E00021196",114,4,21,43,31,15
"E00021197",215,20,42,80,43,30
"E00021198",92,13,17,25,20,17
"E00021199",111,4,12,55,23,17
"E00021200",107,7,16,39,23,22
"E00021201",107,6,15,40,30,16
"E00021202",92,7,18,32,18,17
"E00021203",104,17,14,46,11,16
"E00021204",145,9,20,52,43,21
"E00021205",100,8,15,34,27,16
"E00021206",78,5,9,36,17,11
"E00021207",164,8,12,50,77,17
"E00021208",108,8,17,42,24,17
"E00021209",72,1,11,31,16,13
"E00021210",78,8,8,31,15,16
"E00021211",135,12,15,52,36,20
"E00021212",75,4,3,23,21,24
"E00021213",132,8,19,48,34,23
"E00021214",156,17,27,48,33,31
"E00021215",181,19,34,57,45,26
"E00021216",163,8,23,83,34,15
"E00021217",225,9,28,51,31,106
"E00021218",201,60,44,60,26,11
"E00021219",107,26,38,32,8,3
"E00021220",181,14,50,69,41,7
"E00021223",195,19,44,80,46,6
"E00021224",168,33,54,33,37,11
"E00021225",152,6,41,77,21,7
"E00021227",118,20,31,46,19,2
"E00021228",135,28,34,47,18,8
"E00021229",116,8,21,46,30,11
"E00021230",128,28,36,45,12,7
"E00021231",122,15,24,65,14,4
"E00021235",105,2,16,34,30,23
"E00021236",132,7,17,45,41,22
