"GeographyCode","KS106EW0001","KS106EW0002","KS106EW0003","KS106EW0004","KS106EW0005","KS106EW0006","KS106EW0007","KS106EW0008","KS106EW0009","KS106EW0010","KS106EW0011","KS106EW0012","KS106EW0013"
"E02000864",3468,333,956,973,492,221,777,9.60207612456747,27.5663206459054,28.0565167243368,14.1868512110727,6.37254901960784,22.4048442906574
"E02000865",2763,242,638,795,404,182,554,8.75859572927977,23.090843286283,28.7730727470141,14.6217879116902,6.58704306912776,20.0506695620702
"E02000866",3829,216,845,945,511,170,690,5.64115957168974,22.0684251762862,24.6800731261426,13.345521023766,4.43980151475581,18.0203708540089
"E02000867",4307,297,683,923,500,208,547,6.89575110285582,15.8579057348502,21.4302298583701,11.6090085906664,4.8293475737172,12.700255398189
"E02000868",2618,177,483,549,271,132,421,6.76088617265088,18.4491978609626,20.9702062643239,10.3514132925898,5.04201680672269,16.0809778456837
"E02000869",2485,152,621,544,274,122,535,6.11670020120724,24.989939637827,21.8913480885312,11.0261569416499,4.90945674044266,21.5291750503018
"E02000870",2560,214,560,704,329,165,471,8.359375,21.875,27.5,12.8515625,6.4453125,18.3984375
"E02000871",3107,377,611,1161,620,247,455,12.1338912133891,19.6652719665272,37.3672352751851,19.9549404570325,7.94979079497908,14.6443514644351
"E02000872",3088,236,574,682,365,155,472,7.64248704663212,18.5880829015544,22.0854922279793,11.8199481865285,5.01943005181347,15.2849740932642
"E02000873",2792,221,682,788,440,173,474,7.91547277936963,24.4269340974212,28.2234957020057,15.7593123209169,6.19627507163324,16.9770773638968
"E02000874",2494,257,607,803,419,209,441,10.3047313552526,24.3384121892542,32.1972734562951,16.8003207698476,8.38011226944667,17.682437850842
"E02000875",3437,396,709,1199,613,258,535,11.521675880128,20.628455048007,34.8850741926098,17.8353215013093,7.50654640675007,15.5659004946174
"E02000876",2750,195,627,653,332,153,446,7.09090909090909,22.8,23.7454545454545,12.0727272727273,5.56363636363636,16.2181818181818
"E02000877",3252,358,654,1230,673,272,544,11.0086100861009,20.1107011070111,37.8228782287823,20.6949569495695,8.36408364083641,16.7281672816728
"E02000878",3900,188,738,761,396,191,494,4.82051282051282,18.9230769230769,19.5128205128205,10.1538461538462,4.8974358974359,12.6666666666667
"E02000879",2855,209,802,783,373,201,588,7.32049036777583,28.0910683012259,27.4255691768827,13.0647985989492,7.04028021015762,20.5954465849387
"E02000880",2090,153,488,598,342,135,402,7.32057416267943,23.3492822966507,28.6124401913876,16.3636363636364,6.45933014354067,19.2344497607655
"E02000881",2379,347,483,982,494,230,419,14.5859604875998,20.3026481715006,41.2778478352249,20.7650273224044,9.66792770071459,17.6124422026061
"E02000882",2884,313,592,1128,596,266,490,10.8529819694868,20.5270457697642,39.1123439667129,20.6657420249653,9.22330097087379,16.9902912621359
"E02000883",2880,374,771,1098,562,244,605,12.9861111111111,26.7708333333333,38.125,19.5138888888889,8.47222222222222,21.0069444444444
"E02000884",3707,209,534,679,378,164,371,5.6379821958457,14.4051793903426,18.3166981386566,10.1969247369841,4.42406258429997,10.0080927974103
"E02000885",2509,259,642,815,423,211,552,10.3228377839777,25.5878836189717,32.4830609804703,16.8593064966122,8.40972499003587,22.0007971303308
"E02000886",3185,178,548,743,417,126,447,5.58869701726845,17.2056514913658,23.3281004709576,13.0926216640502,3.95604395604396,14.0345368916797
"E02000887",3165,412,641,1215,629,253,509,13.0173775671406,20.2527646129542,38.3886255924171,19.8736176935229,7.99368088467615,16.0821484992101
"E02000888",3306,234,496,911,564,192,355,7.07803992740472,15.0030248033878,27.5559588626739,17.059891107078,5.80762250453721,10.7380520266183
"E02000889",2879,132,447,616,389,125,369,4.58492532129211,15.5262243834665,21.3963181660299,13.5116359847169,4.34178534213268,12.8169503299757
"E02000890",3093,49,400,386,256,65,305,1.58422243776269,12.9324280633689,12.479793081151,8.27675396055609,2.10151956029745,9.86097639831878
"E02000891",5742,340,738,1249,765,191,460,5.92128178335075,12.8526645768025,21.7520027864855,13.3228840125392,3.32636711947057,8.01114594218043
"E02000893",2912,208,606,815,458,136,494,7.14285714285714,20.8104395604396,27.9876373626374,15.728021978022,4.67032967032967,16.9642857142857
"E02000894",4510,186,490,966,607,129,387,4.12416851441242,10.8647450110865,21.4190687361419,13.4589800443459,2.86031042128603,8.58093126385809
"E02006853",3320,221,548,750,472,141,314,6.6566265060241,16.5060240963855,22.5903614457831,14.2168674698795,4.24698795180723,9.45783132530121
"E02006854",2991,112,314,484,305,75,175,3.74456703443664,10.498161150117,16.1818789702441,10.1972584419926,2.50752256770311,5.85088599130725
