"GeographyCode","KS106EW0001","KS106EW0002","KS106EW0003","KS106EW0004","KS106EW0005","KS106EW0006","KS106EW0007","KS106EW0008","KS106EW0009","KS106EW0010","KS106EW0011","KS106EW0012","KS106EW0013"
"E00021141",117,11,53,37,18,13,48,9.4017094017094,45.2991452991453,31.6239316239316,15.3846153846154,11.1111111111111,41.025641025641
"E00021143",138,23,36,50,27,12,28,16.6666666666667,26.0869565217391,36.231884057971,19.5652173913043,8.69565217391304,20.2898550724638
"E00021145",104,2,26,18,9,5,23,1.92307692307692,25,17.3076923076923,8.65384615384615,4.80769230769231,22.1153846153846
"E00021146",143,1,25,7,5,1,10,0.699300699300699,17.4825174825175,4.89510489510489,3.4965034965035,0.699300699300699,6.99300699300699
"E00021147",83,6,19,30,12,4,11,7.2289156626506,22.8915662650602,36.144578313253,14.4578313253012,4.81927710843374,13.2530120481928
"E00021148",119,11,31,23,14,5,33,9.2436974789916,26.0504201680672,19.327731092437,11.7647058823529,4.20168067226891,27.7310924369748
"E00021149",126,16,28,54,25,10,22,12.6984126984127,22.2222222222222,42.8571428571429,19.8412698412698,7.93650793650794,17.4603174603175
"E00021150",116,14,29,36,17,8,27,12.0689655172414,25,31.0344827586207,14.6551724137931,6.89655172413793,23.2758620689655
"E00021151",113,18,35,34,7,14,30,15.929203539823,30.9734513274336,30.0884955752212,6.19469026548673,12.3893805309735,26.5486725663717
"E00021152",138,14,37,47,19,13,28,10.1449275362319,26.8115942028986,34.0579710144928,13.768115942029,9.42028985507246,20.2898550724638
"E00021153",149,0,18,10,8,2,14,0,12.0805369127517,6.71140939597315,5.36912751677852,1.34228187919463,9.39597315436242
"E00021154",121,18,27,56,19,16,28,14.8760330578512,22.3140495867769,46.2809917355372,15.702479338843,13.2231404958678,23.1404958677686
"E00021155",172,3,15,13,6,3,19,1.74418604651163,8.72093023255814,7.55813953488372,3.48837209302326,1.74418604651163,11.046511627907
"E00021156",133,5,51,22,18,5,27,3.7593984962406,38.3458646616541,16.5413533834586,13.5338345864662,3.7593984962406,20.3007518796992
"E00021157",106,13,18,51,27,11,15,12.2641509433962,16.9811320754717,48.1132075471698,25.4716981132075,10.377358490566,14.1509433962264
"E00021158",107,22,27,54,28,15,21,20.5607476635514,25.2336448598131,50.4672897196262,26.1682242990654,14.018691588785,19.6261682242991
"E00021159",246,16,86,49,25,12,60,6.50406504065041,34.9593495934959,19.9186991869919,10.1626016260163,4.8780487804878,24.390243902439
"E00021160",112,12,25,36,17,9,26,10.7142857142857,22.3214285714286,32.1428571428571,15.1785714285714,8.03571428571429,23.2142857142857
"E00021161",154,13,31,41,22,6,28,8.44155844155844,20.1298701298701,26.6233766233766,14.2857142857143,3.8961038961039,18.1818181818182
"E00021162",121,5,24,34,18,4,26,4.13223140495868,19.8347107438017,28.099173553719,14.8760330578512,3.30578512396694,21.4876033057851
"E00021163",119,10,40,29,13,6,33,8.40336134453782,33.6134453781513,24.3697478991597,10.9243697478992,5.04201680672269,27.7310924369748
"E00021164",128,8,42,38,19,10,37,6.25,32.8125,29.6875,14.84375,7.8125,28.90625
"E00021165",122,20,28,41,16,12,25,16.3934426229508,22.9508196721311,33.6065573770492,13.1147540983607,9.83606557377049,20.4918032786885
"E00021166",126,12,26,38,18,8,27,9.52380952380952,20.6349206349206,30.1587301587302,14.2857142857143,6.34920634920635,21.4285714285714
"E00021167",128,10,26,29,18,9,18,7.8125,20.3125,22.65625,14.0625,7.03125,14.0625
"E00021168",169,2,6,7,3,3,13,1.18343195266272,3.55029585798817,4.14201183431953,1.77514792899408,1.77514792899408,7.69230769230769
"E00021169",189,19,15,47,26,10,14,10.0529100529101,7.93650793650794,24.8677248677249,13.7566137566138,5.29100529100529,7.40740740740741
"E00021170",162,23,28,69,40,17,30,14.1975308641975,17.2839506172839,42.5925925925926,24.6913580246914,10.4938271604938,18.5185185185185
"E00021171",241,22,55,72,40,18,35,9.12863070539419,22.8215767634855,29.8755186721992,16.597510373444,7.46887966804979,14.5228215767635
"E00021172",125,4,37,28,8,4,37,3.2,29.6,22.4,6.4,3.2,29.6
"E00021173",146,9,34,44,26,8,30,6.16438356164384,23.2876712328767,30.1369863013699,17.8082191780822,5.47945205479452,20.5479452054795
"E00021174",128,1,11,8,5,0,10,0.78125,8.59375,6.25,3.90625,0,7.8125
"E00021175",127,2,23,21,11,4,23,1.5748031496063,18.1102362204724,16.5354330708661,8.66141732283465,3.1496062992126,18.1102362204724
"E00021176",151,8,27,32,14,6,39,5.29801324503311,17.8807947019868,21.1920529801325,9.27152317880795,3.97350993377483,25.8278145695364
"E00021177",134,24,31,52,28,15,23,17.910447761194,23.134328358209,38.8059701492537,20.8955223880597,11.1940298507463,17.1641791044776
"E00021179",140,6,23,18,4,4,14,4.28571428571429,16.4285714285714,12.8571428571429,2.85714285714286,2.85714285714286,10
