"GeographyCode","KS603EW0001","KS603EW0002","KS603EW0003","KS603EW0004","KS603EW0005","KS603EW0006","KS603EW0007","KS603EW0008","KS603EW0009","KS603EW0010","KS603EW0011","KS603EW0012","KS603EW0013","KS603EW0014","KS603EW0015","KS603EW0016","KS603EW0017","KS603EW0018","KS603EW0019","KS603EW0020","KS603EW0021","KS603EW0022","KS603EW0023","KS603EW0024","KS603EW0025","KS603EW0026","KS603EW0027","KS603EW0028","KS603EW0029"
"E00021141",138,16,22,1,12,7,17,14,22,19,8,6,1,3,7,11.5942028985507,15.9420289855072,0.72463768115942,8.69565217391304,5.07246376811594,12.3188405797101,10.1449275362319,15.9420289855072,13.768115942029,5.79710144927536,4.34782608695652,0.72463768115942,2.17391304347826,5.07246376811594
"E00021143",139,14,38,7,12,4,7,16,18,17,6,2,1,2,7,10.0719424460432,27.3381294964029,5.03597122302158,8.63309352517986,2.87769784172662,5.03597122302158,11.5107913669065,12.9496402877698,12.2302158273381,4.31654676258993,1.43884892086331,0.719424460431655,1.43884892086331,5.03597122302158
"E00021145",111,18,38,12,4,3,9,7,5,10,5,1,1,1,1,16.2162162162162,34.2342342342342,10.8108108108108,3.6036036036036,2.7027027027027,8.10810810810811,6.30630630630631,4.5045045045045,9.00900900900901,4.5045045045045,0.900900900900901,0.900900900900901,0.900900900900901,0.900900900900901
"E00021146",219,4,55,16,5,59,2,73,3,1,1,3,0,0,1,1.82648401826484,25.1141552511416,7.30593607305936,2.28310502283105,26.9406392694064,0.91324200913242,33.3333333333333,1.36986301369863,0.45662100456621,0.45662100456621,1.36986301369863,0,0,0.45662100456621
"E00021147",83,8,30,8,5,1,8,8,10,3,2,4,0,1,1,9.63855421686747,36.144578313253,9.63855421686747,6.02409638554217,1.20481927710843,9.63855421686747,9.63855421686747,12.0481927710843,3.6144578313253,2.40963855421687,4.81927710843374,0,1.20481927710843,1.20481927710843
"E00021148",121,9,53,4,9,3,8,8,11,7,9,2,1,0,2,7.43801652892562,43.801652892562,3.30578512396694,7.43801652892562,2.47933884297521,6.61157024793388,6.61157024793388,9.09090909090909,5.78512396694215,7.43801652892562,1.65289256198347,0.826446280991736,0,1.65289256198347
"E00021149",119,11,31,4,5,6,11,7,24,9,11,0,0,3,0,9.2436974789916,26.0504201680672,3.36134453781513,4.20168067226891,5.04201680672269,9.2436974789916,5.88235294117647,20.1680672268908,7.56302521008403,9.2436974789916,0,0,2.52100840336134,0
"E00021150",116,21,32,6,2,3,14,8,16,8,6,1,0,0,0,18.1034482758621,27.5862068965517,5.17241379310345,1.72413793103448,2.58620689655172,12.0689655172414,6.89655172413793,13.7931034482759,6.89655172413793,5.17241379310345,0.862068965517241,0,0,0
"E00021151",91,11,19,7,9,6,5,6,12,7,9,3,1,5,3,12.0879120879121,20.8791208791209,7.69230769230769,9.89010989010989,6.59340659340659,5.49450549450549,6.59340659340659,13.1868131868132,7.69230769230769,9.89010989010989,3.2967032967033,1.0989010989011,5.49450549450549,3.2967032967033
"E00021152",150,13,36,12,10,7,15,15,21,15,6,5,0,5,2,8.66666666666667,24,8,6.66666666666667,4.66666666666667,10,10,14,10,4,3.33333333333333,0,3.33333333333333,1.33333333333333
"E00021153",164,15,96,18,3,10,6,8,5,1,2,0,1,0,1,9.14634146341463,58.5365853658537,10.9756097560976,1.82926829268293,6.09756097560976,3.65853658536585,4.8780487804878,3.04878048780488,0.609756097560976,1.21951219512195,0,0.609756097560976,0,0.609756097560976
"E00021154",148,19,28,10,7,9,4,19,27,12,13,3,0,2,1,12.8378378378378,18.9189189189189,6.75675675675676,4.72972972972973,6.08108108108108,2.7027027027027,12.8378378378378,18.2432432432432,8.10810810810811,8.78378378378378,2.02702702702703,0,1.35135135135135,0.675675675675676
"E00021155",158,9,97,17,3,5,0,19,4,1,3,0,0,0,0,5.69620253164557,61.3924050632911,10.7594936708861,1.89873417721519,3.16455696202532,0,12.0253164556962,2.53164556962025,0.632911392405063,1.89873417721519,0,0,0,0
"E00021156",80,10,23,5,9,3,10,1,11,5,3,2,0,2,4,12.5,28.75,6.25,11.25,3.75,12.5,1.25,13.75,6.25,3.75,2.5,0,2.5,5
"E00021157",107,18,18,8,7,3,6,10,23,5,9,4,0,2,1,16.8224299065421,16.8224299065421,7.47663551401869,6.54205607476635,2.80373831775701,5.60747663551402,9.34579439252336,21.4953271028037,4.67289719626168,8.41121495327103,3.73831775700935,0,1.86915887850467,0.934579439252336
"E00021158",116,13,16,3,7,7,10,17,25,5,13,3,2,2,3,11.2068965517241,13.7931034482759,2.58620689655172,6.03448275862069,6.03448275862069,8.62068965517241,14.6551724137931,21.551724137931,4.31034482758621,11.2068965517241,2.58620689655172,1.72413793103448,1.72413793103448,2.58620689655172
"E00021159",225,19,75,10,14,13,20,21,22,16,15,2,3,2,5,8.44444444444444,33.3333333333333,4.44444444444444,6.22222222222222,5.77777777777778,8.88888888888889,9.33333333333333,9.77777777777778,7.11111111111111,6.66666666666667,0.888888888888889,1.33333333333333,0.888888888888889,2.22222222222222
"E00021160",116,14,33,2,6,8,11,9,20,5,8,4,0,2,2,12.0689655172414,28.448275862069,1.72413793103448,5.17241379310345,6.89655172413793,9.48275862068965,7.75862068965517,17.2413793103448,4.31034482758621,6.89655172413793,3.44827586206897,0,1.72413793103448,1.72413793103448
"E00021161",155,21,66,7,10,4,19,4,13,9,2,5,0,5,4,13.5483870967742,42.5806451612903,4.51612903225806,6.45161290322581,2.58064516129032,12.258064516129,2.58064516129032,8.38709677419355,5.80645161290323,1.29032258064516,3.2258064516129,0,3.2258064516129,2.58064516129032
"E00021162",150,11,53,6,9,9,9,18,19,5,11,6,1,3,3,7.33333333333333,35.3333333333333,4,6,6,6,12,12.6666666666667,3.33333333333333,7.33333333333333,4,0.666666666666667,2,2
"E00021163",127,6,32,4,8,7,15,18,20,6,11,3,1,3,2,4.7244094488189,25.1968503937008,3.1496062992126,6.2992125984252,5.51181102362205,11.8110236220472,14.1732283464567,15.748031496063,4.7244094488189,8.66141732283465,2.36220472440945,0.78740157480315,2.36220472440945,1.5748031496063
"E00021164",79,6,15,5,6,0,5,5,19,10,8,1,1,3,1,7.59493670886076,18.9873417721519,6.32911392405063,7.59493670886076,0,6.32911392405063,6.32911392405063,24.0506329113924,12.6582278481013,10.126582278481,1.26582278481013,1.26582278481013,3.79746835443038,1.26582278481013
"E00021165",113,11,35,4,10,6,7,9,20,4,7,2,1,6,3,9.73451327433628,30.9734513274336,3.53982300884956,8.84955752212389,5.30973451327434,6.19469026548673,7.9646017699115,17.6991150442478,3.53982300884956,6.19469026548673,1.76991150442478,0.884955752212389,5.30973451327434,2.65486725663717
"E00021166",135,16,45,6,4,6,12,12,22,8,4,3,0,1,0,11.8518518518519,33.3333333333333,4.44444444444444,2.96296296296296,4.44444444444444,8.88888888888889,8.88888888888889,16.2962962962963,5.92592592592593,2.96296296296296,2.22222222222222,0,0.740740740740741,0
"E00021167",108,8,47,3,4,13,8,8,8,6,3,1,1,3,1,7.40740740740741,43.5185185185185,2.77777777777778,3.7037037037037,12.037037037037,7.40740740740741,7.40740740740741,7.40740740740741,5.55555555555556,2.77777777777778,0.925925925925926,0.925925925925926,2.77777777777778,0.925925925925926
"E00021168",176,12,107,20,3,7,2,18,4,1,2,1,0,0,2,6.81818181818182,60.7954545454545,11.3636363636364,1.70454545454545,3.97727272727273,1.13636363636364,10.2272727272727,2.27272727272727,0.568181818181818,1.13636363636364,0.568181818181818,0,0,1.13636363636364
"E00021169",191,12,91,15,6,6,6,17,24,6,8,0,0,4,2,6.282722513089,47.6439790575916,7.85340314136126,3.1413612565445,3.1413612565445,3.1413612565445,8.90052356020942,12.565445026178,3.1413612565445,4.18848167539267,0,0,2.09424083769634,1.04712041884817
"E00021170",172,24,43,9,13,8,10,15,26,8,16,1,1,2,5,13.953488372093,25,5.23255813953488,7.55813953488372,4.65116279069767,5.81395348837209,8.72093023255814,15.1162790697674,4.65116279069767,9.30232558139535,0.581395348837209,0.581395348837209,1.16279069767442,2.90697674418605
"E00021171",262,21,77,14,19,13,9,31,48,10,20,3,2,7,5,8.01526717557252,29.3893129770992,5.34351145038168,7.25190839694656,4.9618320610687,3.43511450381679,11.8320610687023,18.3206106870229,3.81679389312977,7.63358778625954,1.14503816793893,0.763358778625954,2.67175572519084,1.90839694656489
"E00021172",106,16,35,13,6,3,2,8,9,9,5,4,1,0,1,15.0943396226415,33.0188679245283,12.2641509433962,5.66037735849057,2.83018867924528,1.88679245283019,7.54716981132075,8.49056603773585,8.49056603773585,4.71698113207547,3.77358490566038,0.943396226415094,0,0.943396226415094
"E00021173",141,16,44,14,10,7,8,17,16,3,6,2,2,4,2,11.3475177304965,31.2056737588652,9.9290780141844,7.09219858156028,4.9645390070922,5.67375886524823,12.0567375886525,11.3475177304965,2.12765957446809,4.25531914893617,1.41843971631206,1.41843971631206,2.83687943262411,1.41843971631206
"E00021174",103,6,55,30,3,3,3,1,1,1,0,0,0,0,2,5.8252427184466,53.3980582524272,29.126213592233,2.9126213592233,2.9126213592233,2.9126213592233,0.970873786407767,0.970873786407767,0.970873786407767,0,0,0,0,1.94174757281553
"E00021175",122,17,55,8,6,6,8,6,8,6,2,0,1,1,3,13.9344262295082,45.0819672131148,6.55737704918033,4.91803278688525,4.91803278688525,6.55737704918033,4.91803278688525,6.55737704918033,4.91803278688525,1.63934426229508,0,0.819672131147541,0.819672131147541,2.45901639344262
"E00021176",132,24,48,8,9,6,5,5,9,13,5,2,1,1,4,18.1818181818182,36.3636363636364,6.06060606060606,6.81818181818182,4.54545454545455,3.78787878787879,3.78787878787879,6.81818181818182,9.84848484848485,3.78787878787879,1.51515151515152,0.757575757575758,0.757575757575758,3.03030303030303
"E00021177",146,11,30,4,16,4,13,16,29,11,12,3,1,7,6,7.53424657534247,20.5479452054795,2.73972602739726,10.958904109589,2.73972602739726,8.9041095890411,10.958904109589,19.8630136986301,7.53424657534247,8.21917808219178,2.05479452054794,0.684931506849315,4.79452054794521,4.10958904109589
"E00021179",135,11,53,5,10,13,2,21,13,6,1,3,3,3,2,8.14814814814815,39.2592592592593,3.7037037037037,7.40740740740741,9.62962962962963,1.48148148148148,15.5555555555556,9.62962962962963,4.44444444444444,0.740740740740741,2.22222222222222,2.22222222222222,2.22222222222222,1.48148148148148
"E00021180",147,19,39,3,10,14,6,16,28,6,6,2,2,6,3,12.9251700680272,26.530612244898,2.04081632653061,6.80272108843537,9.52380952380952,4.08163265306122,10.8843537414966,19.047619047619,4.08163265306122,4.08163265306122,1.36054421768707,1.36054421768707,4.08163265306122,2.04081632653061
"E00021181",92,6,39,5,6,9,1,6,8,3,9,3,0,0,1,6.52173913043478,42.3913043478261,5.43478260869565,6.52173913043478,9.78260869565217,1.08695652173913,6.52173913043478,8.69565217391304,3.26086956521739,9.78260869565217,3.26086956521739,0,0,1.08695652173913
"E00021182",141,10,73,16,5,3,1,15,7,4,7,0,0,0,2,7.09219858156028,51.7730496453901,11.3475177304965,3.54609929078014,2.12765957446809,0.709219858156028,10.6382978723404,4.9645390070922,2.83687943262411,4.9645390070922,0,0,0,1.41843971631206
