"GeographyCode","KS501EW0001","KS501EW0002","KS501EW0003","KS501EW0004","KS501EW0005","KS501EW0006","KS501EW0007","KS501EW0008","KS501EW0009","KS501EW0010","KS501EW0011","KS501EW0012","KS501EW0013","KS501EW0014","KS501EW0015","KS501EW0016","KS501EW0017","KS501EW0018","KS501EW0019","KS501EW0020","KS501EW0021","KS501EW0022","KS501EW0023","KS501EW0024","KS501EW0025"
"E00021141",271,111,30,37,0,29,42,22,10,27,8,7,12,40.9594095940959,11.070110701107,13.6531365313653,0,10.7011070110701,15.4981549815498,8.11808118081181,3.690036900369,9.96309963099631,2.9520295202952,2.5830258302583,4.4280442804428
"E00021143",285,90,22,20,2,24,101,26,8,23,6,1,16,31.5789473684211,7.71929824561404,7.01754385964912,0.701754385964912,8.42105263157895,35.4385964912281,9.12280701754386,2.80701754385965,8.07017543859649,2.10526315789474,0.350877192982456,5.6140350877193
"E00021145",228,47,18,23,2,15,111,12,3,13,6,2,5,20.6140350877193,7.89473684210526,10.0877192982456,0.87719298245614,6.57894736842105,48.6842105263158,5.26315789473684,1.31578947368421,5.70175438596491,2.63157894736842,0.87719298245614,2.19298245614035
"E00021146",453,16,11,34,0,123,219,50,2,238,71,38,128,3.53200883002207,2.42825607064018,7.50551876379691,0,27.1523178807947,48.3443708609272,11.037527593819,0.441501103752759,52.5386313465784,15.673289183223,8.38852097130243,28.2560706401766
"E00021147",169,28,19,21,1,28,62,10,5,7,0,2,5,16.5680473372781,11.2426035502959,12.4260355029586,0.591715976331361,16.5680473372781,36.6863905325444,5.91715976331361,2.9585798816568,4.14201183431953,0,1.18343195266272,2.9585798816568
"E00021148",233,63,21,22,0,15,87,25,2,15,4,1,10,27.0386266094421,9.01287553648069,9.44206008583691,0,6.43776824034335,37.3390557939914,10.7296137339056,0.858369098712446,6.43776824034335,1.71673819742489,0.429184549356223,4.29184549356223
"E00021149",240,71,33,23,2,17,66,28,6,19,5,0,14,29.5833333333333,13.75,9.58333333333333,0.833333333333333,7.08333333333333,27.5,11.6666666666667,2.5,7.91666666666667,2.08333333333333,0,5.83333333333333
"E00021150",235,71,28,23,2,10,84,17,7,15,5,1,9,30.2127659574468,11.9148936170213,9.78723404255319,0.851063829787234,4.25531914893617,35.7446808510638,7.23404255319149,2.97872340425532,6.38297872340426,2.12765957446809,0.425531914893617,3.82978723404255
"E00021151",213,85,35,14,5,11,48,15,7,20,9,3,8,39.906103286385,16.4319248826291,6.57276995305164,2.34741784037559,5.16431924882629,22.5352112676056,7.04225352112676,3.28638497652582,9.38967136150235,4.22535211267606,1.40845070422535,3.75586854460094
"E00021152",287,97,35,29,0,34,71,21,9,29,9,1,19,33.7979094076655,12.1951219512195,10.1045296167247,0,11.8466898954704,24.7386759581882,7.31707317073171,3.13588850174216,10.1045296167247,3.13588850174216,0.348432055749129,6.62020905923345
"E00021153",328,39,10,12,4,30,206,27,0,35,15,3,17,11.890243902439,3.04878048780488,3.65853658536585,1.21951219512195,9.14634146341463,62.8048780487805,8.23170731707317,0,10.6707317073171,4.57317073170732,0.914634146341463,5.18292682926829
"E00021154",289,86,33,40,3,37,59,31,12,38,7,5,26,29.757785467128,11.4186851211073,13.840830449827,1.03806228373702,12.80276816609,20.4152249134948,10.7266435986159,4.1522491349481,13.1487889273356,2.42214532871972,1.73010380622837,8.99653979238754
"E00021155",329,8,9,20,3,36,229,24,5,48,22,2,24,2.43161094224924,2.73556231003039,6.0790273556231,0.911854103343465,10.9422492401216,69.6048632218845,7.29483282674772,1.51975683890578,14.5896656534954,6.68693009118541,0.60790273556231,7.29483282674772
"E00021156",193,56,17,19,4,11,61,25,2,9,6,0,3,29.0155440414508,8.80829015544041,9.84455958549223,2.07253886010363,5.69948186528497,31.6062176165803,12.9533678756477,1.03626943005181,4.66321243523316,3.10880829015544,0,1.55440414507772
"E00021157",228,55,37,36,1,25,60,14,5,21,7,3,10,24.1228070175439,16.2280701754386,15.7894736842105,0.43859649122807,10.9649122807018,26.3157894736842,6.14035087719298,2.19298245614035,9.21052631578947,3.07017543859649,1.31578947368421,4.3859649122807
"E00021158",230,82,28,30,3,27,33,27,10,25,5,3,17,35.6521739130435,12.1739130434783,13.0434782608696,1.30434782608696,11.7391304347826,14.3478260869565,11.7391304347826,4.34782608695652,10.8695652173913,2.17391304347826,1.30434782608696,7.39130434782609
"E00021159",488,155,38,36,5,41,164,49,9,45,15,4,24,31.7622950819672,7.78688524590164,7.37704918032787,1.02459016393443,8.40163934426229,33.6065573770492,10.0409836065574,1.84426229508197,9.22131147540984,3.07377049180328,0.819672131147541,4.91803278688525
"E00021160",241,72,12,28,2,20,78,29,8,29,9,6,14,29.8755186721992,4.9792531120332,11.6182572614108,0.829875518672199,8.29875518672199,32.3651452282158,12.0331950207469,3.3195020746888,12.0331950207469,3.7344398340249,2.4896265560166,5.80912863070539
"E00021161",319,78,30,26,3,23,118,41,3,23,9,1,13,24.4514106583072,9.40438871473354,8.15047021943574,0.940438871473354,7.21003134796238,36.9905956112853,12.8526645768025,0.940438871473354,7.21003134796238,2.82131661442006,0.313479623824451,4.07523510971787
"E00021162",310,75,32,30,5,19,115,34,10,33,13,1,19,24.1935483870968,10.3225806451613,9.67741935483871,1.61290322580645,6.12903225806452,37.0967741935484,10.9677419354839,3.2258064516129,10.6451612903226,4.19354838709677,0.32258064516129,6.12903225806452
