"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E02000864",8296,8271,2286,258,361,1667,5985,5552,248,185,0,25
"E02000865",6977,6898,1111,99,170,842,5787,5227,428,132,0,79
"E02000866",9610,9575,3945,160,396,3389,5620,4293,1117,210,10,35
"E02000867",9761,9643,2041,127,304,1610,7602,7104,430,68,0,118
"E02000868",6416,6304,806,95,179,532,5498,5003,314,181,0,112
"E02000869",5679,5582,1218,29,91,1098,4364,3968,194,202,0,97
"E02000870",6430,6358,1355,107,164,1084,5003,4747,172,84,0,72
"E02000871",8591,8513,1593,204,417,972,6917,6791,79,47,3,78
"E02000872",7480,7401,854,112,131,611,6546,6010,281,255,1,79
"E02000873",7467,7297,894,89,136,669,6389,6153,168,68,14,170
"E02000874",6879,6746,869,76,178,615,5877,5574,257,46,0,133
"E02000875",9379,9288,1404,157,417,830,7835,7452,344,39,49,91
"E02000876",6900,6791,1190,113,251,826,5600,5137,255,208,1,109
"E02000877",9748,9591,1663,131,239,1293,7918,7589,245,84,10,157
"E02000878",9451,9281,1737,121,359,1257,7544,6552,424,568,0,170
"E02000879",7417,7336,1525,155,257,1113,5808,5433,279,96,3,81
"E02000880",5634,5539,1049,86,160,803,4490,4171,186,133,0,95
"E02000881",6909,6894,1972,308,340,1324,4922,4697,185,40,0,15
"E02000882",8563,8448,3729,491,730,2508,4717,4548,122,47,2,115
"E02000883",7853,7754,1180,171,269,740,6569,6317,92,160,5,99
"E02000884",9021,8970,1210,90,307,813,7760,6818,617,325,0,51
"E02000885",6873,6781,1025,175,277,573,5753,5475,220,58,3,92
"E02000886",7326,7279,737,60,119,558,6542,6311,152,79,0,47
"E02000887",8585,8446,1174,182,314,678,7262,7049,160,53,10,139
"E02000888",8210,8184,759,127,220,412,7419,7195,173,51,6,26
"E02000889",6549,6504,1375,81,249,1045,5127,4975,101,51,2,45
"E02000890",5795,5783,726,43,144,539,5019,4682,278,59,38,12
"E02000891",12678,12547,1336,128,250,958,11157,10935,158,64,54,131
"E02000893",6783,6767,1605,84,507,1014,5161,5064,86,11,1,16
"E02000894",10137,10084,3470,288,770,2412,6613,6457,135,21,1,53
"E02006853",7063,6931,934,144,264,526,5995,5948,29,18,2,132
"E02006854",5883,5869,279,60,75,144,5574,5451,59,64,16,14
