"GeographyCode","KS104EW0001","KS104EW0002","KS104EW0003","KS104EW0004","KS104EW0005","KS104EW0006","KS104EW0007","KS104EW0008","KS104EW0009","KS104EW0010","KS104EW0011","KS104EW0012","KS104EW0013","KS104EW0014","KS104EW0015"
"E01004308",1194,376,76,600,41,23,36,42,31.4907872696817,6.36515912897822,50.251256281407,3.43383584589615,1.92629815745394,3.01507537688442,3.51758793969849
"E01004309",1967,516,133,976,97,49,88,108,26.2328418912049,6.76156583629893,49.6187086934418,4.93136756481952,2.49110320284698,4.47381799694967,5.49059481443823
"E01004310",1624,412,188,802,64,30,67,61,25.3694581280788,11.576354679803,49.384236453202,3.94088669950739,1.84729064039409,4.1256157635468,3.75615763546798
"E01004311",1215,296,144,571,25,37,75,67,24.3621399176955,11.8518518518519,46.9958847736626,2.05761316872428,3.04526748971193,6.17283950617284,5.51440329218107
"E01004312",1288,304,88,628,49,50,88,81,23.6024844720497,6.83229813664596,48.7577639751553,3.80434782608696,3.88198757763975,6.83229813664596,6.2888198757764
"E01004313",1578,388,172,769,51,37,85,76,24.5880861850444,10.8998732572877,48.7325728770596,3.2319391634981,2.3447401774398,5.38656527249683,4.81622306717364
"E01004314",939,248,192,362,24,21,42,50,26.4110756123536,20.4472843450479,38.5516506922258,2.55591054313099,2.23642172523962,4.47284345047923,5.3248136315229
"E01004315",1438,320,178,706,48,34,86,66,22.2531293463143,12.3783031988873,49.095966620306,3.33796940194715,2.3643949930459,5.98052851182197,4.58970792767733
"E01004316",933,198,93,515,34,24,46,23,21.2218649517685,9.96784565916399,55.1982851018221,3.64415862808146,2.57234726688103,4.93033226152197,2.46516613076099
"E01004317",2365,448,402,1293,47,43,81,51,18.9429175475687,16.9978858350951,54.6723044397463,1.98731501057082,1.81818181818182,3.42494714587738,2.15644820295983
"E01004318",1114,282,114,521,34,50,74,39,25.3141831238779,10.2333931777379,46.7684021543986,3.05206463195691,4.48833034111311,6.6427289048474,3.50089766606822
"E01004319",1470,460,114,610,98,37,60,91,31.2925170068027,7.75510204081633,41.4965986394558,6.66666666666667,2.51700680272109,4.08163265306122,6.19047619047619
"E01004321",1451,422,102,674,79,47,54,73,29.0833907649897,7.02963473466575,46.4507236388697,5.44452101998622,3.23914541695382,3.72157133011716,5.03101309441764
"E01004322",927,288,88,380,36,31,55,49,31.0679611650485,9.49298813376483,40.992448759439,3.88349514563107,3.34412081984898,5.93311758360302,5.28586839266451
"E01004323",1190,326,115,577,55,24,32,61,27.3949579831933,9.66386554621849,48.4873949579832,4.6218487394958,2.01680672268908,2.6890756302521,5.12605042016807
"E01004324",1176,390,60,517,62,28,46,73,33.1632653061224,5.10204081632653,43.9625850340136,5.27210884353742,2.38095238095238,3.91156462585034,6.20748299319728
"E01004325",2182,426,308,1254,78,40,40,36,19.5233730522456,14.115490375802,57.4702108157654,3.57470210815765,1.83318056828598,1.83318056828598,1.64986251145738
"E01004326",1174,288,124,568,46,44,61,43,24.5315161839864,10.5621805792164,48.381601362862,3.91822827938671,3.74787052810903,5.19591141396934,3.66269165247019
"E01032764",1145,210,224,565,19,26,72,29,18.3406113537118,19.5633187772926,49.3449781659389,1.65938864628821,2.2707423580786,6.2882096069869,2.53275109170306
"E01032765",1238,262,166,657,25,21,75,32,21.1631663974152,13.4087237479806,53.0694668820679,2.01938610662359,1.69628432956381,6.05815831987076,2.58481421647819
"E01032766",1138,232,196,587,32,25,45,21,20.3866432337434,17.2231985940246,51.5817223198594,2.81195079086116,2.19683655536028,3.95430579964851,1.84534270650264
"E01032767",1516,230,270,893,44,32,36,11,15.1715039577836,17.8100263852243,58.9050131926121,2.9023746701847,2.11081794195251,2.37467018469657,0.725593667546174
"E01032768",1181,338,262,495,32,16,34,4,28.6198137171888,22.1845893310754,41.9136325148179,2.70956816257409,1.35478408128704,2.87891617273497,0.338696020321761
"E01032769",1050,344,198,383,41,31,37,16,32.7619047619048,18.8571428571429,36.4761904761905,3.9047619047619,2.95238095238095,3.52380952380952,1.52380952380952
"E01032770",1037,286,160,450,40,24,51,26,27.579556412729,15.4291224686596,43.3944069431051,3.8572806171649,2.31436837029894,4.91803278688525,2.50723240115718
"E01032771",923,298,148,374,36,20,38,9,32.2860238353196,16.0346695557963,40.5200433369447,3.90032502708559,2.16684723726977,4.11700975081257,0.975081256771398
"E01032772",970,266,102,431,56,21,56,38,27.4226804123711,10.5154639175258,44.4329896907216,5.77319587628866,2.16494845360825,5.77319587628866,3.91752577319588
"E01032773",1294,342,240,551,61,38,52,10,26.4296754250386,18.5471406491499,42.58114374034,4.71406491499227,2.93663060278207,4.01854714064915,0.772797527047913
"E01032774",1016,310,126,430,42,35,48,25,30.511811023622,12.4015748031496,42.3228346456693,4.13385826771654,3.44488188976378,4.7244094488189,2.46062992125984
"E01032775",989,336,176,362,33,27,45,10,33.9737108190091,17.7957532861476,36.6026289180991,3.33670374115268,2.73003033367037,4.55005055611729,1.01112234580384
"E01032776",980,264,174,451,40,14,30,7,26.9387755102041,17.7551020408163,46.0204081632653,4.08163265306122,1.42857142857143,3.06122448979592,0.714285714285714
"E01032777",948,274,154,420,38,23,33,6,28.9029535864979,16.2447257383966,44.3037974683544,4.0084388185654,2.42616033755274,3.48101265822785,0.632911392405063
"E01032778",970,276,173,435,32,20,32,2,28.4536082474227,17.8350515463918,44.8453608247423,3.29896907216495,2.06185567010309,3.29896907216495,0.206185567010309
"E01032779",897,255,164,372,39,25,29,13,28.4280936454849,18.2831661092531,41.4715719063545,4.34782608695652,2.78706800445931,3.2329988851728,1.44927536231884
"E01032780",1218,370,202,524,51,18,46,7,30.3776683087028,16.5845648604269,43.0213464696223,4.1871921182266,1.47783251231527,3.77668308702791,0.574712643678161
"E01032781",1378,464,258,518,43,19,59,17,33.6719883889695,18.7227866473149,37.5907111756168,3.12046444121916,1.37880986937591,4.28156748911466,1.23367198838897
"E01032782",1278,330,180,602,64,37,46,19,25.8215962441315,14.0845070422535,47.1048513302034,5.00782472613459,2.89514866979656,3.59937402190923,1.4866979655712
"E01032783",1225,336,166,559,32,21,67,44,27.4285714285714,13.5510204081633,45.6326530612245,2.61224489795918,1.71428571428571,5.46938775510204,3.59183673469388
"E01032784",1291,260,258,632,31,25,50,35,20.1394268009295,19.9845081332301,48.9542989930287,2.4012393493416,1.93648334624322,3.87296669248644,2.71107668474051
"E01032785",1126,288,258,485,23,18,35,19,25.5772646536412,22.9129662522202,43.0728241563055,2.04262877442274,1.59857904085258,3.10834813499112,1.68738898756661
"E01032786",1189,348,144,503,34,44,66,50,29.2682926829268,12.1110176619008,42.3044575273339,2.85954583683768,3.70058873002523,5.55088309503785,4.20521446593776
"E01032787",1904,616,124,855,83,53,85,88,32.3529411764706,6.51260504201681,44.905462184874,4.35924369747899,2.78361344537815,4.46428571428571,4.6218487394958
