"GeographyCode","KS104EW0001","KS104EW0002","KS104EW0003","KS104EW0004","KS104EW0005","KS104EW0006","KS104EW0007","KS104EW0008","KS104EW0009","KS104EW0010","KS104EW0011","KS104EW0012","KS104EW0013","KS104EW0014","KS104EW0015"
"E00021336",189,74,12,60,5,13,15,10,39.1534391534392,6.34920634920635,31.7460317460317,2.64550264550265,6.87830687830688,7.93650793650794,5.29100529100529
"E00021337",247,104,10,103,8,7,7,8,42.1052631578947,4.04858299595142,41.7004048582996,3.23886639676113,2.83400809716599,2.83400809716599,3.23886639676113
"E00021338",297,128,14,107,18,11,4,15,43.0976430976431,4.71380471380471,36.026936026936,6.06060606060606,3.7037037037037,1.34680134680135,5.05050505050505
"E00021339",272,68,26,141,5,8,16,8,25,9.55882352941176,51.8382352941177,1.83823529411765,2.94117647058824,5.88235294117647,2.94117647058824
"E00021340",336,68,48,166,12,14,16,12,20.2380952380952,14.2857142857143,49.4047619047619,3.57142857142857,4.16666666666667,4.76190476190476,3.57142857142857
"E00021342",213,86,18,72,8,9,15,5,40.3755868544601,8.45070422535211,33.8028169014084,3.75586854460094,4.22535211267606,7.04225352112676,2.34741784037559
"E00021344",385,142,8,160,22,13,19,21,36.8831168831169,2.07792207792208,41.5584415584416,5.71428571428571,3.37662337662338,4.93506493506494,5.45454545454545
"E00021345",236,88,22,88,11,6,12,9,37.2881355932203,9.32203389830508,37.2881355932203,4.66101694915254,2.54237288135593,5.08474576271187,3.8135593220339
"E00021346",228,78,12,87,9,12,18,12,34.2105263157895,5.26315789473684,38.1578947368421,3.94736842105263,5.26315789473684,7.89473684210526,5.26315789473684
"E00021347",259,106,14,103,6,12,14,4,40.9266409266409,5.40540540540541,39.7683397683398,2.31660231660232,4.63320463320463,5.40540540540541,1.54440154440154
"E00021349",293,108,26,123,10,6,9,11,36.8600682593857,8.87372013651877,41.9795221843003,3.41296928327645,2.04778156996587,3.07167235494881,3.7542662116041
"E00021350",252,84,20,93,13,10,18,14,33.3333333333333,7.93650793650794,36.9047619047619,5.15873015873016,3.96825396825397,7.14285714285714,5.55555555555556
"E00021351",254,98,14,94,16,8,14,10,38.5826771653543,5.51181102362205,37.007874015748,6.2992125984252,3.1496062992126,5.51181102362205,3.93700787401575
"E00021352",200,76,22,79,3,7,7,6,38,11,39.5,1.5,3.5,3.5,3
"E00021353",231,76,10,88,14,10,16,17,32.9004329004329,4.32900432900433,38.0952380952381,6.06060606060606,4.32900432900433,6.92640692640693,7.35930735930736
"E00021354",357,120,24,168,12,7,14,12,33.6134453781513,6.72268907563025,47.0588235294118,3.36134453781513,1.96078431372549,3.92156862745098,3.36134453781513
"E00021355",266,54,52,135,4,9,7,5,20.3007518796992,19.5488721804511,50.7518796992481,1.50375939849624,3.38345864661654,2.63157894736842,1.8796992481203
"E00021357",284,112,20,86,22,11,13,20,39.4366197183099,7.04225352112676,30.2816901408451,7.74647887323944,3.87323943661972,4.57746478873239,7.04225352112676
"E00021359",246,98,24,74,17,8,13,12,39.8373983739837,9.75609756097561,30.0813008130081,6.91056910569106,3.2520325203252,5.28455284552846,4.8780487804878
"E00021360",309,124,16,108,23,11,13,14,40.1294498381877,5.17799352750809,34.9514563106796,7.44336569579288,3.55987055016181,4.20711974110032,4.53074433656958
"E00021361",242,64,30,101,10,14,16,7,26.4462809917355,12.396694214876,41.7355371900826,4.13223140495868,5.78512396694215,6.61157024793388,2.89256198347107
"E00021363",269,94,16,106,14,9,15,15,34.9442379182156,5.94795539033457,39.4052044609665,5.20446096654275,3.3457249070632,5.57620817843866,5.57620817843866
"E00021364",419,146,24,182,22,11,14,20,34.8448687350835,5.72792362768496,43.436754176611,5.25059665871122,2.62529832935561,3.34128878281623,4.77326968973747
"E00021365",229,48,34,97,15,11,13,11,20.9606986899563,14.8471615720524,42.3580786026201,6.55021834061135,4.80349344978166,5.67685589519651,4.80349344978166
"E00021366",261,92,8,93,12,8,27,21,35.2490421455939,3.06513409961686,35.632183908046,4.59770114942529,3.06513409961686,10.3448275862069,8.04597701149425
"E00021367",243,68,14,91,10,15,14,31,27.9835390946502,5.76131687242798,37.4485596707819,4.11522633744856,6.17283950617284,5.76131687242798,12.7572016460905
"E00021368",298,90,32,121,13,13,14,15,30.2013422818792,10.738255033557,40.6040268456376,4.36241610738255,4.36241610738255,4.69798657718121,5.03355704697987
"E00021369",144,52,14,53,5,8,6,6,36.1111111111111,9.72222222222222,36.8055555555556,3.47222222222222,5.55555555555556,4.16666666666667,4.16666666666667
"E00021370",416,160,14,177,12,17,24,12,38.4615384615385,3.36538461538462,42.5480769230769,2.88461538461538,4.08653846153846,5.76923076923077,2.88461538461538
"E00021371",121,46,4,55,4,5,4,3,38.0165289256198,3.30578512396694,45.4545454545455,3.30578512396694,4.13223140495868,3.30578512396694,2.47933884297521
"E00021372",285,94,22,122,7,11,20,9,32.9824561403509,7.71929824561404,42.8070175438597,2.45614035087719,3.85964912280702,7.01754385964912,3.15789473684211
"E00021374",293,120,14,107,8,7,19,18,40.9556313993174,4.77815699658703,36.518771331058,2.73037542662116,2.38907849829352,6.48464163822526,6.14334470989761
"E00021375",266,86,12,113,9,6,17,23,32.3308270676692,4.51127819548872,42.4812030075188,3.38345864661654,2.25563909774436,6.39097744360902,8.64661654135338
"E00021376",270,100,10,100,12,13,21,14,37.037037037037,3.7037037037037,37.037037037037,4.44444444444444,4.81481481481481,7.77777777777778,5.18518518518519
"E00021377",411,116,46,186,14,12,19,18,28.2238442822384,11.1922141119221,45.2554744525547,3.40632603406326,2.91970802919708,4.62287104622871,4.37956204379562
"E00021378",338,92,20,154,19,19,20,14,27.2189349112426,5.91715976331361,45.5621301775148,5.62130177514793,5.62130177514793,5.91715976331361,4.14201183431953
"E00021379",230,72,12,86,11,11,23,15,31.304347826087,5.21739130434783,37.3913043478261,4.78260869565217,4.78260869565217,10,6.52173913043478
"E00021380",191,42,12,100,5,9,17,6,21.9895287958115,6.282722513089,52.3560209424084,2.61780104712042,4.71204188481675,8.90052356020942,3.1413612565445
"E00021381",272,74,36,113,10,18,11,10,27.2058823529412,13.2352941176471,41.5441176470588,3.67647058823529,6.61764705882353,4.04411764705882,3.67647058823529
"E00021382",244,120,12,74,5,10,12,11,49.1803278688525,4.91803278688525,30.327868852459,2.04918032786885,4.0983606557377,4.91803278688525,4.50819672131148
"E00021383",380,118,10,156,13,16,32,35,31.0526315789474,2.63157894736842,41.0526315789474,3.42105263157895,4.21052631578947,8.42105263157895,9.21052631578947
"E00021384",199,38,62,81,1,3,12,2,19.0954773869347,31.1557788944724,40.7035175879397,0.50251256281407,1.50753768844221,6.03015075376884,1.00502512562814
"E00021385",341,104,30,162,10,8,14,13,30.4985337243402,8.79765395894428,47.5073313782991,2.93255131964809,2.34604105571848,4.10557184750733,3.81231671554252
"E00021386",254,86,23,87,14,11,24,9,33.8582677165354,9.05511811023622,34.251968503937,5.51181102362205,4.33070866141732,9.44881889763779,3.54330708661417
"E00021387",502,164,50,213,18,10,25,22,32.6693227091633,9.9601593625498,42.4302788844622,3.58565737051793,1.99203187250996,4.9800796812749,4.38247011952191
"E00021388",248,66,22,106,11,8,21,14,26.6129032258064,8.87096774193548,42.741935483871,4.43548387096774,3.2258064516129,8.46774193548387,5.64516129032258
"E00021391",328,114,30,120,12,22,21,9,34.7560975609756,9.14634146341463,36.5853658536585,3.65853658536585,6.70731707317073,6.40243902439024,2.74390243902439
"E00021392",296,104,34,122,7,7,14,8,35.1351351351351,11.4864864864865,41.2162162162162,2.36486486486486,2.36486486486486,4.72972972972973,2.7027027027027
"E00021393",300,102,14,118,11,12,16,27,34,4.66666666666667,39.3333333333333,3.66666666666667,4,5.33333333333333,9
"E00021394",250,84,20,102,7,6,20,11,33.6,8,40.8,2.8,2.4,8,4.4
"E00021395",221,80,28,73,8,5,15,12,36.1990950226244,12.6696832579186,33.0316742081448,3.61990950226244,2.26244343891403,6.78733031674208,5.42986425339367
"E00021396",259,64,26,104,10,11,28,16,24.7104247104247,10.03861003861,40.1544401544402,3.86100386100386,4.24710424710425,10.8108108108108,6.17760617760618
"E00021397",365,136,22,147,10,10,22,18,37.2602739726027,6.02739726027397,40.2739726027397,2.73972602739726,2.73972602739726,6.02739726027397,4.93150684931507
"E00021398",362,126,24,144,14,15,20,19,34.8066298342541,6.62983425414365,39.7790055248619,3.86740331491713,4.14364640883978,5.52486187845304,5.24861878453039
"E00021399",318,118,44,116,14,2,9,15,37.1069182389937,13.8364779874214,36.4779874213836,4.40251572327044,0.628930817610063,2.83018867924528,4.71698113207547
"E00021400",280,88,34,117,12,12,10,7,31.4285714285714,12.1428571428571,41.7857142857143,4.28571428571429,4.28571428571429,3.57142857142857,2.5
"E00021402",226,66,22,88,10,7,19,14,29.2035398230088,9.73451327433628,38.9380530973451,4.42477876106195,3.09734513274336,8.4070796460177,6.19469026548673
"E00021404",237,54,64,97,10,2,7,3,22.7848101265823,27.0042194092827,40.9282700421941,4.21940928270042,0.843881856540084,2.9535864978903,1.26582278481013
"E00021405",340,92,32,147,22,7,17,23,27.0588235294118,9.41176470588235,43.2352941176471,6.47058823529412,2.05882352941176,5,6.76470588235294
"E00021406",272,92,18,112,4,9,24,13,33.8235294117647,6.61764705882353,41.1764705882353,1.47058823529412,3.30882352941176,8.82352941176471,4.77941176470588
"E00021407",341,100,24,148,19,15,21,14,29.3255131964809,7.03812316715543,43.4017595307918,5.57184750733138,4.39882697947214,6.158357771261,4.10557184750733
"E00021408",305,62,62,158,10,4,5,4,20.327868852459,20.327868852459,51.8032786885246,3.27868852459016,1.31147540983607,1.63934426229508,1.31147540983607
"E00021409",244,78,52,82,18,3,11,0,31.9672131147541,21.3114754098361,33.6065573770492,7.37704918032787,1.22950819672131,4.50819672131148,0
"E00021410",254,68,28,119,9,8,14,8,26.7716535433071,11.0236220472441,46.8503937007874,3.54330708661417,3.1496062992126,5.51181102362205,3.1496062992126
"E00021411",317,112,32,123,7,13,13,17,35.3312302839117,10.0946372239748,38.801261829653,2.20820189274448,4.10094637223975,4.10094637223975,5.36277602523659
"E00021412",286,110,30,98,8,12,15,13,38.4615384615385,10.4895104895105,34.2657342657343,2.7972027972028,4.1958041958042,5.24475524475525,4.54545454545455
"E00021413",282,110,16,109,12,18,8,9,39.0070921985816,5.67375886524823,38.6524822695035,4.25531914893617,6.38297872340426,2.83687943262411,3.19148936170213
"E00021414",276,114,16,93,17,9,10,17,41.304347826087,5.79710144927536,33.695652173913,6.15942028985507,3.26086956521739,3.6231884057971,6.15942028985507
"E00021415",263,84,20,114,13,8,17,7,31.9391634980989,7.60456273764259,43.3460076045627,4.94296577946768,3.04182509505703,6.4638783269962,2.6615969581749
"E00021416",283,82,32,122,8,7,16,16,28.9752650176678,11.3074204946996,43.1095406360424,2.82685512367491,2.47349823321555,5.65371024734982,5.65371024734982
"E00021417",232,68,34,93,4,8,17,8,29.3103448275862,14.6551724137931,40.0862068965517,1.72413793103448,3.44827586206897,7.32758620689655,3.44827586206897
"E00021418",192,54,52,68,5,1,10,2,28.125,27.0833333333333,35.4166666666667,2.60416666666667,0.520833333333333,5.20833333333333,1.04166666666667
"E00021419",283,128,12,99,7,11,16,10,45.2296819787986,4.24028268551237,34.982332155477,2.47349823321555,3.886925795053,5.65371024734982,3.53356890459364
"E00021420",232,90,32,81,6,6,13,4,38.7931034482759,13.7931034482759,34.9137931034483,2.58620689655172,2.58620689655172,5.60344827586207,1.72413793103448
"E00021421",361,96,27,160,30,13,24,11,26.5927977839335,7.4792243767313,44.3213296398892,8.31024930747922,3.601108033241,6.64819944598338,3.04709141274238
"E00021422",146,44,12,57,5,7,11,10,30.1369863013699,8.21917808219178,39.041095890411,3.42465753424658,4.79452054794521,7.53424657534247,6.84931506849315
"E00021423",302,120,16,115,9,11,18,13,39.7350993377483,5.29801324503311,38.0794701986755,2.98013245033113,3.64238410596026,5.96026490066225,4.3046357615894
"E00021424",198,58,34,81,14,2,7,2,29.2929292929293,17.1717171717172,40.9090909090909,7.07070707070707,1.01010101010101,3.53535353535354,1.01010101010101
"E00021425",211,66,46,68,16,4,8,3,31.2796208530806,21.8009478672986,32.2274881516588,7.58293838862559,1.8957345971564,3.7914691943128,1.4218009478673
"E00021426",235,84,22,83,6,13,15,12,35.7446808510638,9.36170212765957,35.3191489361702,2.5531914893617,5.53191489361702,6.38297872340426,5.1063829787234
"E00021427",206,62,56,65,8,4,9,2,30.0970873786408,27.1844660194175,31.5533980582524,3.88349514563107,1.94174757281553,4.36893203883495,0.970873786407767
"E00021428",273,86,46,105,8,11,11,6,31.5018315018315,16.8498168498169,38.4615384615385,2.93040293040293,4.02930402930403,4.02930402930403,2.1978021978022
"E00021429",102,26,8,58,2,2,2,4,25.4901960784314,7.84313725490196,56.8627450980392,1.96078431372549,1.96078431372549,1.96078431372549,3.92156862745098
"E00021430",216,82,18,64,12,9,20,11,37.962962962963,8.33333333333333,29.6296296296296,5.55555555555556,4.16666666666667,9.25925925925926,5.09259259259259
"E00021431",258,88,20,95,6,8,20,21,34.1085271317829,7.75193798449612,36.8217054263566,2.32558139534884,3.10077519379845,7.75193798449612,8.13953488372093
"E00021432",281,90,18,96,18,8,25,26,32.0284697508897,6.40569395017794,34.1637010676157,6.40569395017794,2.84697508896797,8.89679715302491,9.25266903914591
"E00021433",509,144,38,261,16,17,19,14,28.2907662082515,7.46561886051081,51.2770137524558,3.1434184675835,3.33988212180747,3.7328094302554,2.75049115913556
"E00021434",318,110,16,134,17,8,11,22,34.5911949685535,5.0314465408805,42.1383647798742,5.34591194968553,2.51572327044025,3.45911949685535,6.91823899371069
"E00021437",240,78,24,95,6,5,17,15,32.5,10,39.5833333333333,2.5,2.08333333333333,7.08333333333333,6.25
"E00021438",174,42,16,71,2,4,24,15,24.1379310344828,9.19540229885057,40.8045977011494,1.14942528735632,2.29885057471264,13.7931034482759,8.62068965517241
"E00021439",180,46,12,75,12,11,16,8,25.5555555555556,6.66666666666667,41.6666666666667,6.66666666666667,6.11111111111111,8.88888888888889,4.44444444444444
"E00021440",330,122,18,134,17,7,7,25,36.969696969697,5.45454545454545,40.6060606060606,5.15151515151515,2.12121212121212,2.12121212121212,7.57575757575758
"E00021441",274,78,52,106,3,6,16,13,28.4671532846715,18.978102189781,38.6861313868613,1.09489051094891,2.18978102189781,5.83941605839416,4.74452554744525
"E00021442",264,94,20,106,6,5,16,17,35.6060606060606,7.57575757575758,40.1515151515151,2.27272727272727,1.89393939393939,6.06060606060606,6.43939393939394
"E00021443",211,54,22,93,2,5,19,16,25.5924170616114,10.4265402843602,44.0758293838863,0.947867298578199,2.3696682464455,9.00473933649289,7.58293838862559
"E00021444",276,56,26,150,10,7,8,19,20.2898550724638,9.42028985507246,54.3478260869565,3.6231884057971,2.53623188405797,2.89855072463768,6.88405797101449
"E00021445",297,106,12,127,13,6,11,22,35.6902356902357,4.04040404040404,42.7609427609428,4.37710437710438,2.02020202020202,3.7037037037037,7.40740740740741
"E00021446",306,138,5,118,7,9,16,13,45.0980392156863,1.63398692810458,38.562091503268,2.28758169934641,2.94117647058824,5.22875816993464,4.2483660130719
"E00021447",238,52,54,117,3,3,6,3,21.8487394957983,22.6890756302521,49.1596638655462,1.26050420168067,1.26050420168067,2.52100840336134,1.26050420168067
"E00021448",247,88,24,95,6,8,18,8,35.6275303643725,9.7165991902834,38.4615384615385,2.42914979757085,3.23886639676113,7.28744939271255,3.23886639676113
"E00021449",281,58,32,149,4,6,19,13,20.6405693950178,11.3879003558719,53.0249110320285,1.42348754448399,2.13523131672598,6.76156583629893,4.62633451957295
"E00021450",163,50,16,76,0,4,9,8,30.6748466257669,9.8159509202454,46.6257668711656,0,2.45398773006135,5.52147239263804,4.9079754601227
"E00021451",280,100,26,102,10,11,19,12,35.7142857142857,9.28571428571429,36.4285714285714,3.57142857142857,3.92857142857143,6.78571428571429,4.28571428571429
"E00021452",177,36,24,85,7,8,9,8,20.3389830508475,13.5593220338983,48.0225988700565,3.95480225988701,4.51977401129944,5.08474576271187,4.51977401129944
"E00021453",274,64,12,148,6,7,18,19,23.3576642335766,4.37956204379562,54.014598540146,2.18978102189781,2.55474452554745,6.56934306569343,6.93430656934307
"E00021454",265,68,30,126,4,14,9,14,25.6603773584906,11.3207547169811,47.5471698113208,1.50943396226415,5.28301886792453,3.39622641509434,5.28301886792453
"E00021455",247,72,16,104,8,14,14,19,29.1497975708502,6.47773279352227,42.1052631578947,3.23886639676113,5.66801619433198,5.66801619433198,7.69230769230769
"E00021458",247,46,48,121,8,4,17,3,18.6234817813765,19.4331983805668,48.9878542510121,3.23886639676113,1.61943319838057,6.88259109311741,1.21457489878543
"E00021459",231,24,66,115,4,5,13,4,10.3896103896104,28.5714285714286,49.7835497835498,1.73160173160173,2.16450216450216,5.62770562770563,1.73160173160173
"E00021460",321,56,56,171,10,7,13,8,17.4454828660436,17.4454828660436,53.2710280373832,3.11526479750779,2.18068535825545,4.04984423676012,2.49221183800623
"E00021461",207,38,38,101,3,2,15,10,18.3574879227053,18.3574879227053,48.792270531401,1.44927536231884,0.966183574879227,7.2463768115942,4.83091787439614
"E00021462",249,54,24,122,9,11,14,15,21.6867469879518,9.63855421686747,48.995983935743,3.6144578313253,4.41767068273092,5.62248995983936,6.02409638554217
"E00021463",283,74,28,133,9,7,16,16,26.1484098939929,9.89399293286219,46.9964664310954,3.18021201413428,2.47349823321555,5.65371024734982,5.65371024734982
"E00021464",222,38,28,122,7,9,14,4,17.1171171171171,12.6126126126126,54.954954954955,3.15315315315315,4.05405405405405,6.30630630630631,1.8018018018018
"E00021465",308,98,20,135,13,9,16,17,31.8181818181818,6.49350649350649,43.8311688311688,4.22077922077922,2.92207792207792,5.19480519480519,5.51948051948052
"E00021466",313,84,12,175,14,6,7,15,26.8370607028754,3.83386581469649,55.9105431309904,4.47284345047923,1.91693290734824,2.23642172523962,4.79233226837061
"E00021467",275,84,10,137,13,4,14,13,30.5454545454545,3.63636363636364,49.8181818181818,4.72727272727273,1.45454545454545,5.09090909090909,4.72727272727273
"E00021468",214,42,22,114,7,7,11,11,19.6261682242991,10.2803738317757,53.2710280373832,3.27102803738318,3.27102803738318,5.14018691588785,5.14018691588785
"E00021469",331,80,20,179,12,14,14,12,24.1691842900302,6.04229607250755,54.0785498489426,3.62537764350453,4.22960725075529,4.22960725075529,3.62537764350453
"E00021470",235,60,16,112,7,11,12,17,25.531914893617,6.80851063829787,47.6595744680851,2.97872340425532,4.68085106382979,5.1063829787234,7.23404255319149
"E00021471",274,78,24,121,11,11,17,12,28.4671532846715,8.75912408759124,44.1605839416058,4.01459854014599,4.01459854014599,6.2043795620438,4.37956204379562
"E00021473",214,68,24,83,10,10,9,10,31.7757009345794,11.214953271028,38.785046728972,4.67289719626168,4.67289719626168,4.20560747663551,4.67289719626168
"E00021474",308,90,28,127,12,13,15,23,29.2207792207792,9.09090909090909,41.2337662337662,3.8961038961039,4.22077922077922,4.87012987012987,7.46753246753247
"E00021475",308,88,10,156,19,8,14,13,28.5714285714286,3.24675324675325,50.6493506493506,6.16883116883117,2.5974025974026,4.54545454545455,4.22077922077922
"E00021476",307,70,8,167,7,21,15,19,22.8013029315961,2.60586319218241,54.3973941368078,2.28013029315961,6.84039087947883,4.88599348534202,6.18892508143322
"E00021477",381,84,58,198,14,5,16,6,22.0472440944882,15.2230971128609,51.9685039370079,3.6745406824147,1.31233595800525,4.1994750656168,1.5748031496063
"E00021478",259,68,40,119,5,8,11,8,26.2548262548263,15.4440154440154,45.945945945946,1.93050193050193,3.08880308880309,4.24710424710425,3.08880308880309
"E00021479",372,52,44,248,13,4,8,3,13.9784946236559,11.8279569892473,66.6666666666667,3.49462365591398,1.0752688172043,2.1505376344086,0.806451612903226
"E00021480",248,64,38,123,10,4,6,3,25.8064516129032,15.3225806451613,49.5967741935484,4.03225806451613,1.61290322580645,2.41935483870968,1.20967741935484
"E00021481",332,76,22,198,12,4,11,9,22.8915662650602,6.62650602409639,59.6385542168675,3.6144578313253,1.20481927710843,3.31325301204819,2.71084337349398
"E00021482",385,84,28,237,12,3,8,13,21.8181818181818,7.27272727272727,61.5584415584416,3.11688311688312,0.779220779220779,2.07792207792208,3.37662337662338
"E00021483",511,114,82,257,16,20,16,6,22.3091976516634,16.0469667318982,50.293542074364,3.13111545988258,3.91389432485323,3.13111545988258,1.17416829745597
"E00021484",317,60,34,204,10,1,3,5,18.9274447949527,10.7255520504732,64.3533123028391,3.15457413249211,0.315457413249211,0.946372239747634,1.57728706624606
"E00021485",233,88,16,84,6,13,20,6,37.7682403433476,6.86695278969957,36.0515021459227,2.57510729613734,5.5793991416309,8.58369098712446,2.57510729613734
"E00021486",290,94,24,124,14,10,13,11,32.4137931034483,8.27586206896552,42.7586206896552,4.82758620689655,3.44827586206897,4.48275862068965,3.79310344827586
"E00021487",147,54,16,52,3,6,8,8,36.734693877551,10.8843537414966,35.3741496598639,2.04081632653061,4.08163265306122,5.4421768707483,5.4421768707483
"E00021488",328,108,34,136,14,4,19,13,32.9268292682927,10.3658536585366,41.4634146341463,4.26829268292683,1.21951219512195,5.79268292682927,3.96341463414634
"E00021489",236,76,12,92,14,16,15,11,32.2033898305085,5.08474576271187,38.9830508474576,5.93220338983051,6.77966101694915,6.35593220338983,4.66101694915254
"E00021490",192,86,10,51,8,6,20,11,44.7916666666667,5.20833333333333,26.5625,4.16666666666667,3.125,10.4166666666667,5.72916666666667
"E00021491",199,66,10,84,14,6,7,12,33.1658291457286,5.0251256281407,42.2110552763819,7.03517587939699,3.01507537688442,3.51758793969849,6.03015075376884
"E00021492",268,114,12,92,12,15,13,10,42.5373134328358,4.47761194029851,34.3283582089552,4.47761194029851,5.59701492537313,4.85074626865672,3.73134328358209
"E00021493",308,130,13,111,14,8,18,14,42.2077922077922,4.22077922077922,36.038961038961,4.54545454545455,2.5974025974026,5.84415584415584,4.54545454545455
"E00021494",427,140,24,194,17,11,20,21,32.7868852459016,5.62060889929742,45.4332552693208,3.98126463700234,2.57611241217799,4.68384074941452,4.91803278688525
"E00021495",442,146,34,195,31,8,11,17,33.0316742081448,7.69230769230769,44.1176470588235,7.01357466063348,1.80995475113122,2.48868778280543,3.84615384615385
"E00021496",224,104,10,71,7,12,10,10,46.4285714285714,4.46428571428571,31.6964285714286,3.125,5.35714285714286,4.46428571428571,4.46428571428571
"E00021497",340,130,18,124,20,15,16,17,38.2352941176471,5.29411764705882,36.4705882352941,5.88235294117647,4.41176470588235,4.70588235294118,5
"E00021498",268,110,10,100,15,7,14,12,41.044776119403,3.73134328358209,37.3134328358209,5.59701492537313,2.61194029850746,5.22388059701492,4.47761194029851
"E00021499",264,42,48,155,3,4,9,3,15.9090909090909,18.1818181818182,58.7121212121212,1.13636363636364,1.51515151515152,3.40909090909091,1.13636363636364
"E00021500",278,54,40,147,7,5,20,5,19.4244604316547,14.3884892086331,52.8776978417266,2.51798561151079,1.79856115107914,7.19424460431655,1.79856115107914
"E00021501",235,62,16,118,6,6,17,10,26.3829787234043,6.80851063829787,50.2127659574468,2.5531914893617,2.5531914893617,7.23404255319149,4.25531914893617
"E00021502",271,80,8,127,13,5,23,15,29.520295202952,2.9520295202952,46.8634686346863,4.7970479704797,1.8450184501845,8.48708487084871,5.53505535055351
"E00021503",251,108,22,75,9,11,17,9,43.0278884462151,8.76494023904383,29.8804780876494,3.58565737051793,4.38247011952191,6.77290836653386,3.58565737051793
"E00021504",286,102,36,103,9,9,16,11,35.6643356643357,12.5874125874126,36.013986013986,3.14685314685315,3.14685314685315,5.59440559440559,3.84615384615385
"E00021505",222,72,10,105,8,2,14,11,32.4324324324324,4.5045045045045,47.2972972972973,3.6036036036036,0.900900900900901,6.30630630630631,4.95495495495495
"E00021506",246,80,22,102,10,11,14,7,32.520325203252,8.94308943089431,41.4634146341463,4.0650406504065,4.47154471544715,5.69105691056911,2.84552845528455
"E00021507",322,68,38,167,12,12,12,13,21.1180124223602,11.8012422360248,51.8633540372671,3.72670807453416,3.72670807453416,3.72670807453416,4.03726708074534
"E00021508",282,70,28,135,14,1,15,19,24.822695035461,9.9290780141844,47.8723404255319,4.9645390070922,0.354609929078014,5.31914893617021,6.73758865248227
"E00021509",396,96,22,200,20,12,19,27,24.2424242424242,5.55555555555556,50.5050505050505,5.05050505050505,3.03030303030303,4.7979797979798,6.81818181818182
"E00021510",204,106,26,55,8,3,3,3,51.9607843137255,12.7450980392157,26.9607843137255,3.92156862745098,1.47058823529412,1.47058823529412,1.47058823529412
"E00021511",181,96,22,45,6,2,10,0,53.0386740331492,12.1546961325967,24.8618784530387,3.31491712707182,1.10497237569061,5.52486187845304,0
"E00021516",219,74,22,102,2,3,11,5,33.7899543378995,10.0456621004566,46.5753424657534,0.91324200913242,1.36986301369863,5.02283105022831,2.28310502283105
"E00021517",259,54,44,134,3,8,12,4,20.8494208494208,16.988416988417,51.7374517374517,1.15830115830116,3.08880308880309,4.63320463320463,1.54440154440154
"E00021518",291,100,34,121,8,4,16,8,34.3642611683849,11.6838487972509,41.5807560137457,2.74914089347079,1.3745704467354,5.49828178694158,2.74914089347079
"E00021519",405,144,78,138,14,10,12,9,35.5555555555556,19.2592592592593,34.0740740740741,3.45679012345679,2.46913580246914,2.96296296296296,2.22222222222222
"E00021520",185,68,28,68,6,3,11,1,36.7567567567568,15.1351351351351,36.7567567567568,3.24324324324324,1.62162162162162,5.94594594594595,0.540540540540541
"E00021521",202,76,28,69,4,4,11,10,37.6237623762376,13.8613861386139,34.1584158415842,1.98019801980198,1.98019801980198,5.44554455445545,4.95049504950495
"E00021522",351,108,16,153,20,13,21,20,30.7692307692308,4.55840455840456,43.5897435897436,5.6980056980057,3.7037037037037,5.98290598290598,5.6980056980057
"E00021524",465,136,26,238,16,13,26,10,29.247311827957,5.59139784946237,51.1827956989247,3.44086021505376,2.79569892473118,5.59139784946237,2.1505376344086
"E00021525",265,86,26,128,7,3,12,3,32.4528301886792,9.81132075471698,48.3018867924528,2.64150943396226,1.13207547169811,4.52830188679245,1.13207547169811
"E00021526",310,82,58,140,8,4,14,4,26.4516129032258,18.7096774193548,45.1612903225806,2.58064516129032,1.29032258064516,4.51612903225806,1.29032258064516
"E00021527",267,82,54,111,6,5,9,0,30.7116104868914,20.2247191011236,41.5730337078652,2.24719101123596,1.87265917602996,3.37078651685393,0
"E00021528",194,74,26,69,4,6,5,10,38.1443298969072,13.4020618556701,35.5670103092784,2.06185567010309,3.09278350515464,2.57731958762887,5.15463917525773
"E00021529",159,38,16,49,6,7,20,23,23.8993710691824,10.062893081761,30.8176100628931,3.77358490566038,4.40251572327044,12.5786163522013,14.4654088050314
"E00021531",437,158,28,179,25,12,17,18,36.1556064073227,6.40732265446224,40.9610983981693,5.720823798627,2.74599542334096,3.89016018306636,4.11899313501144
"E00021532",273,92,34,123,13,2,8,1,33.6996336996337,12.4542124542125,45.0549450549451,4.76190476190476,0.732600732600733,2.93040293040293,0.366300366300366
"E00021533",230,78,54,77,6,5,10,0,33.9130434782609,23.4782608695652,33.4782608695652,2.60869565217391,2.17391304347826,4.34782608695652,0
"E00021534",214,60,58,76,9,2,5,4,28.0373831775701,27.1028037383178,35.5140186915888,4.20560747663551,0.934579439252336,2.33644859813084,1.86915887850467
"E00021535",243,66,32,110,9,8,12,6,27.1604938271605,13.1687242798354,45.2674897119342,3.7037037037037,3.29218106995885,4.93827160493827,2.46913580246914
"E00021536",247,88,40,99,5,4,9,2,35.6275303643725,16.1943319838057,40.080971659919,2.02429149797571,1.61943319838057,3.64372469635628,0.809716599190283
"E00021537",308,100,44,135,13,5,7,4,32.4675324675325,14.2857142857143,43.8311688311688,4.22077922077922,1.62337662337662,2.27272727272727,1.2987012987013
