"GeographyCode","KS104EW0001","KS104EW0002","KS104EW0003","KS104EW0004","KS104EW0005","KS104EW0006","KS104EW0007","KS104EW0008","KS104EW0009","KS104EW0010","KS104EW0011","KS104EW0012","KS104EW0013","KS104EW0014","KS104EW0015"
"E00021195",295,90,12,150,8,11,6,18,30.5084745762712,4.06779661016949,50.8474576271186,2.71186440677966,3.72881355932203,2.03389830508475,6.10169491525424
"E00021196",251,106,16,94,5,7,11,12,42.2310756972112,6.37450199203187,37.4501992031873,1.99203187250996,2.78884462151394,4.38247011952191,4.7808764940239
"E00021197",362,84,72,165,7,10,16,8,23.2044198895028,19.8895027624309,45.5801104972376,1.93370165745856,2.76243093922652,4.41988950276243,2.20994475138122
"E00021198",221,88,8,95,4,5,7,14,39.8190045248869,3.61990950226244,42.9864253393665,1.80995475113122,2.26244343891403,3.16742081447964,6.33484162895928
"E00021199",144,24,8,76,4,10,21,1,16.6666666666667,5.55555555555556,52.7777777777778,2.77777777777778,6.94444444444444,14.5833333333333,0.694444444444444
"E00021200",252,70,12,128,7,9,19,7,27.7777777777778,4.76190476190476,50.7936507936508,2.77777777777778,3.57142857142857,7.53968253968254,2.77777777777778
"E00021201",247,58,22,118,13,3,16,17,23.4817813765182,8.90688259109312,47.7732793522267,5.26315789473684,1.21457489878543,6.47773279352227,6.88259109311741
"E00021202",191,60,26,71,11,6,8,9,31.413612565445,13.6125654450262,37.17277486911,5.75916230366492,3.1413612565445,4.18848167539267,4.71204188481675
"E00021203",203,58,8,85,15,11,12,14,28.5714285714286,3.94088669950739,41.871921182266,7.38916256157635,5.41871921182266,5.91133004926108,6.89655172413793
"E00021204",342,94,24,180,15,5,15,9,27.4853801169591,7.01754385964912,52.6315789473684,4.3859649122807,1.46198830409357,4.3859649122807,2.63157894736842
"E00021205",254,92,12,111,14,10,6,9,36.2204724409449,4.7244094488189,43.7007874015748,5.51181102362205,3.93700787401575,2.36220472440945,3.54330708661417
"E00021206",164,72,6,60,6,9,2,9,43.9024390243902,3.65853658536585,36.5853658536585,3.65853658536585,5.48780487804878,1.21951219512195,5.48780487804878
"E00021207",249,40,72,101,3,5,18,10,16.0642570281125,28.9156626506024,40.5622489959839,1.20481927710843,2.00803212851406,7.2289156626506,4.01606425702811
"E00021208",233,80,10,116,7,8,4,8,34.3347639484979,4.29184549356223,49.7854077253219,3.00429184549356,3.43347639484979,1.71673819742489,3.43347639484979
"E00021209",184,68,14,74,9,5,8,6,36.9565217391304,7.60869565217391,40.2173913043478,4.89130434782609,2.71739130434783,4.34782608695652,3.26086956521739
"E00021210",232,78,4,114,12,7,5,12,33.6206896551724,1.72413793103448,49.1379310344828,5.17241379310345,3.01724137931034,2.1551724137931,5.17241379310345
"E00021211",302,72,32,153,14,6,18,7,23.841059602649,10.5960264900662,50.6622516556291,4.63576158940397,1.98675496688742,5.96026490066225,2.31788079470199
"E00021212",206,62,4,99,10,9,14,8,30.0970873786408,1.94174757281553,48.0582524271845,4.85436893203883,4.36893203883495,6.79611650485437,3.88349514563107
"E00021213",312,104,12,134,20,10,18,14,33.3333333333333,3.84615384615385,42.9487179487179,6.41025641025641,3.2051282051282,5.76923076923077,4.48717948717949
"E00021214",340,106,32,163,8,9,11,11,31.1764705882353,9.41176470588235,47.9411764705882,2.35294117647059,2.64705882352941,3.23529411764706,3.23529411764706
"E00021215",319,54,56,185,8,6,6,4,16.9278996865204,17.5548589341693,57.9937304075235,2.50783699059561,1.88087774294671,1.88087774294671,1.25391849529781
"E00021216",264,58,14,137,12,10,29,4,21.969696969697,5.3030303030303,51.8939393939394,4.54545454545455,3.78787878787879,10.9848484848485,1.51515151515152
"E00021217",360,84,34,199,9,7,19,8,23.3333333333333,9.44444444444444,55.2777777777778,2.5,1.94444444444444,5.27777777777778,2.22222222222222
"E00021218",409,162,60,143,9,14,17,4,39.6088019559902,14.6699266503667,34.9633251833741,2.20048899755501,3.42298288508557,4.15647921760391,0.97799511002445
"E00021219",213,86,24,65,3,4,17,14,40.3755868544601,11.2676056338028,30.5164319248826,1.40845070422535,1.87793427230047,7.981220657277,6.57276995305164
"E00021220",295,120,42,110,5,5,9,4,40.6779661016949,14.2372881355932,37.2881355932203,1.69491525423729,1.69491525423729,3.05084745762712,1.35593220338983
"E00021223",355,76,96,145,10,4,16,8,21.4084507042254,27.0422535211268,40.8450704225352,2.8169014084507,1.12676056338028,4.50704225352113,2.25352112676056
"E00021224",340,92,28,161,13,7,19,20,27.0588235294118,8.23529411764706,47.3529411764706,3.82352941176471,2.05882352941176,5.58823529411765,5.88235294117647
"E00021225",244,66,44,80,7,11,24,12,27.0491803278689,18.0327868852459,32.7868852459016,2.86885245901639,4.50819672131148,9.83606557377049,4.91803278688525
"E00021227",225,82,26,74,5,10,18,10,36.4444444444444,11.5555555555556,32.8888888888889,2.22222222222222,4.44444444444444,8,4.44444444444444
"E00021228",290,98,16,118,17,5,17,19,33.7931034482759,5.51724137931035,40.6896551724138,5.86206896551724,1.72413793103448,5.86206896551724,6.55172413793103
"E00021229",221,74,10,101,5,10,16,5,33.4841628959276,4.52488687782805,45.7013574660633,2.26244343891403,4.52488687782805,7.23981900452489,2.26244343891403
"E00021230",217,80,30,72,6,6,13,10,36.8663594470046,13.8248847926267,33.1797235023041,2.76497695852535,2.76497695852535,5.99078341013825,4.60829493087558
"E00021231",185,48,22,68,5,11,17,14,25.9459459459459,11.8918918918919,36.7567567567568,2.7027027027027,5.94594594594595,9.18918918918919,7.56756756756757
"E00021235",248,100,10,94,9,13,10,12,40.3225806451613,4.03225806451613,37.9032258064516,3.62903225806452,5.24193548387097,4.03225806451613,4.83870967741935
"E00021236",241,88,32,95,8,3,10,5,36.5145228215768,13.2780082987552,39.4190871369295,3.3195020746888,1.2448132780083,4.149377593361,2.0746887966805
"E00021238",367,106,58,168,15,6,13,1,28.8828337874659,15.8038147138965,45.7765667574932,4.08719346049046,1.63487738419619,3.54223433242507,0.272479564032698
"E00021239",253,112,32,86,15,1,7,0,44.2687747035573,12.6482213438735,33.9920948616601,5.92885375494071,0.395256916996047,2.76679841897233,0
"E00021240",284,68,40,135,11,7,17,6,23.943661971831,14.0845070422535,47.5352112676056,3.87323943661972,2.46478873239437,5.98591549295775,2.11267605633803
"E00021241",252,64,24,131,11,3,14,5,25.3968253968254,9.52380952380952,51.984126984127,4.36507936507936,1.19047619047619,5.55555555555556,1.98412698412698
"E00021243",275,102,30,107,7,5,17,7,37.0909090909091,10.9090909090909,38.9090909090909,2.54545454545455,1.81818181818182,6.18181818181818,2.54545454545455
"E00021244",203,56,10,71,5,13,34,14,27.5862068965517,4.92610837438424,34.9753694581281,2.46305418719212,6.40394088669951,16.7487684729064,6.89655172413793
"E00021245",195,42,24,81,5,9,20,14,21.5384615384615,12.3076923076923,41.5384615384615,2.56410256410256,4.61538461538462,10.2564102564103,7.17948717948718
"E00021246",395,130,58,143,9,12,20,23,32.9113924050633,14.6835443037975,36.2025316455696,2.27848101265823,3.0379746835443,5.06329113924051,5.82278481012658
"E00021247",274,96,12,126,2,7,19,12,35.036496350365,4.37956204379562,45.985401459854,0.72992700729927,2.55474452554745,6.93430656934307,4.37956204379562
"E00021248",239,100,22,82,7,9,15,4,41.8410041841004,9.20502092050209,34.3096234309623,2.92887029288703,3.76569037656904,6.27615062761506,1.67364016736402
"E00021249",249,78,24,102,0,14,22,9,31.3253012048193,9.63855421686747,40.9638554216867,0,5.62248995983936,8.83534136546185,3.6144578313253
"E00021251",223,72,8,99,4,9,10,21,32.2869955156951,3.58744394618834,44.3946188340807,1.79372197309417,4.03587443946188,4.48430493273543,9.41704035874439
"E00021252",242,68,32,111,10,3,14,4,28.099173553719,13.2231404958678,45.8677685950413,4.13223140495868,1.2396694214876,5.78512396694215,1.65289256198347
"E00021253",243,56,15,127,6,11,18,10,23.0452674897119,6.17283950617284,52.2633744855967,2.46913580246914,4.52674897119342,7.40740740740741,4.11522633744856
"E00021254",204,74,24,89,7,4,5,1,36.2745098039216,11.7647058823529,43.6274509803922,3.43137254901961,1.96078431372549,2.45098039215686,0.490196078431373
"E00021255",193,68,42,63,5,6,9,0,35.2331606217617,21.7616580310881,32.6424870466321,2.59067357512953,3.10880829015544,4.66321243523316,0
"E00021256",214,60,40,97,6,2,4,5,28.0373831775701,18.6915887850467,45.3271028037383,2.80373831775701,0.934579439252336,1.86915887850467,2.33644859813084
"E00021257",209,78,32,77,7,1,7,7,37.3205741626794,15.311004784689,36.8421052631579,3.34928229665072,0.478468899521531,3.34928229665072,3.34928229665072
"E00021258",266,80,10,115,10,8,24,19,30.0751879699248,3.7593984962406,43.2330827067669,3.7593984962406,3.00751879699248,9.02255639097744,7.14285714285714
"E00021259",305,94,24,142,7,7,22,9,30.8196721311475,7.86885245901639,46.5573770491803,2.29508196721311,2.29508196721311,7.21311475409836,2.95081967213115
"E00021260",255,60,20,128,9,9,17,12,23.5294117647059,7.84313725490196,50.1960784313725,3.52941176470588,3.52941176470588,6.66666666666667,4.70588235294118
"E00021261",217,58,34,86,13,2,13,11,26.7281105990783,15.668202764977,39.63133640553,5.99078341013825,0.921658986175115,5.99078341013825,5.06912442396313
"E00021262",218,86,16,83,2,8,15,8,39.4495412844037,7.3394495412844,38.0733944954128,0.917431192660551,3.6697247706422,6.88073394495413,3.6697247706422
"E00021263",327,100,45,137,6,12,16,11,30.5810397553517,13.7614678899083,41.8960244648318,1.8348623853211,3.6697247706422,4.89296636085627,3.36391437308868
"E00021266",231,38,40,122,7,8,11,5,16.4502164502165,17.3160173160173,52.8138528138528,3.03030303030303,3.46320346320346,4.76190476190476,2.16450216450216
"E00021267",257,68,28,107,11,10,17,16,26.4591439688716,10.8949416342412,41.6342412451362,4.28015564202335,3.89105058365759,6.6147859922179,6.22568093385214
"E00021268",203,48,34,92,5,7,8,9,23.6453201970443,16.7487684729064,45.320197044335,2.46305418719212,3.44827586206897,3.94088669950739,4.43349753694581
"E00021271",330,94,44,136,6,14,19,17,28.4848484848485,13.3333333333333,41.2121212121212,1.81818181818182,4.24242424242424,5.75757575757576,5.15151515151515
"E00021272",182,50,28,73,3,10,10,8,27.4725274725275,15.3846153846154,40.1098901098901,1.64835164835165,5.49450549450549,5.49450549450549,4.3956043956044
"E00021273",236,68,20,80,1,9,34,24,28.8135593220339,8.47457627118644,33.8983050847458,0.423728813559322,3.8135593220339,14.4067796610169,10.1694915254237
"E00021274",385,98,22,187,16,14,28,20,25.4545454545455,5.71428571428571,48.5714285714286,4.15584415584416,3.63636363636364,7.27272727272727,5.19480519480519
"E00021275",206,56,14,85,8,10,20,13,27.1844660194175,6.79611650485437,41.2621359223301,3.88349514563107,4.85436893203883,9.70873786407767,6.31067961165049
"E00021277",208,60,10,96,4,8,18,12,28.8461538461538,4.80769230769231,46.1538461538462,1.92307692307692,3.84615384615385,8.65384615384615,5.76923076923077
"E00021278",148,34,14,77,5,5,10,3,22.972972972973,9.45945945945946,52.027027027027,3.37837837837838,3.37837837837838,6.75675675675676,2.02702702702703
"E00021279",322,100,18,132,7,13,30,22,31.055900621118,5.59006211180124,40.9937888198758,2.17391304347826,4.03726708074534,9.3167701863354,6.83229813664596
"E00021280",245,48,38,116,5,6,18,14,19.5918367346939,15.5102040816327,47.3469387755102,2.04081632653061,2.44897959183673,7.34693877551021,5.71428571428571
"E00021281",436,98,62,229,3,12,26,6,22.4770642201835,14.2201834862385,52.5229357798165,0.688073394495413,2.75229357798165,5.96330275229358,1.37614678899083
"E00021282",343,68,46,173,8,14,23,11,19.8250728862974,13.4110787172012,50.4373177842566,2.33236151603499,4.08163265306122,6.70553935860058,3.2069970845481
"E00021285",112,24,30,50,0,2,6,0,21.4285714285714,26.7857142857143,44.6428571428571,0,1.78571428571429,5.35714285714286,0
"E00021286",209,48,40,103,2,4,7,5,22.9665071770335,19.1387559808612,49.2822966507177,0.956937799043062,1.91387559808612,3.34928229665072,2.39234449760766
"E00021287",266,54,102,97,3,4,6,0,20.3007518796992,38.3458646616541,36.4661654135338,1.12781954887218,1.50375939849624,2.25563909774436,0
"E00021288",225,54,52,109,1,5,4,0,24,23.1111111111111,48.4444444444444,0.444444444444444,2.22222222222222,1.77777777777778,0
"E00021289",210,82,22,72,1,10,18,5,39.0476190476191,10.4761904761905,34.2857142857143,0.476190476190476,4.76190476190476,8.57142857142857,2.38095238095238
"E00021290",247,76,8,105,9,15,19,15,30.7692307692308,3.23886639676113,42.5101214574899,3.64372469635628,6.07287449392713,7.69230769230769,6.07287449392713
"E00021291",369,70,144,130,4,4,14,3,18.970189701897,39.0243902439024,35.230352303523,1.0840108401084,1.0840108401084,3.7940379403794,0.813008130081301
"E00021292",231,64,24,95,5,10,18,15,27.7056277056277,10.3896103896104,41.1255411255411,2.16450216450216,4.32900432900433,7.79220779220779,6.49350649350649
"E00021294",367,106,38,142,19,21,22,19,28.8828337874659,10.3542234332425,38.6920980926431,5.17711171662125,5.72207084468665,5.99455040871935,5.17711171662125
"E00021295",327,92,44,161,8,6,9,7,28.1345565749235,13.4556574923547,49.2354740061162,2.44648318042813,1.8348623853211,2.75229357798165,2.14067278287462
"E00021296",300,78,70,129,6,6,5,6,26,23.3333333333333,43,2,2,1.66666666666667,2
"E00021297",336,96,66,121,4,16,18,15,28.5714285714286,19.6428571428571,36.0119047619048,1.19047619047619,4.76190476190476,5.35714285714286,4.46428571428571
"E00021298",365,96,64,172,5,6,16,6,26.3013698630137,17.5342465753425,47.1232876712329,1.36986301369863,1.64383561643836,4.38356164383562,1.64383561643836
"E00021299",371,104,56,169,8,7,19,8,28.0323450134771,15.0943396226415,45.5525606469003,2.15633423180593,1.88679245283019,5.12129380053908,2.15633423180593
"E00021300",422,114,42,226,10,7,18,5,27.0142180094787,9.95260663507109,53.5545023696682,2.3696682464455,1.65876777251185,4.2654028436019,1.18483412322275
"E00021301",331,118,16,130,10,14,24,19,35.6495468277946,4.83383685800604,39.2749244712991,3.02114803625378,4.22960725075529,7.25075528700906,5.74018126888217
"E00021302",384,88,50,198,15,13,9,11,22.9166666666667,13.0208333333333,51.5625,3.90625,3.38541666666667,2.34375,2.86458333333333
"E00021303",286,84,22,125,18,13,16,8,29.3706293706294,7.69230769230769,43.7062937062937,6.29370629370629,4.54545454545455,5.59440559440559,2.7972027972028
"E00021304",286,64,22,162,8,8,8,14,22.3776223776224,7.69230769230769,56.6433566433566,2.7972027972028,2.7972027972028,2.7972027972028,4.89510489510489
"E00021305",214,60,36,99,4,3,8,4,28.0373831775701,16.8224299065421,46.2616822429907,1.86915887850467,1.4018691588785,3.73831775700935,1.86915887850467
"E00021306",231,80,38,86,3,7,8,9,34.6320346320346,16.4502164502165,37.2294372294372,1.2987012987013,3.03030303030303,3.46320346320346,3.8961038961039
"E00021307",422,60,74,259,13,4,9,3,14.218009478673,17.5355450236967,61.3744075829384,3.08056872037915,0.947867298578199,2.13270142180095,0.710900473933649
"E00021308",355,88,36,187,12,7,14,11,24.7887323943662,10.1408450704225,52.6760563380282,3.38028169014084,1.97183098591549,3.94366197183099,3.09859154929577
"E00021309",177,36,56,71,0,5,8,1,20.3389830508475,31.638418079096,40.1129943502825,0,2.82485875706215,4.51977401129944,0.564971751412429
"E00021310",215,62,8,104,6,3,16,16,28.8372093023256,3.72093023255814,48.3720930232558,2.7906976744186,1.3953488372093,7.44186046511628,7.44186046511628
"E00021311",246,78,24,94,9,11,15,15,31.7073170731707,9.75609756097561,38.2113821138211,3.65853658536585,4.47154471544715,6.09756097560976,6.09756097560976
"E00021312",241,76,20,105,8,11,11,10,31.5352697095436,8.29875518672199,43.5684647302905,3.3195020746888,4.5643153526971,4.5643153526971,4.149377593361
"E00021313",404,76,76,206,11,7,12,16,18.8118811881188,18.8118811881188,50.990099009901,2.72277227722772,1.73267326732673,2.97029702970297,3.96039603960396
"E00021314",305,98,40,134,4,8,17,4,32.1311475409836,13.1147540983607,43.9344262295082,1.31147540983607,2.62295081967213,5.57377049180328,1.31147540983607
"E00021315",135,30,0,34,5,10,27,29,22.2222222222222,0,25.1851851851852,3.7037037037037,7.40740740740741,20,21.4814814814815
"E00021316",247,62,14,125,13,5,13,15,25.1012145748988,5.66801619433198,50.6072874493927,5.26315789473684,2.02429149797571,5.26315789473684,6.07287449392713
"E00021317",264,84,60,93,2,9,8,8,31.8181818181818,22.7272727272727,35.2272727272727,0.757575757575758,3.40909090909091,3.03030303030303,3.03030303030303
"E00021318",262,52,40,129,3,11,17,10,19.8473282442748,15.2671755725191,49.236641221374,1.14503816793893,4.19847328244275,6.48854961832061,3.81679389312977
"E00021319",268,50,24,151,4,6,24,9,18.6567164179104,8.95522388059701,56.3432835820896,1.49253731343284,2.23880597014925,8.95522388059701,3.35820895522388
"E00021320",252,62,38,113,3,5,19,12,24.6031746031746,15.0793650793651,44.8412698412698,1.19047619047619,1.98412698412698,7.53968253968254,4.76190476190476
"E00021321",248,76,48,102,8,1,7,6,30.6451612903226,19.3548387096774,41.1290322580645,3.2258064516129,0.403225806451613,2.82258064516129,2.41935483870968
"E00021322",243,74,16,107,14,9,13,10,30.4526748971193,6.5843621399177,44.0329218106996,5.76131687242798,3.7037037037037,5.34979423868313,4.11522633744856
"E00021323",290,80,14,125,10,11,25,25,27.5862068965517,4.82758620689655,43.1034482758621,3.44827586206897,3.79310344827586,8.62068965517241,8.62068965517241
"E00021324",339,86,50,148,8,6,15,26,25.3687315634218,14.7492625368732,43.6578171091445,2.3598820058997,1.76991150442478,4.42477876106195,7.66961651917404
"E00021325",309,100,38,124,10,8,21,8,32.3624595469256,12.2977346278317,40.1294498381877,3.23624595469256,2.58899676375405,6.79611650485437,2.58899676375405
"E00021326",303,108,18,138,8,9,13,9,35.6435643564356,5.94059405940594,45.5445544554455,2.64026402640264,2.97029702970297,4.29042904290429,2.97029702970297
"E00021327",342,92,56,138,4,15,24,13,26.9005847953216,16.374269005848,40.3508771929825,1.16959064327485,4.3859649122807,7.01754385964912,3.80116959064327
"E00021328",309,98,12,147,13,13,21,5,31.7152103559871,3.88349514563107,47.5728155339806,4.20711974110032,4.20711974110032,6.79611650485437,1.61812297734628
"E00021329",326,92,18,142,8,12,29,25,28.2208588957055,5.52147239263804,43.558282208589,2.45398773006135,3.68098159509202,8.89570552147239,7.66871165644172
"E00021330",264,84,16,115,12,8,20,9,31.8181818181818,6.06060606060606,43.5606060606061,4.54545454545455,3.03030303030303,7.57575757575758,3.40909090909091
"E00021331",155,54,14,64,3,4,10,6,34.8387096774194,9.03225806451613,41.2903225806452,1.93548387096774,2.58064516129032,6.45161290322581,3.87096774193548
"E00021332",333,120,16,147,12,8,16,14,36.036036036036,4.8048048048048,44.1441441441441,3.6036036036036,2.4024024024024,4.8048048048048,4.2042042042042
"E00021333",262,94,24,100,8,8,15,13,35.8778625954198,9.16030534351145,38.1679389312977,3.05343511450382,3.05343511450382,5.72519083969466,4.9618320610687
"E00021334",294,98,32,100,18,12,19,15,33.3333333333333,10.8843537414966,34.0136054421769,6.12244897959184,4.08163265306122,6.46258503401361,5.10204081632653
"E00021335",423,124,22,193,21,13,27,23,29.3144208037825,5.20094562647754,45.6264775413712,4.9645390070922,3.07328605200946,6.38297872340426,5.43735224586288
