"GeographyCode","KS603EW0001","KS603EW0002","KS603EW0003","KS603EW0004","KS603EW0005","KS603EW0006","KS603EW0007","KS603EW0008","KS603EW0009","KS603EW0010","KS603EW0011","KS603EW0012","KS603EW0013","KS603EW0014","KS603EW0015","KS603EW0016","KS603EW0017","KS603EW0018","KS603EW0019","KS603EW0020","KS603EW0021","KS603EW0022","KS603EW0023","KS603EW0024","KS603EW0025","KS603EW0026","KS603EW0027","KS603EW0028","KS603EW0029"
"E01004197",950,107,353,80,59,48,35,75,97,42,54,10,6,12,19,11.2631578947368,37.1578947368421,8.42105263157895,6.21052631578947,5.05263157894737,3.68421052631579,7.89473684210526,10.2105263157895,4.42105263157895,5.68421052631579,1.05263157894737,0.631578947368421,1.26315789473684,2
"E01004198",605,67,183,22,41,25,58,49,79,44,37,17,3,8,16,11.0743801652893,30.2479338842975,3.63636363636364,6.77685950413223,4.13223140495868,9.58677685950413,8.09917355371901,13.0578512396694,7.27272727272727,6.11570247933884,2.8099173553719,0.495867768595041,1.32231404958678,2.64462809917355
"E01004199",546,64,119,26,38,28,39,49,104,30,49,12,4,18,10,11.7216117216117,21.7948717948718,4.76190476190476,6.95970695970696,5.12820512820513,7.14285714285714,8.97435897435897,19.047619047619,5.49450549450549,8.97435897435897,2.1978021978022,0.732600732600733,3.2967032967033,1.83150183150183
"E01004200",689,47,276,61,18,83,12,119,39,15,19,6,1,2,3,6.82148040638607,40.0580551523948,8.85341074020319,2.61248185776488,12.0464441219158,1.74165457184325,17.2714078374456,5.66037735849057,2.17706821480406,2.75761973875181,0.870827285921626,0.145137880986938,0.290275761973875,0.435413642960813
"E01004201",591,71,202,50,39,21,33,55,61,38,21,12,5,8,14,12.0135363790186,34.1793570219966,8.46023688663283,6.5989847715736,3.55329949238579,5.58375634517767,9.30626057529611,10.321489001692,6.42978003384095,3.55329949238579,2.03045685279188,0.846023688663283,1.35363790186125,2.36886632825719
"E01004202",676,55,293,76,34,24,29,50,70,21,24,4,2,13,15,8.13609467455621,43.3431952662722,11.2426035502959,5.02958579881657,3.55029585798817,4.28994082840237,7.39644970414201,10.3550295857988,3.10650887573965,3.55029585798817,0.591715976331361,0.29585798816568,1.92307692307692,2.2189349112426
"E01004203",690,71,298,38,27,38,52,51,67,29,19,14,1,11,9,10.2898550724638,43.1884057971014,5.50724637681159,3.91304347826087,5.50724637681159,7.53623188405797,7.39130434782609,9.71014492753623,4.20289855072464,2.7536231884058,2.02898550724638,0.144927536231884,1.59420289855072,1.30434782608696
"E01004204",581,44,158,31,38,27,55,59,82,47,40,11,5,13,10,7.57314974182444,27.1944922547332,5.33562822719449,6.54044750430293,4.64716006884682,9.46643717728055,10.1549053356282,14.1135972461274,8.0895008605852,6.88468158347676,1.89328743545611,0.860585197934595,2.23752151462995,1.72117039586919
"E01004205",689,82,142,19,44,42,46,66,163,40,45,15,6,24,14,11.9013062409289,20.6095791001451,2.75761973875181,6.38606676342525,6.09579100145138,6.67634252539913,9.57910014513788,23.6574746008708,5.8055152394775,6.53120464441219,2.17706821480406,0.870827285921626,3.4833091436865,2.03193033381713
"E01004206",565,62,133,11,33,48,40,61,87,48,42,12,3,13,7,10.9734513274336,23.5398230088496,1.94690265486726,5.84070796460177,8.49557522123894,7.07964601769912,10.7964601769912,15.3982300884956,8.49557522123894,7.43362831858407,2.12389380530973,0.530973451327434,2.30088495575221,1.23893805309735
