"GeographyCode","QS301EW0001","QS301EW0002","QS301EW0003","QS301EW0004","QS301EW0005"
"E00021400",394,358,16,10,10
"E00021402",276,247,14,3,12
"E00021404",256,251,4,1,0
"E00021405",429,397,16,5,11
"E00021406",371,344,16,4,7
"E00021407",540,511,10,13,6
"E00021408",340,327,11,1,1
"E00021409",274,263,7,2,2
"E00021410",316,288,14,3,11
"E00021411",389,347,21,11,10
"E00021412",514,462,27,10,15
"E00021413",413,368,25,11,9
"E00021414",402,364,18,8,12
"E00021415",379,356,14,1,8
"E00021416",369,330,16,8,15
"E00021417",275,249,16,5,5
"E00021418",213,207,3,1,2
"E00021419",446,406,21,10,9
"E00021420",285,254,17,7,7
"E00021421",448,417,15,10,6
"E00021422",209,193,10,1,5
"E00021423",417,377,14,12,14
"E00021424",212,206,6,0,0
"E00021425",232,222,7,2,1
"E00021426",349,329,11,5,4
"E00021427",229,215,13,0,1
"E00021428",393,370,9,7,7
"E00021429",141,133,4,3,1
"E00021430",331,311,7,5,8
"E00021431",319,284,14,4,17
"E00021432",387,360,9,6,12
"E00021433",624,571,26,11,16
"E00021434",421,389,21,5,6
"E00021437",318,285,14,7,12
"E00021438",210,188,8,5,9
"E00021439",236,208,18,0,10
"E00021440",451,404,30,5,12
"E00021441",358,323,29,4,2
"E00021442",335,299,17,9,10
"E00021443",265,242,11,7,5
"E00021444",348,313,18,6,11
"E00021445",422,383,14,8,17
"E00021446",448,406,17,14,11
"E00021447",266,255,8,1,2
"E00021448",337,316,8,3,10
"E00021449",333,316,9,3,5
"E00021450",187,158,16,9,4
"E00021451",400,361,24,6,9
"E00021452",212,199,10,1,2
"E00021453",310,279,8,9,14
"E00021454",357,319,19,5,14
"E00021455",346,319,15,7,5
"E00021458",288,268,15,3,2
"E00021459",256,247,6,0,3
"E00021460",385,363,15,5,2
"E00021461",250,238,4,2,6
"E00021462",314,288,10,6,10
"E00021463",338,306,18,6,8
"E00021464",279,267,7,3,2
"E00021465",416,370,24,6,16
"E00021466",735,694,30,7,4
"E00021467",371,328,19,10,14
"E00021468",265,247,10,1,7
"E00021469",446,409,16,8,13
"E00021470",282,261,11,5,5
"E00021471",373,325,32,4,12
"E00021473",422,394,17,7,4
"E00021474",402,371,16,4,11
"E00021475",377,332,29,5,11
"E00021476",406,378,15,6,7
"E00021477",460,418,31,3,8
"E00021478",333,304,14,8,7
"E00021479",411,396,11,3,1
"E00021480",303,284,12,3,4
"E00021481",413,378,24,7,4
"E00021482",455,430,13,4,8
"E00021483",600,579,18,1,2
"E00021484",364,340,15,5,4
"E00021485",330,311,12,6,1
"E00021486",387,355,16,11,5
"E00021487",220,207,10,2,1
"E00021488",444,391,30,9,14
"E00021489",346,327,13,3,3
"E00021490",306,293,8,4,1
"E00021491",285,273,7,3,2
"E00021492",372,344,8,5,15
"E00021493",481,448,16,9,8
"E00021494",546,465,43,10,28
"E00021495",609,566,24,12,7
"E00021496",360,331,12,5,12
"E00021497",517,455,35,12,15
"E00021498",389,353,16,9,11
"E00021499",310,295,8,0,7
"E00021500",319,286,24,4,5
"E00021501",304,273,19,6,6
"E00021502",375,332,23,9,11
"E00021503",393,361,18,8,6
"E00021504",399,376,17,3,3
"E00021505",312,286,13,3,10
"E00021506",317,282,25,8,2
"E00021507",376,356,13,5,2
"E00021508",395,377,8,7,3
"E00021509",517,459,38,12,8
"E00021510",240,228,10,1,1
"E00021511",205,195,8,2,0
"E00021516",252,233,18,1,0
"E00021517",304,284,15,3,2
"E00021518",337,314,13,1,9
"E00021519",463,433,12,5,13
"E00021520",216,205,9,1,1
"E00021521",259,235,14,6,4
"E00021522",468,410,31,9,18
"E00021524",590,561,19,1,9
"E00021525",308,300,4,4,0
"E00021526",342,332,8,2,0
"E00021527",317,304,10,2,1
"E00021528",259,228,18,0,13
"E00021529",192,172,15,2,3
"E00021531",597,549,23,10,15
"E00021532",318,307,9,1,1
"E00021533",242,232,7,2,1
"E00021534",225,216,7,2,0
"E00021535",286,266,12,2,6
"E00021536",282,273,9,0,0
"E00021537",339,326,9,1,3
"E00021538",684,658,23,0,3
"E00021539",252,243,8,0,1
"E00021541",229,225,4,0,0
"E00021542",218,206,8,1,3
"E00021543",270,260,8,0,2
"E00021544",180,178,2,0,0
"E00021546",196,187,9,0,0
"E00021547",278,248,18,3,9
"E00021549",386,345,24,8,9
"E00021550",403,363,26,11,3
"E00021552",241,219,12,5,5
"E00021553",349,307,19,9,14
"E00021554",259,246,8,3,2
"E00021555",447,414,25,2,6
"E00021556",285,273,5,3,4
"E00021557",340,332,5,0,3
"E00021559",338,286,30,12,10
"E00021560",431,382,30,7,12
"E00021561",278,254,15,3,6
"E00021562",372,336,20,7,9
"E00021563",402,369,17,7,9
"E00021564",313,270,21,9,13
"E00021565",207,188,7,4,8
"E00021566",446,413,19,4,10
"E00021567",351,311,25,4,11
"E00021569",302,288,8,3,3
"E00021572",433,399,19,7,8
"E00021574",267,237,18,5,7
"E00021577",291,260,18,6,7
"E00021579",362,328,19,11,4
"E00021580",423,381,26,7,9
"E00021582",401,342,38,7,14
"E00021583",434,412,15,4,3
"E00021584",302,261,30,7,4
"E00021585",590,526,35,10,19
"E00021586",455,408,16,12,19
"E00021587",396,347,23,11,15
"E00021588",333,298,15,12,8
"E00021590",376,329,25,7,15
"E00021591",491,444,32,7,8
"E00021592",315,263,25,10,17
"E00021593",225,193,12,8,12
"E00021594",336,305,17,5,9
"E00021595",354,320,19,9,6
"E00021596",381,340,25,6,10
"E00021597",374,348,12,8,6
"E00021598",260,247,9,2,2
"E00021599",326,316,10,0,0
"E00021600",308,291,14,1,2
"E00021601",230,215,6,2,7
"E00021602",368,348,13,1,6
"E00021603",184,172,8,3,1
"E00021604",356,331,14,7,4
"E00021605",289,270,13,3,3
"E00021606",282,259,16,1,6
"E00021607",262,236,19,1,6
"E00021608",217,200,11,2,4
"E00021610",323,296,14,7,6
"E00021611",397,348,27,10,12
"E00021612",214,207,6,1,0
"E00021613",188,179,7,2,0
"E00021614",263,249,11,1,2
"E00021615",218,206,10,1,1
"E00021616",438,390,30,10,8
"E00021617",166,163,3,0,0
"E00021618",282,264,15,0,3
"E00021619",463,427,19,7,10
"E00021620",246,231,10,3,2
"E00021621",333,296,23,4,10
"E00021622",247,234,11,1,1
"E00021623",189,169,16,2,2
"E00021624",292,277,10,1,4
"E00021625",510,491,15,2,2
"E00021626",329,309,14,4,2
"E00021627",372,363,6,1,2
"E00021628",214,191,19,1,3
"E00021629",229,217,11,1,0
"E00021630",262,228,22,8,4
"E00021631",305,290,10,4,1
"E00021632",229,215,10,2,2
"E00021633",214,202,11,1,0
"E00021634",283,262,10,7,4
"E00021635",227,224,3,0,0
"E00021636",335,305,14,5,11
"E00021637",509,465,30,9,5
"E00021639",347,312,22,4,9
"E00021640",397,353,31,4,9
"E00021641",415,365,23,13,14
"E00021642",335,306,18,2,9
"E00021643",246,212,21,7,6
"E00021644",327,281,18,16,12
"E00021646",498,456,19,3,20
"E00021648",202,184,14,4,0
"E00021649",434,410,13,6,5
"E00021650",265,244,13,3,5
"E00021651",251,238,11,0,2
"E00021652",276,266,8,2,0
"E00021653",547,517,14,10,6
"E00021654",379,349,16,9,5
"E00021655",274,236,24,5,9
"E00021656",386,350,23,2,11
"E00021657",204,198,6,0,0
"E00021658",177,166,7,3,1
"E00021659",335,305,14,5,11
"E00021660",278,251,14,3,10
"E00021661",488,453,23,5,7
"E00021662",566,506,30,8,22
"E00021663",236,215,13,3,5
"E00021665",473,425,25,8,15
"E00021666",564,526,26,7,5
"E00021667",490,448,22,3,17
"E00021668",511,470,26,7,8
"E00021669",488,437,22,13,16
"E00021670",402,377,7,10,8
"E00021671",351,327,17,3,4
"E00021672",416,386,16,5,9
"E00021673",452,400,20,11,21
"E00021674",378,348,18,5,7
"E00021675",518,474,25,7,12
"E00021676",293,288,4,1,0
"E00021677",345,320,15,3,7
"E00021678",438,400,14,15,9
"E00021679",150,145,3,1,1
"E00021680",494,467,18,2,7
"E00021681",262,254,6,2,0
"E00021682",545,480,36,14,15
"E00021683",509,449,30,15,15
"E00021685",568,528,26,7,7
"E00021686",531,513,15,1,2
"E00021687",435,413,12,7,3
"E00021688",381,359,11,4,7
"E00021689",399,394,5,0,0
"E00021690",445,426,16,1,2
"E00021691",315,294,15,2,4
"E00021692",271,259,9,1,2
"E00021693",430,397,22,9,2
"E00021694",454,429,13,3,9
"E00021695",372,347,13,7,5
"E00021696",527,483,23,7,14
"E00021697",305,290,5,6,4
"E00021698",340,314,17,5,4
"E00021699",390,354,19,8,9
"E00021700",511,484,16,6,5
"E00021701",442,402,22,5,13
"E00021702",370,348,9,7,6
"E00021703",315,276,23,7,9
"E00021704",375,354,12,3,6
"E00021705",431,400,20,3,8
"E00021706",338,313,8,2,15
"E00021707",377,362,6,1,8
"E00021708",298,258,25,2,13
"E00021709",324,295,18,5,6
"E00021710",313,282,16,9,6
"E00021711",471,448,17,3,3
"E00021712",297,266,23,0,8
"E00021713",295,276,10,2,7
"E00021714",209,190,14,1,4
"E00021715",361,339,13,1,8
"E00021716",280,243,17,7,13
"E00021717",253,226,14,9,4
"E00021718",361,336,20,2,3
"E00021719",163,158,3,0,2
"E00021722",342,320,13,3,6
"E00021723",295,280,5,3,7
"E00021724",260,241,15,0,4
"E00021725",232,213,15,2,2
"E00021726",268,247,13,2,6
"E00021727",249,221,16,6,6
"E00021728",253,224,16,8,5
"E00021729",190,168,12,3,7
"E00021730",370,334,19,4,13
"E00021731",396,364,16,9,7
"E00021732",268,250,11,4,3
"E00021733",578,509,39,13,17
"E00021734",599,523,42,15,19
"E00021735",481,415,32,15,19
"E00021736",492,451,18,6,17
"E00021737",283,267,6,4,6
"E00021738",332,286,35,7,4
"E00021739",273,263,8,1,1
"E00021740",393,365,21,4,3
"E00021741",223,219,3,0,1
"E00021742",547,521,16,8,2
"E00021743",313,278,25,6,4
"E00021744",568,529,18,12,9
"E00021745",233,212,13,3,5
"E00021746",233,223,6,1,3
"E00021748",534,471,34,15,14
"E00021750",449,400,31,9,9
"E00021752",422,389,18,8,7
"E00021753",282,258,10,6,8
"E00021754",204,187,6,2,9
"E00021755",358,331,20,1,6
"E00021756",217,204,9,3,1
"E00021757",248,211,17,5,15
"E00021758",322,294,13,7,8
"E00021759",373,339,16,5,13
"E00021760",351,315,18,8,10
"E00021761",341,326,14,0,1
"E00021762",312,283,17,4,8
"E00021763",394,348,22,8,16
"E00021764",467,414,28,12,13
"E00021766",413,366,26,15,6
"E00021767",233,213,14,4,2
"E00167078",503,488,10,3,2
"E00167079",222,215,5,0,2
"E00167080",390,370,15,2,3
"E00167081",279,265,12,0,2
"E00167082",309,302,3,1,3
"E00167083",343,305,27,7,4
"E00167084",231,228,2,1,0
"E00167085",267,251,7,3,6
"E00167086",368,340,23,3,2
"E00167087",282,274,6,2,0
"E00167088",210,204,5,1,0
"E00167089",171,169,0,0,2
"E00167090",195,187,4,2,2
"E00167091",331,320,4,3,4
"E00167092",294,272,13,5,4
"E00167093",196,195,1,0,0
"E00167094",292,275,12,3,2
"E00167095",379,344,12,8,15
"E00167096",131,129,1,1,0
"E00167097",259,247,5,1,6
"E00167098",131,131,0,0,0
"E00167099",110,104,6,0,0
"E00167100",519,511,8,0,0
"E00167101",256,243,10,1,2
"E00167102",300,278,19,2,1
"E00167103",206,200,4,0,2
"E00167104",216,216,0,0,0
"E00167105",479,417,28,14,20
"E00167106",314,302,7,3,2
"E00167107",238,221,4,6,7
"E00167108",400,366,14,8,12
"E00167109",261,249,7,2,3
"E00167110",293,281,7,3,2
"E00167111",282,274,7,1,0
"E00167112",795,772,10,4,9
"E00167113",473,416,20,12,25
"E00167114",464,410,27,12,15
"E00167115",727,703,14,5,5
"E00167116",280,263,8,2,7
"E00167117",133,126,4,1,2
"E00167118",244,237,7,0,0
"E00167119",305,283,12,3,7
"E00167120",283,271,8,3,1
"E00167121",265,262,3,0,0
"E00167122",202,185,12,3,2
"E00167123",347,309,24,5,9
"E00167124",308,288,13,4,3
"E00167125",173,165,5,2,1
"E00167126",367,358,8,1,0
"E00167127",265,253,7,2,3
"E00167128",276,264,10,1,1
"E00167129",615,584,25,4,2
"E00167130",834,800,26,2,6
"E00167131",145,127,11,2,5
"E00167132",393,392,0,0,1
"E00167133",175,163,9,3,0
"E00167134",222,210,10,1,1
"E00167135",269,259,9,1,0
"E00167136",178,157,10,2,9
"E00167137",222,217,3,2,0
"E00167138",230,221,5,0,4
"E00167139",305,301,4,0,0
"E00167140",246,235,8,2,1
"E00167141",313,305,5,2,1
"E00167142",453,428,18,1,6
"E00167143",337,305,22,6,4
"E00167144",428,373,21,12,22
"E00167145",196,190,5,0,1
"E00167146",300,292,5,1,2
"E00167147",277,266,8,1,2
"E00167148",188,180,6,1,1
"E00167149",167,162,4,1,0
"E00167150",366,356,8,2,0
"E00167151",423,401,18,1,3
"E00167152",164,161,2,0,1
"E00167153",402,381,13,5,3
"E00167154",205,200,4,1,0
"E00167155",310,298,7,0,5
"E00167156",336,316,8,4,8
"E00167157",317,313,4,0,0
"E00167158",257,246,8,1,2
"E00167159",211,204,6,1,0
"E00167160",316,293,13,3,7
"E00167161",312,279,19,6,8
"E00167162",337,327,9,0,1
"E00167163",260,248,9,2,1
"E00167164",118,114,1,2,1
"E00167165",228,222,5,0,1
"E00167166",464,457,4,2,1
"E00167167",267,256,4,1,6
"E00167168",281,260,10,3,8
"E00167169",375,342,18,9,6
"E00167170",171,159,9,0,3
"E00167171",211,198,5,2,6
"E00167172",203,199,4,0,0
"E00167173",473,415,30,15,13
"E00167174",240,234,4,1,1
"E00167175",212,197,11,3,1
"E00167176",344,327,9,4,4
"E00167177",264,262,2,0,0
"E00167178",321,306,9,2,4
"E00167179",240,235,4,1,0
"E00167180",311,285,20,3,3
"E00167181",160,150,6,1,3
"E00167182",149,138,5,1,5
"E00167183",139,138,1,0,0
"E00167184",175,160,11,2,2
"E00167185",247,218,17,4,8
"E00167186",243,232,8,1,2
"E00167187",288,273,7,5,3
"E00167188",304,294,7,2,1
"E00167189",273,256,8,2,7
"E00167190",210,193,11,2,4
"E00167191",216,209,6,1,0
"E00167192",230,208,5,10,7
"E00167193",220,200,6,4,10
"E00167194",287,272,5,2,8
"E00167195",189,178,8,2,1
"E00167196",204,181,8,8,7
"E00167197",246,215,21,6,4
"E00167198",535,492,18,10,15
"E00167199",171,165,4,0,2
"E00167200",218,211,5,1,1
"E00167201",319,284,14,11,10
"E00167202",197,177,14,3,3
"E00167203",384,358,16,3,7
"E00167204",239,232,5,1,1
"E00167205",326,303,11,6,6
"E00167206",387,359,15,5,8
"E00167207",335,311,11,2,11
"E00167208",266,259,6,0,1
"E00167209",376,359,12,1,4
"E00167210",141,133,8,0,0
"E00167211",398,368,16,4,10
"E00167212",282,267,6,5,4
"E00167213",397,365,20,6,6
"E00167214",362,338,11,6,7
"E00167215",327,302,20,3,2
"E00167216",379,338,22,7,12
"E00167217",278,243,10,11,14
"E00167218",303,289,5,5,4
"E00167219",307,278,16,5,8
"E00167220",228,223,5,0,0
"E00167221",419,387,19,8,5
"E00167222",322,286,18,7,11
"E00167223",393,361,15,4,13
"E00167224",351,325,15,2,9
"E00167225",402,373,10,8,11
"E00167226",226,215,8,1,2
"E00167227",336,303,17,8,8
"E00167228",292,275,11,3,3
"E00167229",341,303,16,13,9
"E00167230",196,190,4,0,2
"E00167231",260,241,11,2,6
"E00167232",200,198,2,0,0
"E00167233",213,203,9,1,0
"E00167234",378,341,15,8,14
"E00167235",462,408,28,7,19
"E00167236",180,171,4,2,3
"E00167237",192,186,6,0,0
"E00167238",349,321,18,4,6
"E00167239",188,175,8,0,5
"E00167240",481,424,26,15,16
"E00167241",380,351,15,6,8
"E00167242",191,181,9,0,1
"E00167243",283,277,4,0,2
"E00167244",255,251,3,1,0
"E00167245",302,275,15,9,3
"E00167246",226,198,16,6,6
"E00167247",171,168,2,0,1
"E00167248",369,362,6,1,0
"E00167249",352,345,5,2,0
"E00167250",428,385,20,9,14
"E00167251",1055,1039,15,1,0
"E00167252",381,355,16,6,4
"E00167253",310,298,10,1,1
"E00167254",255,235,11,6,3
"E00167255",382,349,15,5,13
"E00167256",280,267,7,2,4
"E00167257",367,349,14,2,2
"E00167258",393,337,34,5,17
"E00167259",255,242,3,3,7
"E00167260",574,523,25,9,17
"E00167261",401,370,13,8,10
"E00167262",91,91,0,0,0
"E00167263",192,189,3,0,0
"E00167264",287,254,18,5,10
"E00167265",371,340,19,4,8
"E00167266",315,293,13,4,5
