"GeographyCode","QS416EW0001","QS416EW0002","QS416EW0003","QS416EW0004","QS416EW0005","QS416EW0006","QS416EW0007"
"E00021331",90,62,26,2,0,0,30
"E00021332",134,69,54,10,1,0,77
"E00021333",126,77,38,9,1,1,63
"E00021334",155,102,45,8,0,0,61
"E00021335",180,92,79,7,1,1,100
"E00021336",88,52,30,5,1,0,43
"E00021337",88,39,41,8,0,0,57
"E00021338",134,82,44,3,4,1,66
"E00021339",125,72,49,3,1,0,58
"E00021340",211,168,40,3,0,0,46
"E00021342",101,59,39,2,1,0,46
"E00021344",152,75,66,11,0,0,88
"E00021345",115,74,35,6,0,0,47
"E00021346",116,63,51,2,0,0,55
"E00021347",149,89,55,5,0,0,65
"E00021349",136,81,52,3,0,0,58
"E00021350",110,67,31,12,0,0,55
"E00021351",134,85,44,3,1,1,60
"E00021352",116,71,43,2,0,0,47
"E00021353",127,88,37,2,0,0,41
"E00021354",142,78,51,12,1,0,78
"E00021355",161,101,55,5,0,0,65
"E00021357",118,68,46,4,0,0,54
"E00021359",110,59,44,5,1,1,61
"E00021360",127,85,40,2,0,0,44
"E00021361",131,96,34,1,0,0,36
"E00021363",141,86,47,7,1,0,64
"E00021364",161,70,74,16,0,1,110
"E00021365",139,97,41,0,1,0,44
"E00021366",141,102,35,2,1,1,46
"E00021367",133,90,40,3,0,0,46
"E00021368",140,94,43,2,1,0,50
"E00021369",60,23,31,6,0,0,43
"E00021370",172,83,79,10,0,0,99
"E00021371",46,20,23,3,0,0,29
"E00021372",148,111,30,7,0,0,44
"E00021374",126,60,54,10,1,1,82
"E00021375",135,90,42,3,0,0,48
"E00021376",129,88,32,8,1,0,51
"E00021377",219,133,75,11,0,0,97
"E00021378",177,118,51,7,1,0,68
"E00021379",130,93,30,6,1,0,45
"E00021380",117,93,20,4,0,0,28
"E00021381",141,97,41,2,1,0,48
"E00021382",124,68,45,11,0,0,67
"E00021383",176,114,50,12,0,0,74
"E00021384",122,55,56,7,4,0,82
"E00021385",155,89,53,12,1,0,80
"E00021386",120,64,50,5,1,0,63
"E00021387",225,125,85,12,1,2,121
"E00021388",141,92,40,6,3,0,61
"E00021391",155,97,48,8,0,2,74
"E00021392",161,99,48,14,0,0,76
"E00021393",147,91,49,6,1,0,64
"E00021394",137,81,49,7,0,0,63
"E00021395",119,83,33,3,0,0,39
"E00021396",147,93,43,9,2,0,67
"E00021397",171,101,62,7,1,0,79
"E00021398",175,101,65,9,0,0,83
"E00021399",175,81,76,13,1,4,123
"E00021400",137,81,50,5,1,0,63
"E00021402",119,73,42,3,1,0,51
"E00021404",143,68,70,5,0,0,80
"E00021405",132,70,44,14,4,0,84
"E00021406",146,99,41,6,0,0,53
"E00021407",193,122,63,8,0,0,79
"E00021408",171,98,68,4,1,0,79
"E00021409",142,46,78,14,2,2,122
"E00021410",112,66,42,4,0,0,50
"E00021411",153,94,52,6,1,0,67
"E00021412",136,75,44,14,1,2,83
"E00021413",141,85,49,6,0,1,65
"E00021414",107,46,54,6,1,0,69
"E00021415",125,67,55,3,0,0,61
"E00021416",123,73,42,7,1,0,59
"E00021417",119,86,29,4,0,0,37
"E00021418",118,47,61,8,2,0,83
"E00021419",135,92,40,2,1,0,47
"E00021420",128,56,61,11,0,0,83
"E00021421",195,150,41,4,0,0,49
"E00021422",87,61,25,1,0,0,27
"E00021423",140,90,45,3,2,0,57
"E00021424",105,37,54,11,2,1,88
"E00021425",133,60,56,15,1,1,96
"E00021426",109,65,41,2,1,0,48
"E00021427",124,51,56,14,3,0,93
"E00021428",140,92,43,5,0,0,53
"E00021429",60,40,19,1,0,0,21
"E00021430",125,79,36,10,0,0,56
"E00021431",125,75,41,9,0,0,59
"E00021432",159,108,46,4,1,0,57
"E00021433",243,140,92,8,2,1,119
"E00021434",127,72,44,11,0,0,66
"E00021437",118,72,40,5,1,0,53
"E00021438",103,66,36,1,0,0,38
"E00021439",90,67,23,0,0,0,23
"E00021440",128,81,38,6,3,0,59
"E00021441",129,65,50,9,4,1,92
"E00021442",130,65,52,12,1,0,79
"E00021443",116,72,37,7,0,0,51
"E00021444",117,69,39,9,0,0,57
"E00021445",116,76,35,4,1,0,46
"E00021446",117,73,39,4,1,0,50
"E00021447",123,59,51,11,1,1,80
"E00021448",139,82,53,4,0,0,61
"E00021449",138,87,40,5,1,5,83
"E00021450",71,33,34,4,0,0,42
"E00021451",147,90,54,3,0,0,60
"E00021452",117,86,30,1,0,0,32
"E00021453",129,79,39,9,1,1,64
"E00021454",116,64,49,3,0,0,55
"E00021455",148,108,39,1,0,0,41
"E00021458",148,104,36,5,1,2,57
"E00021459",139,101,37,1,0,0,39
"E00021460",166,118,45,3,0,0,51
"E00021461",120,90,25,5,0,0,35
"E00021462",137,89,45,3,0,0,51
"E00021463",130,86,38,6,0,0,50
"E00021464",128,98,27,3,0,0,33
"E00021465",128,80,46,1,1,0,51
"E00021466",139,94,38,4,0,3,58
"E00021467",121,77,41,3,0,0,47
"E00021468",111,83,23,5,0,0,33
"E00021469",149,110,35,3,1,0,44
"E00021470",117,76,37,3,1,0,46
"E00021471",134,90,38,6,0,0,50
"E00021473",95,64,29,1,1,0,34
"E00021474",122,85,26,10,1,0,49
"E00021475",122,84,33,5,0,0,43
"E00021476",122,80,36,5,1,0,49
"E00021477",166,105,56,5,0,0,66
"E00021478",130,87,36,5,2,0,52
"E00021479",151,113,31,7,0,0,45
"E00021480",144,96,44,3,1,0,53
"E00021481",134,91,38,4,1,0,49
"E00021482",127,75,41,8,0,3,70
"E00021483",231,142,78,11,0,0,100
"E00021484",114,52,49,12,1,0,76
"E00021485",122,79,38,4,1,0,49
"E00021486",121,73,45,3,0,0,51
"E00021487",71,44,26,0,1,0,29
"E00021488",157,90,59,7,1,0,76
"E00021489",119,83,32,4,0,0,40
"E00021490",115,78,33,4,0,0,41
"E00021491",87,60,25,2,0,0,29
"E00021492",136,97,36,3,0,0,42
"E00021493",126,64,57,5,0,0,67
"E00021494",176,79,81,15,1,0,114
"E00021495",184,112,65,7,0,0,79
"E00021496",107,61,44,2,0,0,48
"E00021497",133,74,51,6,2,0,69
"E00021498",127,79,45,3,0,0,51
"E00021499",124,75,44,4,1,0,55
"E00021500",139,78,57,4,0,0,65
"E00021501",131,93,36,2,0,0,40
"E00021502",134,70,56,8,0,0,72
"E00021503",129,82,46,1,0,0,48
"E00021504",164,109,54,1,0,0,56
"E00021505",95,55,36,4,0,0,44
"E00021506",142,99,40,3,0,0,46
"E00021507",169,125,39,5,0,0,49
"E00021508",136,102,28,6,0,0,40
"E00021509",184,129,52,3,0,0,58
"E00021510",121,58,51,10,1,1,78
"E00021511",109,53,43,10,2,1,75
"E00021516",106,48,50,6,2,0,68
"E00021517",136,76,52,8,0,0,68
"E00021518",151,85,59,6,1,0,74
"E00021519",200,101,77,15,5,2,133
"E00021520",97,49,39,8,1,0,58
"E00021521",98,37,45,8,6,2,87
"E00021522",136,56,62,17,1,0,99
"E00021524",194,103,82,6,3,0,103
"E00021525",134,74,51,7,2,0,71
"E00021526",169,97,61,11,0,0,83
"E00021527",145,82,54,9,0,0,72
"E00021528",94,44,46,3,1,0,55
"E00021529",116,80,30,5,1,0,43
"E00021531",186,99,75,10,2,0,101
"E00021532",138,50,75,10,2,1,105
"E00021533",141,60,69,11,1,0,94
"E00021534",127,67,52,8,0,0,68
"E00021535",115,58,48,7,2,0,68
"E00021536",118,40,58,17,2,1,102
"E00021537",163,66,77,19,1,0,118
"E00021538",309,127,153,25,4,0,215
"E00021539",138,70,63,5,0,0,73
"E00021541",139,102,33,4,0,0,41
"E00021542",106,48,51,7,0,0,65
"E00021543",142,74,59,9,0,0,77
"E00021544",83,29,44,7,2,1,68
"E00021546",102,55,38,8,1,0,57
"E00021547",115,69,37,9,0,0,55
"E00021549",128,70,50,8,0,0,66
"E00021550",150,101,41,8,0,0,57
"E00021552",99,55,42,2,0,0,46
"E00021553",119,72,42,4,1,0,53
"E00021554",127,80,42,4,0,1,62
"E00021555",145,80,59,6,0,0,71
"E00021556",147,94,46,5,2,0,62
"E00021557",172,107,57,8,0,0,73
"E00021559",157,76,69,11,0,1,95
"E00021560",157,102,49,5,1,0,62
"E00021561",144,105,36,3,0,0,42
"E00021562",140,91,37,12,0,0,61
"E00021563",124,57,59,8,0,0,75
"E00021564",123,82,35,5,1,0,48
"E00021565",89,60,27,2,0,0,31
"E00021566",156,92,50,13,1,0,79
"E00021567",143,92,40,10,1,0,63
"E00021569",142,97,35,10,0,0,55
"E00021572",143,110,25,8,0,0,41
"E00021574",93,58,29,4,2,0,43
"E00021577",128,82,40,6,0,0,52
"E00021579",106,61,35,9,1,0,56
"E00021580",124,74,44,5,1,0,57
"E00021582",98,44,44,7,2,1,68
"E00021583",150,99,46,4,1,0,57
"E00021584",113,65,39,9,0,0,57
"E00021585",149,71,68,9,1,0,89
"E00021586",130,74,50,6,0,0,62
"E00021587",128,82,41,5,0,0,51
"E00021588",148,90,55,3,0,0,61
"E00021590",137,86,44,7,0,0,58
"E00021591",127,79,40,6,2,0,58
"E00021592",112,52,49,10,1,0,72
"E00021593",140,110,29,1,0,0,31
"E00021594",129,81,39,8,1,0,58
"E00021595",134,92,35,7,0,0,49
"E00021596",164,96,58,10,0,0,78
"E00021597",121,62,55,4,0,0,63
"E00021598",115,52,49,13,0,1,80
"E00021599",162,63,91,7,1,0,108
"E00021600",164,73,84,7,0,0,98
"E00021601",118,44,58,13,2,1,94
"E00021602",124,59,50,14,1,0,81
"E00021603",108,46,51,9,2,0,75
"E00021604",154,95,52,6,0,1,68
"E00021605",157,103,46,6,2,0,64
"E00021606",175,67,87,17,0,4,140
"E00021607",119,79,37,3,0,0,43
"E00021608",116,86,25,5,0,0,35
"E00021610",152,93,49,9,0,1,72
"E00021611",155,68,63,18,5,1,119
"E00021612",139,78,54,6,0,1,70
"E00021613",125,61,59,5,0,0,69
"E00021614",160,73,71,13,3,0,106
"E00021615",146,75,55,16,0,0,87
"E00021616",122,78,42,2,0,0,46
"E00021617",109,74,29,5,1,0,42
"E00021618",95,67,24,3,1,0,33
"E00021619",162,107,49,6,0,0,61
"E00021620",125,93,30,2,0,0,34
"E00021621",121,76,39,5,1,0,52
"E00021622",134,70,53,8,3,0,78
"E00021623",91,70,21,0,0,0,21
"E00021624",171,88,71,10,1,1,98
"E00021625",247,135,91,16,3,2,141
"E00021626",212,136,59,16,1,0,94
"E00021627",201,120,77,2,2,0,87
"E00021628",108,33,56,14,4,1,102
"E00021629",125,57,61,7,0,0,75
"E00021630",129,80,37,11,0,1,64
"E00021631",144,74,64,5,0,1,78
"E00021632",119,54,56,8,1,0,75
"E00021633",114,31,60,21,2,0,108
"E00021634",136,56,63,17,0,0,97
"E00021635",117,61,48,7,1,0,65
"E00021636",114,60,47,4,2,1,67
"E00021637",174,119,53,2,0,0,57
"E00021639",93,64,24,4,1,0,35
"E00021640",149,92,52,5,0,0,62
"E00021641",135,93,33,9,0,0,51
"E00021642",127,85,35,7,0,0,49
"E00021643",91,62,27,2,0,0,31
"E00021644",138,86,46,3,2,1,62
"E00021646",155,104,48,3,0,0,54
"E00021648",102,43,55,4,0,0,63
"E00021649",127,81,41,3,2,0,53
"E00021650",105,54,47,3,1,0,56
"E00021651",139,66,61,10,2,0,87
"E00021652",148,52,72,21,2,1,124
"E00021653",175,118,48,7,1,1,69
"E00021654",144,95,42,6,1,0,57
"E00021655",80,50,25,5,0,0,35
"E00021656",159,94,51,14,0,0,79
"E00021657",112,58,45,9,0,0,63
"E00021658",93,25,57,11,0,0,79
"E00021659",136,103,26,6,1,0,41
"E00021660",117,77,34,5,1,0,47
"E00021661",207,161,40,5,1,0,53
"E00021662",179,99,59,19,2,0,103
"E00021663",138,101,35,1,0,1,41
"E00021665",149,81,62,6,0,0,74
"E00021666",221,122,86,12,0,1,114
"E00021667",142,100,36,4,2,0,50
"E00021668",248,178,63,7,0,0,77
"E00021669",133,94,34,2,3,0,47
"E00021670",123,84,34,5,0,0,44
"E00021671",101,63,33,5,0,0,43
"E00021672",142,97,39,6,0,0,51
"E00021673",139,89,48,2,0,0,52
"E00021674",155,117,32,3,3,0,47
"E00021675",162,111,48,3,0,0,54
"E00021676",168,132,33,1,1,1,43
"E00021677",120,86,30,4,0,0,38
"E00021678",166,104,51,10,1,0,74
"E00021679",58,39,17,1,1,0,22
"E00021680",194,121,67,3,2,1,85
"E00021681",147,97,44,4,2,0,58
"E00021682",160,116,37,5,2,0,53
"E00021683",156,118,31,6,1,0,46
"E00021685",220,166,49,4,1,0,60
"E00021686",182,142,32,4,2,2,54
"E00021687",189,146,36,4,2,1,54
"E00021688",142,107,30,4,1,0,41
"E00021689",162,137,20,4,0,1,36
"E00021690",218,175,37,6,0,0,49
"E00021691",139,110,29,0,0,0,29
"E00021692",156,95,46,7,2,6,90
"E00021693",199,158,35,6,0,0,47
"E00021694",162,128,28,5,0,1,43
"E00021695",154,96,51,6,1,0,66
"E00021696",186,131,45,10,0,0,65
"E00021697",143,104,34,4,1,0,45
"E00021698",159,79,72,8,0,0,88
"E00021699",172,127,38,7,0,0,52
"E00021700",222,160,56,4,1,1,71
"E00021701",184,120,60,4,0,0,68
"E00021702",124,88,34,2,0,0,38
"E00021703",123,83,34,6,0,0,46
"E00021704",157,111,44,1,0,1,52
"E00021705",175,123,46,4,2,0,60
"E00021706",111,78,28,4,1,0,39
"E00021707",143,104,35,4,0,0,43
"E00021708",130,90,38,2,0,0,42
"E00021709",111,73,32,6,0,0,44
"E00021710",116,70,41,4,0,1,54
"E00021711",200,160,39,1,0,0,41
"E00021712",150,108,37,4,1,0,48
"E00021713",98,71,26,1,0,0,28
"E00021714",100,69,24,5,2,0,40
"E00021715",135,98,31,6,0,0,43
"E00021716",165,127,32,3,3,0,47
"E00021717",109,76,29,4,0,0,37
"E00021718",155,123,26,6,0,0,38
"E00021719",56,37,16,3,0,0,22
"E00021722",158,120,38,0,0,0,38
"E00021723",110,67,39,4,0,0,47
"E00021724",120,66,42,10,1,1,70
"E00021725",116,64,43,8,1,0,62
"E00021726",108,79,28,1,0,0,30
"E00021727",111,77,32,2,0,0,36
"E00021728",114,88,23,1,2,0,31
"E00021729",72,50,21,1,0,0,23
"E00021730",163,121,40,2,0,0,44
"E00021731",156,111,42,2,1,0,49
"E00021732",98,58,36,2,2,0,46
"E00021733",250,187,52,11,0,0,74
"E00021734",208,156,47,5,0,0,57
"E00021735",138,95,38,4,1,0,49
"E00021736",135,77,52,6,0,0,64
"E00021737",104,74,26,4,0,0,34
"E00021738",112,85,20,6,1,0,35
"E00021739",126,106,20,0,0,0,20
"E00021740",168,120,44,4,0,0,52
"E00021741",124,95,28,0,0,1,32
"E00021742",211,168,36,6,0,1,54
"E00021743",141,97,38,6,0,0,50
"E00021744",244,189,47,8,0,0,63
"E00021745",98,73,25,0,0,0,25
"E00021746",143,106,35,2,0,0,39
"E00021748",200,137,53,8,2,0,75
"E00021750",119,74,37,7,1,0,54
"E00021752",138,100,35,3,0,0,41
"E00021753",115,83,29,3,0,0,35
"E00021754",87,63,21,2,1,0,28
"E00021755",125,91,30,4,0,0,38
"E00021756",102,74,27,1,0,0,29
"E00021757",96,75,20,0,1,0,23
"E00021758",134,95,32,7,0,0,46
"E00021759",110,72,28,9,0,1,50
"E00021760",115,72,37,5,1,0,50
"E00021761",102,84,15,2,0,1,23
"E00021762",105,66,33,6,0,0,45
"E00021763",133,82,45,6,0,0,57
"E00021764",109,49,40,14,6,0,86
"E00021766",107,59,39,8,1,0,58
"E00021767",126,104,17,5,0,0,27
"E00167078",120,98,20,2,0,0,24
"E00167079",116,71,37,8,0,0,53
"E00167080",145,83,55,6,0,1,71
"E00167081",120,49,58,11,2,0,86
"E00167082",138,91,40,4,3,0,57
"E00167083",122,89,25,8,0,0,41
"E00167084",113,62,48,3,0,0,54
"E00167085",126,94,29,3,0,0,35
"E00167086",140,96,41,3,0,0,47
"E00167087",144,101,42,1,0,0,44
"E00167088",112,71,36,5,0,0,46
"E00167089",92,74,15,3,0,0,21
"E00167090",100,81,18,1,0,0,20
"E00167091",144,94,43,7,0,0,57
"E00167092",122,76,34,11,1,0,59
"E00167093",97,76,19,2,0,0,23
"E00167094",130,95,30,4,1,0,41
"E00167095",109,82,18,8,1,0,37
"E00167096",66,37,27,1,0,1,34
"E00167097",133,110,20,3,0,0,26
"E00167098",76,67,7,0,0,2,16
"E00167099",73,52,19,1,1,0,24
"E00167100",226,161,54,9,1,1,80
"E00167101",148,87,55,4,2,0,69
"E00167102",130,90,38,1,0,1,44
"E00167103",126,68,49,6,2,1,72
"E00167104",121,54,56,10,1,0,79
"E00167105",132,72,46,13,1,0,75
"E00167106",161,76,71,14,0,0,99
"E00167107",120,73,43,2,2,0,53
"E00167108",165,90,68,7,0,0,82
"E00167109",124,86,31,6,1,0,46
"E00167110",124,71,42,9,1,1,67
"E00167111",149,125,22,2,0,0,26
"E00167112",403,301,95,6,1,0,110
"E00167113",165,118,43,4,0,0,51
"E00167114",140,76,45,17,2,0,85
"E00167115",386,293,86,7,0,0,100
"E00167116",112,69,35,6,2,0,53
"E00167117",50,31,13,6,0,0,25
"E00167118",137,73,53,9,2,0,77
"E00167119",137,62,63,10,2,0,89
"E00167120",139,99,35,2,2,1,65
"E00167121",139,88,44,5,2,0,60
"E00167122",125,86,38,1,0,0,40
"E00167123",116,60,50,6,0,0,62
"E00167124",137,94,34,9,0,0,52
"E00167125",92,51,35,5,1,0,48
"E00167126",177,106,67,4,0,0,75
"E00167127",122,52,54,10,6,0,92
"E00167128",95,62,30,3,0,0,36
"E00167129",321,212,89,20,0,0,129
"E00167130",466,313,131,20,2,0,177
"E00167131",63,40,17,4,2,0,31
"E00167132",289,239,42,6,2,0,60
"E00167133",82,49,31,1,0,1,37
"E00167134",137,46,76,12,3,0,109
"E00167135",130,52,68,8,2,0,90
"E00167136",57,43,14,0,0,0,14
"E00167137",135,85,43,7,0,0,57
"E00167138",134,105,25,3,0,1,37
"E00167139",212,172,35,4,1,0,46
"E00167140",131,93,34,1,3,0,45
"E00167141",169,114,49,6,0,0,61
"E00167142",216,124,72,16,2,2,118
"E00167143",114,73,36,3,1,1,49
"E00167144",120,76,37,4,2,1,55
"E00167145",103,65,36,2,0,0,40
"E00167146",161,88,66,5,1,1,83
"E00167147",109,63,42,2,2,0,52
"E00167148",119,83,33,3,0,0,39
"E00167149",82,53,26,2,1,0,33
"E00167150",209,176,30,3,0,0,36
"E00167151",239,153,72,12,2,0,102
"E00167152",117,88,26,3,0,0,32
"E00167153",129,88,35,6,0,0,47
"E00167154",110,48,56,6,0,0,68
"E00167155",144,90,47,6,1,0,62
"E00167156",120,85,30,5,0,0,40
"E00167157",190,131,50,7,2,0,70
"E00167158",162,106,46,7,3,0,69
"E00167159",119,67,41,9,0,2,67
"E00167160",118,71,43,3,1,0,52
"E00167161",99,68,29,2,0,0,33
"E00167162",189,117,64,8,0,0,80
"E00167163",119,63,53,3,0,0,59
"E00167164",56,43,12,1,0,0,14
"E00167165",133,76,49,8,0,0,65
"E00167166",182,159,16,6,0,1,33
"E00167167",131,110,17,4,0,0,25
"E00167168",148,120,24,4,0,0,32
"E00167169",135,102,29,4,0,0,37
"E00167170",82,44,32,5,1,0,45
"E00167171",70,52,17,1,0,0,19
"E00167172",104,74,25,3,1,1,38
"E00167173",142,69,59,9,5,0,92
"E00167174",134,63,62,9,0,0,80
"E00167175",134,46,72,13,0,3,113
"E00167176",182,143,36,1,1,1,46
"E00167177",129,102,24,3,0,0,30
"E00167178",132,93,33,6,0,0,45
"E00167179",129,113,15,1,0,0,17
"E00167180",120,89,27,4,0,0,35
"E00167181",51,34,12,4,1,0,23
"E00167182",66,43,22,1,0,0,24
"E00167183",67,18,37,12,0,0,61
"E00167184",93,66,24,3,0,0,30
"E00167185",105,64,34,6,1,0,49
"E00167186",121,83,37,1,0,0,39
"E00167187",122,75,39,6,2,0,57
"E00167188",141,69,56,14,1,1,91
"E00167189",120,59,52,8,1,0,71
"E00167190",97,56,35,6,0,0,47
"E00167191",123,82,37,3,1,0,46
"E00167192",104,57,42,5,0,0,52
"E00167193",102,64,31,7,0,0,45
"E00167194",125,80,43,1,1,0,48
"E00167195",98,56,37,4,1,0,48
"E00167196",79,42,32,4,1,0,43
"E00167197",122,88,24,9,1,0,45
"E00167198",183,119,54,9,1,0,75
"E00167199",64,29,27,8,0,0,43
"E00167200",106,53,47,5,1,0,60
"E00167201",141,92,45,4,0,0,53
"E00167202",108,87,20,0,1,0,23
"E00167203",129,67,52,7,3,0,75
"E00167204",121,83,37,1,0,0,39
"E00167205",123,87,35,1,0,0,37
"E00167206",125,83,37,5,0,0,47
"E00167207",116,80,36,0,0,0,36
"E00167208",131,78,47,6,0,0,59
"E00167209",168,125,41,2,0,0,45
"E00167210",73,47,24,2,0,0,28
"E00167211",138,99,31,7,1,0,48
