"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E00021141",117,75,34,8,0,0,50,64.1025641025641,29.0598290598291,6.83760683760684,0,0
"E00021143",138,94,41,3,0,0,47,68.1159420289855,29.7101449275362,2.17391304347826,0,0
"E00021145",104,60,40,3,0,1,50,57.6923076923077,38.4615384615385,2.88461538461538,0,0.961538461538462
"E00021146",143,110,30,1,2,0,38,76.9230769230769,20.979020979021,0.699300699300699,1.3986013986014,0
"E00021147",83,48,29,4,1,1,44,57.8313253012048,34.9397590361446,4.81927710843374,1.20481927710843,1.20481927710843
"E00021148",119,83,31,5,0,0,41,69.7478991596639,26.0504201680672,4.20168067226891,0,0
"E00021149",126,89,35,2,0,0,39,70.6349206349206,27.7777777777778,1.58730158730159,0,0
"E00021150",116,78,33,3,2,0,45,67.2413793103448,28.448275862069,2.58620689655172,1.72413793103448,0
"E00021151",113,85,24,4,0,0,32,75.2212389380531,21.2389380530973,3.53982300884956,0,0
"E00021152",138,83,48,4,1,2,67,60.1449275362319,34.7826086956522,2.89855072463768,0.72463768115942,1.44927536231884
"E00021153",149,110,36,2,1,0,43,73.8255033557047,24.1610738255034,1.34228187919463,0.671140939597315,0
"E00021154",121,87,30,4,0,0,38,71.900826446281,24.7933884297521,3.30578512396694,0,0
"E00021155",172,127,41,4,0,0,49,73.8372093023256,23.8372093023256,2.32558139534884,0,0
"E00021156",133,104,27,2,0,0,31,78.1954887218045,20.3007518796992,1.50375939849624,0,0
"E00021157",106,62,43,1,0,0,45,58.4905660377358,40.5660377358491,0.943396226415094,0,0
"E00021158",107,68,34,5,0,0,44,63.5514018691589,31.7757009345794,4.67289719626168,0,0
"E00021159",246,176,59,9,2,0,83,71.5447154471545,23.9837398373984,3.65853658536585,0.813008130081301,0
"E00021160",112,82,28,2,0,0,32,73.2142857142857,25,1.78571428571429,0,0
"E00021161",154,90,55,9,0,0,73,58.4415584415584,35.7142857142857,5.84415584415584,0,0
"E00021162",121,82,35,4,0,0,43,67.7685950413223,28.9256198347107,3.30578512396694,0,0
"E00021163",119,84,33,2,0,0,37,70.5882352941177,27.7310924369748,1.68067226890756,0,0
"E00021164",128,87,39,2,0,0,43,67.96875,30.46875,1.5625,0,0
"E00021165",122,89,28,3,1,1,41,72.9508196721311,22.9508196721311,2.45901639344262,0.819672131147541,0.819672131147541
"E00021166",126,87,33,6,0,0,45,69.0476190476191,26.1904761904762,4.76190476190476,0,0
"E00021167",128,94,31,2,0,1,39,73.4375,24.21875,1.5625,0,0.78125
"E00021168",169,127,36,5,0,1,50,75.1479289940828,21.301775147929,2.9585798816568,0,0.591715976331361
"E00021169",189,122,57,10,0,0,77,64.5502645502645,30.1587301587302,5.29100529100529,0,0
"E00021170",162,104,53,5,0,0,63,64.1975308641975,32.7160493827161,3.08641975308642,0,0
"E00021171",241,167,67,7,0,0,81,69.2946058091286,27.8008298755187,2.9045643153527,0,0
"E00021172",125,74,43,8,0,0,59,59.2,34.4,6.4,0,0
"E00021173",146,88,51,7,0,0,65,60.2739726027397,34.9315068493151,4.79452054794521,0,0
"E00021174",128,90,37,1,0,0,39,70.3125,28.90625,0.78125,0,0
"E00021175",127,78,45,4,0,0,53,61.4173228346457,35.4330708661417,3.1496062992126,0,0
"E00021176",151,101,48,2,0,0,52,66.887417218543,31.7880794701987,1.32450331125828,0,0
"E00021177",134,92,41,1,0,0,43,68.6567164179104,30.5970149253731,0.746268656716418,0,0
"E00021179",140,93,40,6,1,0,55,66.4285714285714,28.5714285714286,4.28571428571429,0.714285714285714,0
"E00021180",168,134,32,2,0,0,36,79.7619047619048,19.047619047619,1.19047619047619,0,0
"E00021181",107,75,30,2,0,0,34,70.0934579439252,28.0373831775701,1.86915887850467,0,0
"E00021182",169,136,31,1,1,0,36,80.4733727810651,18.3431952662722,0.591715976331361,0.591715976331361,0
"E00021183",135,103,28,4,0,0,36,76.2962962962963,20.7407407407407,2.96296296296296,0,0
"E00021184",69,49,19,1,0,0,21,71.0144927536232,27.536231884058,1.44927536231884,0,0
"E00021185",131,75,48,6,2,0,66,57.2519083969466,36.6412213740458,4.58015267175572,1.52671755725191,0
"E00021186",156,115,37,3,1,0,46,73.7179487179487,23.7179487179487,1.92307692307692,0.641025641025641,0
"E00021187",97,65,31,1,0,0,33,67.0103092783505,31.9587628865979,1.03092783505155,0,0
"E00021188",120,82,36,0,1,1,43,68.3333333333333,30,0,0.833333333333333,0.833333333333333
"E00021189",122,85,30,7,0,0,44,69.672131147541,24.5901639344262,5.73770491803279,0,0
"E00021190",161,120,34,6,1,0,49,74.5341614906832,21.1180124223602,3.72670807453416,0.62111801242236,0
"E00021191",124,89,31,3,1,0,40,71.7741935483871,25,2.41935483870968,0.806451612903226,0
"E00021192",113,85,25,3,0,0,31,75.2212389380531,22.1238938053097,2.65486725663717,0,0
"E00021193",182,129,50,3,0,0,56,70.8791208791209,27.4725274725275,1.64835164835165,0,0
"E00021194",176,119,50,7,0,0,64,67.6136363636364,28.4090909090909,3.97727272727273,0,0
"E00021195",108,70,32,6,0,0,44,64.8148148148148,29.6296296296296,5.55555555555556,0,0
"E00021196",114,72,37,5,0,0,47,63.1578947368421,32.4561403508772,4.3859649122807,0,0
"E00021197",215,152,57,4,2,0,71,70.6976744186046,26.5116279069767,1.86046511627907,0.930232558139535,0
"E00021198",92,53,32,5,1,1,49,57.6086956521739,34.7826086956522,5.43478260869565,1.08695652173913,1.08695652173913
"E00021199",111,81,27,2,0,1,35,72.972972972973,24.3243243243243,1.8018018018018,0,0.900900900900901
"E00021200",107,75,30,2,0,0,34,70.0934579439252,28.0373831775701,1.86915887850467,0,0
"E00021201",107,71,31,5,0,0,41,66.3551401869159,28.9719626168224,4.67289719626168,0,0
"E00021202",92,60,30,2,0,0,34,65.2173913043478,32.6086956521739,2.17391304347826,0,0
"E00021203",104,80,23,1,0,0,25,76.9230769230769,22.1153846153846,0.961538461538462,0,0
