"GeographyCode","QS413EW0001","QS413EW0002","QS413EW0003","QS413EW0004","QS413EW0005"
"E00021626",212,34,128,13,37
"E00021627",201,19,130,11,41
"E00021628",108,38,45,14,11
"E00021629",125,38,60,8,19
"E00021630",129,16,70,13,30
"E00021631",144,40,62,32,10
"E00021632",119,33,62,13,11
"E00021633",114,29,60,6,19
"E00021634",136,23,70,11,32
"E00021635",117,28,58,12,19
"E00021636",114,16,56,13,29
"E00021637",174,32,65,24,53
"E00021639",93,8,39,14,32
"E00021640",149,23,70,15,41
"E00021641",135,22,57,23,33
"E00021642",127,24,47,10,46
"E00021643",91,11,46,8,26
"E00021644",138,19,79,15,25
"E00021646",155,14,55,22,64
"E00021648",102,29,54,5,14
"E00021649",127,15,46,17,49
"E00021650",105,14,53,12,26
"E00021651",139,26,71,14,28
"E00021652",148,43,65,15,25
"E00021653",175,13,64,16,82
"E00021654",144,13,77,13,41
"E00021655",80,6,32,7,35
"E00021656",159,38,86,13,22
"E00021657",112,28,49,10,25
"E00021658",93,33,52,6,2
"E00021659",136,13,76,17,30
"E00021660",117,17,62,14,24
"E00021661",207,27,115,21,44
"E00021662",179,29,77,19,54
"E00021663",138,16,87,3,32
"E00021665",149,27,49,19,54
"E00021666",221,45,89,29,58
"E00021667",142,13,50,12,67
"E00021668",248,40,132,26,50
"E00021669",133,11,44,19,59
"E00021670",123,18,36,18,51
"E00021671",101,17,26,15,43
"E00021672",142,16,74,20,32
"E00021673",139,13,59,11,56
"E00021674",155,21,64,13,57
"E00021675",162,21,52,18,71
"E00021676",168,22,96,10,40
"E00021677",120,10,48,19,43
"E00021678",166,37,81,21,27
"E00021679",58,14,23,7,14
"E00021680",194,29,106,22,37
"E00021681",147,29,76,10,32
"E00021682",160,18,73,19,50
"E00021683",156,19,57,23,57
"E00021685",220,45,106,16,53
"E00021686",182,19,116,13,34
"E00021687",189,16,102,19,52
"E00021688",142,17,66,8,51
"E00021689",162,26,108,5,23
"E00021690",218,25,121,13,59
"E00021691",139,22,73,14,30
"E00021692",156,47,81,9,19
"E00021693",199,25,103,20,51
"E00021694",162,21,78,12,51
"E00021695",154,22,93,12,27
"E00021696",186,29,72,23,62
"E00021697",143,26,75,17,25
"E00021698",159,38,89,14,18
"E00021699",172,29,92,16,35
"E00021700",222,27,112,26,57
"E00021701",184,42,98,24,20
"E00021702",124,37,37,18,32
"E00021703",123,18,61,18,26
"E00021704",157,24,75,22,36
"E00021705",175,38,80,24,33
"E00021706",111,12,52,19,28
"E00021707",143,12,75,16,40
"E00021708",130,32,63,20,15
"E00021709",111,24,41,10,36
"E00021710",116,25,56,14,21
"E00021711",200,32,99,19,50
"E00021712",150,18,81,15,36
"E00021713",98,11,42,6,39
"E00021714",100,8,62,11,19
"E00021715",135,12,70,18,35
"E00021716",165,24,112,5,24
"E00021717",109,9,62,12,26
"E00021718",155,25,67,20,43
"E00021719",56,11,21,10,14
"E00021722",158,11,96,18,33
"E00021723",110,32,39,19,20
"E00021724",120,26,49,19,26
"E00021725",116,22,67,13,14
"E00021726",108,15,44,11,38
"E00021727",111,9,61,10,31
"E00021728",114,20,64,10,20
"E00021729",72,18,34,8,12
"E00021730",163,25,83,16,39
"E00021731",156,20,70,23,43
"E00021732",98,14,43,15,26
"E00021733",250,27,159,22,42
"E00021734",208,22,87,24,75
"E00021735",138,19,45,20,54
"E00021736",135,24,30,29,52
"E00021737",104,17,39,15,33
"E00021738",112,13,57,9,33
"E00021739",126,12,62,14,38
"E00021740",168,30,71,9,58
"E00021741",124,20,67,10,27
"E00021742",211,18,105,31,57
"E00021743",141,15,75,14,37
"E00021744",244,25,124,23,72
"E00021745",98,14,46,11,27
"E00021746",143,23,84,6,30
"E00021748",200,28,89,19,64
"E00021750",119,3,38,21,57
"E00021752",138,15,69,16,38
"E00021753",115,21,54,9,31
"E00021754",87,19,41,10,17
"E00021755",125,29,56,18,22
"E00021756",102,11,46,11,34
"E00021757",96,8,46,11,31
"E00021758",134,23,58,21,32
"E00021759",110,19,33,14,44
"E00021760",115,7,49,9,50
"E00021761",102,12,48,14,28
"E00021762",105,20,36,22,27
"E00021763",133,22,52,26,33
"E00021764",109,8,54,27,20
"E00021766",107,12,47,19,29
"E00021767",126,27,65,9,25
"E00167078",120,14,68,6,32
"E00167079",116,17,65,11,23
"E00167080",145,40,45,36,24
"E00167081",120,29,54,16,21
"E00167082",138,13,78,10,37
"E00167083",122,9,56,19,38
"E00167084",113,17,61,11,24
"E00167085",126,21,68,10,27
"E00167086",140,17,70,20,33
"E00167087",144,20,77,12,35
"E00167088",112,15,56,4,37
"E00167089",92,9,58,8,17
"E00167090",100,10,63,10,17
"E00167091",144,24,81,20,19
"E00167092",122,23,66,17,16
"E00167093",97,11,41,11,34
"E00167094",130,8,64,14,44
"E00167095",109,10,66,13,20
"E00167096",66,17,25,7,17
"E00167097",133,25,68,12,28
"E00167098",76,10,42,4,20
"E00167099",73,18,41,2,12
"E00167100",226,30,135,29,32
"E00167101",148,24,82,9,33
"E00167102",130,12,71,12,35
"E00167103",126,21,68,6,31
"E00167104",121,36,66,6,13
"E00167105",132,15,40,29,48
"E00167106",161,33,87,20,21
"E00167107",120,14,62,10,34
"E00167108",165,28,85,20,32
"E00167109",124,20,62,13,29
"E00167110",124,20,58,13,33
"E00167111",149,20,71,15,43
"E00167112",403,44,211,18,130
"E00167113",165,38,58,34,35
"E00167114",140,19,55,31,35
"E00167115",386,53,195,26,112
"E00167116",112,18,56,10,28
"E00167117",50,5,32,8,5
"E00167118",137,29,72,12,24
"E00167119",137,33,64,17,23
"E00167120",139,14,62,10,53
"E00167121",139,36,75,17,11
"E00167122",125,31,69,6,19
"E00167123",116,19,41,29,27
"E00167124",137,12,71,13,41
"E00167125",92,18,50,7,17
"E00167126",177,27,96,19,35
"E00167127",122,29,58,18,17
"E00167128",95,16,38,15,26
"E00167129",321,59,154,26,82
"E00167130",466,76,228,39,123
"E00167131",63,6,43,1,13
"E00167132",289,51,172,3,63
"E00167133",82,20,41,9,12
"E00167134",137,32,58,10,37
"E00167135",130,23,68,21,18
"E00167136",57,8,20,11,18
"E00167137",135,23,74,11,27
"E00167138",134,20,69,13,32
"E00167139",212,15,133,4,60
"E00167140",131,17,65,11,38
"E00167141",169,32,85,18,34
"E00167142",216,43,119,30,24
"E00167143",114,22,42,21,29
"E00167144",120,12,41,21,46
"E00167145",103,25,51,15,12
"E00167146",161,41,79,18,23
"E00167147",109,20,32,24,33
"E00167148",119,23,61,3,32
"E00167149",82,15,42,12,13
"E00167150",209,24,116,20,49
"E00167151",239,45,122,22,50
"E00167152",117,25,63,0,29
"E00167153",129,9,49,27,44
"E00167154",110,25,63,10,12
"E00167155",144,20,90,16,18
"E00167156",120,8,53,14,45
"E00167157",190,44,90,10,46
"E00167158",162,34,98,8,22
"E00167159",119,28,64,6,21
"E00167160",118,19,50,22,27
"E00167161",99,19,36,18,26
"E00167162",189,28,93,13,55
"E00167163",119,32,58,5,24
"E00167164",56,12,24,9,11
"E00167165",133,27,79,8,19
"E00167166",182,10,115,30,27
"E00167167",131,13,70,15,33
"E00167168",148,27,69,19,33
"E00167169",135,16,81,8,30
"E00167170",82,26,33,16,7
"E00167171",70,7,28,6,29
"E00167172",104,16,58,8,22
"E00167173",142,21,49,24,48
"E00167174",134,39,68,10,17
"E00167175",134,53,54,12,15
"E00167176",182,25,113,9,35
"E00167177",129,15,67,12,35
"E00167178",132,19,76,9,28
"E00167179",129,6,76,9,38
"E00167180",120,12,59,17,32
"E00167181",51,9,20,10,12
"E00167182",66,11,27,7,21
"E00167183",67,10,34,12,11
"E00167184",93,10,54,9,20
"E00167185",105,23,56,12,14
"E00167186",121,26,63,13,19
"E00167187",122,24,57,13,28
"E00167188",141,28,80,23,10
"E00167189",120,31,57,28,4
"E00167190",97,16,56,9,16
"E00167191",123,13,72,5,33
"E00167192",104,7,64,10,23
"E00167193",102,19,60,7,16
"E00167194",125,12,63,13,37
"E00167195",98,14,51,8,25
"E00167196",79,11,38,14,16
"E00167197",122,11,78,10,23
"E00167198",183,32,74,28,49
"E00167199",64,8,39,10,7
"E00167200",106,21,70,6,9
"E00167201",141,35,61,21,24
"E00167202",108,14,59,7,28
"E00167203",129,25,49,23,32
"E00167204",121,24,66,16,15
"E00167205",123,25,46,13,39
"E00167206",125,28,38,22,37
"E00167207",116,13,47,29,27
"E00167208",131,17,88,7,19
"E00167209",168,21,88,22,37
"E00167210",73,15,35,7,16
"E00167211",138,27,54,16,41
"E00167212",116,12,52,15,37
"E00167213",111,9,44,10,48
"E00167214",129,10,62,19,38
"E00167215",149,28,67,14,40
"E00167216",113,9,41,21,42
"E00167217",90,12,41,7,30
"E00167218",121,14,52,21,34
"E00167219",95,9,33,15,38
"E00167220",135,26,72,10,27
"E00167221",157,14,73,26,44
"E00167222",89,3,29,17,40
"E00167223",133,10,56,20,47
"E00167224",141,21,53,31,36
"E00167225",101,1,32,20,48
"E00167226",130,14,77,11,28
"E00167227",134,22,60,14,38
"E00167228",115,24,45,17,29
"E00167229",123,35,39,23,26
"E00167230",118,16,68,10,24
"E00167231",99,26,36,16,21
"E00167232",109,34,51,4,20
"E00167233",87,17,32,12,26
"E00167234",116,12,45,25,34
"E00167235",141,19,58,13,51
"E00167236",94,12,55,10,17
"E00167237",102,23,64,8,7
"E00167238",137,13,57,13,54
"E00167239",80,12,44,11,13
"E00167240",138,15,46,16,61
"E00167241",117,24,36,9,48
"E00167242",88,43,35,6,4
"E00167243",133,13,66,9,45
"E00167244",114,14,60,10,30
"E00167245",129,11,67,15,36
"E00167246",97,23,51,11,12
"E00167247",79,12,41,10,16
"E00167248",256,30,147,5,74
"E00167249",234,35,133,4,62
"E00167250",102,6,27,29,40
"E00167251",111,33,69,6,3
"E00167252",142,20,52,22,48
"E00167253",139,11,75,16,37
"E00167254",107,15,65,8,19
"E00167255",119,13,46,18,42
"E00167256",126,9,71,17,29
"E00167257",166,36,73,27,30
"E00167258",95,7,37,13,38
"E00167259",75,12,21,9,33
"E00167260",135,17,51,17,50
"E00167261",157,26,81,17,33
"E00167262",46,14,25,5,2
"E00167263",102,6,60,8,28
"E00167264",124,18,62,12,32
"E00167265",146,19,84,13,30
"E00167266",164,24,97,15,28
