"GeographyCode","QS418EW0001","QS418EW0002","QS418EW0003"
"E01004197",980,980,0
"E01004198",609,607,2
"E01004199",572,568,4
"E01004200",588,586,2
"E01004201",624,623,1
"E01004202",709,706,3
"E01004203",688,686,2
"E01004204",634,634,0
"E01004205",696,692,4
"E01004206",573,570,3
"E01004207",518,515,3
"E01004208",802,799,3
"E01004209",474,473,1
"E01004211",717,714,3
"E01004212",759,753,6
"E01004214",679,678,1
"E01004215",1465,1460,5
"E01004216",759,758,1
"E01004217",823,823,0
"E01004218",768,768,0
"E01004219",882,880,2
"E01004221",825,825,0
"E01004222",1065,1064,1
"E01004223",949,949,0
"E01004224",829,829,0
"E01004225",1185,1183,2
"E01004226",682,679,3
"E01004228",784,784,0
"E01004229",561,559,2
"E01004230",809,807,2
"E01004231",642,638,4
"E01004232",622,619,3
"E01004233",764,763,1
"E01004234",921,921,0
"E01004235",519,517,2
"E01004236",497,495,2
"E01004237",538,538,0
"E01004238",1071,1066,5
"E01004239",535,535,0
"E01004240",578,577,1
"E01004241",576,575,1
"E01004242",918,914,4
"E01004243",624,622,2
"E01004244",683,681,2
"E01004245",501,501,0
"E01004246",767,766,1
"E01004247",738,736,2
"E01004248",443,442,1
"E01004249",773,773,0
"E01004250",872,869,3
"E01004251",789,787,2
"E01004252",1101,1096,5
"E01004253",834,830,4
"E01004254",1181,1180,1
"E01004255",659,657,2
"E01004256",615,612,3
"E01004257",621,618,3
"E01004258",742,741,1
"E01004259",820,817,3
"E01004260",637,634,3
"E01004261",540,532,8
"E01004262",494,490,4
"E01004263",538,538,0
"E01004264",458,454,4
"E01004266",585,582,3
"E01004267",738,736,2
"E01004268",684,680,4
"E01004269",728,724,4
"E01004270",762,761,1
"E01004271",550,549,1
"E01004272",635,632,3
"E01004273",712,707,5
"E01004274",667,667,0
"E01004275",794,793,1
"E01004276",1085,1084,1
"E01004277",1051,1051,0
"E01004280",800,797,3
"E01004281",881,881,0
"E01004283",767,764,3
"E01004284",871,866,5
"E01004285",663,660,3
"E01004286",826,823,3
"E01004287",838,837,1
"E01004288",541,541,0
"E01004289",675,671,4
"E01004290",591,589,2
"E01004291",1133,1132,1
"E01004292",863,863,0
"E01004293",1284,1284,0
"E01004294",929,929,0
"E01004295",508,504,4
"E01004296",706,704,2
"E01004297",994,993,1
"E01004298",643,641,2
"E01004300",527,524,3
"E01004301",426,426,0
"E01004302",650,647,3
"E01004303",1025,1025,0
"E01004304",654,648,6
"E01004305",716,714,2
"E01004306",706,704,2
"E01004307",1157,1154,3
"E01004308",507,504,3
"E01004309",909,905,4
"E01004310",795,789,6
"E01004311",653,651,2
"E01004312",629,628,1
"E01004313",814,810,4
"E01004314",507,507,0
"E01004315",723,722,1
"E01004316",457,455,2
"E01004317",1228,1224,4
"E01004318",629,624,5
"E01004319",608,606,2
"E01004321",733,732,1
"E01004322",507,505,2
"E01004323",492,491,1
"E01004324",492,486,6
"E01004325",1101,1097,4
"E01004326",634,632,2
"E01032764",762,760,2
"E01032765",697,694,3
"E01032766",632,631,1
"E01032767",849,849,0
"E01032768",754,754,0
"E01032769",640,639,1
"E01032770",726,725,1
"E01032771",703,702,1
"E01032772",621,618,3
"E01032773",1036,1031,5
"E01032774",645,641,4
"E01032775",636,634,2
"E01032776",695,692,3
"E01032777",527,526,1
"E01032778",593,590,3
"E01032779",629,628,1
"E01032780",705,704,1
"E01032781",825,825,0
"E01032782",838,836,2
"E01032783",678,678,0
"E01032784",708,707,1
"E01032785",621,618,3
"E01032786",670,664,6
"E01032787",787,780,7
