"GeographyCode","QS401EW0001","QS401EW0002","QS401EW0003","QS401EW0004","QS401EW0005","QS401EW0006","QS401EW0007","QS401EW0008","QS401EW0009","QS401EW0010","QS401EW0011","QS401EW0012"
"E00021141",333,333,209,20,45,144,124,118,5,1,0,0
"E00021143",393,393,25,13,11,1,368,351,2,15,0,0
"E00021145",241,241,74,0,4,70,167,40,127,0,0,0
"E00021146",293,293,36,0,2,34,257,223,26,8,0,0
"E00021147",205,205,111,9,5,97,94,15,79,0,0,0
"E00021148",279,279,58,2,1,55,221,208,13,0,0,0
"E00021149",353,353,11,0,0,11,342,321,9,12,0,0
"E00021150",298,298,4,0,0,4,294,287,7,0,0,0
"E00021151",275,275,9,0,0,9,266,261,5,0,0,0
"E00021152",379,379,70,18,24,28,309,303,5,1,0,0
"E00021153",341,341,159,7,18,134,182,126,36,20,0,0
"E00021154",401,401,144,17,26,101,257,243,14,0,0,0
"E00021155",359,335,9,0,6,3,326,213,82,31,0,24
"E00021156",237,232,15,8,4,3,217,198,4,15,0,5
"E00021157",331,331,7,5,0,2,324,324,0,0,0,0
"E00021158",340,306,3,0,0,3,303,297,0,6,0,34
"E00021159",571,571,52,12,13,27,519,504,15,0,0,0
"E00021160",322,304,18,3,5,10,286,286,0,0,0,18
"E00021161",391,391,25,0,4,21,366,366,0,0,0,0
"E00021162",375,365,17,9,0,8,348,347,1,0,0,10
"E00021163",309,309,38,7,10,21,271,251,20,0,0,0
"E00021164",279,279,0,0,0,0,279,271,8,0,0,0
"E00021165",338,323,31,3,6,22,292,289,1,2,0,15
"E00021166",387,387,30,3,16,11,357,348,9,0,0,0
"E00021167",305,282,19,0,10,9,263,231,1,31,0,23
"E00021168",374,374,57,4,3,50,317,230,21,66,0,0
"E00021169",467,467,24,12,0,12,443,429,9,5,0,0
"E00021170",466,466,5,0,0,5,461,450,8,3,0,0
"E00021171",660,660,159,5,44,110,501,456,29,16,0,0
"E00021172",275,275,174,14,9,151,101,42,59,0,0,0
"E00021173",372,372,73,3,6,64,299,276,23,0,0,0
"E00021174",228,228,0,0,0,0,228,225,3,0,0,0
"E00021175",288,273,9,5,0,4,264,257,7,0,0,15
"E00021176",298,298,49,2,8,39,249,247,2,0,0,0
"E00021177",425,404,14,4,10,0,390,390,0,0,0,21
"E00021179",327,327,37,0,0,37,290,272,15,3,0,0
"E00021180",444,444,16,1,6,9,428,420,5,3,0,0
"E00021181",230,230,9,0,5,4,220,181,14,25,1,0
"E00021182",343,334,85,6,18,61,249,109,57,83,0,9
"E00021183",231,223,3,0,0,3,220,211,9,0,0,8
"E00021184",169,169,7,0,3,4,162,158,4,0,0,0
"E00021185",299,299,111,11,17,83,188,95,93,0,0,0
"E00021186",440,436,16,4,6,6,420,420,0,0,0,4
"E00021187",307,292,2,0,0,2,290,281,2,7,0,15
"E00021188",302,291,159,14,20,125,132,99,33,0,0,11
"E00021189",397,397,73,6,8,59,324,303,16,5,0,0
"E00021190",452,439,54,5,4,45,385,353,4,28,0,13
"E00021191",396,396,8,4,0,4,388,346,39,3,0,0
"E00021192",329,324,9,0,0,9,315,315,0,0,0,5
"E00021193",323,318,6,2,0,4,312,249,31,32,0,5
"E00021194",563,541,152,16,24,112,389,382,3,4,0,22
"E00021195",392,392,17,0,8,9,375,367,5,3,0,0
"E00021196",381,371,12,0,7,5,359,359,0,0,0,10
"E00021197",415,408,92,7,12,73,316,296,14,6,0,7
"E00021198",313,306,7,0,0,7,299,293,0,6,0,7
"E00021199",182,182,0,0,0,0,182,173,7,2,0,0
"E00021200",322,306,3,0,3,0,303,289,9,5,0,16
"E00021201",321,321,92,1,19,72,229,228,1,0,0,0
"E00021202",285,276,39,13,9,17,237,235,0,2,0,9
"E00021203",246,233,9,5,0,4,224,217,7,0,0,13
"E00021204",401,388,251,16,71,164,137,126,4,7,0,13
"E00021205",336,313,51,0,7,44,262,262,0,0,0,23
"E00021206",239,239,0,0,0,0,239,238,1,0,0,0
"E00021207",256,256,5,0,0,5,251,214,30,7,0,0
"E00021208",299,299,50,4,9,37,249,243,6,0,0,0
"E00021209",246,246,11,7,4,0,235,222,5,8,0,0
"E00021210",289,289,130,4,30,96,159,158,1,0,0,0
"E00021211",372,360,12,1,11,0,348,317,31,0,0,12
"E00021212",270,270,31,0,14,17,239,229,10,0,0,0
"E00021213",415,398,45,3,11,31,353,350,3,0,0,17
"E00021214",442,440,23,6,4,13,417,405,7,5,0,2
"E00021215",344,342,142,8,14,120,200,179,15,6,0,2
"E00021216",325,320,18,0,5,13,302,294,6,2,0,5
"E00021217",452,444,11,3,1,7,433,410,21,2,0,8
"E00021218",491,491,300,24,82,194,191,191,0,0,0,0
"E00021219",250,250,165,9,44,112,85,77,2,6,0,0
"E00021220",348,348,57,0,13,44,291,282,9,0,0,0
"E00021223",388,388,104,4,39,61,284,279,5,0,0,0
"E00021224",409,409,79,4,13,62,330,326,4,0,0,0
"E00021225",292,292,7,0,2,5,285,284,1,0,0,0
"E00021227",269,269,162,5,114,43,107,105,2,0,0,0
"E00021228",359,359,129,8,80,41,229,217,10,2,1,0
"E00021229",309,309,7,0,0,7,302,302,0,0,0,0
"E00021230",248,248,81,11,26,44,167,165,2,0,0,0
"E00021231",210,210,63,3,18,42,147,146,1,0,0,0
"E00021235",368,368,7,0,0,7,361,361,0,0,0,0
"E00021236",324,321,9,5,0,4,312,303,9,0,0,3
"E00021238",398,395,70,0,10,60,325,323,2,0,0,3
"E00021239",286,286,2,2,0,0,284,283,0,1,0,0
"E00021240",304,304,48,6,3,39,256,246,10,0,0,0
"E00021241",274,274,130,8,11,111,144,140,4,0,0,0
"E00021243",398,398,15,0,6,9,383,376,7,0,0,0
"E00021244",254,254,3,1,0,2,251,247,4,0,0,0
"E00021245",246,233,17,7,5,5,216,215,1,0,0,13
"E00021246",517,517,105,12,42,51,412,395,4,13,0,0
"E00021247",402,394,22,5,3,14,372,366,6,0,0,8
"E00021248",380,380,5,0,0,5,375,375,0,0,0,0
"E00021249",329,329,19,0,3,16,310,310,0,0,0,0
"E00021251",292,292,91,8,11,72,201,193,4,4,0,0
"E00021252",267,267,91,0,13,78,176,168,8,0,0,0
"E00021253",304,304,17,0,9,8,287,284,0,3,0,0
"E00021254",237,237,39,0,0,39,198,196,2,0,0,0
"E00021255",221,221,5,3,0,2,216,209,7,0,0,0
"E00021256",242,234,29,0,0,29,205,205,0,0,0,8
"E00021257",242,242,137,1,39,97,105,100,5,0,0,0
"E00021258",360,360,12,0,6,6,348,341,7,0,0,0
"E00021259",399,399,115,9,42,64,284,273,11,0,0,0
"E00021260",320,320,96,12,14,70,224,217,6,1,0,0
"E00021261",278,268,24,0,13,11,244,244,0,0,0,10
"E00021262",305,305,9,0,2,7,296,288,8,0,0,0
"E00021263",401,401,255,1,5,249,146,138,8,0,0,0
"E00021266",281,281,130,15,12,103,151,48,103,0,0,0
"E00021267",329,329,107,5,16,86,222,211,11,0,0,0
"E00021268",253,253,43,0,4,39,210,208,0,2,0,0
"E00021271",392,392,144,20,20,104,248,246,1,1,0,0
"E00021272",221,221,67,9,15,43,154,141,11,2,0,0
"E00021273",285,285,153,21,14,118,132,132,0,0,0,0
"E00021274",549,549,151,21,20,110,398,398,0,0,0,0
"E00021275",259,259,110,14,9,87,149,144,5,0,0,0
"E00021277",249,249,172,9,19,144,77,75,2,0,0,0
"E00021278",199,199,57,0,17,40,142,128,2,12,0,0
"E00021279",444,444,147,10,27,110,297,292,0,5,0,0
"E00021280",287,287,60,9,14,37,227,172,11,44,0,0
"E00021281",531,523,185,47,20,118,338,259,20,59,0,8
"E00021282",407,407,97,10,19,68,310,299,7,4,0,0
"E00021285",123,120,0,0,0,0,120,120,0,0,0,3
"E00021286",230,230,131,5,24,102,99,84,14,1,0,0
