"GeographyCode","KS610EW0001","KS610EW0002","KS610EW0003","KS610EW0004","KS610EW0005","KS610EW0006","KS610EW0007","KS610EW0008","KS610EW0009","KS610EW0010","KS610EW0011","KS610EW0012","KS610EW0013","KS610EW0014","KS610EW0015","KS610EW0016","KS610EW0017","KS610EW0018","KS610EW0019"
"E00021141",41,4,6,7,4,0,8,6,0,6,9.75609756097561,14.6341463414634,17.0731707317073,9.75609756097561,0,19.5121951219512,14.6341463414634,0,14.6341463414634
"E00021143",61,5,18,16,12,0,6,1,0,3,8.19672131147541,29.5081967213115,26.2295081967213,19.672131147541,0,9.83606557377049,1.63934426229508,0,4.91803278688525
"E00021145",71,11,25,18,3,0,5,4,1,4,15.4929577464789,35.2112676056338,25.3521126760563,4.22535211267606,0,7.04225352112676,5.63380281690141,1.40845070422535,5.63380281690141
"E00021146",114,11,21,33,8,1,10,18,0,12,9.64912280701754,18.4210526315789,28.9473684210526,7.01754385964912,0.87719298245614,8.7719298245614,15.7894736842105,0,10.5263157894737
"E00021147",46,3,11,12,9,1,5,3,0,2,6.52173913043478,23.9130434782609,26.0869565217391,19.5652173913043,2.17391304347826,10.8695652173913,6.52173913043478,0,4.34782608695652
"E00021148",68,2,17,17,12,2,1,8,3,6,2.94117647058824,25,25,17.6470588235294,2.94117647058824,1.47058823529412,11.7647058823529,4.41176470588235,8.82352941176471
"E00021149",51,3,11,10,6,1,7,5,0,8,5.88235294117647,21.5686274509804,19.6078431372549,11.7647058823529,1.96078431372549,13.7254901960784,9.80392156862745,0,15.6862745098039
"E00021150",62,3,9,12,16,1,9,8,0,4,4.83870967741935,14.5161290322581,19.3548387096774,25.8064516129032,1.61290322580645,14.5161290322581,12.9032258064516,0,6.45161290322581
"E00021151",41,1,8,11,6,0,3,4,0,8,2.4390243902439,19.5121951219512,26.8292682926829,14.6341463414634,0,7.31707317073171,9.75609756097561,0,19.5121951219512
"E00021152",67,2,17,7,10,2,14,8,0,7,2.98507462686567,25.3731343283582,10.4477611940298,14.9253731343284,2.98507462686567,20.8955223880597,11.9402985074627,0,10.4477611940298
"E00021153",138,17,45,32,13,3,6,11,2,9,12.3188405797101,32.6086956521739,23.1884057971014,9.42028985507246,2.17391304347826,4.34782608695652,7.97101449275362,1.44927536231884,6.52173913043478
"E00021154",62,2,18,11,13,1,8,2,1,6,3.2258064516129,29.0322580645161,17.741935483871,20.9677419354839,1.61290322580645,12.9032258064516,3.2258064516129,1.61290322580645,9.67741935483871
"E00021155",128,7,45,35,19,5,5,6,1,5,5.46875,35.15625,27.34375,14.84375,3.90625,3.90625,4.6875,0.78125,3.90625
"E00021156",41,2,11,4,3,1,3,8,0,9,4.8780487804878,26.8292682926829,9.75609756097561,7.31707317073171,2.4390243902439,7.31707317073171,19.5121951219512,0,21.9512195121951
"E00021157",45,2,10,9,6,1,4,2,0,11,4.44444444444444,22.2222222222222,20,13.3333333333333,2.22222222222222,8.88888888888889,4.44444444444444,0,24.4444444444444
"E00021158",36,1,5,6,5,0,8,5,0,6,2.77777777777778,13.8888888888889,16.6666666666667,13.8888888888889,0,22.2222222222222,13.8888888888889,0,16.6666666666667
"E00021159",113,9,29,24,17,3,12,10,2,7,7.9646017699115,25.6637168141593,21.2389380530973,15.0442477876106,2.65486725663717,10.6194690265487,8.84955752212389,1.76991150442478,6.19469026548673
"E00021160",53,0,14,7,14,1,3,6,0,8,0,26.4150943396226,13.2075471698113,26.4150943396226,1.88679245283019,5.66037735849057,11.3207547169811,0,15.0943396226415
"E00021161",98,6,27,14,18,2,12,10,2,7,6.12244897959184,27.5510204081633,14.2857142857143,18.3673469387755,2.04081632653061,12.2448979591837,10.2040816326531,2.04081632653061,7.14285714285714
"E00021162",78,9,21,18,5,1,9,6,1,8,11.5384615384615,26.9230769230769,23.0769230769231,6.41025641025641,1.28205128205128,11.5384615384615,7.69230769230769,1.28205128205128,10.2564102564103
"E00021163",46,1,7,10,8,0,7,3,2,8,2.17391304347826,15.2173913043478,21.7391304347826,17.3913043478261,0,15.2173913043478,6.52173913043478,4.34782608695652,17.3913043478261
"E00021164",26,2,5,2,2,1,5,1,0,8,7.69230769230769,19.2307692307692,7.69230769230769,7.69230769230769,3.84615384615385,19.2307692307692,3.84615384615385,0,30.7692307692308
"E00021165",55,2,10,13,10,1,7,6,0,6,3.63636363636364,18.1818181818182,23.6363636363636,18.1818181818182,1.81818181818182,12.7272727272727,10.9090909090909,0,10.9090909090909
"E00021166",70,4,10,16,10,2,4,12,0,12,5.71428571428571,14.2857142857143,22.8571428571429,14.2857142857143,2.85714285714286,5.71428571428571,17.1428571428571,0,17.1428571428571
"E00021167",64,5,24,11,8,3,4,3,1,5,7.8125,37.5,17.1875,12.5,4.6875,6.25,4.6875,1.5625,7.8125
"E00021168",146,9,48,54,17,1,6,8,0,3,6.16438356164384,32.8767123287671,36.986301369863,11.6438356164384,0.684931506849315,4.10958904109589,5.47945205479452,0,2.05479452054794
