"GeographyCode","QS302EW0001","QS302EW0002","QS302EW0003","QS302EW0004","QS302EW0005","QS302EW0006"
"E00021292",312,128,112,42,22,8
"E00021294",578,258,223,62,26,9
"E00021295",379,224,108,36,10,1
"E00021296",341,193,106,32,8,2
"E00021297",418,201,148,48,17,4
"E00021298",417,231,136,36,11,3
"E00021299",438,232,128,52,16,10
"E00021300",492,290,158,31,10,3
"E00021301",522,221,203,57,31,10
"E00021302",463,211,180,36,29,7
"E00021303",349,152,120,50,19,8
"E00021304",361,171,134,39,13,4
"E00021305",255,138,83,20,11,3
"E00021306",264,141,90,21,9,3
"E00021307",470,250,163,35,19,3
"E00021308",448,248,137,43,15,5
"E00021309",189,119,59,10,1,0
"E00021310",259,131,69,37,14,8
"E00021311",335,168,108,39,14,6
"E00021312",316,156,112,35,12,1
"E00021313",484,281,137,44,13,9
"E00021314",370,219,96,38,13,4
"E00021315",138,21,32,52,25,8
"E00021316",322,132,118,49,15,8
"E00021317",328,189,105,28,4,2
"E00021318",303,144,95,38,17,9
"E00021319",330,158,100,53,16,3
"E00021320",322,161,98,29,26,8
"E00021321",302,175,77,27,21,2
"E00021322",315,136,118,39,13,9
"E00021323",374,159,129,53,27,6
"E00021324",380,175,131,45,24,5
"E00021325",413,220,122,49,14,8
"E00021326",433,194,162,54,20,3
"E00021327",397,183,142,45,21,6
"E00021328",434,197,174,45,15,3
"E00021329",398,167,128,68,27,8
"E00021330",334,146,114,49,21,4
"E00021331",200,101,64,26,7,2
"E00021332",491,220,161,74,24,12
"E00021333",351,145,121,42,29,14
"E00021334",377,129,141,67,34,6
"E00021335",564,252,186,86,32,8
"E00021336",300,143,105,34,11,7
"E00021337",339,149,112,53,17,8
"E00021338",452,193,156,75,18,10
"E00021339",331,143,115,49,18,6
"E00021340",383,195,114,51,20,3
"E00021342",342,166,123,37,14,2
"E00021344",534,224,178,90,28,14
"E00021345",348,151,145,34,16,2
"E00021346",341,137,136,40,23,5
"E00021347",408,192,159,40,14,3
"E00021349",399,177,145,49,19,9
"E00021350",354,159,115,46,19,15
"E00021351",381,195,116,48,13,9
"E00021352",284,165,79,21,17,2
"E00021353",308,120,111,47,20,10
"E00021354",463,180,181,62,30,10
"E00021355",300,146,114,30,7,3
"E00021357",412,194,113,64,32,9
"E00021359",369,173,132,43,16,5
"E00021360",450,186,188,51,17,8
"E00021361",371,171,139,44,12,5
"E00021363",389,186,116,65,18,4
"E00021364",570,269,193,71,28,9
"E00021365",282,118,110,37,15,2
"E00021366",371,151,125,63,20,12
"E00021367",318,147,98,43,20,10
"E00021368",399,175,137,59,22,6
"E00021369",232,114,68,32,9,9
"E00021370",616,269,228,69,36,14
"E00021371",199,85,68,30,11,5
"E00021372",385,193,123,48,15,6
"E00021374",420,183,122,69,32,14
"E00021375",389,171,126,70,16,6
"E00021376",384,176,124,52,22,10
"E00021377",586,280,219,60,20,7
"E00021378",424,182,162,51,17,12
"E00021379",283,121,88,44,21,9
"E00021380",329,122,103,60,37,7
"E00021381",410,170,138,71,21,10
"E00021382",411,204,132,44,21,10
"E00021383",523,205,183,80,40,15
"E00021384",220,122,86,10,2,0
"E00021385",433,223,157,31,19,3
"E00021386",360,166,124,40,26,4
"E00021387",664,308,217,71,40,28
"E00021388",330,139,112,45,29,5
"E00021391",492,231,156,70,24,11
"E00021392",369,185,119,47,11,7
"E00021393",423,181,138,67,30,7
"E00021394",358,164,123,35,26,10
"E00021395",336,132,130,48,23,3
"E00021396",351,142,121,55,24,9
"E00021397",566,274,180,64,35,13
"E00021398",474,234,147,59,20,14
"E00021399",371,211,97,33,22,8
"E00021400",394,216,111,51,12,4
"E00021402",276,100,109,51,14,2
"E00021404",256,164,83,7,2,0
"E00021405",429,190,161,54,20,4
"E00021406",371,151,126,64,21,9
"E00021407",540,245,180,76,29,10
"E00021408",340,197,120,18,5,0
"E00021409",274,186,72,11,2,3
"E00021410",316,145,109,41,17,4
"E00021411",389,166,144,49,22,8
"E00021412",514,251,181,52,22,8
"E00021413",413,198,129,43,23,20
"E00021414",402,194,128,46,29,5
"E00021415",379,215,102,39,12,11
"E00021416",369,154,138,45,27,5
"E00021417",275,116,89,43,18,9
"E00021418",213,142,62,4,2,3
"E00021419",446,218,139,59,25,5
"E00021420",285,132,102,23,22,6
"E00021421",448,177,156,74,37,4
"E00021422",209,74,91,29,12,3
"E00021423",417,174,150,58,25,10
"E00021424",212,146,54,8,4,0
"E00021425",232,152,72,6,2,0
"E00021426",349,165,120,50,12,2
"E00021427",229,147,66,14,1,1
"E00021428",393,167,158,53,13,2
"E00021429",141,71,59,4,6,1
"E00021430",331,160,110,38,16,7
"E00021431",319,134,117,39,19,10
"E00021432",387,165,127,61,22,12
"E00021433",624,300,226,46,40,12
"E00021434",421,160,175,59,21,6
"E00021437",318,158,102,41,6,11
"E00021438",210,64,63,56,24,3
"E00021439",236,88,83,44,17,4
"E00021440",451,225,135,51,29,11
"E00021441",358,210,103,32,11,2
"E00021442",335,129,122,55,25,4
"E00021443",265,99,84,50,18,14
"E00021444",348,169,111,41,22,5
"E00021445",422,203,125,52,26,16
"E00021446",448,221,157,37,22,11
"E00021447",266,154,94,11,4,3
"E00021448",337,160,121,34,20,2
"E00021449",333,173,106,30,20,4
"E00021450",187,91,66,22,7,1
"E00021451",400,184,132,51,25,8
"E00021452",212,94,69,28,20,1
"E00021453",310,114,116,56,19,5
"E00021454",357,153,118,59,21,6
"E00021455",346,146,127,50,19,4
"E00021458",288,165,87,25,9,2
"E00021459",256,147,79,17,9,4
"E00021460",385,192,147,30,13,3
"E00021461",250,120,80,39,8,3
"E00021462",314,142,113,34,18,7
"E00021463",338,161,107,43,18,9
"E00021464",279,151,84,27,12,5
"E00021465",416,187,139,63,22,5
"E00021466",735,398,275,42,14,6
"E00021467",371,163,148,31,15,14
"E00021468",265,120,100,25,12,8
"E00021469",446,231,132,57,15,11
"E00021470",282,138,76,45,18,5
"E00021471",373,179,120,47,22,5
"E00021473",422,231,142,29,16,4
"E00021474",402,186,140,46,27,3
"E00021475",377,161,142,49,19,6
"E00021476",406,196,131,55,15,9
"E00021477",460,251,132,52,18,7
"E00021478",333,181,98,34,15,5
"E00021479",411,218,156,27,6,4
"E00021480",303,170,103,21,8,1
"E00021481",413,201,143,49,13,7
"E00021482",455,245,148,36,18,8
"E00021483",600,379,160,43,16,2
"E00021484",364,231,106,20,7,0
"E00021485",330,160,112,44,14,0
"E00021486",387,171,138,48,21,9
"E00021487",220,94,90,23,10,3
"E00021488",444,210,155,53,16,10
"E00021489",346,163,112,52,10,9
"E00021490",306,163,97,27,12,7
"E00021491",285,140,94,28,17,6
"E00021492",372,163,123,52,18,16
"E00021493",481,205,185,53,23,15
"E00021494",546,243,165,79,43,16
"E00021495",609,306,174,92,24,13
"E00021496",360,172,118,38,22,10
"E00021497",517,274,140,56,36,11
"E00021498",389,172,142,50,20,5
"E00021499",310,180,101,16,7,6
"E00021500",319,179,93,26,16,5
"E00021501",304,125,99,48,23,9
"E00021502",375,161,117,61,25,11
"E00021503",393,182,147,45,13,6
"E00021504",399,200,130,45,16,8
"E00021505",312,131,101,52,18,10
"E00021506",317,139,114,50,8,6
"E00021507",376,203,104,42,20,7
"E00021508",395,224,114,38,16,3
"E00021509",517,225,156,83,31,22
"E00021510",240,166,63,6,3,2
"E00021511",205,143,53,4,2,3
"E00021516",252,127,90,26,9,0
"E00021517",304,161,103,34,5,1
"E00021518",337,172,118,30,10,7
"E00021519",463,269,143,33,14,4
"E00021520",216,135,65,10,3,3
"E00021521",259,130,82,32,10,5
"E00021522",468,216,153,54,36,9
"E00021524",590,315,190,65,14,6
"E00021525",308,200,82,17,7,2
"E00021526",342,207,118,16,0,1
"E00021527",317,181,119,17,0,0
"E00021528",259,131,83,29,10,6
"E00021529",192,89,48,31,20,4
"E00021531",597,277,201,79,30,10
"E00021532",318,194,105,16,3,0
"E00021533",242,154,75,9,2,2
"E00021534",225,139,76,9,0,1
"E00021535",286,163,85,28,7,3
"E00021536",282,161,106,13,2,0
"E00021537",339,186,124,25,2,2
"E00021538",684,447,207,27,3,0
"E00021539",252,162,82,7,1,0
"E00021541",229,152,66,9,2,0
"E00021542",218,116,91,9,0,2
"E00021543",270,169,87,9,4,1
"E00021544",180,124,48,7,1,0
"E00021546",196,129,61,4,2,0
"E00021547",278,112,93,46,17,10
"E00021549",386,159,134,60,23,10
"E00021550",403,219,111,50,15,8
"E00021552",241,105,82,46,6,2
"E00021553",349,140,107,69,22,11
"E00021554",259,150,86,19,3,1
"E00021555",447,224,163,40,16,4
"E00021556",285,189,77,12,4,3
"E00021557",340,201,121,11,6,1
"E00021559",338,157,98,40,35,8
"E00021560",431,165,166,58,31,11
"E00021561",278,132,103,31,9,3
"E00021562",372,193,113,45,13,8
"E00021563",402,221,112,46,17,6
"E00021564",313,119,129,36,24,5
"E00021565",207,115,52,28,6,6
"E00021566",446,256,133,37,14,6
"E00021567",351,190,103,34,17,7
"E00021569",302,168,108,19,4,3
"E00021572",433,215,152,45,16,5
"E00021574",267,138,76,40,10,3
"E00021577",291,111,97,49,26,8
"E00021579",362,195,112,36,14,5
"E00021580",423,203,130,52,28,10
"E00021582",401,197,123,49,25,7
"E00021583",434,188,155,62,19,10
"E00021584",302,142,87,42,26,5
"E00021585",590,287,195,70,26,12
"E00021586",455,218,145,64,20,8
"E00021587",396,158,155,57,20,6
"E00021588",333,130,116,51,29,7
"E00021590",376,181,122,38,27,8
"E00021591",491,220,177,54,33,7
"E00021592",315,157,91,34,24,9
"E00021593",225,62,74,43,32,14
"E00021594",336,142,131,36,16,11
"E00021595",354,166,122,38,20,8
"E00021596",381,190,108,48,24,11
"E00021597",374,174,129,48,19,4
"E00021598",260,153,84,14,5,4
"E00021599",326,199,108,15,3,1
"E00021600",308,216,67,17,7,1
"E00021601",230,131,81,12,2,4
"E00021602",368,235,94,32,6,1
"E00021603",184,124,48,10,1,1
"E00021604",356,184,116,34,16,6
"E00021605",289,146,112,26,3,2
"E00021606",282,171,78,21,7,5
"E00021607",262,95,95,46,23,3
"E00021608",217,121,72,16,7,1
"E00021610",323,164,104,35,16,4
"E00021611",397,225,116,33,15,8
"E00021612",214,128,70,16,0,0
"E00021613",188,120,58,9,1,0
"E00021614",263,160,89,10,4,0
"E00021615",218,125,75,14,2,2
"E00021616",438,157,189,56,26,10
"E00021617",166,99,59,7,1,0
"E00021618",282,112,121,27,15,7
"E00021619",463,211,151,69,27,5
"E00021620",246,116,94,19,13,4
"E00021621",333,145,113,47,21,7
"E00021622",247,163,71,11,1,1
"E00021623",189,75,77,21,13,3
"E00021624",292,163,104,22,2,1
"E00021625",510,291,162,33,15,9
"E00021626",329,183,100,26,19,1
"E00021627",372,217,125,15,12,3
"E00021628",214,123,67,19,4,1
"E00021629",229,151,64,12,2,0
"E00021630",262,122,85,34,13,8
"E00021631",305,200,94,8,3,0
"E00021632",229,153,60,14,2,0
"E00021633",214,128,79,7,0,0
"E00021634",283,165,79,23,10,6
"E00021635",227,146,68,9,2,2
"E00021636",335,159,100,48,17,11
"E00021637",509,221,206,50,21,11
"E00021639",347,147,120,51,22,7
"E00021640",397,204,116,47,21,9
"E00021641",415,220,95,56,30,14
"E00021642",335,132,112,54,30,7
"E00021643",246,89,92,39,23,3
"E00021644",327,117,116,58,31,5
"E00021646",498,208,180,70,30,10
"E00021648",202,131,55,10,5,1
"E00021649",434,197,155,51,22,9
"E00021650",265,142,100,12,7,4
"E00021651",251,155,81,11,4,0
"E00021652",276,183,76,12,2,3
"E00021653",547,244,186,89,18,10
"E00021654",379,162,128,55,29,5
"E00021655",274,119,93,36,20,6
"E00021656",386,194,117,48,20,7
"E00021657",204,127,68,8,1,0
"E00021658",177,110,59,4,3,1
"E00021659",335,158,111,40,15,11
"E00021660",278,123,99,33,15,8
"E00021661",488,223,152,66,35,12
"E00021662",566,267,171,83,29,16
"E00021663",236,77,90,45,18,6
"E00021665",473,223,155,65,24,6
"E00021666",564,281,182,74,19,8
"E00021667",490,229,157,63,28,13
"E00021668",511,218,175,74,31,13
"E00021669",488,195,191,58,25,19
"E00021670",402,153,166,54,23,6
"E00021671",351,185,94,50,18,4
"E00021672",416,213,130,41,24,8
"E00021673",452,159,150,87,40,16
"E00021674",378,194,111,40,23,10
"E00021675",518,251,147,65,36,19
"E00021676",293,196,79,17,0,1
"E00021677",345,173,104,44,18,6
"E00021678",438,244,144,29,12,9
"E00021679",150,87,46,14,2,1
"E00021680",494,268,158,43,19,6
"E00021681",262,139,105,7,10,1
"E00021682",545,256,164,60,37,28
"E00021683",509,237,163,65,30,14
"E00021685",568,311,169,60,19,9
"E00021686",531,330,163,29,7,2
"E00021687",435,233,141,34,19,8
"E00021688",381,217,98,36,18,12
"E00021689",399,273,111,15,0,0
"E00021690",445,227,169,32,12,5
"E00021691",315,142,99,44,23,7
"E00021692",271,160,81,20,8,2
"E00021693",430,224,146,38,17,5
"E00021694",454,228,144,56,20,6
"E00021695",372,205,120,31,11,5
"E00021696",527,238,198,64,17,10
"E00021697",305,149,101,37,14,4
"E00021698",340,194,89,42,12,3
"E00021699",390,176,118,58,32,6
"E00021700",511,256,156,67,23,9
"E00021701",442,223,145,43,26,5
"E00021702",370,146,135,56,24,9
"E00021703",315,152,95,45,16,7
"E00021704",375,193,137,30,9,6
"E00021705",431,219,153,38,18,3
"E00021706",338,159,109,38,23,9
"E00021707",377,183,128,50,10,6
"E00021708",298,117,96,51,21,13
"E00021709",324,151,120,32,14,7
"E00021710",313,137,97,48,19,12
"E00021711",471,267,140,42,19,3
"E00021712",297,162,85,27,16,7
"E00021713",295,140,106,33,12,4
"E00021714",209,84,60,33,23,9
"E00021715",361,197,103,39,21,1
"E00021716",280,76,76,64,47,17
"E00021717",253,121,67,40,21,4
"E00021718",361,219,95,29,17,1
"E00021719",163,85,52,14,10,2
"E00021722",342,131,164,24,12,11
"E00021723",295,149,104,27,13,2
"E00021724",260,150,90,14,5,1
"E00021725",232,127,69,24,8,4
"E00021726",268,133,86,26,18,5
"E00021727",249,112,93,23,15,6
"E00021728",253,112,82,33,20,6
"E00021729",190,76,70,27,11,6
"E00021730",370,168,122,55,21,4
"E00021731",396,192,126,50,22,6
"E00021732",268,149,85,21,7,6
"E00021733",578,269,194,69,26,20
"E00021734",599,272,207,61,44,15
"E00021735",481,198,184,57,28,14
"E00021736",492,207,178,75,25,7
"E00021737",283,150,91,28,10,4
"E00021738",332,155,95,50,24,8
"E00021739",273,153,94,20,4,2
"E00021740",393,181,134,48,24,6
"E00021741",223,147,63,9,4,0
"E00021742",547,284,191,51,17,4
"E00021743",313,116,113,56,23,5
"E00021744",568,338,176,40,9,5
"E00021745",233,87,94,32,16,4
"E00021746",233,140,71,15,5,2
"E00021748",534,237,184,74,28,11
"E00021750",449,219,137,58,22,13
"E00021752",422,179,141,64,32,6
"E00021753",282,124,90,43,18,7
"E00021754",204,68,82,31,15,8
"E00021755",358,185,113,38,15,7
"E00021756",217,121,64,24,8,0
"E00021757",248,77,102,42,19,8
"E00021758",322,145,106,40,18,13
"E00021759",373,182,124,35,24,8
"E00021760",351,170,111,47,15,8
"E00021761",341,219,99,17,2,4
"E00021762",312,157,100,33,16,6
"E00021763",394,157,150,43,33,11
"E00021764",467,259,141,48,13,6
"E00021766",413,208,121,46,32,6
"E00021767",233,110,79,26,15,3
"E00167078",503,301,159,29,12,2
"E00167079",222,160,57,4,1,0
"E00167080",390,225,118,29,12,6
"E00167081",279,191,74,11,1,2
"E00167082",309,195,88,21,4,1
"E00167083",343,191,97,30,12,13
"E00167084",231,138,83,8,1,1
"E00167085",267,128,93,34,8,4
"E00167086",368,190,124,39,12,3
"E00167087",282,176,86,16,3,1
"E00167088",210,122,72,14,1,1
"E00167089",171,84,61,17,7,2
"E00167090",195,94,70,23,5,3
"E00167091",331,186,108,31,5,1
"E00167092",294,175,90,21,7,1
"E00167093",196,130,56,8,1,1
"E00167094",292,165,90,23,10,4
"E00167095",379,150,118,62,36,13
"E00167096",131,99,29,2,1,0
"E00167097",259,160,67,21,10,1
"E00167098",131,90,33,3,4,1
"E00167099",110,75,32,2,1,0
"E00167100",519,371,133,13,2,0
"E00167101",256,188,59,5,4,0
"E00167102",300,157,94,38,10,1
"E00167103",206,146,51,6,1,2
"E00167104",216,137,70,9,0,0
"E00167105",479,207,167,67,28,10
"E00167106",314,184,112,15,3,0
"E00167107",238,121,83,15,14,5
"E00167108",400,180,122,63,27,8
"E00167109",261,160,81,14,3,3
"E00167110",293,182,86,17,7,1
"E00167111",282,197,78,7,0,0
"E00167112",795,457,273,41,20,4
"E00167113",473,267,131,46,23,6
"E00167114",464,233,128,66,27,10
"E00167115",727,441,222,50,12,2
"E00167116",280,129,99,31,14,7
"E00167117",133,93,32,6,1,1
"E00167118",244,135,101,8,0,0
"E00167119",305,156,112,21,15,1
"E00167120",283,157,103,14,7,2
"E00167121",265,181,77,6,1,0
"E00167122",202,123,63,9,5,2
"E00167123",347,170,123,34,14,6
"E00167124",308,172,99,28,8,1
"E00167125",173,107,50,12,2,2
"E00167126",367,216,137,11,3,0
"E00167127",265,161,84,16,4,0
"E00167128",276,145,88,34,5,4
"E00167129",615,359,206,39,6,5
"E00167130",834,529,254,36,11,4
"E00167131",145,60,42,28,13,2
"E00167132",393,271,108,11,2,1
"E00167133",175,89,63,14,8,1
"E00167134",222,146,66,7,2,1
"E00167135",269,178,71,11,8,1
"E00167136",178,76,57,27,15,3
"E00167137",222,151,58,10,2,1
"E00167138",230,139,70,15,5,1
"E00167139",305,201,88,16,0,0
"E00167140",246,138,90,13,4,1
"E00167141",313,186,116,9,2,0
"E00167142",453,254,162,26,7,4
"E00167143",337,149,122,44,19,3
"E00167144",428,204,123,59,34,8
"E00167145",196,132,48,13,2,1
"E00167146",300,194,95,7,2,2
"E00167147",277,179,80,17,1,0
"E00167148",188,130,48,9,0,1
"E00167149",167,99,58,9,1,0
"E00167150",366,243,103,17,3,0
"E00167151",423,292,114,16,1,0
"E00167152",164,108,47,8,1,0
"E00167153",402,199,158,36,7,2
"E00167154",205,131,67,6,1,0
"E00167155",310,202,88,13,5,2
"E00167156",336,146,121,37,25,7
"E00167157",317,225,85,6,1,0
"E00167158",257,178,71,8,0,0
"E00167159",211,151,52,7,0,1
"E00167160",316,157,101,34,19,5
"E00167161",312,137,108,40,18,9
"E00167162",337,215,106,15,1,0
"E00167163",260,146,92,17,5,0
"E00167164",118,62,49,4,0,3
"E00167165",228,145,78,5,0,0
"E00167166",464,312,134,15,2,1
"E00167167",267,157,88,18,4,0
"E00167168",281,150,105,19,5,2
"E00167169",375,166,110,63,30,6
"E00167170",171,113,48,5,2,3
"E00167171",211,95,79,21,12,4
"E00167172",203,94,74,25,9,1
"E00167173",473,191,150,67,48,17
"E00167174",240,155,73,9,3,0
"E00167175",212,130,70,11,1,0
"E00167176",344,183,110,28,18,5
"E00167177",264,175,80,7,1,1
"E00167178",321,169,99,36,12,5
"E00167179",240,141,87,10,2,0
"E00167180",311,158,106,35,7,5
"E00167181",160,80,56,17,5,2
"E00167182",149,79,43,15,9,3
"E00167183",139,99,33,4,3,0
"E00167184",175,94,57,17,7,0
"E00167185",247,83,96,43,20,5
"E00167186",243,131,95,15,1,1
"E00167187",288,178,81,20,3,6
"E00167188",304,213,75,12,4,0
"E00167189",273,163,77,15,13,5
"E00167190",210,131,53,16,7,3
"E00167191",216,138,67,8,2,1
"E00167192",230,135,64,18,10,3
"E00167193",220,95,69,28,16,12
"E00167194",287,169,83,28,4,3
"E00167195",189,100,75,12,2,0
"E00167196",204,76,68,36,17,7
"E00167197",246,99,83,29,24,11
"E00167198",535,244,187,66,32,6
"E00167199",171,100,58,9,3,1
"E00167200",218,126,79,9,2,2
"E00167201",319,136,99,57,21,6
"E00167202",197,62,67,39,21,8
"E00167203",384,194,137,35,15,3
"E00167204",239,169,64,4,1,1
"E00167205",326,138,104,61,18,5
"E00167206",387,181,120,46,32,8
"E00167207",335,200,94,32,8,1
"E00167208",266,176,75,13,1,1
"E00167209",376,232,126,10,6,2
"E00167210",141,101,33,6,1,0
"E00167211",398,177,154,45,19,3
"E00167212",282,136,111,21,8,6
"E00167213",397,186,124,44,30,13
"E00167214",362,158,149,39,11,5
"E00167215",327,196,91,28,9,3
"E00167216",379,166,125,47,24,17
"E00167217",278,122,84,41,20,11
"E00167218",303,170,102,21,7,3
"E00167219",307,144,106,29,23,5
"E00167220",228,143,78,6,1,0
"E00167221",419,216,127,46,25,5
"E00167222",322,168,80,40,29,5
"E00167223",393,205,127,47,12,2
"E00167224",351,180,115,40,12,4
"E00167225",402,206,141,39,13,3
"E00167226",226,148,67,10,0,1
"E00167227",336,142,132,39,18,5
"E00167228",292,151,96,32,11,2
"E00167229",341,157,105,46,18,15
"E00167230",196,120,67,4,3,2
"E00167231",260,144,80,27,6,3
"E00167232",200,122,60,13,4,1
"E00167233",213,131,64,14,3,1
"E00167234",378,181,120,53,17,7
"E00167235",462,226,136,59,29,12
"E00167236",180,126,45,6,2,1
"E00167237",192,134,50,7,0,1
"E00167238",349,159,131,45,11,3
"E00167239",188,89,71,18,8,2
"E00167240",481,238,132,51,45,15
"E00167241",380,175,123,55,23,4
"E00167242",191,112,58,12,6,3
"E00167243",283,202,67,11,2,1
"E00167244",255,156,92,5,2,0
"E00167245",302,150,99,29,17,7
"E00167246",226,106,68,25,17,10
"E00167247",171,117,41,12,1,0
"E00167248",369,236,120,8,5,0
"E00167249",352,229,100,17,5,1
"E00167250",428,222,136,46,14,10
"E00167251",1055,667,350,34,4,0
"E00167252",381,218,110,31,19,3
"E00167253",310,169,113,26,1,1
"E00167254",255,134,73,35,8,5
"E00167255",382,211,104,34,22,11
"E00167256",280,155,99,21,5,0
"E00167257",367,214,123,21,6,3
"E00167258",393,162,125,64,26,16
"E00167259",255,114,92,30,13,6
"E00167260",574,202,164,113,60,35
"E00167261",401,204,143,33,15,6
"E00167262",91,55,33,3,0,0
"E00167263",192,121,60,8,3,0
"E00167264",287,118,105,47,12,5
"E00167265",371,141,115,69,33,13
"E00167266",315,131,103,44,32,5
