"GeographyCode","QS205EW0001","QS205EW0002","QS205EW0003","QS205EW0004","QS205EW0005","QS205EW0006"
"E01004197",2220,1488,340,242,115,35
"E01004198",1467,984,199,142,108,34
"E01004199",1569,977,235,166,149,42
"E01004200",1534,1120,229,119,58,8
"E01004201",1485,1151,156,96,64,18
"E01004202",1649,1149,238,138,95,29
"E01004203",1727,1226,261,152,76,12
"E01004204",1521,953,272,130,122,44
"E01004205",1986,995,338,367,209,77
"E01004206",1432,741,253,229,170,39
"E01004207",1357,908,173,164,85,27
"E01004208",1918,1289,289,205,105,30
"E01004209",1297,674,238,194,149,42
"E01004211",1425,1054,175,117,63,16
"E01004212",1718,944,308,299,144,23
"E01004214",1568,1025,230,164,121,28
"E01004215",2632,1714,495,281,120,22
"E01004216",1522,1062,249,162,43,6
"E01004217",1645,1224,210,130,62,19
"E01004218",1673,1228,248,148,43,6
"E01004219",2149,1199,470,259,171,50
"E01004221",1802,1255,329,139,61,18
"E01004222",2370,1859,220,166,106,19
"E01004223",1972,1580,177,132,70,13
"E01004224",1944,1506,192,143,94,9
"E01004225",2090,1767,204,84,32,3
"E01004226",1637,1229,163,127,104,14
"E01004228",1781,1548,126,63,37,7
"E01004229",1410,986,164,162,83,15
"E01004230",2009,1505,228,165,95,16
"E01004231",1693,1086,222,230,112,43
"E01004232",1610,1310,146,95,52,7
"E01004233",1730,1193,232,159,111,35
"E01004234",2113,1857,124,99,25,8
"E01004235",1282,760,204,189,109,20
"E01004236",1592,892,269,234,165,32
"E01004237",1092,739,147,121,70,15
"E01004238",2547,1457,451,365,232,42
"E01004239",1563,1041,193,180,119,30
"E01004240",1727,1090,238,197,175,27
"E01004241",1531,929,239,193,141,29
"E01004242",2292,1400,373,264,197,58
"E01004243",1689,1019,267,219,143,41
"E01004244",1810,1226,210,215,135,24
"E01004245",1448,851,234,205,133,25
"E01004246",1884,1258,283,209,106,28
"E01004247",1831,1046,305,278,176,26
"E01004248",1269,852,191,124,78,24
"E01004249",1940,1207,289,239,167,38
"E01004250",2208,1489,280,231,174,34
"E01004251",1965,1239,259,279,157,31
"E01004252",2553,1608,455,281,175,34
"E01004253",2193,1464,275,262,157,35
"E01004254",2024,1429,387,127,70,11
"E01004255",1549,890,281,189,151,38
"E01004256",1609,888,275,265,150,31
"E01004257",1768,1077,252,226,181,32
"E01004258",1437,1070,191,107,52,17
"E01004259",1663,1247,188,155,63,10
"E01004260",1713,1095,264,199,130,25
"E01004261",2456,1458,411,393,157,37
"E01004262",1692,1072,239,250,105,26
"E01004263",1364,992,162,114,83,13
"E01004264",1454,697,286,251,173,47
"E01004266",1483,1177,138,99,60,9
"E01004267",1697,1214,213,157,81,32
"E01004268",1686,1006,284,215,152,29
"E01004269",1883,1147,273,292,144,27
"E01004270",2160,1432,325,250,116,37
"E01004271",1464,861,244,211,126,22
"E01004272",1969,1066,340,307,206,50
"E01004273",1806,1056,278,240,177,55
"E01004274",1856,1150,318,212,138,38
"E01004275",1776,1370,204,136,55,11
"E01004276",1953,1437,342,145,28,1
"E01004277",1543,1052,336,129,24,2
