"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00021202",285,2,5,5,7,7,10,9,8,8,2,4,3,8,6,4,6,3,10,3,8,6,4,4,9,1,8,8,7,3,6,3,3,2,6,6,4,5,3,6,3,4,5,2,7,2,3,1,1,1,5,2,1,0,2,5,1,6,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,2,1,1,1,0,0,1,1,2,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"E00021203",246,3,2,4,2,2,5,4,2,4,5,2,3,1,0,1,3,1,1,1,2,6,7,5,9,8,10,6,3,12,4,5,6,10,7,3,6,4,5,4,1,3,4,2,3,4,3,2,1,1,2,3,1,2,1,1,1,1,0,3,2,1,1,1,0,1,2,4,1,1,1,2,3,2,2,1,2,3,1,0,3,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00021204",401,6,6,2,5,2,2,1,3,2,5,5,4,1,7,3,5,8,5,23,9,7,16,16,15,9,17,14,16,4,7,15,5,11,7,7,3,4,3,1,9,9,3,3,4,6,2,4,0,7,3,4,4,5,6,4,3,3,2,5,4,6,3,2,0,3,0,1,2,1,2,1,0,1,1,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021205",336,3,4,6,12,4,8,5,6,2,8,3,5,6,2,5,3,6,5,6,5,7,14,8,7,13,9,12,11,6,5,8,11,5,6,7,2,3,8,3,1,1,3,3,0,7,4,1,3,6,3,2,4,4,2,6,2,2,2,2,1,0,2,1,0,1,0,2,3,1,2,1,1,2,2,1,3,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021206",239,7,7,2,3,3,7,6,5,5,5,5,3,3,7,2,5,3,2,1,0,2,3,8,5,4,3,14,11,5,8,3,8,3,3,6,3,3,5,2,3,3,3,3,1,3,1,1,1,1,4,1,2,0,1,2,2,4,3,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,2,1,1,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021207",258,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,5,3,8,9,12,15,15,16,17,10,12,11,9,11,8,4,3,1,6,5,0,3,7,3,1,1,2,2,2,1,0,0,0,2,1,0,1,2,2,2,1,1,0,1,0,1,1,3,1,5,2,0,0,0,2,2,1,1,0,3,2,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"E00021208",299,6,6,4,4,6,7,5,5,2,3,2,1,4,3,3,5,2,6,2,6,4,10,9,12,12,10,5,7,12,8,3,6,9,6,7,3,7,4,5,3,1,2,7,4,5,1,2,3,3,4,3,2,1,3,2,1,5,2,1,2,0,1,2,0,1,1,0,1,2,1,0,0,1,0,1,0,1,0,3,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00021209",246,4,7,4,6,5,2,7,3,3,4,3,3,2,2,2,5,4,2,1,7,3,5,8,7,7,6,10,10,10,7,8,6,9,6,1,2,3,4,3,5,2,2,2,1,0,0,0,2,1,3,1,1,0,3,2,2,5,2,1,1,1,2,1,1,0,0,1,1,2,0,1,2,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E00021210",289,4,3,3,7,3,2,6,3,2,2,5,4,3,4,4,2,7,5,5,7,11,18,10,8,7,8,11,10,6,6,2,9,3,2,5,2,5,3,3,0,2,8,2,1,2,8,3,3,2,4,5,3,6,2,3,0,2,1,1,1,1,0,0,1,1,2,1,2,1,1,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"E00021211",372,6,7,5,9,5,3,4,8,3,6,3,3,2,1,3,2,3,2,2,4,9,10,8,6,18,15,13,22,8,12,15,6,18,9,7,9,6,9,7,2,5,6,6,3,2,2,2,3,2,3,2,3,1,6,3,3,2,3,2,1,3,1,0,0,3,1,1,0,0,2,2,1,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021212",270,4,4,3,6,4,2,4,3,4,5,5,2,2,7,6,3,3,8,7,4,7,9,9,11,6,9,4,3,7,5,8,2,6,7,4,6,6,4,6,4,2,3,2,5,1,2,2,4,3,3,1,1,3,3,0,1,3,1,1,1,1,1,1,0,1,3,0,4,1,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021213",415,9,10,12,7,4,4,10,6,6,8,4,2,7,4,6,4,5,6,6,9,7,9,12,8,12,15,13,18,12,13,10,5,8,6,15,6,2,9,6,8,4,4,3,6,4,4,0,3,1,2,1,4,2,0,1,2,2,3,2,2,1,3,2,0,5,0,2,1,0,0,3,5,3,3,0,4,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021214",511,9,8,6,7,7,6,5,5,4,9,9,4,7,4,6,7,7,11,7,9,11,14,21,36,26,13,15,17,15,11,20,17,3,11,6,9,8,9,5,2,7,3,6,5,1,3,5,3,7,3,3,1,1,3,1,5,4,5,2,2,2,0,1,1,1,1,1,2,0,2,2,2,3,2,1,1,1,1,0,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00021215",454,2,5,0,4,0,2,4,1,2,0,0,0,0,2,1,2,2,7,23,39,18,26,24,24,25,17,19,14,15,18,11,12,8,8,5,9,8,4,7,6,3,4,5,2,5,5,0,2,3,1,1,3,5,1,3,5,3,4,2,3,4,1,1,1,3,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021216",326,6,4,1,7,0,5,7,5,5,3,5,3,2,4,1,3,1,5,6,4,6,1,11,8,15,9,7,12,7,12,6,4,10,12,3,5,6,8,5,7,9,6,5,6,4,4,6,4,4,1,2,0,5,6,3,2,0,2,3,2,1,4,3,1,1,0,1,0,1,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"E00021217",524,7,4,6,8,9,5,12,6,7,6,8,4,3,5,2,0,7,5,19,25,26,31,33,25,26,14,13,16,14,8,14,4,12,10,10,5,13,1,5,3,6,9,7,3,8,8,5,5,3,2,2,1,0,1,2,0,3,4,0,2,3,1,1,3,0,2,1,2,0,1,0,0,1,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021218",491,7,8,10,9,6,6,9,3,4,2,1,2,4,1,7,3,3,2,5,4,3,11,8,16,12,11,13,11,13,18,14,14,20,11,11,13,7,11,13,15,14,9,11,7,10,3,2,2,6,7,5,5,3,8,6,4,4,1,4,4,3,2,0,2,3,2,3,1,2,0,2,1,1,3,0,1,1,1,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"E00021219",250,4,6,4,0,4,0,2,3,0,3,3,0,2,4,1,1,4,1,0,1,2,6,4,3,4,1,5,5,5,3,6,6,4,11,7,6,1,1,5,5,3,5,2,3,1,3,4,1,6,5,2,2,2,5,2,1,1,1,3,2,0,7,3,3,6,1,1,4,1,2,1,3,2,5,5,3,5,2,2,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"E00021220",348,7,7,9,5,5,3,3,3,3,1,2,2,3,0,0,0,0,2,0,1,5,5,6,13,7,10,8,13,19,12,24,19,24,12,12,9,8,7,8,4,6,3,1,4,6,5,5,1,4,1,0,1,3,1,1,2,2,3,1,0,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021223",388,6,4,1,1,2,1,0,3,6,4,1,0,1,0,0,3,2,3,1,4,2,3,9,5,21,20,20,13,14,21,18,21,19,23,9,8,16,8,7,8,10,3,4,3,5,3,5,3,5,1,5,5,1,4,3,2,3,2,1,2,0,0,0,2,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021224",409,7,5,3,6,2,6,1,9,2,4,4,2,4,6,5,3,1,2,1,7,2,7,12,9,10,18,9,21,13,11,17,9,19,8,10,12,7,4,5,11,4,2,8,5,3,3,3,3,3,3,4,0,2,1,2,2,5,5,5,3,4,3,5,3,3,2,1,5,2,2,5,1,1,0,1,1,3,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021225",292,6,4,7,5,1,4,1,4,0,1,3,4,1,1,2,4,1,5,1,0,0,2,4,5,9,3,11,6,8,11,7,8,9,15,5,10,8,2,5,4,3,3,4,1,3,2,1,5,0,1,1,3,1,4,4,2,1,3,1,1,2,2,4,2,5,4,3,2,3,0,1,5,1,4,1,2,1,2,1,1,1,3,1,1,2,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0
"E00021227",269,3,7,5,3,3,6,2,2,3,1,1,0,2,3,1,2,1,2,3,4,3,5,5,6,5,9,7,5,7,5,13,9,7,5,5,4,7,7,2,3,6,2,1,1,3,2,1,9,0,5,1,3,7,5,5,1,4,4,6,2,2,1,1,1,3,0,0,1,0,2,1,1,1,0,3,2,2,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021228",359,4,6,4,4,3,5,2,4,3,5,3,7,6,5,3,5,2,6,2,9,9,4,9,12,3,12,10,7,5,7,9,8,8,7,4,5,2,2,2,5,3,4,6,4,6,6,4,3,6,2,3,8,3,4,1,2,2,7,3,0,6,5,1,1,4,3,3,1,2,2,4,0,3,3,4,5,1,2,1,3,1,3,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00021229",309,9,7,7,6,6,7,4,10,6,5,2,8,3,3,3,2,1,1,2,2,8,5,4,11,7,12,10,5,9,11,11,6,6,8,6,7,6,3,8,2,5,5,1,3,4,8,3,3,2,2,1,0,0,4,0,2,0,3,3,1,1,1,2,1,0,1,0,1,1,0,2,1,1,1,1,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021230",248,1,6,2,3,4,1,2,3,3,0,1,2,0,1,1,1,0,1,1,1,2,1,3,6,4,3,5,6,2,10,11,6,2,9,5,3,9,5,5,8,3,5,5,4,5,4,2,4,1,1,5,5,0,3,4,2,2,7,2,0,4,4,3,2,5,1,1,2,2,2,0,1,1,1,3,2,0,2,0,0,1,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"E00021231",210,3,5,3,5,1,0,2,2,1,1,1,0,0,1,0,0,0,2,3,2,2,0,2,0,2,2,2,1,2,3,3,4,5,8,3,8,7,2,4,3,1,0,4,2,5,1,4,1,1,1,5,5,2,6,3,2,3,5,6,5,4,2,5,4,4,6,3,5,1,0,0,1,0,0,2,2,1,2,1,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021235",368,6,12,11,10,6,5,5,9,9,10,8,5,7,5,6,6,3,7,8,7,7,4,4,6,10,7,4,3,8,4,9,7,4,10,4,8,2,2,8,6,10,4,4,11,3,5,3,3,4,2,2,2,1,3,5,3,5,3,2,6,2,1,2,0,0,1,4,0,2,0,1,0,1,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021236",324,8,10,5,6,5,10,7,4,5,4,3,3,4,5,2,2,3,1,5,2,3,2,8,7,15,12,8,15,9,13,11,11,12,7,11,9,8,5,5,3,4,2,1,3,3,4,1,1,3,5,1,1,2,0,0,2,3,0,1,3,0,3,0,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"E00021238",398,5,8,3,2,1,1,1,3,4,1,0,0,0,0,1,1,1,0,2,2,1,7,12,9,18,20,19,23,23,18,15,20,17,15,12,10,16,10,10,5,7,4,2,6,4,7,5,1,2,3,3,5,3,3,2,1,0,1,1,4,1,1,4,3,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021239",286,6,4,8,2,6,1,3,0,1,0,0,0,0,0,1,1,0,1,0,2,0,3,7,11,15,7,9,11,12,22,11,21,13,9,14,12,5,13,6,6,3,3,3,2,3,2,2,2,1,0,3,2,3,2,1,3,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021240",304,2,3,3,1,2,1,1,0,0,1,0,0,2,0,2,2,0,2,2,0,5,3,8,2,6,6,12,21,14,17,18,22,8,8,9,6,9,10,6,8,4,5,3,4,8,0,5,5,3,1,2,2,2,5,0,3,3,2,2,2,1,3,4,3,2,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021241",274,5,2,3,2,2,2,2,1,1,0,0,0,0,1,0,1,0,1,1,3,6,10,6,5,10,16,7,12,14,10,9,9,13,8,6,10,10,6,12,3,5,5,2,2,3,1,3,5,2,0,1,1,0,0,2,1,0,3,3,2,3,0,5,2,1,1,0,1,2,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021243",398,11,11,7,8,10,8,9,9,7,10,11,8,1,6,6,1,5,7,1,6,2,6,7,8,7,4,13,9,6,4,18,11,14,12,10,8,12,6,9,4,7,4,4,3,1,8,0,4,2,2,0,4,4,6,3,1,2,3,2,1,4,3,1,2,1,2,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00021244",254,5,7,2,7,4,6,3,3,2,3,3,0,1,1,1,3,1,4,3,1,2,1,1,5,6,5,1,3,0,6,7,4,3,4,3,0,2,5,4,4,1,4,0,6,2,2,3,6,2,1,2,2,3,4,4,6,6,3,2,5,4,4,4,2,2,1,6,3,2,4,1,3,1,7,2,4,2,2,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00021245",246,3,6,2,6,7,5,0,1,3,2,2,2,7,2,3,0,3,0,1,5,2,5,4,8,4,6,4,6,7,5,6,6,3,6,4,5,5,2,4,2,7,0,2,0,2,5,3,0,1,2,5,0,3,1,1,2,7,2,0,2,1,4,3,0,4,2,2,2,1,0,0,1,2,5,1,2,4,1,0,1,4,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00021246",517,8,5,8,9,9,8,9,9,10,6,10,2,7,6,5,11,7,7,7,10,2,11,4,11,17,15,14,19,9,16,23,16,14,14,13,8,9,5,7,8,6,6,7,5,2,1,6,6,5,8,1,5,2,1,4,4,5,2,1,4,2,3,1,4,1,3,2,4,0,0,3,2,6,2,3,0,0,2,2,0,1,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"E00021247",402,8,2,8,8,7,7,5,11,8,4,8,13,7,13,13,6,12,7,8,10,7,6,7,11,15,8,8,7,6,7,4,6,5,7,5,8,4,4,2,10,9,5,2,3,5,3,8,0,4,4,4,2,3,4,5,2,3,2,2,4,2,1,1,0,2,0,2,1,1,1,0,1,1,3,2,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021248",380,6,18,20,22,7,10,8,11,6,6,4,6,4,3,4,6,4,4,5,2,1,5,4,5,5,7,5,12,7,12,10,14,9,7,11,9,9,7,2,8,3,3,6,6,6,6,3,5,4,4,4,2,0,2,1,2,0,0,3,1,2,0,1,0,0,1,0,1,0,0,2,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E00021249",329,3,5,4,4,6,3,6,5,3,7,7,7,4,3,7,6,12,3,7,6,2,6,6,7,5,5,4,4,6,6,4,2,7,6,4,4,6,4,2,1,4,2,3,5,2,8,2,7,4,5,5,4,2,4,6,8,4,5,7,5,4,4,3,2,3,1,4,1,2,1,0,2,1,3,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"E00021251",292,9,5,6,6,3,3,4,3,4,4,5,5,6,1,4,1,2,2,2,2,5,3,3,6,6,2,8,8,8,7,13,7,8,8,3,7,3,11,7,3,3,2,3,3,8,2,5,5,1,4,3,2,0,2,1,2,2,0,2,2,1,1,1,2,1,6,3,2,1,2,2,0,1,1,0,1,2,0,0,0,2,1,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"E00021252",267,6,3,5,1,3,1,1,0,1,0,2,0,0,0,0,2,0,4,0,1,2,3,3,7,10,11,18,12,8,9,17,14,8,7,10,9,5,4,9,8,6,6,2,1,2,1,1,3,4,6,4,3,2,1,2,2,1,1,0,2,1,0,0,4,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00021253",304,2,6,5,5,6,3,5,5,5,4,1,3,3,4,2,2,3,3,6,7,3,7,4,6,7,12,3,7,8,6,11,11,8,8,4,7,4,6,7,3,6,4,8,5,5,2,4,6,4,4,2,3,3,3,6,2,1,2,2,3,0,1,1,2,0,0,0,0,0,0,1,0,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021254",237,6,9,3,1,2,0,1,2,4,1,2,1,0,0,0,1,0,1,0,0,4,4,8,7,4,11,7,8,5,12,14,19,13,9,12,10,5,6,7,5,3,2,7,1,2,0,3,2,0,1,1,1,2,0,0,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021255",221,4,9,5,1,1,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,2,3,3,8,8,7,8,12,10,12,15,15,10,4,10,8,7,2,6,6,6,2,3,2,0,4,0,2,0,3,1,1,1,5,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021256",242,3,4,3,2,5,2,1,2,3,0,0,2,0,1,0,0,0,0,1,3,4,7,14,18,4,8,13,7,14,8,9,12,10,10,7,8,9,2,9,4,2,4,7,1,1,0,1,2,0,3,0,2,2,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021257",242,9,0,4,2,2,2,1,1,2,1,0,2,1,0,4,2,1,3,4,3,5,5,4,4,5,1,7,7,13,8,11,7,9,12,12,1,6,0,2,6,4,2,1,2,6,4,2,0,2,4,2,5,4,3,1,3,4,0,2,2,2,4,3,1,1,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"E00021258",360,7,8,5,2,7,3,9,6,4,7,9,4,4,2,4,13,4,8,5,6,7,8,8,6,6,10,3,2,6,6,3,4,6,2,8,4,5,10,3,6,9,2,4,2,3,5,5,2,6,5,4,2,1,5,2,6,3,1,2,4,1,4,5,3,1,2,2,3,1,0,1,3,1,1,1,3,2,1,6,2,3,2,2,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"E00021259",399,5,5,3,5,2,9,10,11,4,7,7,5,7,6,3,5,7,6,5,6,6,7,11,8,18,15,19,8,9,12,8,6,8,5,6,3,6,8,6,1,5,3,7,7,3,4,5,8,5,4,2,3,1,7,2,0,2,2,3,6,0,1,2,2,1,3,0,1,0,4,4,1,3,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"E00021260",320,2,2,4,4,3,2,4,3,5,6,2,6,1,10,6,5,1,8,7,4,8,8,3,9,3,8,8,13,3,7,5,6,6,8,2,7,6,1,4,3,2,2,3,3,4,5,1,1,6,4,5,3,6,1,5,1,1,2,5,5,3,4,6,2,3,3,4,2,2,2,2,0,2,4,3,0,1,1,0,1,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021261",278,4,6,10,2,3,5,4,3,2,6,3,4,3,0,4,2,0,3,1,1,2,3,8,9,8,10,8,12,10,9,13,8,9,12,6,1,3,3,2,1,2,2,3,4,2,2,1,0,3,2,2,3,2,4,1,1,2,1,0,0,1,0,2,1,1,2,1,3,1,1,1,0,0,0,0,2,1,1,0,2,2,4,2,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1
"E00021262",305,10,11,6,5,7,12,7,4,5,4,4,3,2,3,1,3,1,2,2,5,8,6,4,4,4,5,6,5,5,3,12,6,8,6,8,9,2,5,3,0,3,5,4,2,1,6,3,7,2,9,0,5,1,3,4,3,3,1,1,1,1,3,1,1,0,1,0,1,1,3,1,1,2,1,1,1,2,2,1,0,2,2,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00021263",401,12,12,8,8,4,3,3,5,3,1,7,2,3,2,0,1,2,0,2,4,8,8,11,18,18,12,15,7,11,11,9,8,12,7,14,8,12,6,8,6,7,7,6,5,4,5,1,4,6,1,4,1,4,2,4,3,3,0,1,2,3,1,1,0,0,1,2,3,1,3,2,0,1,1,2,3,1,6,1,0,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00021266",281,4,7,5,4,2,6,3,1,1,7,1,3,1,3,1,1,3,0,3,1,4,7,5,1,7,9,19,10,8,15,6,11,6,5,5,3,3,3,0,4,5,3,3,9,3,6,3,1,5,5,4,12,2,3,1,3,0,0,2,1,2,3,2,0,0,1,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021267",329,10,7,5,8,5,6,5,4,0,2,4,6,1,2,4,3,1,3,1,4,0,7,9,8,2,4,9,9,16,14,10,10,9,5,6,8,2,6,4,3,1,3,3,2,3,5,2,6,1,2,3,3,5,2,1,6,7,1,5,2,4,1,2,1,3,1,0,1,0,1,0,2,2,1,0,1,3,3,2,0,1,1,1,2,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"E00021268",253,3,6,5,2,2,5,6,1,3,3,1,3,3,2,4,1,3,4,4,1,5,1,7,4,6,11,5,16,3,7,4,6,8,9,6,3,3,5,1,10,4,3,4,3,5,3,5,4,2,4,1,2,3,1,2,0,0,0,0,0,0,1,2,2,2,0,1,0,0,1,2,0,0,0,1,0,2,1,1,1,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"E00021271",392,4,3,4,4,5,4,3,1,1,3,3,7,7,6,2,5,4,4,8,1,10,7,3,10,6,5,5,3,2,7,14,6,6,5,6,7,7,3,4,5,3,8,7,7,9,13,7,10,6,11,8,4,4,5,4,3,6,5,3,6,2,3,2,0,6,2,4,4,3,1,3,1,3,1,1,1,1,4,2,0,6,2,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021272",221,1,3,2,2,2,0,3,4,3,6,2,1,3,2,1,4,4,0,5,3,5,5,6,6,5,3,6,1,6,4,7,6,3,5,5,1,5,2,5,2,3,2,2,5,5,1,8,2,4,2,5,0,3,4,2,3,0,2,3,1,1,2,2,1,0,2,0,2,2,1,2,1,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021273",286,3,2,3,3,5,3,5,2,3,4,3,3,6,2,2,0,1,7,2,3,2,5,7,4,4,2,6,8,2,6,3,3,4,8,2,3,6,4,3,1,1,3,5,2,3,2,3,4,2,8,1,3,3,3,3,3,5,2,2,3,1,2,7,2,3,1,2,2,5,5,4,4,5,0,2,2,1,3,5,2,2,4,3,2,2,1,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0
"E00021274",549,7,12,5,23,10,11,10,9,9,8,12,11,11,8,8,10,14,13,6,5,7,10,12,8,7,9,8,6,5,7,12,7,8,7,13,7,9,7,5,9,4,7,12,7,9,10,7,2,7,14,7,4,7,5,4,2,3,7,2,4,2,2,9,1,4,0,3,2,2,3,4,1,1,1,0,2,3,2,1,1,1,4,2,1,0,0,1,2,0,0,0,0,0,0,1,1,2,0,0,0,1
"E00021275",259,1,7,3,3,1,1,3,5,2,3,10,4,2,6,1,1,5,0,6,2,2,2,3,8,8,3,4,4,2,4,4,4,4,3,2,2,2,4,7,4,1,4,4,3,2,3,4,1,7,2,1,5,4,1,3,3,0,3,4,2,2,3,6,7,5,1,2,1,2,3,2,4,1,2,1,1,2,4,2,0,1,0,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"E00021277",249,0,1,1,5,2,3,1,4,3,1,2,4,4,2,5,3,4,2,3,2,7,8,2,7,2,6,6,0,4,5,4,3,4,4,3,3,1,4,2,3,2,4,0,5,3,4,5,2,5,3,0,4,6,5,1,3,4,2,5,0,4,3,4,4,1,2,3,1,1,2,3,3,3,2,4,0,2,0,2,1,2,2,1,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
