"GeographyCode","QS611EW0001","QS611EW0002","QS611EW0003","QS611EW0004","QS611EW0005"
"E02000864",2865,625,885,406,949
"E02000865",2378,561,763,268,786
"E02000866",3263,1131,1044,347,741
"E02000867",3912,1411,1316,368,817
"E02000868",2339,709,819,232,579
"E02000869",2109,630,629,233,617
"E02000870",2187,574,721,239,653
"E02000871",2739,474,858,376,1031
"E02000872",2777,858,911,253,755
"E02000873",2435,581,896,242,716
"E02000874",2205,389,750,255,811
"E02000875",3097,641,934,378,1144
"E02000876",2509,709,819,219,762
"E02000877",2857,535,861,357,1104
"E02000878",3498,1274,1126,271,827
"E02000879",2338,499,790,270,779
"E02000880",1790,415,574,212,589
"E02000881",2085,324,568,321,872
"E02000882",2491,538,761,293,899
"E02000883",2432,339,661,358,1074
"E02000884",3453,1505,1079,195,674
"E02000885",2094,399,620,247,828
"E02000886",2895,1236,754,260,645
"E02000887",2755,526,751,392,1086
"E02000888",3048,1250,871,229,698
"E02000889",2619,1141,751,196,531
"E02000890",2793,1686,743,154,210
"E02000891",5445,2636,1569,337,903
"E02000893",2545,897,734,298,616
"E02000894",4255,2210,1195,296,554
"E02006853",3106,1413,877,229,587
"E02006854",2896,1723,774,92,307
