"GeographyCode","KS612EW0001","KS612EW0002","KS612EW0003","KS612EW0004","KS612EW0005","KS612EW0006","KS612EW0007","KS612EW0008","KS612EW0009","KS612EW0010","KS612EW0011","KS612EW0012","KS612EW0013","KS612EW0014","KS612EW0015","KS612EW0016","KS612EW0017","KS612EW0018","KS612EW0019","KS612EW0020","KS612EW0021","KS612EW0022","KS612EW0023","KS612EW0024","KS612EW0025","KS612EW0026","KS612EW0027","KS612EW0028","KS612EW0029","KS612EW0030","KS612EW0031"
"E01004197",903,114,18,96,224,70,73,58,94,70,81,52,29,119,119,0,12.624584717608,1.99335548172757,10.6312292358804,24.8062015503876,7.75193798449612,8.08416389811739,6.42303433001107,10.4097452934662,7.75193798449612,8.97009966777409,5.75858250276855,3.21151716500554,13.1782945736434,13.1782945736434,0
"E01004198",554,51,6,45,107,45,55,47,69,58,64,38,26,58,58,0,9.2057761732852,1.08303249097473,8.12274368231047,19.3140794223827,8.12274368231047,9.92779783393502,8.48375451263538,12.4548736462094,10.4693140794224,11.5523465703971,6.85920577617329,4.69314079422383,10.4693140794224,10.4693140794224,0
"E01004199",561,36,9,27,98,34,58,58,76,65,62,37,25,74,74,0,6.41711229946524,1.60427807486631,4.81283422459893,17.4688057040998,6.06060606060606,10.3386809269162,10.3386809269162,13.5472370766488,11.5864527629234,11.0516934046346,6.59536541889483,4.45632798573975,13.1907308377897,13.1907308377897,0
"E01004200",691,108,13,95,163,42,53,27,52,33,36,22,14,177,177,0,15.629522431259,1.88133140376266,13.7481910274964,23.589001447178,6.0781476121563,7.67004341534009,3.90738060781476,7.52532561505065,4.77568740955137,5.20984081041968,3.18379160636758,2.0260492040521,25.6150506512301,25.6150506512301,0
"E01004201",593,83,4,79,138,56,54,33,72,41,50,33,17,66,66,0,13.9966273187184,0.674536256323777,13.3220910623946,23.2715008431703,9.44350758853288,9.106239460371,5.56492411467116,12.141652613828,6.91399662731872,8.43170320404722,5.56492411467116,2.86677908937605,11.1298482293423,11.1298482293423,0
"E01004202",730,114,11,103,213,50,77,26,63,47,51,31,20,89,89,0,15.6164383561644,1.50684931506849,14.1095890410959,29.1780821917808,6.84931506849315,10.5479452054795,3.56164383561644,8.63013698630137,6.43835616438356,6.98630136986301,4.24657534246575,2.73972602739726,12.1917808219178,12.1917808219178,0
"E01004203",734,99,13,86,193,58,62,65,62,57,46,29,17,92,92,0,13.4877384196185,1.77111716621253,11.716621253406,26.2942779291553,7.90190735694823,8.44686648501362,8.85558583106267,8.44686648501362,7.76566757493188,6.26702997275204,3.95095367847411,2.31607629427793,12.5340599455041,12.5340599455041,0
"E01004204",564,43,6,37,100,36,60,41,65,68,71,43,28,80,80,0,7.6241134751773,1.06382978723404,6.56028368794326,17.7304964539007,6.38297872340426,10.6382978723404,7.26950354609929,11.5248226950355,12.0567375886525,12.5886524822695,7.6241134751773,4.9645390070922,14.1843971631206,14.1843971631206,0
"E01004205",852,42,7,35,123,45,71,66,119,89,117,74,43,180,180,0,4.92957746478873,0.821596244131455,4.10798122065728,14.4366197183099,5.28169014084507,8.33333333333333,7.74647887323944,13.9671361502347,10.4460093896714,13.7323943661972,8.68544600938967,5.04694835680751,21.1267605633803,21.1267605633803,0
"E01004206",566,31,3,28,74,33,51,53,66,77,68,45,23,113,113,0,5.47703180212014,0.530035335689046,4.9469964664311,13.0742049469965,5.8303886925795,9.01060070671378,9.36395759717314,11.660777385159,13.6042402826855,12.0141342756184,7.95053003533569,4.06360424028269,19.9646643109541,19.9646643109541,0
