"GeographyCode","KS604EW0001","KS604EW0002","KS604EW0003","KS604EW0004","KS604EW0005","KS604EW0006","KS604EW0007","KS604EW0008","KS604EW0009","KS604EW0010","KS604EW0011","KS604EW0012","KS604EW0013","KS604EW0014","KS604EW0015","KS604EW0016","KS604EW0017","KS604EW0018","KS604EW0019","KS604EW0020","KS604EW0021","KS604EW0022","KS604EW0023","KS604EW0024","KS604EW0025","KS604EW0026","KS604EW0027","KS604EW0028","KS604EW0029"
"E02000864",3592,304,688,2092,508,1883,114,298,1145,326,1709,190,390,947,182,8.46325167037862,19.1536748329621,58.2405345211581,14.1425389755011,52.4220489977728,3.17371937639198,8.29621380846325,31.8763919821826,9.07572383073497,47.5779510022272,5.28953229398664,10.8574610244989,26.3641425389755,5.06681514476615
"E02000865",3133,275,665,1792,401,1699,134,353,951,261,1434,141,312,841,140,8.77752952441749,21.2256623045005,57.1975742100223,12.7992339610597,54.2291733163102,4.2770507500798,11.2671560804341,30.3542930098947,8.33067347590169,45.7708266836898,4.5004787743377,9.95850622406639,26.8432812001277,4.468560485158
"E02000866",4982,384,740,2997,861,2561,133,315,1565,548,2421,251,425,1432,313,7.70774789241269,14.8534725010036,60.1565636290646,17.2822159775191,51.4050582095544,2.66961059815335,6.32276194299478,31.413087113609,10.9995985547973,48.5949417904456,5.03813729425933,8.53071055800883,28.7434765154556,6.2826174227218
"E02000867",5514,405,710,3328,1071,3031,188,334,1823,686,2483,217,376,1505,385,7.3449401523395,12.8763148349655,60.3554588320638,19.4232861806311,54.9691693870149,3.4095030830613,6.05730866884295,33.0612985128763,12.4410591222343,45.0308306129851,3.9354370692782,6.8190061661226,27.2941603191875,6.98222705839681
"E02000868",3496,285,528,2097,586,1931,141,292,1136,362,1565,144,236,961,224,8.15217391304348,15.1029748283753,59.9828375286041,16.7620137299771,55.2345537757437,4.03318077803204,8.35240274599542,32.4942791762014,10.3546910755149,44.7654462242563,4.11899313501144,6.75057208237986,27.4885583524027,6.40732265446224
"E02000869",2874,248,497,1592,537,1622,111,272,898,341,1252,137,225,694,196,8.62908837856646,17.2929714683368,55.393180236604,18.6847599164927,56.4370215727209,3.86221294363257,9.46416144745999,31.2456506610995,11.8649965205289,43.5629784272791,4.76687543493389,7.82881002087683,24.1475295755045,6.81976339596381
"E02000870",3072,250,593,1794,435,1646,121,300,941,284,1426,129,293,853,151,8.13802083333333,19.3033854166667,58.3984375,14.16015625,53.5807291666667,3.93880208333333,9.765625,30.6315104166667,9.24479166666667,46.4192708333333,4.19921875,9.53776041666667,27.7669270833333,4.91536458333333
"E02000871",3328,352,776,1877,323,1982,190,475,1092,225,1346,162,301,785,98,10.5769230769231,23.3173076923077,56.4002403846154,9.70552884615385,59.5552884615385,5.70913461538461,14.2728365384615,32.8125,6.76081730769231,40.4447115384615,4.86778846153846,9.04447115384615,23.5877403846154,2.94471153846154
"E02000872",3880,271,609,2235,765,2251,131,351,1255,514,1629,140,258,980,251,6.98453608247423,15.6958762886598,57.6030927835051,19.7164948453608,58.0154639175258,3.37628865979381,9.04639175257732,32.3453608247423,13.2474226804124,41.9845360824742,3.60824742268041,6.64948453608247,25.2577319587629,6.46907216494845
"E02000873",3261,516,722,1634,389,1844,212,416,955,261,1417,304,306,679,128,15.8233670653174,22.1404477154247,50.1073290401717,11.9288561790862,56.5470714504753,6.50107329040172,12.7568230604109,29.2854952468568,8.00367985280589,43.4529285495247,9.32229377491567,9.3836246550138,20.8218337933149,3.92517632628028
"E02000874",2716,284,651,1460,321,1588,138,410,834,206,1128,146,241,626,115,10.4565537555228,23.9690721649485,53.7555228276878,11.8188512518409,58.4683357879234,5.08100147275405,15.0957290132548,30.7069219440353,7.58468335787923,41.5316642120766,5.37555228276878,8.87334315169367,23.0486008836524,4.23416789396171
"E02000875",3673,366,802,2035,470,2146,166,501,1145,334,1527,200,301,890,136,9.96460658861966,21.8350122515655,55.4043016607678,12.7960794990471,58.4263544786278,4.51946637625919,13.640076231963,31.1734277157637,9.09338415464198,41.5736455213722,5.44514021236047,8.1949360196025,24.2308739450041,3.70269534440512
"E02000876",3262,291,675,1808,488,1910,152,419,1024,315,1352,139,256,784,173,8.9209074187615,20.6928264868179,55.4261189454322,14.9601471489884,58.5530349478847,4.65971796443899,12.844880441447,31.3917841814838,9.65665236051502,41.4469650521153,4.2611894543225,7.84794604537094,24.0343347639485,5.30349478847333
"E02000877",3758,448,918,1977,415,2172,214,559,1106,293,1586,234,359,871,122,11.9212346993081,24.4278871740287,52.6077700904737,11.0431080361895,57.7967003725386,5.69451836083023,14.8749334752528,29.430548163917,7.79670037253858,42.2032996274614,6.22671633847791,9.55295369877594,23.1772219265567,3.24640766365088
"E02000878",5098,481,794,2608,1215,3090,240,473,1519,858,2008,241,321,1089,357,9.43507257748137,15.5747351902707,51.157316594743,23.8328756375049,60.6120047077285,4.70772852098862,9.27814829344841,29.7959984307572,16.8301294625343,39.3879952922715,4.72734405649274,6.29658689682228,21.3613181639859,7.00274617497058
"E02000879",3059,389,687,1610,373,1718,197,387,868,266,1341,192,300,742,107,12.7165740438052,22.4583197123243,52.6315789473684,12.1935272965021,56.1621444916639,6.44001307616868,12.6511932003923,28.3752860411899,8.69565217391304,43.8378555083361,6.27656096763648,9.807126511932,24.2562929061785,3.49787512258908
"E02000880",2481,282,516,1366,317,1482,138,331,795,218,999,144,185,571,99,11.36638452237,20.7980652962515,55.0584441757356,12.7771060056429,59.7339782345828,5.56227327690447,13.341394598952,32.043530834341,8.78677952438533,40.2660217654172,5.80411124546554,7.45667069729948,23.0149133413946,3.99032648125756
"E02000881",2458,231,616,1346,265,1421,111,352,778,180,1037,120,264,568,85,9.39788445890968,25.0610252237592,54.759967453214,10.7811228641172,57.8112286411717,4.51586655817738,14.3205858421481,31.6517493897478,7.32302685109845,42.1887713588283,4.8820179007323,10.7404393816111,23.1082180634662,3.45809601301871
"E02000882",3121,314,727,1748,332,1821,154,441,1001,225,1300,160,286,747,107,10.0608779237424,23.2938160845883,56.007689842999,10.6376161486703,58.3466837552067,4.93431592438321,14.1300865107337,32.0730535084909,7.20922781159885,41.6533162447933,5.12656199935918,9.16372957385453,23.9346363345082,3.42838833707145
"E02000883",2724,311,686,1464,263,1581,145,385,853,198,1143,166,301,611,65,11.417033773862,25.1835535976505,53.7444933920705,9.65491923641703,58.0396475770925,5.3230543318649,14.1336270190896,31.3142437591777,7.26872246696035,41.9603524229075,6.09397944199706,11.0499265785609,22.4302496328928,2.38619676945668
"E02000884",5087,353,606,2702,1426,3181,179,390,1604,1008,1906,174,216,1098,418,6.93925692942795,11.912718694712,53.1157853351681,28.032239040692,62.5319441714173,3.51877334381757,7.6666011401612,31.5313544328681,19.8152152545705,37.4680558285827,3.42048358561038,4.24611755455082,21.5844309023,8.21702378612149
"E02000885",2540,319,583,1301,337,1555,142,386,773,254,985,177,197,528,83,12.5590551181102,22.9527559055118,51.2204724409449,13.2677165354331,61.2204724409449,5.59055118110236,15.1968503937008,30.4330708661417,10,38.7795275590551,6.96850393700787,7.75590551181102,20.7874015748031,3.26771653543307
"E02000886",3938,239,539,2138,1022,2402,133,313,1270,686,1536,106,226,868,336,6.06907059421026,13.6871508379888,54.2915185373286,25.9522600304723,60.9954291518537,3.37734890807517,7.94819705434231,32.2498730319959,17.4200101574403,39.0045708481463,2.69172168613509,5.73895378364652,22.0416455053327,8.532249873032
"E02000887",3440,319,804,1905,412,1979,134,450,1121,274,1461,185,354,784,138,9.27325581395349,23.3720930232558,55.3779069767442,11.9767441860465,57.5290697674419,3.8953488372093,13.0813953488372,32.5872093023256,7.96511627906977,42.4709302325581,5.37790697674419,10.2906976744186,22.7906976744186,4.01162790697674
"E02000888",4061,295,613,2087,1066,2513,165,382,1222,744,1548,130,231,865,322,7.2642206353115,15.09480423541,51.3912829352376,26.2496921940409,61.881310022162,4.06303866042847,9.40655011081015,30.0911105639005,18.3206106870229,38.118689977838,3.20118197488303,5.68825412459985,21.3001723713371,7.92908150701798
"E02000889",3696,243,495,2023,935,2230,135,290,1164,641,1466,108,205,859,294,6.57467532467532,13.3928571428571,54.7348484848485,25.297619047619,60.3354978354978,3.6525974025974,7.84632034632035,31.4935064935065,17.3430735930736,39.6645021645022,2.92207792207792,5.5465367965368,23.241341991342,7.95454545454545
"E02000890",4029,143,309,2228,1349,2381,57,143,1249,932,1648,86,166,979,417,3.54926780838918,7.66939687267312,55.2990816579796,33.4822536609581,59.09655001241,1.41474311243485,3.54926780838918,31.000248200546,23.13229089104,40.90344998759,2.13452469595433,4.12012906428394,24.2988334574336,10.3499627699181
"E02000891",7346,382,719,4343,1902,4367,160,344,2509,1354,2979,222,375,1834,548,5.20010890280425,9.78763953171794,59.1206098557038,25.891641709774,59.4473182684454,2.17805608494419,4.68282058263,34.154641982031,18.4317996188402,40.5526817315546,3.02205281786006,5.10481894908794,24.9659678736727,7.45984209093384
"E02000893",3416,224,514,2067,611,1943,93,232,1175,443,1473,131,282,892,168,6.55737704918033,15.0468384074941,60.5093676814988,17.8864168618267,56.8793911007026,2.72248243559719,6.79156908665105,34.3969555035129,12.9683840749415,43.1206088992974,3.83489461358314,8.25526932084309,26.1124121779859,4.91803278688525
"E02000894",6269,317,593,3869,1490,3585,121,273,2175,1016,2684,196,320,1694,474,5.05662785133195,9.45924389854841,61.7163821981177,23.7677460520019,57.1861540915616,1.93013239751156,4.35476152496411,34.6945286329558,16.2067315361302,42.8138459084383,3.12649545382039,5.1044823735843,27.0218535651619,7.56101451587175
"E02006853",3831,221,389,2177,1044,2223,86,163,1249,725,1608,135,226,928,319,5.76872879143827,10.1540067867398,56.8258940224484,27.2513703993735,58.0266249021143,2.244844688071,4.25476376925085,32.6024536674498,18.9245627773427,41.9733750978857,3.52388410336727,5.89924301748891,24.2234403549987,8.3268076220308
"E02006854",3738,153,250,1832,1503,2303,62,121,1012,1108,1435,91,129,820,395,4.09309791332263,6.6880684858213,49.0101658640984,40.2086677367576,61.6104868913858,1.65864098448368,3.23702514713751,27.0733012306046,29.64151952916,38.3895131086142,2.43445692883895,3.45104333868379,21.9368646334938,10.5671482075976
