"GeographyCode","QS410EW0001","QS410EW0002","QS410EW0003","QS410EW0004","QS410EW0005"
"E00021314",370,139,208,18,5
"E00021315",138,89,42,4,3
"E00021316",322,93,156,35,38
"E00021317",328,152,161,4,11
"E00021318",303,117,164,14,8
"E00021319",330,102,176,30,22
"E00021320",317,102,191,20,4
"E00021321",302,85,158,42,17
"E00021322",315,91,128,66,30
"E00021323",374,97,170,52,55
"E00021324",380,153,209,11,7
"E00021325",413,105,208,66,34
"E00021326",433,82,163,117,71
"E00021327",397,167,212,14,4
"E00021328",434,93,194,97,50
"E00021329",398,141,193,30,34
"E00021330",334,64,146,93,31
"E00021331",200,68,87,45,0
"E00021332",491,76,197,163,55
"E00021333",351,102,135,91,23
"E00021334",377,111,175,65,26
"E00021335",564,136,288,82,58
"E00021336",300,44,159,61,36
"E00021337",339,47,170,81,41
"E00021338",452,59,249,110,34
"E00021339",331,103,156,51,21
"E00021340",383,125,228,22,8
"E00021342",342,56,104,139,43
"E00021344",534,81,260,174,19
"E00021345",348,67,171,86,24
"E00021346",341,75,142,75,49
"E00021347",408,89,171,112,36
"E00021349",399,77,206,90,26
"E00021350",354,70,142,117,25
"E00021351",381,93,133,112,43
"E00021352",284,98,126,54,6
"E00021353",308,78,118,81,31
"E00021354",463,94,215,88,66
"E00021355",300,134,133,20,13
"E00021357",412,62,155,142,53
"E00021359",369,59,169,97,44
"E00021360",450,52,178,145,75
"E00021361",371,75,218,67,11
"E00021363",389,93,226,52,18
"E00021364",570,105,242,176,47
"E00021365",282,99,120,48,15
"E00021366",371,108,165,74,24
"E00021367",318,112,176,19,11
"E00021368",399,100,142,126,31
"E00021369",232,23,114,82,13
"E00021370",616,85,302,164,65
"E00021371",199,21,94,77,7
"E00021372",385,92,209,68,16
"E00021374",420,94,194,101,31
"E00021375",389,106,145,91,47
"E00021376",384,66,176,111,31
"E00021377",586,143,264,120,59
"E00021378",424,98,199,100,27
"E00021379",283,112,141,19,11
"E00021380",232,92,82,34,24
"E00021381",410,85,200,87,38
"E00021382",411,68,148,123,72
"E00021383",523,105,224,146,48
"E00021384",220,100,104,14,2
"E00021385",433,106,208,91,28
"E00021386",360,94,168,80,18
"E00021387",664,173,294,175,22
"E00021388",330,105,158,64,3
"E00021391",492,73,235,115,69
"E00021392",369,125,186,45,13
"E00021393",423,98,187,111,27
"E00021394",358,81,159,101,17
"E00021395",336,77,129,90,40
"E00021396",351,108,169,54,20
"E00021397",566,118,255,142,51
"E00021398",474,119,236,91,28
"E00021399",371,190,136,23,22
"E00021400",394,96,218,72,8
"E00021402",276,94,145,28,9
"E00021404",256,122,124,8,2
"E00021405",429,88,234,86,21
"E00021406",371,104,182,64,21
"E00021407",540,96,284,125,35
"E00021408",340,139,169,24,8
"E00021409",274,127,129,9,9
"E00021410",316,79,176,38,23
"E00021411",389,106,207,41,35
"E00021412",440,74,214,115,37
"E00021413",413,83,146,119,65
"E00021414",402,44,199,113,46
"E00021415",379,95,125,80,79
"E00021416",369,67,222,62,18
"E00021417",275,79,146,48,2
"E00021418",213,104,100,7,2
"E00021419",445,74,189,123,59
"E00021420",285,121,114,44,6
"E00021421",448,134,180,92,42
"E00021422",209,52,109,22,26
"E00021423",417,92,184,111,30
"E00021424",212,117,86,9,0
"E00021425",232,130,102,0,0
"E00021426",349,70,183,82,14
"E00021427",229,111,114,4,0
"E00021428",393,91,192,77,33
"E00021429",141,53,75,13,0
"E00021430",331,92,108,77,54
"E00021431",319,79,176,54,10
"E00021432",387,102,182,71,32
"E00021433",624,140,339,98,47
"E00021434",421,73,202,85,61
"E00021437",318,101,115,79,23
"E00021438",210,81,85,29,15
"E00021439",236,52,110,25,49
"E00021440",451,80,155,138,78
"E00021441",358,111,190,49,8
"E00021442",335,102,177,56,0
"E00021443",247,98,121,10,18
"E00021444",325,92,142,75,16
"E00021445",422,47,192,118,65
"E00021446",448,35,203,131,79
"E00021447",266,98,147,21,0
"E00021448",337,125,131,53,28
"E00021449",333,106,153,63,11
"E00021450",187,68,96,23,0
"E00021451",400,99,143,98,60
"E00021452",212,106,70,30,6
"E00021453",310,103,169,32,6
"E00021454",357,67,171,88,31
"E00021455",346,113,123,82,28
"E00021458",259,108,140,9,2
"E00021459",256,102,134,10,10
"E00021460",385,130,195,56,4
"E00021461",250,97,104,29,20
"E00021462",314,92,167,36,19
"E00021463",338,100,132,76,30
"E00021464",279,101,125,34,19
"E00021465",416,83,209,80,44
"E00021466",382,100,197,53,32
"E00021467",371,78,143,108,42
"E00021468",265,80,110,49,26
"E00021469",446,77,233,109,27
"E00021470",282,102,112,41,27
"E00021471",373,102,162,46,63
"E00021473",299,68,77,111,43
"E00021474",402,64,207,89,42
"E00021475",377,65,174,80,58
"E00021476",406,71,229,77,29
"E00021477",460,105,252,101,2
"E00021478",333,86,182,52,13
"E00021479",411,112,231,52,16
"E00021480",303,140,127,20,16
"E00021481",413,73,238,73,29
"E00021482",455,88,250,90,27
"E00021483",600,108,343,111,38
"E00021484",364,78,237,26,23
"E00021485",330,72,170,71,17
"E00021486",387,74,192,88,33
"E00021487",220,62,69,69,20
"E00021488",444,108,196,106,34
"E00021489",346,73,152,93,28
"E00021490",306,73,125,76,32
"E00021491",285,49,120,70,46
"E00021492",372,74,155,114,29
"E00021493",481,49,166,204,62
"E00021494",546,103,264,141,38
"E00021495",609,71,240,223,75
"E00021496",360,53,133,138,36
"E00021497",517,47,234,180,56
"E00021498",389,70,169,109,41
"E00021499",306,106,167,28,5
"E00021500",310,128,144,20,18
"E00021501",292,98,139,42,13
"E00021502",375,76,192,88,19
"E00021503",393,67,149,117,60
"E00021504",399,95,175,84,45
"E00021505",296,58,131,79,28
"E00021506",317,98,124,59,36
"E00021507",376,108,190,62,16
"E00021508",358,92,129,87,50
"E00021509",499,143,217,85,54
"E00021510",240,119,110,5,6
"E00021511",205,129,62,14,0
"E00021516",252,83,144,25,0
"E00021517",304,96,178,14,16
"E00021518",337,117,163,44,13
"E00021519",463,170,266,25,2
"E00021520",216,68,138,5,5
"E00021521",259,81,161,17,0
"E00021522",468,97,203,124,44
"E00021524",590,120,362,70,38
"E00021525",308,106,160,26,16
"E00021526",342,138,184,11,9
"E00021527",317,123,171,19,4
"E00021528",259,79,144,25,11
"E00021529",192,101,76,10,5
"E00021531",597,140,236,161,60
"E00021532",318,145,152,16,5
"E00021533",242,103,135,4,0
"E00021534",225,80,135,6,4
"E00021535",286,99,148,18,21
"E00021536",282,83,167,16,16
"E00021537",339,127,192,20,0
"E00021538",684,290,380,14,0
"E00021539",252,128,120,4,0
"E00021541",229,126,100,3,0
"E00021542",218,95,121,0,2
"E00021543",270,117,149,4,0
"E00021544",180,92,80,8,0
"E00021546",196,97,96,3,0
"E00021547",278,83,93,52,50
"E00021549",386,87,194,89,16
"E00021550",402,85,184,114,19
"E00021552",241,97,83,38,23
"E00021553",349,87,141,67,54
"E00021554",259,107,126,19,7
"E00021555",447,109,197,116,25
"E00021556",285,148,123,6,8
"E00021557",340,163,142,24,11
"E00021559",338,175,134,24,5
"E00021560",431,112,198,91,30
"E00021561",278,96,146,20,16
"E00021562",372,92,182,51,47
"E00021563",391,108,176,79,28
"E00021564",313,101,158,23,31
"E00021565",207,65,86,40,16
"E00021566",446,108,226,103,9
"E00021567",351,126,170,48,7
"E00021569",302,113,146,22,21
"E00021572",359,103,156,76,24
"E00021574",267,74,136,34,23
"E00021577",291,92,120,62,17
"E00021579",362,35,151,124,52
"E00021580",423,54,210,103,56
"E00021582",401,61,175,152,13
"E00021583",434,105,128,97,104
"E00021584",302,87,155,60,0
"E00021585",590,62,315,126,87
"E00021586",455,79,171,173,32
"E00021587",396,80,177,100,39
"E00021588",333,100,132,94,7
"E00021590",376,108,177,66,25
"E00021591",461,60,191,151,59
"E00021592",315,87,180,21,27
"E00021593",225,109,80,18,18
"E00021594",336,90,162,65,19
"E00021595",354,86,142,89,37
"E00021596",381,118,227,26,10
"E00021597",374,73,183,86,32
"E00021598",260,109,141,8,2
"E00021599",326,159,145,13,9
"E00021600",308,171,137,0,0
"E00021601",230,96,117,15,2
"E00021602",368,119,192,47,10
"E00021603",184,62,94,20,8
"E00021604",356,106,188,52,10
"E00021605",289,142,140,7,0
"E00021606",282,200,78,0,4
"E00021607",262,91,108,28,35
"E00021608",217,108,104,5,0
"E00021610",323,123,137,49,14
"E00021611",397,110,235,31,21
"E00021612",214,110,90,10,4
"E00021613",188,97,73,6,12
"E00021614",263,155,84,13,11
"E00021615",218,123,84,4,7
"E00021616",438,61,183,135,59
"E00021617",166,83,75,6,2
"E00021618",282,56,124,73,29
"E00021619",463,101,208,127,27
"E00021620",246,85,106,46,9
"E00021621",333,77,169,53,34
"E00021622",247,103,133,11,0
"E00021623",189,66,74,41,8
"E00021624",292,185,100,3,4
"E00021625",443,210,217,14,2
"E00021626",329,184,136,3,6
"E00021627",372,130,193,36,13
"E00021628",214,122,85,7,0
"E00021629",229,118,83,28,0
"E00021630",262,88,123,36,15
"E00021631",305,138,148,19,0
"E00021632",229,103,126,0,0
"E00021633",214,112,80,10,12
"E00021634",283,126,134,18,5
"E00021635",227,91,120,6,10
"E00021636",335,75,160,71,29
"E00021637",507,101,219,165,22
"E00021639",347,42,152,101,52
"E00021640",397,109,130,128,30
"E00021641",415,95,229,66,25
"E00021642",335,84,113,77,61
"E00021643",246,67,73,74,32
"E00021644",327,101,184,30,12
"E00021646",498,75,252,116,55
"E00021648",202,101,86,15,0
"E00021649",434,62,153,121,98
"E00021650",265,82,134,37,12
"E00021651",251,136,110,5,0
"E00021652",276,121,148,7,0
"E00021653",547,76,218,169,84
"E00021654",379,105,122,106,46
"E00021655",274,35,85,112,42
"E00021656",386,135,204,47,0
"E00021657",204,103,101,0,0
"E00021658",177,108,69,0,0
"E00021659",335,89,140,65,41
"E00021660",278,98,139,34,7
"E00021661",480,139,259,58,24
"E00021662",566,108,306,102,50
"E00021663",236,112,87,25,12
"E00021665",473,88,191,142,52
"E00021666",559,144,273,101,41
"E00021667",490,63,169,171,87
"E00021668",499,158,274,49,18
"E00021669",488,67,205,182,34
"E00021670",402,64,160,118,60
"E00021671",351,51,162,97,41
"E00021672",416,93,210,69,44
"E00021673",374,62,162,112,38
"E00021674",378,100,178,73,27
"E00021675",518,90,215,126,87
"E00021676",293,136,137,9,11
"E00021677",336,63,168,65,40
"E00021678",438,131,235,50,22
"E00021679",150,39,71,36,4
"E00021680",494,196,209,64,25
"E00021681",262,111,142,3,6
"E00021682",545,87,235,177,46
"E00021683",509,85,207,143,74
"E00021685",568,147,250,133,38
"E00021686",330,142,162,26,0
"E00021687",435,128,248,46,13
"E00021688",381,79,189,66,47
"E00021689",271,134,126,7,4
"E00021690",445,128,233,65,19
"E00021691",315,90,143,52,30
"E00021692",271,164,87,12,8
"E00021693",430,131,212,43,44
"E00021694",454,103,180,132,39
"E00021695",372,118,177,58,19
"E00021696",522,105,252,122,43
"E00021697",305,125,127,42,11
"E00021698",340,178,126,22,14
"E00021699",390,134,157,67,32
"E00021700",511,155,303,43,10
"E00021701",442,149,244,27,22
"E00021702",370,90,132,99,49
"E00021703",315,78,167,44,26
"E00021704",375,112,176,82,5
"E00021705",431,129,197,86,19
"E00021706",338,60,152,90,36
"E00021707",377,111,150,87,29
"E00021708",298,131,137,20,10
"E00021709",324,80,127,102,15
"E00021710",313,103,132,54,24
"E00021711",471,135,237,83,16
"E00021712",297,114,160,17,6
"E00021713",295,58,111,74,52
"E00021714",209,80,90,32,7
"E00021715",357,82,181,63,31
"E00021716",280,160,79,35,6
"E00021717",253,74,138,30,11
"E00021718",361,98,209,45,9
"E00021719",163,39,90,34,0
"E00021722",342,111,170,46,15
"E00021723",269,92,148,18,11
"E00021724",260,104,147,7,2
"E00021725",232,129,87,16,0
"E00021726",268,62,112,71,23
"E00021727",249,73,116,38,22
"E00021728",253,101,92,35,25
"E00021729",190,55,84,31,20
"E00021730",370,133,152,49,36
"E00021731",396,102,170,85,39
"E00021732",268,73,126,64,5
"E00021733",525,153,274,75,23
"E00021734",599,119,223,182,75
"E00021735",481,61,239,84,97
"E00021736",492,66,219,144,63
"E00021737",283,74,147,35,27
"E00021738",332,77,134,74,47
"E00021739",273,71,161,31,10
"E00021740",393,112,181,72,28
"E00021741",223,112,107,4,0
"E00021742",547,102,301,90,54
"E00021743",313,89,153,42,29
"E00021744",568,152,357,53,6
"E00021745",233,61,101,67,4
"E00021746",233,130,92,9,2
"E00021748",534,119,247,85,83
"E00021750",449,38,207,128,76
"E00021752",422,81,189,80,72
"E00021753",282,78,101,38,65
"E00021754",204,63,104,13,24
"E00021755",358,98,183,43,34
"E00021756",217,49,131,17,20
"E00021757",248,59,112,44,33
"E00021758",322,86,191,36,9
"E00021759",369,57,138,124,50
"E00021760",351,55,102,129,65
"E00021761",209,68,110,7,24
"E00021762",306,69,139,78,20
"E00021763",394,89,187,89,29
"E00021764",467,59,284,54,70
"E00021766",413,51,214,97,51
"E00021767",233,103,90,29,11
"E00167078",270,67,128,57,18
"E00167079",222,73,132,17,0
"E00167080",390,101,186,75,28
"E00167081",279,112,128,30,9
"E00167082",309,81,197,16,15
"E00167083",343,61,168,82,32
"E00167084",231,58,133,35,5
"E00167085",267,81,141,22,23
"E00167086",368,98,181,67,22
"E00167087",282,61,196,25,0
"E00167088",210,70,122,6,12
"E00167089",171,75,86,8,2
"E00167090",195,51,140,4,0
"E00167091",331,84,207,31,9
"E00167092",294,66,184,35,9
"E00167093",196,50,129,10,7
"E00167094",280,81,150,34,15
"E00167095",286,80,137,65,4
"E00167096",131,26,101,4,0
"E00167097",259,77,140,37,5
"E00167098",131,49,72,8,2
"E00167099",110,58,48,4,0
"E00167100",519,138,345,25,11
"E00167101",256,134,115,7,0
"E00167102",300,88,117,51,44
"E00167103",206,75,124,7,0
"E00167104",216,124,88,4,0
"E00167105",479,56,238,153,32
"E00167106",314,140,162,12,0
"E00167107",238,75,113,43,7
"E00167108",400,153,191,54,2
"E00167109",261,67,138,39,17
"E00167110",293,91,137,47,18
"E00167111",282,70,182,12,18
"E00167112",795,285,452,42,16
"E00167113",473,101,242,116,14
"E00167114",464,91,277,70,26
"E00167115",727,207,369,84,67
"E00167116",280,102,117,53,8
"E00167117",133,47,78,3,5
"E00167118",244,125,107,8,4
"E00167119",305,130,134,36,5
"E00167120",283,92,150,24,17
"E00167121",265,144,104,7,10
"E00167122",202,106,87,4,5
"E00167123",347,82,194,61,10
"E00167124",308,76,172,47,13
"E00167125",173,87,74,10,2
"E00167126",367,166,185,10,6
"E00167127",265,117,131,12,5
"E00167128",276,64,135,51,26
"E00167129",615,191,335,45,44
"E00167130",834,214,505,80,35
"E00167131",145,45,72,12,16
"E00167132",393,155,181,15,42
"E00167133",175,68,76,22,9
"E00167134",222,104,114,4,0
"E00167135",269,127,129,13,0
"E00167136",178,24,105,35,14
"E00167137",222,113,106,3,0
"E00167138",230,75,139,10,6
"E00167139",305,79,152,8,66
"E00167140",246,79,136,21,10
"E00167141",313,92,188,29,4
"E00167142",453,204,240,3,6
"E00167143",337,79,171,57,30
"E00167144",428,70,163,105,90
"E00167145",196,95,89,7,5
"E00167146",300,163,129,4,4
"E00167147",277,77,149,32,19
"E00167148",188,99,78,3,8
"E00167149",167,45,99,12,11
"E00167150",366,146,208,10,2
"E00167151",423,197,192,19,15
"E00167152",164,68,86,4,6
"E00167153",402,34,213,119,36
"E00167154",205,110,95,0,0
"E00167155",310,145,138,23,4
"E00167156",336,55,161,95,25
"E00167157",317,132,169,12,4
"E00167158",257,149,102,4,2
"E00167159",211,102,100,0,9
"E00167160",316,63,172,63,18
"E00167161",312,64,159,79,10
"E00167162",337,124,198,11,4
"E00167163",260,88,140,20,12
"E00167164",118,38,50,19,11
"E00167165",228,106,119,3,0
"E00167166",464,51,372,23,18
"E00167167",267,85,180,0,2
"E00167168",281,87,183,9,2
"E00167169",282,89,124,52,17
"E00167170",171,49,110,12,0
"E00167171",211,40,94,36,41
"E00167172",174,78,96,0,0
"E00167173",473,79,213,163,18
"E00167174",240,114,111,4,11
"E00167175",212,121,80,0,11
"E00167176",332,139,162,14,17
"E00167177",264,82,151,19,12
"E00167178",321,75,174,67,5
"E00167179",240,68,142,17,13
"E00167180",311,68,172,57,14
"E00167181",160,23,95,18,24
"E00167182",149,32,75,31,11
"E00167183",139,33,82,24,0
"E00167184",175,65,86,14,10
"E00167185",247,87,122,31,7
"E00167186",243,84,155,0,4
"E00167187",288,90,157,24,17
"E00167188",304,64,212,26,2
"E00167189",273,81,188,4,0
"E00167190",210,53,129,22,6
"E00167191",216,71,136,5,4
"E00167192",230,73,109,37,11
"E00167193",220,102,105,11,2
"E00167194",287,58,134,73,22
"E00167195",189,58,111,11,9
"E00167196",204,62,101,30,11
"E00167197",246,94,118,32,2
"E00167198",535,109,306,92,28
"E00167199",171,25,122,16,8
"E00167200",218,42,156,20,0
"E00167201",319,129,152,24,14
"E00167202",197,80,82,25,10
"E00167203",384,84,189,69,42
"E00167204",239,39,184,6,10
"E00167205",326,84,128,50,64
"E00167206",387,71,185,93,38
"E00167207",335,56,181,81,17
"E00167208",266,123,129,14,0
"E00167209",376,107,201,55,13
"E00167210",141,35,85,16,5
"E00167211",378,60,201,88,29
"E00167212",282,67,138,37,40
"E00167213",397,52,115,156,74
"E00167214",362,64,160,116,22
"E00167215",327,106,136,54,31
"E00167216",379,56,181,51,91
"E00167217",278,62,107,92,17
"E00167218",303,59,167,63,14
"E00167219",307,45,174,68,20
"E00167220",228,102,121,3,2
"E00167221",419,99,183,133,4
"E00167222",322,30,152,102,38
"E00167223",393,67,165,102,59
"E00167224",351,70,171,79,31
"E00167225",402,34,161,180,27
"E00167226",226,75,122,25,4
"E00167227",336,103,137,61,35
"E00167228",292,68,178,40,6
"E00167229",341,85,155,67,34
"E00167230",196,61,130,3,2
"E00167231",260,51,121,84,4
"E00167232",200,95,98,0,7
"E00167233",213,47,114,45,7
"E00167234",378,70,204,53,51
"E00167235",462,83,195,123,61
"E00167236",180,39,118,21,2
"E00167237",192,105,77,0,10
"E00167238",349,85,173,53,38
"E00167239",188,45,92,49,2
"E00167240",481,76,190,169,46
"E00167241",380,65,145,117,53
"E00167242",191,85,106,0,0
"E00167243",283,81,184,18,0
"E00167244",255,67,164,14,10
"E00167245",302,98,139,43,22
"E00167246",226,96,88,33,9
"E00167247",171,29,111,27,4
"E00167248",369,165,187,13,4
"E00167249",352,141,199,6,6
"E00167250",428,31,180,197,20
"E00167251",309,79,214,6,10
"E00167252",381,91,159,74,57
"E00167253",310,90,150,60,10
"E00167254",254,64,141,45,4
"E00167255",382,81,153,97,51
"E00167256",280,95,109,24,52
"E00167257",367,117,173,64,13
"E00167258",393,49,146,158,40
"E00167259",255,43,106,98,8
"E00167260",474,74,170,199,31
"E00167261",401,124,189,77,11
"E00167262",91,55,36,0,0
"E00167263",192,33,148,7,4
"E00167264",287,76,146,59,6
"E00167265",328,110,161,24,33
"E00167266",315,118,164,23,10
