"GeographyCode","QS410EW0001","QS410EW0002","QS410EW0003","QS410EW0004","QS410EW0005"
"E00021141",333,72,153,100,8
"E00021143",393,91,206,75,21
"E00021145",241,92,125,9,15
"E00021146",293,93,190,8,2
"E00021147",205,84,100,21,0
"E00021148",279,85,139,38,17
"E00021149",353,74,141,95,43
"E00021150",298,99,116,62,21
"E00021151",275,85,100,69,21
"E00021152",379,106,163,84,26
"E00021153",341,98,224,19,0
"E00021154",401,76,218,88,19
"E00021155",359,106,210,29,14
"E00021156",237,96,80,40,21
"E00021157",331,65,142,109,15
"E00021158",340,59,163,82,36
"E00021159",571,192,298,61,20
"E00021160",322,74,119,103,26
"E00021161",391,121,229,37,4
"E00021162",375,72,190,71,42
"E00021163",309,68,173,66,2
"E00021164",279,94,115,57,13
"E00021165",338,80,149,70,39
"E00021166",387,75,236,36,40
"E00021167",305,91,150,59,5
"E00021168",374,111,229,19,15
"E00021169",467,127,218,115,7
"E00021170",466,98,220,121,27
"E00021171",660,156,322,159,23
"E00021172",275,108,141,26,0
"E00021173",372,120,178,63,11
"E00021174",228,94,127,7,0
"E00021175",288,105,123,47,13
"E00021176",298,146,121,21,10
"E00021177",425,68,195,105,57
"E00021179",327,82,187,40,18
"E00021180",444,103,212,103,26
"E00021181",230,96,97,27,10
"E00021182",343,106,224,7,6
"E00021183",231,125,92,12,2
"E00021184",169,43,77,29,20
"E00021185",299,117,129,37,16
"E00021186",440,88,140,149,63
"E00021187",307,59,137,76,35
"E00021188",302,75,176,31,20
"E00021189",397,52,240,77,28
"E00021190",452,90,208,77,77
"E00021191",396,59,178,66,93
"E00021192",329,53,157,81,38
"E00021193",323,137,167,8,11
"E00021194",563,91,259,194,19
"E00021195",392,46,210,87,49
"E00021196",381,49,171,145,16
"E00021197",415,153,189,57,16
"E00021198",313,42,159,53,59
"E00021199",182,79,61,12,30
"E00021200",322,58,156,80,28
"E00021201",321,54,159,73,35
"E00021202",285,61,96,86,42
"E00021203",246,83,101,44,18
"E00021204",401,79,239,61,22
"E00021205",336,47,149,83,57
"E00021206",239,40,104,83,12
"E00021207",256,112,124,15,5
"E00021208",299,55,168,52,24
"E00021209",246,25,124,45,52
"E00021210",289,31,139,83,36
"E00021211",372,94,161,63,54
"E00021212",270,29,120,86,35
"E00021213",415,72,174,114,55
"E00021214",442,121,148,114,59
"E00021215",344,131,168,22,23
"E00021216",325,132,122,42,29
"E00021217",452,95,219,85,53
"E00021218",491,181,268,40,2
"E00021219",250,106,121,16,7
"E00021220",348,147,177,14,10
"E00021223",388,152,220,16,0
"E00021224",409,142,236,23,8
"E00021225",292,145,132,9,6
"E00021227",269,105,152,12,0
"E00021228",359,102,208,28,21
"E00021229",309,66,156,83,4
"E00021230",248,123,102,13,10
"E00021231",210,109,87,14,0
"E00021235",368,45,159,121,43
"E00021236",324,82,149,35,58
"E00021238",398,178,192,18,10
"E00021239",286,142,140,0,4
"E00021240",304,158,142,4,0
"E00021241",274,129,137,8,0
"E00021243",398,96,167,88,47
"E00021244",254,109,90,39,16
"E00021245",246,121,96,18,11
"E00021246",517,125,235,98,59
"E00021247",402,64,199,91,48
"E00021248",380,83,227,36,34
"E00021249",329,106,181,35,7
"E00021251",292,83,127,61,21
"E00021252",267,96,147,24,0
"E00021253",304,88,150,44,22
"E00021254",237,108,108,16,5
"E00021255",221,87,131,3,0
"E00021256",242,103,136,3,0
"E00021257",242,95,118,29,0
"E00021258",360,96,193,48,23
"E00021259",399,80,215,67,37
"E00021260",320,109,151,34,26
"E00021261",278,82,158,27,11
"E00021262",305,92,124,52,37
"E00021263",401,171,203,11,16
"E00021266",281,116,150,9,6
"E00021267",329,140,148,29,12
"E00021268",253,89,132,26,6
"E00021271",392,178,145,50,19
"E00021272",221,64,114,35,8
"E00021273",285,94,138,31,22
"E00021274",549,149,269,115,16
"E00021275",259,103,103,44,9
"E00021277",249,108,120,15,6
"E00021278",199,58,109,32,0
"E00021279",444,111,229,74,30
"E00021280",287,111,154,15,7
"E00021281",531,130,296,99,6
"E00021282",407,125,206,74,2
"E00021285",123,69,52,0,2
"E00021286",230,99,106,20,5
"E00021287",278,103,142,13,20
"E00021288",239,100,128,7,4
"E00021289",330,76,168,61,25
"E00021290",342,99,152,71,20
"E00021291",374,150,160,0,64
"E00021292",312,84,135,63,30
"E00021294",578,121,216,157,84
"E00021295",379,137,211,31,0
"E00021296",341,135,198,5,3
"E00021297",415,158,206,20,31
"E00021298",417,170,212,35,0
"E00021299",438,129,232,58,19
"E00021300",488,196,278,14,0
"E00021301",522,106,215,137,64
"E00021302",463,155,212,54,42
"E00021303",349,82,146,76,45
"E00021304",351,83,195,73,0
"E00021305",255,113,113,16,13
"E00021306",264,156,90,18,0
"E00021307",456,157,266,21,12
"E00021308",432,137,204,52,39
"E00021309",189,95,86,3,5
"E00021310",259,103,144,12,0
"E00021311",335,75,185,49,26
"E00021312",316,109,161,30,16
"E00021313",484,173,250,47,14
