"GeographyCode","KS204EW0001","KS204EW0002","KS204EW0003","KS204EW0004","KS204EW0005","KS204EW0006","KS204EW0007","KS204EW0008","KS204EW0009","KS204EW0010","KS204EW0011","KS204EW0012","KS204EW0013","KS204EW0014","KS204EW0015","KS204EW0016","KS204EW0017","KS204EW0018","KS204EW0019"
"E01004197",2329,1330,12,40,17,0,33,182,54,661,57.1060541004723,0.51524259338772,1.7174753112924,0.72992700729927,0,1.41691713181623,7.81451266638042,2.31859167024474,28.3812795191069
"E01004198",1529,905,5,20,2,3,22,83,24,465,59.1890124264225,0.327011118378025,1.3080444735121,0.13080444735121,0.196206671026815,1.43884892086331,5.42838456507521,1.56965336821452,30.4120340091563
"E01004199",1637,989,5,15,8,0,8,49,25,538,60.4153940134392,0.30543677458766,0.916310323762981,0.488698839340257,0,0.488698839340257,2.99328039095907,1.5271838729383,32.8649969456322
"E01004200",1566,893,11,29,22,0,29,165,31,386,57.0242656449553,0.70242656449553,1.85185185185185,1.40485312899106,0,1.85185185185185,10.5363984674329,1.97956577266922,24.6487867177522
"E01004201",1556,996,10,33,17,0,33,60,17,390,64.0102827763496,0.6426735218509,2.12082262210797,1.09254498714653,0,2.12082262210797,3.8560411311054,1.09254498714653,25.0642673521851
"E01004202",1705,933,15,30,12,0,27,155,35,498,54.7214076246334,0.879765395894428,1.75953079178886,0.703812316715543,0,1.58357771260997,9.09090909090909,2.05278592375367,29.208211143695
"E01004203",1779,1090,10,34,5,0,35,136,47,422,61.2703766160764,0.562113546936481,1.91118605958404,0.281056773468241,0,1.96739741427768,7.64474423833614,2.64193367060146,23.7211916807195
"E01004204",1582,866,3,14,10,0,27,82,31,549,54.7408343868521,0.189633375474083,0.884955752212389,0.632111251580278,0,1.70670037926675,5.18331226295828,1.95954487989886,34.7029077117573
"E01004205",2106,1024,3,20,6,0,15,90,43,905,48.6229819563153,0.142450142450142,0.949667616334283,0.284900284900285,0,0.712250712250712,4.27350427350427,2.04178537511871,42.9724596391263
"E01004206",1492,742,4,4,8,0,22,72,23,617,49.7319034852547,0.268096514745308,0.268096514745308,0.536193029490617,0,1.4745308310992,4.82573726541555,1.54155495978552,41.3538873994638
"E01004207",1416,830,8,13,6,0,20,47,23,469,58.6158192090395,0.564971751412429,0.918079096045198,0.423728813559322,0,1.41242937853107,3.31920903954802,1.62429378531073,33.1214689265537
"E01004208",1976,1017,20,35,23,0,21,175,43,642,51.4676113360324,1.01214574898785,1.77125506072874,1.16396761133603,0,1.06275303643725,8.85627530364373,2.17611336032389,32.4898785425101
"E01004209",1366,740,3,13,2,0,11,57,25,515,54.1727672035139,0.219619326500732,0.951683748169839,0.146412884333821,0,0.805270863836018,4.17276720351391,1.83016105417277,37.701317715959
"E01004211",1463,816,13,32,9,0,26,116,27,424,55.7758031442242,0.888585099111415,2.18728639781271,0.615174299384826,0,1.77717019822283,7.92891319207109,1.84552289815448,28.9815447710185
"E01004212",1780,786,11,20,9,0,23,139,58,734,44.1573033707865,0.617977528089888,1.12359550561798,0.50561797752809,0,1.29213483146067,7.80898876404494,3.25842696629213,41.2359550561798
"E01004214",1669,1038,6,15,8,0,11,44,61,486,62.1929298981426,0.359496704613541,0.898741761533853,0.479328939484721,0,0.659077291791492,2.63630916716597,3.654883163571,29.1192330736968
"E01004215",2756,1347,9,31,12,0,24,170,132,1031,48.8751814223512,0.32656023222061,1.12481857764877,0.435413642960813,0,0.870827285921626,6.16835994194485,4.78955007256894,37.4092888243832
"E01004216",1619,795,5,28,11,1,15,91,115,558,49.1043854231007,0.308832612723904,1.72946263125386,0.679431747992588,0.0617665225447807,0.926497838171711,5.62075355157505,7.10315009264978,34.4657195799876
