"GeographyCode","QS608EW0001","QS608EW0002","QS608EW0003","QS608EW0004","QS608EW0005","QS608EW0006","QS608EW0007","QS608EW0008","QS608EW0009","QS608EW0010","QS608EW0011","QS608EW0012","QS608EW0013","QS608EW0014","QS608EW0015","QS608EW0016","QS608EW0017","QS608EW0018","QS608EW0019","QS608EW0020","QS608EW0021","QS608EW0022","QS608EW0023","QS608EW0024","QS608EW0025","QS608EW0026","QS608EW0027","QS608EW0028","QS608EW0029","QS608EW0030","QS608EW0031","QS608EW0032","QS608EW0033","QS608EW0034","QS608EW0035","QS608EW0036","QS608EW0037","QS608EW0038","QS608EW0039","QS608EW0040","QS608EW0041","QS608EW0042","QS608EW0043","QS608EW0044","QS608EW0045","QS608EW0046","QS608EW0047","QS608EW0048","QS608EW0049","QS608EW0050","QS608EW0051","QS608EW0052","QS608EW0053","QS608EW0054","QS608EW0055"
"E02000881",6515,393,57,0,57,336,171,123,28,14,955,624,405,63,136,20,234,97,587,282,263,35,7,742,247,247,0,495,495,0,687,377,310,287,23,1000,253,546,58,47,0,74,22,891,243,141,247,255,5,1005,717,288,255,255,0
"E02000882",8017,624,132,0,132,492,252,167,48,25,1558,1091,921,80,77,13,338,129,731,378,230,104,19,801,259,259,0,542,542,0,715,442,273,266,7,1121,246,600,157,41,5,61,11,876,269,200,213,194,0,1347,898,449,244,244,0
"E02000883",7243,422,93,5,88,329,169,134,16,10,976,615,445,73,85,12,250,111,692,390,256,33,13,782,250,250,0,532,530,2,793,429,364,342,22,1129,295,644,41,45,0,92,12,883,261,83,234,296,9,1277,913,364,289,289,0
"E02000884",8604,1824,307,0,307,1517,868,496,112,41,2185,1579,1151,219,165,44,476,130,603,355,177,64,7,660,215,215,0,445,445,0,521,324,197,189,8,831,260,343,123,45,0,49,11,532,174,139,115,98,6,845,615,230,603,603,0
"E02000885",6299,494,90,5,85,404,201,148,31,24,1049,673,501,95,68,9,254,122,485,263,154,54,14,691,292,292,0,399,399,0,651,348,303,300,3,934,236,477,94,62,1,51,13,706,173,193,168,171,1,1014,790,224,275,271,4
"E02000886",6918,1423,265,6,259,1158,534,452,123,49,1657,1080,795,166,81,38,476,101,652,374,199,57,22,623,213,213,0,410,409,1,447,293,154,151,3,677,168,348,70,32,5,47,7,530,149,97,127,157,0,685,497,188,224,224,0
"E02000887",8001,588,102,0,102,486,256,191,25,14,1255,773,538,135,95,5,354,128,761,372,318,51,20,796,185,185,0,611,611,0,957,562,395,387,8,1239,330,642,91,42,1,99,34,889,267,79,281,262,0,1218,807,411,298,295,3
"E02000888",7838,1530,328,3,325,1202,596,441,126,39,1657,1119,766,198,112,43,411,127,660,363,228,67,2,701,281,281,0,420,420,0,575,355,220,212,8,847,256,364,138,30,0,57,2,734,170,187,192,179,6,752,568,184,382,382,0
"E02000889",6196,1523,277,8,269,1246,626,483,112,25,1498,1030,743,144,98,45,378,90,583,363,150,52,18,473,175,175,0,298,298,0,363,216,147,135,12,680,202,302,80,27,0,51,18,390,96,122,76,96,0,484,333,151,202,201,1
"E02000890",5393,1992,400,15,385,1592,780,603,151,58,1773,1159,729,207,160,63,533,81,362,260,63,28,11,357,104,104,0,253,252,1,173,103,70,68,2,260,40,152,22,17,5,15,9,180,45,51,46,37,1,194,120,74,102,102,0
"E02000891",12256,3015,560,4,556,2455,1195,996,154,110,3238,2239,1525,477,161,76,836,163,1063,668,278,73,44,822,276,276,0,546,546,0,722,415,307,288,19,1010,346,421,57,75,2,95,14,661,201,95,137,226,2,1134,742,392,591,585,6
"E02000893",6292,1217,177,7,170,1040,484,425,106,25,1393,886,615,157,74,40,394,113,619,350,204,42,23,654,175,175,0,479,479,0,516,286,230,226,4,651,191,320,19,29,0,73,19,447,145,50,128,123,1,554,344,210,241,241,0
"E02000894",9772,2741,410,0,410,2331,1125,947,175,84,2871,1854,1284,316,168,86,843,174,786,553,180,31,22,724,227,227,0,497,496,1,519,305,214,205,9,672,183,279,53,30,0,117,10,454,135,51,124,144,0,579,434,145,426,424,2
"E02006853",6765,1747,343,6,337,1404,672,561,103,68,1590,995,695,191,78,31,495,100,489,323,116,14,36,475,163,163,0,312,312,0,496,321,175,167,8,546,140,271,49,6,8,62,10,397,99,53,118,125,2,650,449,201,375,371,4
"E02006854",5742,1832,402,9,393,1430,637,610,118,65,1734,1084,663,239,126,56,599,51,426,313,75,22,16,282,122,122,0,160,160,0,262,154,108,108,0,302,69,182,9,14,5,23,0,237,72,49,61,49,6,384,262,122,283,283,0
