"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E01004259",1723,24,10,26,15,25,24,16,10,16,14,10,15,9,10,14,14,6,6,9,11,23,26,41,45,55,71,76,87,86,65,58,53,32,44,40,36,46,31,34,17,29,23,23,24,20,20,26,18,18,20,14,21,8,7,14,10,10,11,12,10,6,7,9,13,4,1,6,1,5,7,3,5,5,11,5,8,3,2,5,6,4,1,1,3,6,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"E01004260",1790,25,29,23,24,34,36,35,35,21,26,22,18,27,24,24,25,21,17,24,18,22,38,47,51,84,39,73,44,41,44,44,57,38,40,33,24,40,30,25,20,38,20,13,19,17,15,12,11,11,10,13,20,17,13,17,6,6,5,10,9,10,5,6,5,5,4,7,6,8,3,5,3,7,6,6,7,7,8,4,5,7,1,11,3,4,6,6,2,1,3,2,2,0,0,0,0,0,0,0,0,1
"E01004261",2525,27,20,22,24,13,26,24,19,25,23,26,20,14,19,23,13,19,19,255,478,233,140,114,95,78,54,52,37,25,32,32,21,27,24,20,21,28,22,21,18,10,8,12,8,11,13,12,13,11,17,8,6,4,6,11,7,11,5,9,7,3,10,10,10,6,4,7,1,6,9,4,5,1,4,8,9,3,4,4,0,2,2,4,2,4,1,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0
"E01004262",1742,16,19,15,18,10,15,13,14,10,10,17,22,21,14,12,10,25,19,96,163,133,88,57,63,57,53,56,33,32,24,31,23,26,25,19,24,22,28,15,17,14,11,6,19,13,14,12,7,9,7,9,13,9,18,7,15,14,11,13,8,4,5,10,5,10,9,6,5,4,5,10,4,3,7,6,9,7,3,3,7,1,2,7,0,3,3,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0
"E01004263",1419,12,21,22,17,11,21,24,15,17,27,17,25,18,28,26,20,21,29,20,30,27,30,36,37,27,29,20,25,33,24,23,29,17,17,24,15,18,22,20,24,16,21,23,16,19,18,17,9,14,18,19,9,19,10,11,16,11,13,6,10,7,9,9,12,12,3,6,6,2,6,10,7,6,7,10,5,4,6,5,6,8,6,9,12,4,6,3,3,2,4,2,2,2,1,0,1,0,3,0,0,0
"E01004264",1537,24,32,27,23,33,33,23,25,31,25,29,13,20,25,29,21,19,15,28,18,46,46,42,48,41,38,40,38,49,29,38,28,29,25,28,23,24,21,19,13,22,17,14,12,14,16,10,9,8,12,12,6,10,7,8,6,10,17,10,9,4,7,10,5,4,2,5,7,7,7,9,8,12,3,5,6,5,6,3,3,5,6,1,1,0,7,4,0,2,0,3,1,1,0,0,0,1,0,0,0,0
"E01004266",1545,24,18,20,7,18,22,25,22,12,20,8,25,18,12,18,19,17,20,16,22,32,16,20,33,57,50,56,39,48,45,47,32,30,16,33,19,22,27,17,30,15,24,19,29,21,15,28,24,13,20,13,13,10,15,13,12,17,8,14,8,12,12,9,10,7,7,5,7,7,9,6,5,9,5,8,6,5,5,2,5,3,4,5,15,1,4,2,3,0,1,1,0,1,0,0,0,0,0,0,0,1
"E01004267",1767,29,22,19,17,18,15,20,17,21,13,19,15,20,23,17,27,23,21,32,34,34,38,59,67,52,62,72,82,60,65,59,50,39,39,30,32,29,20,26,23,19,18,24,13,29,14,25,11,13,21,11,14,15,9,16,14,16,9,10,10,12,6,6,2,8,5,6,2,6,2,3,3,3,2,6,2,0,1,1,2,7,0,5,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0
"E01004268",1784,31,30,37,21,31,26,35,24,30,30,24,24,23,25,21,28,19,23,18,17,39,33,40,56,34,48,55,63,48,35,40,56,28,36,43,40,31,18,28,25,24,25,19,20,26,24,21,19,15,14,14,16,19,11,10,8,7,12,10,7,11,6,7,5,7,10,6,9,5,6,4,10,3,3,4,3,6,1,2,8,7,4,2,3,4,1,3,0,1,3,2,0,1,0,0,1,0,2,0,0,0
"E01004269",1975,36,31,25,23,43,33,26,25,22,25,25,17,19,19,16,20,12,16,14,25,41,56,78,69,66,73,59,57,67,62,54,51,39,34,43,50,25,25,18,27,16,24,25,21,16,14,13,19,8,17,16,12,15,16,14,9,9,17,9,10,10,7,8,2,4,11,9,9,7,6,8,4,6,12,8,10,11,10,9,7,7,4,6,6,5,3,4,3,6,0,0,3,0,0,0,1,1,1,1,0,0
"E01004270",2236,24,23,29,23,25,16,17,20,23,19,20,18,18,24,22,23,22,28,16,36,77,101,92,93,101,105,84,97,77,66,60,59,48,44,68,41,59,34,32,30,27,30,20,22,8,20,15,14,12,13,15,19,15,14,13,10,12,6,6,9,7,10,9,3,13,10,5,4,4,2,3,3,5,4,4,5,3,4,2,1,1,3,4,3,0,1,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0
"E01004271",1589,52,31,42,36,44,28,33,24,35,28,26,25,22,22,24,19,11,13,17,29,25,36,35,35,39,37,30,32,38,32,32,38,33,33,39,25,26,34,19,17,32,19,11,14,15,12,13,15,11,11,12,7,17,15,12,16,11,7,10,4,8,6,4,12,7,9,7,2,4,8,3,4,5,5,3,6,5,6,5,1,5,0,5,2,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"E01004272",2099,41,41,48,38,47,36,37,59,37,48,48,32,37,38,29,40,37,34,34,39,28,33,43,40,33,52,52,39,39,51,31,38,48,47,35,39,41,31,25,33,44,34,27,18,23,17,21,19,17,20,11,20,8,15,11,17,12,11,10,8,9,8,5,3,14,5,8,7,11,7,7,11,7,10,5,5,8,7,4,3,3,3,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004273",1904,35,32,31,27,35,41,31,31,28,43,38,34,35,36,33,33,26,26,36,34,36,43,53,43,47,45,45,37,42,44,47,35,35,30,40,19,35,34,22,17,20,23,16,22,24,26,20,15,26,13,13,13,10,12,12,13,12,18,20,14,10,6,7,6,9,8,2,6,8,6,9,4,14,6,5,1,7,5,5,2,3,6,0,0,4,3,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0
"E01004274",1973,36,51,30,37,27,27,23,27,27,27,24,20,20,24,19,28,31,20,26,29,46,43,53,58,61,50,54,67,59,59,49,54,50,42,43,32,30,27,20,23,23,33,13,20,27,21,19,18,22,21,17,22,18,14,13,14,16,10,8,18,12,10,9,9,8,9,4,5,4,7,5,7,6,2,7,4,1,2,4,8,0,3,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01004275",1879,33,30,40,24,33,20,21,19,22,20,8,19,26,13,17,13,12,17,14,11,37,41,40,35,60,51,50,49,64,56,59,59,63,55,41,61,30,31,27,20,34,22,30,30,23,11,25,16,18,18,16,20,18,15,9,13,18,13,13,13,7,12,9,17,8,6,12,5,10,8,7,5,2,4,4,2,5,4,7,3,2,1,2,4,3,6,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0
"E01004276",2024,33,22,16,24,21,12,5,7,4,5,5,3,5,3,5,3,3,6,3,14,21,23,49,55,65,68,81,74,109,113,96,90,98,88,63,71,57,50,44,32,32,21,30,24,30,19,20,26,20,21,14,17,24,14,11,14,19,10,4,14,13,11,8,9,12,5,5,5,1,3,5,1,4,2,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
"E01004277",1630,30,40,17,14,11,10,3,5,7,1,2,5,0,2,3,0,2,0,1,5,13,26,28,38,35,53,72,58,59,73,80,75,66,61,69,55,32,48,31,51,39,34,32,19,16,21,18,29,11,17,12,12,11,19,15,17,9,7,10,15,12,10,7,9,3,3,11,7,4,2,3,3,1,1,4,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004280",1879,44,30,36,28,39,31,17,34,17,14,19,19,17,15,29,17,27,28,19,15,19,34,27,32,54,43,53,50,57,54,58,53,40,58,41,39,47,32,40,32,34,26,22,34,19,26,23,20,13,23,20,15,17,22,13,9,19,12,9,7,6,10,3,6,10,8,3,11,9,7,5,7,2,6,7,3,6,2,4,2,5,1,3,2,2,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"E01004281",1770,31,33,28,29,16,13,9,8,14,12,8,9,5,4,13,7,8,12,10,18,23,36,34,45,53,56,88,71,77,97,83,79,80,62,71,44,40,40,33,27,33,26,22,18,12,18,16,18,12,15,10,13,10,16,9,11,7,8,5,8,11,2,4,9,7,4,3,2,1,2,1,0,2,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"E01004283",2317,25,21,27,24,30,34,31,21,34,30,32,42,28,37,35,29,42,48,50,57,63,56,62,79,64,69,64,54,33,58,48,31,32,42,32,27,34,31,21,27,27,33,25,27,18,26,16,23,26,18,17,26,19,18,21,12,15,18,15,13,10,13,10,13,17,8,7,6,3,9,16,11,8,10,17,7,8,11,11,11,8,7,7,8,11,5,7,8,9,10,5,1,1,0,0,3,1,1,2,0,0
"E01004284",2302,53,40,35,50,40,29,30,34,28,26,30,33,24,21,30,33,30,19,22,36,28,37,31,65,56,60,57,60,70,86,67,68,70,72,54,50,46,42,44,45,31,31,28,25,33,21,12,15,22,20,18,18,18,11,17,9,13,5,11,14,6,6,13,10,7,3,6,7,6,8,10,6,5,9,10,12,4,5,5,5,8,5,3,4,3,3,0,1,1,1,1,4,0,0,0,0,1,1,0,0,0
"E01004285",2318,45,54,36,53,32,52,47,53,41,44,41,49,42,41,43,40,32,34,28,41,53,70,58,61,45,49,45,48,48,48,34,42,43,41,37,36,40,30,29,28,40,35,26,22,26,33,23,25,21,20,18,12,19,17,9,11,14,12,10,10,9,11,14,12,13,5,2,1,4,4,9,12,10,10,6,3,12,2,8,7,6,0,3,1,1,2,1,3,4,3,3,0,1,0,0,0,0,0,0,0,0
"E01004286",2364,40,42,33,61,49,36,38,27,31,44,34,39,28,25,46,40,30,34,37,32,41,49,43,59,60,45,56,37,47,57,57,45,41,32,38,45,42,51,30,48,30,34,32,28,29,30,25,33,28,21,22,18,16,16,12,12,18,19,17,15,11,17,21,12,11,11,7,10,7,5,11,13,8,3,12,4,5,5,3,8,11,9,2,8,1,3,7,3,3,1,7,1,0,0,0,0,0,0,0,0,0
"E01004287",2171,39,37,48,41,26,42,31,34,29,34,24,29,22,25,26,22,26,24,20,22,35,55,42,43,41,43,50,64,47,49,59,58,42,56,43,31,36,43,28,31,19,29,30,26,14,18,19,12,14,13,16,16,13,22,20,10,17,14,24,21,16,23,11,18,9,8,12,14,8,4,8,15,16,11,16,16,11,13,11,16,11,2,7,7,4,3,2,2,6,1,1,2,1,0,1,0,0,1,0,0,0
"E01004288",1620,30,31,13,38,25,35,36,26,27,24,31,24,30,38,29,30,29,19,29,27,20,27,26,41,29,37,23,22,25,24,32,31,26,29,31,34,22,29,22,22,31,21,23,19,21,15,20,26,20,15,7,15,13,13,8,10,8,8,10,6,11,11,5,7,7,8,7,4,4,9,9,7,7,4,6,6,6,5,4,4,5,9,2,6,6,5,4,2,3,6,2,2,0,0,1,0,2,2,0,0,0
"E01004289",1844,19,13,22,20,32,25,19,22,19,31,25,24,32,27,18,19,25,21,21,41,69,64,60,63,61,41,45,30,47,38,37,28,34,28,30,25,33,35,26,21,18,19,27,21,19,13,9,20,16,18,19,18,22,18,19,10,6,8,17,4,17,9,10,4,16,12,5,8,5,8,8,14,7,10,9,10,9,3,4,5,5,5,4,9,7,4,3,8,5,4,5,1,0,0,0,0,0,0,0,0,0
"E01004290",1302,15,17,11,9,10,9,7,12,9,10,12,8,9,11,10,7,5,3,4,29,48,25,52,41,60,49,40,43,44,43,34,41,34,25,23,22,24,21,18,17,16,11,21,7,8,14,11,16,13,8,8,9,2,10,4,6,15,9,3,2,6,2,6,12,12,1,6,5,7,6,10,4,6,10,3,5,3,6,3,5,7,6,11,5,10,5,7,5,8,2,3,3,0,0,2,1,2,2,0,1,0
"E01004291",1844,21,14,17,24,11,15,8,8,10,10,5,5,5,4,10,9,6,4,5,5,16,16,21,28,29,47,46,69,54,83,79,58,69,74,40,48,49,52,46,57,38,30,39,26,33,23,25,22,16,18,35,24,17,12,20,16,16,19,16,17,18,18,16,15,14,10,5,6,3,7,7,6,5,4,4,10,6,8,3,5,8,4,2,6,1,7,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0
"E01004292",1738,27,25,18,15,20,10,5,9,4,3,4,5,6,6,7,7,12,3,8,16,21,22,18,51,53,84,76,72,75,66,71,68,71,62,57,50,36,40,38,28,29,14,35,21,15,16,17,15,17,11,18,16,14,14,17,11,12,23,17,19,8,8,14,10,8,8,10,7,7,1,5,1,4,2,4,0,8,0,5,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01004293",2125,23,36,25,15,11,4,6,13,9,5,9,7,7,7,12,11,10,10,11,5,18,18,34,53,46,68,63,70,79,87,74,74,60,58,69,39,56,56,30,33,32,42,37,33,29,34,29,33,33,22,25,24,17,19,24,25,22,25,28,21,24,23,17,12,16,11,10,9,9,15,9,8,13,6,7,7,4,6,7,3,2,5,4,4,7,4,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0
"E01004294",1757,22,21,11,14,15,11,8,11,10,9,13,7,14,7,9,9,11,8,9,13,23,25,34,41,69,63,58,73,59,56,56,57,67,59,52,34,45,32,36,30,37,31,27,30,25,18,12,21,25,31,21,21,12,17,20,12,20,15,25,12,8,8,4,8,9,9,10,4,3,5,5,4,3,1,2,3,5,4,1,3,6,0,6,2,3,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"E01004295",1516,32,40,44,39,47,34,23,33,27,16,20,21,16,22,16,16,19,11,16,11,23,24,34,39,36,43,37,47,34,29,45,29,26,25,32,30,30,29,27,16,22,28,10,23,14,11,9,13,10,9,11,17,7,8,11,10,15,9,4,8,12,6,5,6,8,6,6,3,1,3,8,7,5,7,6,1,5,4,5,3,1,4,3,3,4,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"E01004296",1605,32,23,18,23,17,22,19,17,20,17,22,16,16,21,15,14,11,12,11,26,22,20,22,41,44,53,60,40,58,48,54,41,36,27,34,38,36,26,30,20,27,18,24,10,22,10,13,30,16,20,17,12,11,20,20,11,12,8,14,14,10,6,9,9,16,12,7,4,7,3,6,9,7,5,2,2,8,1,1,1,4,1,4,1,5,3,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0
"E01004297",1826,34,29,22,17,12,14,15,7,6,6,7,8,3,10,5,5,8,15,8,12,25,15,36,24,34,49,67,74,70,66,66,66,57,54,46,48,40,45,36,36,32,32,30,31,29,33,32,22,11,31,21,27,17,25,9,17,14,14,12,5,12,13,14,13,13,7,11,11,6,7,8,8,5,4,4,3,7,1,9,5,4,3,4,5,0,2,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0
"E01004298",1637,35,22,21,29,27,20,18,24,27,19,20,16,17,16,26,10,15,21,14,31,30,31,39,53,44,52,63,50,47,41,42,30,38,27,30,27,25,28,17,28,19,17,12,29,28,15,11,16,15,17,11,16,20,21,5,15,10,7,9,4,15,7,5,6,1,10,6,9,10,6,10,17,9,3,11,6,3,4,1,5,5,1,1,5,0,5,2,1,1,1,1,0,0,3,0,0,0,0,0,0,0
"E01004300",1349,15,25,15,19,16,17,19,22,21,25,19,23,19,27,17,21,19,21,18,21,39,21,31,19,21,25,18,31,23,25,26,27,24,23,26,22,24,17,19,24,31,15,35,14,24,17,13,12,10,11,11,8,7,11,15,8,12,8,10,11,15,9,7,6,11,8,6,5,8,7,10,4,7,9,7,3,0,5,6,4,5,8,5,11,6,1,3,2,1,0,0,2,0,0,0,0,1,0,0,0,0
"E01004301",1324,13,21,23,26,28,20,21,27,18,21,19,23,23,17,30,19,20,17,18,18,23,31,28,30,41,32,40,53,34,26,25,31,24,30,26,20,28,15,23,9,20,17,14,16,12,6,9,10,11,13,11,13,10,10,6,13,13,7,6,9,11,3,4,1,9,5,3,5,0,1,9,5,2,1,5,7,6,1,4,2,9,0,0,0,2,0,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0
"E01004302",1987,48,37,42,46,37,41,33,35,35,35,44,32,20,31,28,37,34,15,37,28,33,38,47,42,57,56,45,55,46,49,45,46,55,37,55,47,38,39,32,32,31,22,31,18,20,21,17,22,15,14,14,12,11,9,13,10,8,5,7,5,4,5,4,1,3,4,3,5,3,2,3,6,2,4,2,7,4,1,6,4,5,6,0,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"E01004303",2362,38,42,48,51,51,35,33,36,32,30,26,23,12,21,20,20,20,24,34,41,56,51,34,52,52,57,68,75,69,75,76,65,68,49,58,51,39,51,33,28,44,34,28,23,22,23,23,24,22,17,15,18,26,18,16,9,17,6,14,10,19,6,10,12,13,9,13,6,9,8,6,9,6,10,8,5,5,7,6,9,4,3,5,7,5,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0
"E01004304",1957,48,24,26,33,39,39,31,35,17,26,24,22,30,34,26,28,22,35,26,30,42,44,38,52,54,50,49,53,52,54,40,34,35,40,28,41,37,32,21,35,31,24,25,24,19,18,17,21,19,12,27,17,14,23,14,13,10,6,8,7,13,8,7,15,6,6,10,14,6,3,6,16,7,6,2,7,6,8,5,2,3,4,4,4,2,3,3,1,1,0,2,0,1,0,0,0,0,0,0,0,1
"E01004305",1952,33,31,34,32,23,30,31,35,27,27,32,25,25,34,31,30,27,26,26,31,35,40,45,36,47,58,47,47,43,43,40,36,45,54,36,33,36,26,28,22,29,25,30,19,26,14,13,21,22,11,9,12,18,11,18,8,6,13,15,10,13,11,8,8,12,6,10,7,11,9,8,8,14,9,8,12,5,8,6,4,5,4,9,9,6,4,4,7,1,3,0,3,0,1,2,0,0,0,0,0,0
"E01004306",1799,25,20,21,10,13,19,17,13,18,16,15,12,11,14,20,17,19,12,19,17,35,51,24,65,69,70,95,76,82,70,54,54,42,40,44,40,24,33,23,27,16,18,18,12,21,18,16,20,14,7,15,9,9,14,14,18,20,15,15,11,6,11,6,7,9,5,4,9,9,3,9,7,8,4,4,10,3,14,3,4,3,4,5,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"E01004307",2186,25,16,9,11,8,6,6,12,8,3,9,3,7,4,5,7,7,11,24,47,35,46,104,103,125,115,109,99,122,99,90,80,68,74,72,54,46,33,30,27,28,28,28,17,16,18,21,14,17,13,25,20,19,14,14,8,7,15,10,9,6,9,7,3,12,2,10,0,4,6,5,2,1,2,1,1,1,3,0,1,2,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01004308",1478,20,20,22,15,23,15,17,13,15,18,21,13,17,18,12,16,18,13,15,20,31,42,39,48,54,59,52,53,44,37,39,30,27,25,26,28,32,31,19,20,18,13,11,16,24,15,7,12,16,11,13,9,13,9,14,10,16,6,11,14,6,2,4,10,10,9,5,8,8,6,3,4,8,8,10,11,7,5,1,4,2,2,1,3,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"E01004309",2852,46,37,27,25,26,20,41,37,33,18,25,25,23,22,35,26,17,22,73,121,112,92,91,81,101,92,82,95,109,91,80,97,54,56,47,46,50,46,41,39,31,26,25,34,26,31,16,13,21,26,27,26,13,23,19,19,21,16,17,19,10,10,10,10,1,9,5,9,6,10,11,15,10,13,7,5,10,9,7,4,4,9,3,3,4,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"E01004310",1971,23,18,13,15,21,15,10,17,16,13,24,15,17,13,15,24,15,20,21,30,38,45,69,63,90,70,80,84,53,74,62,65,45,52,43,36,31,35,30,27,16,12,27,19,22,22,20,11,17,19,12,17,19,20,23,17,12,13,15,13,6,12,8,10,6,11,9,3,8,2,10,14,7,5,12,3,4,5,7,9,9,4,3,1,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,2,0
"E01004311",1518,22,31,16,23,24,22,11,13,24,18,11,13,14,19,24,18,7,8,15,6,24,20,41,37,32,51,40,32,42,53,40,36,35,32,35,23,30,18,27,30,33,21,18,25,19,21,13,28,17,11,11,14,15,10,10,11,7,7,3,11,9,6,10,9,9,9,8,4,5,5,4,8,12,9,12,6,10,6,5,7,10,3,4,3,1,2,6,4,1,2,4,0,0,1,2,0,0,0,0,0,0
"E01004312",1614,18,29,24,16,21,23,24,24,17,14,14,22,17,24,22,17,17,17,21,18,19,29,42,54,63,60,43,43,32,31,63,32,17,36,19,25,33,22,20,25,21,14,17,14,14,19,14,9,26,9,11,13,13,14,15,12,20,11,8,24,7,11,9,5,15,4,10,7,9,7,6,5,6,6,13,9,6,4,6,11,6,7,6,5,3,1,3,3,3,5,4,2,0,1,1,0,2,0,0,0,1
"E01004313",2043,27,29,30,25,33,36,32,39,27,28,29,29,32,23,22,24,19,19,11,21,27,30,69,51,79,84,63,68,71,66,65,63,54,36,44,28,43,28,27,33,35,21,15,24,12,20,22,10,16,17,14,19,9,14,14,10,12,12,14,6,4,14,5,3,4,8,3,4,10,4,5,9,7,6,3,4,4,3,7,6,14,4,6,0,3,4,4,3,4,2,1,1,2,0,1,0,0,0,0,0,1
"E01004314",1100,15,13,10,12,13,11,9,9,11,7,9,7,10,11,5,9,8,7,5,8,7,14,15,17,20,27,30,29,38,30,49,35,24,20,33,21,24,24,15,30,22,13,19,13,21,20,11,21,17,8,11,7,7,10,12,7,6,10,11,11,9,8,3,10,5,10,4,5,10,4,9,5,2,6,6,5,3,4,5,6,9,3,3,3,2,5,0,1,1,0,2,1,1,0,1,0,0,1,0,0,0
"E01004315",1628,12,16,15,9,10,17,5,11,12,10,12,12,10,11,19,9,11,8,18,12,27,33,42,50,52,55,51,71,63,57,41,55,42,35,33,32,29,20,23,33,19,24,27,16,25,18,15,17,15,16,20,12,11,12,18,17,15,8,17,16,15,8,15,8,13,4,9,5,8,8,9,7,5,16,6,5,6,7,11,8,4,5,3,4,1,2,4,3,1,1,3,1,0,0,1,0,0,0,0,0,1
"E01004316",1138,23,9,14,20,14,11,10,16,15,18,8,8,12,4,8,12,13,9,9,20,15,28,35,30,38,54,47,47,48,34,35,28,19,32,30,20,27,21,15,19,18,8,10,13,6,11,18,7,4,9,9,13,10,9,8,7,7,7,5,6,5,6,3,9,8,5,1,1,3,4,7,3,2,2,2,1,1,3,1,5,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01004317",2706,38,27,25,21,18,19,23,19,24,18,20,7,14,20,11,20,8,13,22,24,35,45,72,77,137,119,139,164,130,122,137,114,96,99,72,52,72,38,40,32,36,29,33,31,30,25,17,22,18,18,17,18,24,10,7,14,8,10,13,16,6,6,6,9,9,8,4,3,7,5,2,4,4,5,5,1,7,2,2,4,12,2,4,0,3,2,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
"E01004318",1459,19,29,22,16,24,28,20,14,24,21,14,16,12,23,18,19,17,26,18,11,21,22,28,29,61,32,32,39,42,45,38,37,31,26,24,40,30,19,34,35,26,22,14,20,24,14,20,20,12,13,17,18,17,8,9,8,7,9,12,4,5,5,15,5,5,5,4,6,2,0,1,2,4,2,4,2,4,3,4,2,5,4,2,3,5,3,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0
"E01004319",1886,31,37,29,38,27,37,33,28,25,25,20,14,15,19,20,18,20,17,24,45,51,53,47,67,66,37,63,69,60,40,56,56,41,37,31,36,22,20,16,23,23,14,14,27,14,16,13,9,11,15,19,18,15,14,10,13,8,13,17,11,11,8,8,6,6,3,7,8,10,11,10,8,7,7,10,9,4,5,5,2,6,2,3,4,7,5,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0
"E01004321",1822,31,27,20,22,24,17,22,18,19,17,19,11,14,16,17,24,23,18,32,28,48,33,48,56,42,58,50,67,50,50,53,55,40,58,42,31,29,29,26,29,28,22,19,22,23,14,18,28,20,18,17,10,16,14,19,13,11,10,8,3,7,8,3,7,3,9,9,1,11,8,16,10,5,11,9,7,12,4,9,6,3,4,2,2,4,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0
"E01004322",1292,24,18,12,26,18,10,19,12,10,14,14,12,18,11,7,10,11,13,19,37,36,44,43,35,36,31,44,35,26,30,26,33,21,25,29,31,33,17,19,20,17,14,18,17,16,24,10,9,9,14,9,10,8,8,9,8,12,7,6,13,3,5,7,6,2,6,1,4,2,3,8,6,3,4,5,3,2,5,2,2,6,6,4,3,4,4,2,5,2,1,2,2,0,2,0,2,1,0,0,0,0
"E01004323",1466,28,28,31,20,13,21,14,15,15,20,11,14,11,11,14,10,13,7,18,19,34,40,46,51,65,66,56,55,45,49,47,33,29,31,21,23,23,15,18,14,18,22,13,17,17,19,12,10,16,12,11,11,14,10,5,6,7,7,8,5,6,4,6,7,8,0,7,0,3,5,5,8,8,10,8,7,3,2,5,2,3,5,3,2,3,1,4,0,0,2,1,1,1,2,0,0,0,0,0,0,0
"E01004324",1574,19,21,27,28,18,24,32,33,21,28,24,23,31,28,16,21,25,18,22,25,28,35,33,43,45,52,50,41,35,33,36,43,33,22,31,27,27,28,26,15,19,21,12,21,20,16,14,18,13,13,9,15,11,14,9,9,5,14,8,10,3,10,9,8,3,4,3,3,6,6,7,9,7,7,8,2,4,4,4,5,2,4,3,1,4,4,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"E01004325",2487,24,24,20,25,17,15,20,15,27,13,17,11,20,14,16,15,9,15,13,22,48,82,96,124,143,170,178,146,113,116,93,92,70,46,58,55,40,40,30,35,24,18,19,18,26,10,19,10,12,14,8,7,11,11,8,11,5,7,6,7,5,3,1,4,3,3,3,8,3,5,8,4,5,3,6,4,7,2,3,5,4,6,0,4,0,2,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0
"E01004326",1444,19,22,20,22,18,24,16,18,17,16,11,13,13,14,15,6,7,16,11,22,30,23,49,44,59,42,51,40,50,46,47,38,36,28,31,27,35,33,22,17,20,23,18,15,17,13,12,9,7,9,12,12,12,14,10,7,11,5,9,6,7,3,9,6,5,1,9,2,5,2,7,5,11,4,3,6,3,5,4,2,2,6,2,9,3,2,4,0,3,0,2,0,1,0,1,1,0,0,0,0,0
