"GeographyCode","QS202EW0001","QS202EW0002","QS202EW0003","QS202EW0004","QS202EW0005","QS202EW0006"
"E02000864",3468,1210,1525,201,255,277
"E02000865",2763,984,1177,133,186,283
"E02000866",3829,1192,1729,164,340,404
"E02000867",4307,1443,1876,176,402,410
"E02000868",2618,850,1075,74,254,365
"E02000869",2485,944,991,79,211,260
"E02000870",2560,843,1145,106,181,285
"E02000871",3107,972,1584,154,199,198
"E02000872",3088,1049,1303,108,217,411
"E02000873",2792,891,1300,94,165,342
"E02000874",2494,869,1206,106,102,211
"E02000875",3437,1079,1693,189,218,258
"E02000876",2750,1018,1168,70,211,283
"E02000877",3252,878,1659,169,171,375
"E02000878",3900,1467,1575,79,328,451
"E02000879",2855,1030,1261,84,220,260
"E02000880",2090,722,954,59,139,216
"E02000881",2379,723,1202,161,170,123
"E02000882",2884,886,1513,101,217,167
"E02000883",2880,924,1439,197,137,183
"E02000884",3707,1273,1516,65,300,553
"E02000885",2509,858,1257,85,141,168
"E02000886",3185,1142,1377,105,309,252
"E02000887",3165,948,1580,170,211,256
"E02000888",3306,1140,1476,93,340,257
"E02000889",2879,1112,1132,81,275,279
"E02000890",3093,1419,1052,54,386,182
"E02000891",5742,2030,2337,213,635,527
"E02000893",2912,1005,1290,114,260,243
"E02000894",4510,1546,1932,155,500,377
"E02006853",3320,1363,1282,115,338,222
"E02006854",2991,1237,1062,73,410,209
