"GeographyCode","QS701EW0001","QS701EW0002","QS701EW0003","QS701EW0004","QS701EW0005","QS701EW0006","QS701EW0007","QS701EW0008","QS701EW0009","QS701EW0010","QS701EW0011","QS701EW0012","QS701EW0013"
"E00021246",383,6,106,14,15,0,0,28,3,10,35,1,165
"E00021247",266,4,36,17,18,3,0,23,0,6,21,0,138
"E00021248",236,5,57,8,16,0,0,29,4,4,11,0,102
"E00021249",242,6,28,11,20,2,0,30,3,2,19,1,120
"E00021251",210,6,45,11,10,1,1,23,1,5,17,1,89
"E00021252",240,4,99,12,20,1,2,17,0,13,38,1,33
"E00021253",234,6,53,4,12,1,1,29,1,6,9,1,111
"E00021254",203,5,91,5,17,0,3,14,1,2,21,4,40
"E00021255",193,7,75,8,14,0,2,25,0,9,23,0,30
"E00021256",213,5,85,10,5,0,3,18,1,3,22,3,58
"E00021257",207,3,75,6,19,4,3,22,1,10,10,0,54
"E00021258",238,0,43,12,16,1,3,24,1,4,21,1,112
"E00021259",297,1,69,12,16,1,2,26,3,13,19,1,134
"E00021260",245,6,46,12,26,0,2,10,0,7,11,0,125
"E00021261",193,3,77,6,7,0,0,12,4,10,4,1,69
"E00021262",201,3,25,9,25,0,1,26,1,10,10,1,90
"E00021263",308,3,111,6,24,2,3,29,1,30,19,0,80
"E00021266",225,16,48,15,22,0,4,19,3,31,17,1,49
"E00021267",232,9,31,4,33,0,1,21,1,14,25,0,93
"E00021268",190,2,39,1,26,1,2,18,2,23,10,2,64
"E00021271",303,5,39,8,38,2,3,37,2,13,29,0,127
"E00021272",177,2,20,9,28,0,0,9,2,15,8,0,84
"E00021273",202,7,29,5,28,0,1,17,0,9,16,0,90
"E00021274",360,3,33,8,38,2,0,42,3,8,21,0,202
"E00021275",188,2,35,6,21,0,0,19,1,6,6,0,92
"E00021277",192,1,17,11,28,3,1,14,2,1,15,0,99
"E00021278",136,1,31,4,10,0,0,12,0,0,8,1,69
"E00021279",300,2,34,8,36,1,4,22,3,8,20,3,159
"E00021280",230,5,57,6,22,0,0,19,0,21,11,2,87
"E00021281",427,6,135,10,37,0,3,36,4,30,28,0,138
"E00021282",320,5,100,11,31,1,1,19,0,16,17,1,118
"E00021285",111,5,60,2,5,0,0,10,0,9,3,0,17
"E00021286",205,6,90,7,14,0,0,12,0,19,9,0,48
"E00021287",266,13,149,14,12,2,3,17,1,33,4,3,15
"E00021288",223,3,137,7,5,0,2,24,2,12,8,3,20
"E00021289",200,0,31,7,23,1,0,23,1,7,9,1,97
"E00021290",231,3,30,9,24,1,1,13,0,12,22,0,116
"E00021291",369,20,213,7,23,2,6,20,0,21,11,3,43
"E00021292",215,2,47,5,17,0,0,18,0,4,11,1,110
"E00021294",356,2,40,11,40,2,1,31,3,11,22,0,193
"E00021295",320,10,52,5,38,2,2,23,4,47,29,0,108
"E00021296",293,6,88,7,31,2,1,28,4,34,23,2,67
"E00021297",315,12,73,6,39,0,1,40,5,28,13,3,95
"E00021298",358,12,127,11,26,0,4,28,2,39,22,3,84
"E00021299",365,10,129,9,21,2,1,32,2,15,17,1,126
"E00021300",420,13,156,8,25,3,2,35,0,36,26,2,114
"E00021301",311,1,62,13,16,0,1,27,0,7,17,0,167
"E00021302",375,6,136,14,15,1,1,29,1,9,18,1,144
"E00021303",277,5,53,14,19,1,0,19,3,5,19,2,137
"E00021304",280,6,80,11,26,0,0,15,3,13,19,2,105
"E00021305",208,17,77,4,14,0,1,17,0,13,15,0,50
"E00021306",217,8,90,10,12,0,2,18,1,8,13,0,55
"E00021307",431,15,160,13,28,2,4,32,1,31,22,1,122
"E00021308",360,11,104,9,23,2,1,25,1,14,13,3,154
"E00021309",177,2,54,11,33,0,1,21,0,29,7,1,18
"E00021310",195,7,29,6,25,1,2,16,1,14,7,0,87
"E00021311",236,1,34,7,31,2,1,24,2,15,13,1,105
"E00021312",231,7,46,2,28,0,2,27,0,28,15,1,75
"E00021313",390,14,102,8,44,0,0,33,3,48,20,0,118
"E00021314",296,13,78,13,30,0,1,31,3,35,21,0,71
"E00021315",107,0,4,0,14,3,0,7,1,1,5,0,72
"E00021316",228,5,35,12,32,1,1,17,0,13,7,0,105
"E00021317",250,19,69,7,22,4,2,17,2,29,17,2,60
"E00021318",250,1,59,5,39,0,1,14,3,22,10,1,95
"E00021319",260,5,52,5,24,1,1,13,3,19,14,3,120
"E00021320",242,10,57,3,22,1,3,16,1,19,12,2,96
"E00021321",237,6,62,5,18,0,2,18,3,20,17,0,86
"E00021322",231,0,52,6,16,2,1,18,3,9,16,1,107
"E00021323",262,5,55,10,20,2,0,13,2,3,18,0,134
"E00021324",299,11,88,11,36,1,4,19,0,30,9,0,90
"E00021325",293,9,71,8,28,0,2,27,1,17,17,0,113
"E00021326",292,3,63,12,29,0,0,25,3,3,18,0,136
"E00021327",328,10,98,10,23,1,1,31,3,25,27,0,99
"E00021328",301,4,74,19,30,0,0,31,1,9,14,0,119
"E00021329",307,3,58,8,20,2,5,24,4,5,18,0,160
"E00021330",254,5,57,12,15,2,2,19,2,10,10,1,119
"E00021331",145,6,36,8,12,0,1,13,1,12,12,0,44
"E00021332",326,0,41,14,19,2,1,40,2,10,13,0,184
"E00021333",253,4,40,7,13,0,1,33,0,9,8,1,137
"E00021334",273,6,60,20,11,0,2,32,1,6,15,0,120
"E00021335",406,8,65,25,32,0,3,34,3,9,18,0,209
"E00021336",177,2,37,9,13,1,0,25,1,3,7,2,77
"E00021337",242,3,31,16,15,0,1,29,2,4,12,1,128
"E00021338",285,2,47,19,5,0,0,34,3,1,18,1,155
"E00021339",264,10,84,7,11,2,2,16,2,18,12,1,99
"E00021340",327,5,121,16,18,0,1,18,0,14,9,0,125
"E00021342",206,1,42,10,11,1,2,26,3,2,9,0,99
"E00021344",364,5,49,23,20,1,0,30,1,3,20,2,210
"E00021345",234,6,40,13,23,0,3,22,0,5,14,0,108
"E00021346",219,6,34,13,12,0,0,22,3,6,10,0,113
"E00021347",257,3,35,18,22,0,4,33,4,7,5,2,124
"E00021349",287,3,46,15,25,1,1,26,1,7,19,0,143
"E00021350",238,4,33,13,20,0,3,24,2,3,13,2,121
"E00021351",240,4,45,16,28,0,0,20,3,2,13,0,109
"E00021352",200,6,44,18,21,0,2,16,1,10,11,2,69
"E00021353",208,1,31,14,19,0,2,16,2,1,8,1,113
"E00021354",346,6,59,19,23,0,0,32,1,9,16,3,178
"E00021355",254,6,108,6,17,1,0,14,3,11,6,2,80
"E00021357",270,3,29,14,12,1,0,25,2,4,11,1,168
"E00021359",231,8,46,10,24,0,0,19,1,7,13,3,100
"E00021360",293,3,39,24,23,0,0,22,1,3,22,4,152
"E00021361",233,2,42,12,26,0,1,12,1,2,9,2,124
"E00021363",248,3,41,8,30,1,0,21,1,2,12,1,128
"E00021364",404,11,87,14,22,2,0,34,1,7,24,2,200
"E00021365",223,3,62,10,18,1,0,16,3,7,14,1,88
"E00021366",240,2,35,9,29,0,0,27,2,1,16,0,119
"E00021367",208,3,29,7,25,0,0,19,0,2,18,1,104
"E00021368",289,9,42,17,23,1,1,22,5,6,15,2,146
"E00021369",143,1,14,4,12,0,0,17,5,4,12,0,74
"E00021370",409,5,43,16,34,1,1,42,1,7,20,1,238
"E00021371",120,0,10,3,11,1,0,16,0,0,4,0,75
"E00021372",270,3,92,6,14,0,1,21,0,2,21,1,109
"E00021374",271,4,28,14,28,1,0,26,3,1,14,1,151
"E00021375",251,3,38,6,31,1,1,21,2,5,12,1,130
"E00021376",254,7,34,6,23,0,0,26,1,3,10,0,144
"E00021377",398,6,76,17,50,1,0,41,1,15,27,0,164
"E00021378",323,6,69,15,33,2,0,24,2,1,21,0,150
"E00021379",211,2,36,9,25,0,0,20,4,4,14,2,95
"E00021380",256,6,38,8,17,1,0,14,0,2,12,0,158
"E00021381",262,8,42,13,12,0,0,30,2,5,13,0,137
"E00021382",232,3,22,19,15,1,0,30,2,2,17,0,121
"E00021383",345,1,46,22,21,2,0,35,2,5,16,0,195
"E00021384",194,29,76,4,3,2,4,19,2,12,18,2,23
"E00021385",321,8,113,16,19,1,3,20,1,7,17,2,114
"E00021386",249,2,51,9,10,2,0,33,1,1,10,1,129
"E00021387",475,2,96,27,39,2,3,38,2,7,40,0,219
"E00021388",240,4,44,12,17,1,0,18,4,3,16,0,121
"E00021391",316,3,37,9,25,1,0,39,2,4,12,0,184
"E00021392",287,10,67,16,23,4,1,24,3,9,28,0,102
"E00021393",278,2,47,12,26,0,0,21,2,8,14,0,146
"E00021394",238,2,33,8,20,0,5,17,4,3,16,0,130
"E00021395",204,4,15,10,19,1,0,20,0,5,15,1,114
"E00021396",240,4,36,5,33,1,1,22,3,1,13,1,120
"E00021397",338,5,42,8,36,0,0,33,3,5,19,3,184
"E00021398",345,0,76,21,27,0,1,34,2,4,32,1,147
"E00021399",297,11,77,12,7,0,1,25,2,9,44,4,105
"E00021400",264,3,53,16,23,2,1,15,5,4,24,1,117
"E00021402",206,4,34,12,26,1,2,21,3,1,15,0,87
"E00021404",237,10,114,14,9,1,2,13,0,8,29,3,34
"E00021405",325,4,65,12,28,4,2,37,2,14,27,0,130
"E00021406",259,3,46,8,26,1,0,30,2,5,21,0,117
"E00021407",326,0,36,19,38,0,2,30,2,6,15,1,177
"E00021408",301,14,102,12,25,1,2,14,1,15,52,3,60
"E00021409",243,7,106,14,6,0,2,11,0,11,58,4,24
"E00021410",244,4,57,20,25,0,0,24,2,4,18,1,89
"E00021411",292,2,60,9,36,2,0,19,3,17,28,3,113
"E00021412",350,10,53,15,28,2,0,32,5,9,27,2,167
"E00021413",277,2,44,16,28,1,0,28,2,4,12,4,136
"E00021414",270,1,35,12,26,0,0,24,0,1,23,0,148
"E00021415",251,1,47,23,19,1,0,22,2,2,18,1,115
"E00021416",254,2,58,15,14,1,1,27,2,6,23,1,104
"E00021417",218,4,55,6,17,0,0,10,1,5,24,0,96
"E00021418",192,6,76,11,7,0,2,9,0,10,41,3,27
"E00021419",276,0,36,26,13,0,1,23,3,1,19,0,154
"E00021420",227,5,61,9,8,3,1,13,1,4,37,2,83
"E00021421",353,4,66,23,17,1,0,17,7,4,34,1,179
"E00021422",137,1,30,7,16,0,1,10,2,0,5,1,64
"E00021423",293,1,54,18,11,2,1,20,2,3,23,1,157
"E00021424",197,3,76,10,8,3,0,13,0,11,44,2,27
"E00021425",209,10,77,8,5,0,0,15,0,15,56,5,18
"E00021426",223,2,33,8,15,0,3,21,1,2,17,1,120
"E00021427",206,11,73,5,7,3,2,10,1,12,51,3,28
"E00021428",262,4,54,12,30,0,0,26,3,4,26,1,102
"E00021429",97,1,37,5,8,1,0,8,0,4,8,0,25
"E00021430",202,1,31,4,14,1,2,26,3,9,12,1,98
"E00021431",239,0,39,6,29,0,1,27,1,5,11,1,119
"E00021432",245,1,38,8,19,2,1,28,2,4,16,2,124
"E00021433",494,5,104,28,61,2,7,38,2,21,31,5,190
"E00021434",291,1,41,14,41,1,0,40,0,3,16,2,132
"E00021437",224,4,30,5,23,2,1,22,1,9,18,0,109
"E00021438",157,2,29,4,7,1,1,10,1,2,10,1,89
"E00021439",167,0,21,4,15,0,0,7,2,3,7,0,108
"E00021440",313,3,56,16,32,1,1,23,2,8,22,1,148
"E00021441",262,10,71,6,13,2,3,17,4,27,28,4,77
"E00021442",249,3,37,12,18,4,6,25,2,7,21,4,110
"E00021443",181,2,51,5,11,0,2,20,0,9,11,1,69
"E00021444",285,4,44,8,16,0,1,17,2,8,30,2,153
"E00021445",285,2,35,20,26,1,1,24,0,7,17,2,150
"E00021446",296,1,28,12,30,0,0,28,1,5,14,1,176
"E00021447",236,6,81,9,23,0,1,18,2,22,21,2,51
"E00021448",229,7,50,5,8,1,0,20,0,16,33,1,88
"E00021449",271,8,74,8,33,1,0,18,3,19,22,0,85
"E00021450",154,3,39,1,11,2,1,17,1,13,17,0,49
"E00021451",259,3,45,10,29,1,0,23,3,11,21,0,113
"E00021452",165,6,41,4,27,0,3,11,1,7,11,0,54
"E00021453",256,2,60,11,26,4,1,15,1,15,17,1,103
"E00021454",250,3,62,10,18,0,0,20,3,7,19,1,107
"E00021455",229,2,36,8,21,0,0,21,1,11,19,2,108
"E00021458",270,14,97,13,13,0,1,14,0,27,30,1,60
"E00021459",229,10,86,6,13,0,1,9,2,27,28,1,46
"E00021460",315,14,103,9,20,1,0,20,2,25,26,2,93
"E00021461",196,6,57,13,15,1,0,10,0,11,13,1,69
"E00021462",225,5,47,6,22,1,1,18,1,10,18,0,96
"E00021463",264,5,67,14,29,1,1,22,1,6,12,1,105
"E00021464",215,2,59,11,16,0,3,11,1,13,20,0,79
"E00021465",289,4,53,5,31,1,0,20,2,8,25,1,139
"E00021466",656,8,63,16,31,1,1,23,6,9,34,1,463
"E00021467",271,1,32,8,37,0,0,21,0,3,14,3,152
"E00021468",199,1,68,4,12,0,0,10,0,19,21,1,63
"E00021469",315,3,65,11,28,0,0,20,4,13,14,3,154
"E00021470",212,7,29,6,17,0,0,20,4,6,13,0,110
"E00021471",259,6,42,9,20,0,0,21,0,9,22,2,128
"E00021473",326,8,41,7,9,0,1,16,2,2,18,1,221
"E00021474",293,1,61,12,27,0,3,24,1,5,16,1,142
"E00021475",298,6,65,18,20,0,0,20,2,3,30,0,134
"E00021476",295,2,60,15,21,0,1,20,2,6,23,1,144
"E00021477",371,9,143,17,15,0,2,14,4,11,24,2,130
"E00021478",247,4,81,10,14,1,1,21,1,11,14,0,89
"E00021479",370,13,128,8,24,0,2,14,0,23,18,0,140
"E00021480",247,5,130,12,9,1,0,12,2,12,11,1,52
"E00021481",323,2,68,13,19,1,0,13,1,6,12,1,187
"E00021482",378,11,117,21,22,0,1,18,1,18,21,1,147
"E00021483",502,10,181,10,31,2,1,29,1,44,24,0,169
"E00021484",311,7,109,12,16,0,0,22,2,21,15,0,107
"E00021485",229,1,41,16,29,1,1,26,1,7,10,0,96
"E00021486",276,5,64,12,20,0,0,16,1,8,16,1,133
"E00021487",140,7,22,3,10,1,2,11,0,14,3,0,67
"E00021488",321,1,59,9,42,0,1,33,2,5,21,0,148
"E00021489",227,2,43,6,14,0,1,21,0,7,15,2,116
"E00021490",184,4,20,9,23,0,0,14,0,2,10,0,102
"E00021491",193,1,29,11,21,1,0,16,0,3,8,2,101
"E00021492",257,1,40,13,23,0,2,26,1,3,11,0,137
"E00021493",301,0,39,11,34,0,1,29,4,3,15,1,164
"E00021494",410,11,61,17,37,1,3,40,0,13,23,0,204
"E00021495",436,5,72,23,43,1,1,34,1,9,22,2,223
"E00021496",213,1,22,2,21,0,0,19,3,2,5,0,138
"E00021497",330,1,27,11,29,0,0,34,5,5,21,2,195
"E00021498",260,4,26,10,29,0,1,24,2,4,14,3,143
"E00021499",263,6,112,10,15,0,0,21,0,10,14,0,75
"E00021500",286,4,121,14,14,1,0,11,0,11,12,0,98
"E00021501",237,1,54,11,14,2,0,17,1,7,8,0,122
"E00021502",264,0,29,14,13,1,0,26,2,4,11,0,164
"E00021503",244,3,37,14,19,0,0,27,4,6,11,3,120
"E00021504",270,3,70,12,16,0,0,27,1,7,12,2,120
"E00021505",229,0,37,8,9,0,0,14,0,9,12,1,139
"E00021506",230,3,58,15,28,0,3,24,1,2,6,0,90
"E00021507",310,2,96,6,19,0,1,15,2,12,24,0,133
"E00021508",308,9,93,11,12,1,2,18,3,5,13,1,140
"E00021509",364,4,99,22,29,0,0,22,2,3,15,1,167
"E00021510",203,7,43,2,7,0,1,12,3,2,66,11,49
"E00021511",180,12,47,5,13,1,0,6,1,0,54,3,38
"E00021516",210,4,55,11,21,0,3,23,4,4,25,1,59
"E00021517",258,5,83,10,25,0,1,22,0,6,22,3,81
"E00021518",282,8,77,12,32,1,1,18,2,6,26,3,96
"E00021519",385,15,150,18,33,3,4,38,1,12,19,11,81
"E00021520",183,9,75,8,11,0,3,17,0,7,16,0,37
"E00021521",195,7,41,9,5,3,1,36,4,2,14,4,69
"E00021522",345,2,56,18,14,1,1,37,2,4,24,0,186
"E00021524",458,6,117,7,52,1,1,30,3,11,23,6,201
"E00021525",265,7,97,9,22,0,4,20,2,3,18,2,81
"E00021526",308,7,124,5,43,0,3,22,0,11,27,8,58
"E00021527",265,6,122,13,15,0,3,14,0,10,17,3,62
"E00021528",183,7,57,12,11,3,1,10,3,3,8,0,68
"E00021529",142,1,30,3,15,1,2,13,0,2,6,0,69
"E00021531",421,3,69,20,34,0,2,42,3,11,22,2,213
"E00021532",273,12,80,4,49,3,5,28,2,8,17,12,53
"E00021533",227,8,92,4,27,0,4,26,0,13,14,10,29
"E00021534",214,9,98,7,22,0,0,9,1,8,13,13,34
"E00021535",237,12,81,14,6,0,2,19,4,11,17,2,69
"E00021536",247,17,94,6,20,1,2,36,2,7,9,12,41
"E00021537",304,8,141,11,48,0,1,16,1,9,12,7,50
"E00021538",610,34,304,19,50,3,4,38,4,17,22,10,105
"E00021539",239,9,136,4,18,1,1,14,0,4,16,3,33
"E00021541",216,5,98,3,2,1,0,7,2,0,51,2,45
"E00021542",188,7,80,6,2,0,1,11,0,6,30,2,43
"E00021543",253,10,108,5,5,1,1,8,1,1,69,2,42
"E00021544",158,6,62,8,7,0,0,10,0,4,41,5,15
"E00021546",172,10,61,6,5,0,0,8,0,3,49,5,25
"E00021547",209,5,47,6,15,0,0,24,1,3,19,1,88
"E00021549",289,4,52,10,22,1,0,29,5,5,28,0,133
"E00021550",285,1,58,10,15,0,0,23,2,4,34,1,137
"E00021552",188,3,31,8,18,1,0,14,3,3,17,0,90
"E00021553",234,1,30,6,21,0,1,21,2,4,25,0,123
"E00021554",219,5,76,6,15,0,1,16,1,6,34,2,57
"E00021555",317,6,67,13,34,1,0,26,0,2,19,2,147
"E00021556",258,5,129,12,18,0,0,16,1,6,26,0,45
"E00021557",295,13,147,7,8,3,0,19,1,10,33,2,52
"E00021559",271,4,71,5,25,2,2,25,1,18,11,2,105
"E00021560",319,5,70,13,28,0,1,29,4,6,20,0,143
"E00021561",261,7,89,8,20,0,0,7,0,8,25,1,96
"E00021562",297,7,79,9,17,0,1,23,3,18,27,1,112
"E00021563",297,7,72,11,14,1,0,25,0,6,15,2,144
"E00021564",220,2,48,6,19,2,0,14,1,9,16,1,102
"E00021565",142,3,27,3,16,1,1,11,1,3,10,2,64
"E00021566",394,7,56,13,38,1,2,28,3,20,24,0,202
"E00021567",275,12,89,6,16,1,0,20,1,17,28,3,82
"E00021569",251,5,80,4,20,0,5,19,2,10,28,0,78
"E00021572",343,6,55,15,26,1,0,19,3,20,26,1,171
"E00021574",215,3,43,4,16,2,0,18,0,14,18,0,97
"E00021577",203,6,31,12,26,0,0,12,0,2,17,2,95
"E00021579",234,4,33,11,29,2,1,26,0,8,14,0,106
"E00021580",283,4,32,12,22,2,0,23,1,7,15,0,165
"E00021582",288,8,41,14,9,3,1,19,1,6,20,0,166
"E00021583",290,4,43,12,26,0,2,24,3,1,21,1,153
"E00021584",223,4,41,5,21,2,0,18,1,7,22,3,99
"E00021585",408,4,47,19,27,0,2,38,2,9,29,3,228
"E00021586",304,2,48,15,29,1,1,23,3,3,35,3,141
"E00021587",266,0,49,11,20,2,0,20,3,9,25,0,127
"E00021588",214,2,24,12,18,3,0,21,1,6,18,1,108
"E00021590",266,3,30,11,19,1,0,22,1,1,23,4,151
"E00021591",263,0,20,11,20,0,0,26,4,4,9,0,169
"E00021592",237,5,35,8,19,1,0,18,4,13,28,0,106
"E00021593",163,2,21,4,13,0,0,8,2,8,15,0,90
"E00021594",245,3,32,11,24,0,0,29,1,4,33,3,105
"E00021595",278,4,57,14,15,0,0,13,2,8,38,3,124
"E00021596",300,3,79,9,25,1,2,28,4,10,39,4,96
"E00021597",273,10,57,15,19,0,0,21,2,10,33,2,104
"E00021598",236,5,49,5,17,3,3,24,2,15,65,2,46
"E00021599",281,14,61,8,40,4,3,20,1,21,76,1,32
"E00021600",274,12,79,5,11,2,2,13,0,29,63,0,58
"E00021601",193,9,50,9,31,6,2,9,0,5,39,0,33
"E00021602",314,10,69,12,21,1,6,14,2,26,73,1,79
"E00021603",165,7,56,8,28,4,3,10,0,7,23,1,18
"E00021604",280,3,63,8,28,1,0,25,0,13,42,1,96
"E00021605",248,10,75,9,12,2,1,11,1,13,75,1,38
"E00021606",251,19,43,1,24,6,3,15,3,12,70,2,53
"E00021607",191,3,25,6,7,4,0,14,1,3,18,2,108
"E00021608",199,3,54,9,15,2,1,13,0,12,51,2,37
"E00021610",245,7,58,7,23,8,2,17,2,13,41,1,66
"E00021611",321,9,56,9,21,6,6,31,2,17,64,2,98
"E00021612",194,14,68,8,32,3,1,8,0,9,24,0,27
"E00021613",183,10,56,8,28,3,0,10,1,10,38,1,18
"E00021614",246,18,71,8,19,6,4,12,1,14,61,0,32
"E00021615",202,7,52,5,38,5,2,15,1,17,31,1,28
"E00021616",304,4,46,18,17,1,0,20,2,2,36,2,156
"E00021617",164,5,59,5,6,0,1,4,1,10,61,0,12
"E00021618",182,0,16,8,16,0,0,14,1,7,21,1,98
"E00021619",310,6,37,12,27,0,1,30,2,10,48,2,135
"E00021620",200,4,32,8,12,1,0,11,0,10,53,1,68
"E00021621",234,1,30,6,12,2,0,16,1,13,27,0,126
"E00021622",230,9,57,8,19,4,4,10,1,15,75,0,28
"E00021623",128,1,17,1,8,0,0,14,0,3,23,0,61
"E00021624",275,7,70,5,16,6,3,11,1,14,92,1,49
"E00021625",480,13,95,10,22,9,6,31,3,28,142,3,118
"E00021626",301,12,69,7,23,5,0,20,1,11,86,0,67
"E00021627",340,4,107,12,24,1,3,16,1,14,104,0,54
