"GeographyCode","QS803EW0001","QS803EW0002","QS803EW0003","QS803EW0004","QS803EW0005","QS803EW0006"
"E00021203",246,116,31,13,26,60
"E00021204",401,235,11,12,19,124
"E00021205",336,178,16,25,29,88
"E00021206",239,129,10,14,16,70
"E00021207",258,148,26,14,35,35
"E00021208",299,173,23,18,16,69
"E00021209",246,117,19,18,20,72
"E00021210",289,169,11,12,19,78
"E00021211",372,197,35,30,25,85
"E00021212",270,146,22,18,15,69
"E00021213",415,197,32,37,38,111
"E00021214",511,250,100,28,38,95
"E00021215",454,226,99,47,29,53
"E00021216",326,174,25,23,24,80
"E00021217",524,220,125,46,42,91
"E00021218",491,274,45,44,48,80
"E00021219",250,190,7,11,16,26
"E00021220",348,160,44,62,40,42
"E00021223",388,211,48,35,49,45
"E00021224",409,201,44,39,52,73
"E00021225",292,183,23,27,18,41
"E00021227",269,181,11,34,19,24
"E00021228",359,232,29,19,21,58
"E00021229",309,199,16,12,18,64
"E00021230",248,152,16,12,19,49
"E00021231",210,162,8,6,10,24
"E00021235",368,191,5,12,26,134
"E00021236",324,164,24,38,38,60
"E00021238",398,186,57,51,56,48
"E00021239",286,94,28,60,68,36
"E00021240",304,153,26,52,32,41
"E00021241",274,153,43,28,24,26
"E00021243",398,229,34,25,49,61
"E00021244",254,160,2,11,12,69
"E00021245",246,177,9,13,32,15
"E00021246",517,319,16,33,49,100
"E00021247",402,238,15,23,37,89
"E00021248",380,237,15,24,32,72
"E00021249",329,254,1,3,8,63
"E00021251",292,179,18,12,29,54
"E00021252",267,110,34,41,36,46
"E00021253",304,178,24,18,20,64
"E00021254",237,98,43,29,29,38
"E00021255",221,98,23,23,49,28
"E00021256",242,101,38,29,42,32
"E00021257",242,146,18,26,23,29
"E00021258",360,250,13,18,23,56
"E00021259",399,256,32,35,22,54
"E00021260",320,210,12,9,22,67
"E00021261",278,185,6,16,26,45
"E00021262",305,198,12,13,30,52
"E00021263",401,312,3,15,18,53
"E00021266",281,218,8,9,6,40
"E00021267",329,217,12,17,21,62
"E00021268",253,164,13,16,13,47
"E00021271",392,285,6,8,21,72
"E00021272",221,147,4,9,22,39
"E00021273",286,216,2,5,13,50
"E00021274",549,410,7,9,29,94
"E00021275",259,188,9,3,11,48
"E00021277",249,183,1,8,3,54
"E00021278",199,131,7,9,12,40
"E00021279",444,321,13,6,20,84
"E00021280",287,188,11,19,19,50
"E00021281",531,363,35,33,30,70
"E00021282",407,280,16,12,33,66
"E00021285",123,80,6,5,14,18
"E00021286",230,162,17,9,17,25
"E00021287",278,191,18,20,14,35
"E00021288",239,170,18,12,16,23
"E00021289",330,205,5,5,31,84
"E00021290",342,216,10,16,33,67
"E00021291",374,241,23,37,36,37
"E00021292",312,212,15,13,17,55
"E00021294",578,369,13,12,45,139
"E00021295",379,266,17,17,15,64
"E00021296",341,252,19,17,25,28
"E00021297",418,317,10,11,19,61
"E00021298",417,324,11,23,17,42
"E00021299",438,301,24,19,26,68
"E00021300",492,360,23,15,29,65
"E00021301",522,321,15,24,39,123
"E00021302",463,302,27,31,29,74
"E00021303",349,180,19,35,25,90
"E00021304",361,228,38,23,18,54
"E00021305",255,210,5,6,7,27
"E00021306",264,192,9,4,16,43
"E00021307",470,288,50,33,29,70
"E00021308",448,302,22,15,21,88
"E00021309",189,143,13,7,15,11
"E00021310",259,175,12,14,15,43
"E00021311",335,218,5,18,21,73
"E00021312",316,228,15,7,24,42
"E00021313",484,358,29,29,20,48
"E00021314",370,299,4,11,12,44
"E00021315",138,82,3,3,3,47
"E00021316",322,201,17,23,16,65
"E00021317",328,277,1,14,9,27
"E00021318",303,202,22,21,20,38
"E00021319",330,223,18,15,16,58
"E00021320",322,259,6,12,9,36
"E00021321",302,204,12,23,18,45
"E00021322",315,178,8,31,35,63
"E00021323",374,195,30,28,53,68
"E00021324",380,278,16,18,23,45
"E00021325",413,277,19,21,21,75
"E00021326",433,245,36,28,37,87
"E00021327",397,316,10,6,24,41
"E00021328",434,230,37,36,47,84
"E00021329",398,230,16,20,29,103
"E00021330",334,184,8,15,30,97
"E00021331",200,106,9,7,22,56
"E00021332",491,301,18,23,14,135
"E00021333",351,218,11,14,29,79
"E00021334",377,229,11,19,29,89
"E00021335",564,337,12,23,38,154
"E00021336",300,191,2,13,20,74
"E00021337",339,216,8,7,13,95
"E00021338",452,251,29,18,44,110
"E00021339",331,214,20,19,37,41
"E00021340",383,177,44,46,46,70
"E00021342",342,205,5,7,24,101
"E00021344",534,294,17,34,35,154
"E00021345",348,193,15,38,28,74
"E00021346",341,195,7,10,30,99
"E00021347",408,239,16,24,33,96
"E00021349",399,222,18,21,19,119
"E00021350",354,218,12,21,23,80
"E00021351",381,203,16,25,36,101
"E00021352",284,179,7,4,13,81
"E00021353",308,162,14,23,34,75
"E00021354",463,288,14,16,7,138
"E00021355",300,177,29,30,22,42
"E00021357",412,217,20,15,28,132
"E00021359",369,212,15,27,33,82
"E00021360",450,214,34,34,45,123
"E00021361",371,223,7,20,47,74
"E00021363",389,243,9,23,48,66
"E00021364",570,340,38,23,40,129
"E00021365",282,180,20,19,21,42
"E00021366",371,220,13,16,27,95
"E00021367",318,206,21,14,18,59
"E00021368",399,237,13,16,27,106
"E00021369",232,159,3,4,11,55
"E00021370",616,377,22,22,37,158
"E00021371",199,124,6,8,7,54
"E00021372",385,209,26,38,46,66
"E00021374",420,273,6,12,29,100
"E00021375",389,223,12,12,33,109
"E00021376",384,233,16,17,16,102
"E00021377",586,337,37,47,54,111
"E00021378",424,193,50,43,66,72
"E00021379",283,168,22,13,21,59
"E00021380",329,165,34,21,29,80
"E00021381",410,279,7,13,21,90
"E00021382",411,268,3,17,34,89
"E00021383",523,333,16,13,22,139
"E00021384",220,155,9,10,14,32
"E00021385",433,254,42,32,57,48
"E00021386",360,197,19,19,36,89
"E00021387",664,442,17,21,36,148
"E00021388",330,186,13,14,26,91
"E00021391",492,278,16,15,51,132
"E00021392",369,246,16,13,31,63
"E00021393",423,246,14,22,42,99
"E00021394",358,220,14,19,24,81
"E00021395",336,218,8,13,40,57
"E00021396",351,231,8,12,25,75
"E00021397",566,365,10,25,40,126
"E00021398",474,247,31,33,41,122
"E00021399",371,249,31,14,18,59
"E00021400",394,240,24,23,42,65
"E00021402",276,171,14,12,28,51
"E00021404",256,146,18,26,37,29
"E00021405",429,271,37,15,36,70
"E00021406",371,209,11,27,34,90
"E00021407",540,364,14,17,39,106
"E00021408",340,155,40,39,57,49
"E00021409",274,160,14,27,40,33
"E00021410",316,190,25,23,25,53
"E00021411",389,212,14,27,37,99
"E00021412",514,313,48,27,30,96
"E00021413",413,228,13,19,37,116
"E00021414",402,190,17,31,36,128
"E00021415",379,232,20,21,38,68
"E00021416",369,217,15,32,34,71
"E00021417",275,148,25,25,26,51
"E00021418",213,104,24,22,22,41
"E00021419",446,230,24,32,37,123
"E00021420",285,170,9,10,25,71
"E00021421",448,218,34,29,41,126
"E00021422",209,124,12,8,20,45
"E00021423",417,205,21,35,32,124
"E00021424",212,109,28,23,19,33
"E00021425",232,140,16,23,19,34
"E00021426",349,209,16,13,27,84
"E00021427",229,131,29,18,24,27
"E00021428",393,237,24,20,29,83
"E00021429",141,94,7,7,9,24
"E00021430",331,212,10,18,31,60
"E00021431",319,191,20,10,25,73
"E00021432",387,226,16,18,37,90
"E00021433",624,349,39,45,57,134
"E00021434",421,234,25,24,28,110
"E00021437",318,192,27,24,16,59
"E00021438",210,134,8,12,11,45
"E00021439",236,107,25,29,20,55
"E00021440",451,242,48,34,22,105
"E00021441",358,284,7,7,8,52
"E00021442",335,277,1,3,7,47
"E00021443",265,201,11,8,4,41
"E00021444",348,255,16,7,9,61
"E00021445",422,200,40,24,23,135
"E00021446",448,209,22,30,54,133
"E00021447",266,180,15,11,23,37
"E00021448",337,211,9,10,25,82
"E00021449",333,209,28,20,31,45
"E00021450",187,151,2,5,7,22
"E00021451",400,241,27,14,45,73
"E00021452",212,136,12,15,11,38
"E00021453",310,218,18,15,22,37
"E00021454",357,250,8,11,12,76
"E00021455",346,217,8,11,30,80
"E00021458",288,171,13,32,22,50
"E00021459",256,180,18,15,14,29
"E00021460",385,228,20,31,28,78
"E00021461",250,159,14,15,14,48
"E00021462",314,194,31,15,17,57
"E00021463",338,196,26,23,33,60
"E00021464",279,184,14,21,25,35
"E00021465",416,235,33,26,27,95
"E00021466",735,371,200,46,39,79
"E00021467",371,186,39,18,23,105
"E00021468",265,161,17,20,16,51
"E00021469",446,247,18,32,41,108
"E00021470",282,169,24,16,18,55
"E00021471",373,242,18,21,15,77
"E00021473",422,218,68,16,32,88
"E00021474",402,195,36,24,34,113
"E00021475",377,174,46,29,31,97
"E00021476",406,225,43,36,35,67
"E00021477",460,299,30,20,32,79
"E00021478",333,216,18,17,16,66
"E00021479",411,198,49,37,51,76
"E00021480",303,182,23,39,18,41
"E00021481",413,231,37,26,41,78
"E00021482",455,284,31,32,30,78
"E00021483",600,307,64,66,77,86
"E00021484",364,239,34,23,19,49
"E00021485",330,169,16,16,29,100
"E00021486",387,217,27,25,32,86
"E00021487",220,134,1,12,29,44
"E00021488",444,244,20,43,37,100
"E00021489",346,189,12,32,33,80
"E00021490",306,178,9,9,35,75
"E00021491",285,164,13,14,23,71
"E00021492",372,191,25,23,23,110
"E00021493",481,276,7,18,33,147
"E00021494",546,336,21,20,22,147
"E00021495",609,319,32,43,44,171
"E00021496",360,194,12,10,25,119
"E00021497",517,279,23,16,38,161
"E00021498",389,212,18,16,28,115
"E00021499",310,217,22,18,15,38
"E00021500",319,214,13,11,18,63
"E00021501",304,160,16,20,31,77
"E00021502",375,219,12,8,18,118
"E00021503",393,216,19,17,24,117
"E00021504",399,223,18,30,27,101
"E00021505",312,185,22,11,19,75
"E00021506",317,162,18,26,35,76
"E00021507",376,191,33,31,31,90
"E00021508",395,211,52,44,27,61
"E00021509",517,270,46,43,44,114
"E00021510",240,91,41,26,40,42
"E00021511",205,74,45,21,36,29
"E00021516",252,152,19,15,7,59
"E00021517",304,172,28,22,29,53
"E00021518",337,163,38,31,46,59
"E00021519",463,280,59,36,38,50
"E00021520",216,102,24,33,28,29
"E00021521",259,207,3,7,10,32
"E00021522",468,259,14,19,26,150
"E00021524",590,329,61,58,45,97
"E00021525",308,120,62,45,39,42
"E00021526",342,143,46,60,55,38
"E00021527",317,130,56,41,56,34
"E00021528",259,206,6,9,12,26
"E00021529",192,91,16,23,20,42
"E00021531",597,333,22,21,47,174
"E00021532",318,145,52,40,43,38
"E00021533",242,143,13,37,33,16
"E00021534",225,108,37,32,22,26
"E00021535",286,163,29,28,28,38
"E00021536",282,161,28,32,26,35
"E00021537",339,153,44,36,66,40
"E00021538",684,348,82,86,97,71
"E00021539",252,101,45,55,39,12
"E00021541",229,103,40,32,35,19
"E00021542",218,72,27,39,50,30
"E00021543",270,115,39,47,42,27
"E00021544",180,96,14,15,27,28
"E00021546",196,80,27,27,34,28
"E00021547",278,143,15,21,31,68
"E00021549",386,194,26,35,39,92
"E00021550",403,257,15,18,31,82
"E00021552",241,127,17,16,22,59
"E00021553",349,214,11,9,30,85
"E00021554",259,147,17,25,34,36
"E00021555",447,247,26,34,40,100
"E00021556",285,119,49,46,36,35
"E00021557",340,127,47,56,53,57
"E00021559",338,265,9,19,9,36
"E00021560",431,272,12,16,27,104
"E00021561",278,123,51,44,28,32
"E00021562",372,237,36,13,16,70
"E00021563",402,268,11,16,18,89
"E00021564",313,177,23,19,20,74
"E00021565",207,123,14,9,18,43
"E00021566",446,272,20,22,42,90
"E00021567",351,240,20,19,21,51
"E00021569",302,217,18,21,21,25
"E00021572",433,224,59,43,21,86
"E00021574",267,145,15,20,19,68
"E00021577",291,184,5,9,23,70
"E00021579",362,221,11,19,25,86
"E00021580",423,214,26,25,34,124
"E00021582",401,239,9,14,16,123
"E00021583",434,241,24,25,28,116
"E00021584",302,217,1,6,13,65
"E00021585",590,348,17,21,40,164
"E00021586",455,240,34,30,36,115
"E00021587",396,230,26,33,20,87
"E00021588",333,176,21,12,27,97
"E00021590",376,225,14,14,35,88
"E00021591",491,299,9,14,26,143
"E00021592",315,225,4,8,18,60
"E00021593",225,114,6,22,19,64
"E00021594",336,196,23,15,19,83
"E00021595",354,211,19,17,22,85
"E00021596",381,217,27,25,28,84
"E00021597",374,208,16,24,24,102
"E00021598",260,149,33,24,29,25
"E00021599",326,201,11,26,34,54
"E00021600",308,214,19,16,22,37
"E00021601",230,140,17,30,10,33
"E00021602",368,190,26,50,40,62
"E00021603",184,121,8,18,17,20
"E00021604",356,214,16,22,28,76
"E00021605",289,160,25,41,31,32
"E00021606",282,168,23,16,25,50
"E00021607",262,161,11,12,15,63
"E00021608",217,147,15,15,9,31
"E00021610",323,209,19,17,30,48
"E00021611",397,228,21,32,30,86
"E00021612",214,130,22,22,14,26
"E00021613",188,97,21,25,19,26
"E00021614",263,161,17,23,22,40
"E00021615",218,143,10,23,11,31
"E00021616",438,224,30,19,23,142
"E00021617",166,88,20,19,12,27
"E00021618",282,146,10,19,34,73
"E00021619",463,259,29,26,31,118
"E00021620",246,126,17,23,24,56
"E00021621",333,185,19,15,19,95
"E00021622",247,109,33,42,34,29
"E00021623",189,123,5,4,6,51
"E00021624",292,183,24,19,31,35
"E00021625",510,301,54,45,52,58
"E00021626",329,166,37,42,45,39
"E00021627",372,204,36,44,38,50
"E00021628",214,156,2,13,13,30
"E00021629",229,138,15,32,22,22
"E00021630",262,181,9,10,16,46
"E00021631",305,190,10,35,32,38
"E00021632",229,117,22,26,26,38
"E00021633",214,141,14,17,13,29
"E00021634",283,170,19,23,13,58
"E00021635",227,123,26,21,29,28
"E00021636",335,214,14,7,14,86
"E00021637",509,236,30,41,59,143
"E00021639",347,199,11,10,19,108
"E00021640",397,225,15,27,24,106
"E00021641",415,218,14,33,31,119
"E00021642",335,171,25,28,21,90
"E00021643",246,146,9,10,20,61
"E00021644",327,193,12,14,23,85
"E00021646",498,278,25,26,34,135
"E00021648",202,136,8,17,19,22
"E00021649",434,213,49,18,52,102
"E00021650",265,177,6,14,25,43
"E00021651",251,114,32,36,31,38
"E00021652",276,161,25,31,25,34
"E00021653",547,245,47,54,50,151
"E00021654",379,237,5,11,30,96
"E00021655",274,134,12,18,18,92
"E00021656",386,246,31,39,14,56
"E00021657",204,103,25,29,27,20
"E00021658",177,108,15,12,16,26
"E00021659",335,193,15,17,26,84
"E00021660",278,157,16,24,24,57
"E00021661",488,253,49,33,48,105
"E00021662",566,349,30,31,29,127
"E00021663",236,140,3,6,22,65
"E00021665",473,289,18,19,41,106
"E00021666",564,320,38,33,39,134
"E00021667",490,233,29,44,42,142
"E00021668",511,265,41,41,48,116
"E00021669",488,241,23,35,47,142
"E00021670",402,223,23,30,43,83
"E00021671",351,189,14,12,20,116
"E00021672",416,225,28,22,26,115
"E00021673",452,228,25,22,31,146
"E00021674",378,176,33,38,36,95
"E00021675",518,276,30,17,34,161
"E00021676",293,145,53,41,27,27
"E00021677",345,177,29,21,16,102
"E00021678",438,261,27,26,34,90
"E00021679",150,75,15,16,9,35
"E00021680",494,255,26,35,46,132
"E00021681",262,112,29,49,27,45
"E00021682",545,251,59,32,37,166
"E00021683",509,246,34,38,36,155
"E00021685",568,289,53,42,48,136
"E00021686",531,175,190,59,44,63
"E00021687",435,235,47,36,45,72
"E00021688",381,191,31,32,23,104
"E00021689",399,141,133,51,34,40
"E00021690",445,197,48,39,60,101
"E00021691",315,173,20,29,18,75
"E00021692",271,150,29,26,26,40
"E00021693",430,202,47,42,38,101
"E00021694",454,222,42,23,32,135
"E00021695",372,230,26,17,29,70
"E00021696",527,322,24,23,32,126
"E00021697",305,175,22,19,22,67
"E00021698",340,250,11,10,7,62
"E00021699",390,251,21,14,16,88
"E00021700",511,271,28,51,40,121
"E00021701",442,269,27,29,43,74
"E00021702",370,231,19,18,23,79
"E00021703",315,186,20,20,25,64
"E00021704",375,223,26,20,31,75
"E00021705",431,249,17,34,36,95
"E00021706",338,179,23,14,18,104
"E00021707",377,225,18,25,26,83
"E00021708",298,186,20,14,21,57
"E00021709",324,167,37,40,8,72
"E00021710",313,179,14,12,27,81
"E00021711",471,225,70,38,43,95
"E00021712",297,141,32,24,36,64
"E00021713",295,176,15,19,11,74
"E00021714",209,128,5,7,6,63
"E00021715",361,218,21,14,20,88
"E00021716",280,153,13,16,22,76
"E00021717",253,124,18,14,20,77
"E00021718",361,207,31,25,29,69
"E00021719",163,94,7,7,17,38
"E00021722",342,164,52,27,28,71
"E00021723",295,188,18,10,22,57
"E00021724",260,174,21,21,13,31
"E00021725",232,170,9,12,8,33
"E00021726",268,170,8,13,17,60
"E00021727",249,159,7,11,31,41
"E00021728",253,155,15,21,10,52
"E00021729",190,123,4,12,9,42
"E00021730",370,214,12,22,32,90
"E00021731",396,252,18,23,25,78
"E00021732",268,164,13,7,20,64
"E00021733",578,313,42,35,55,133
"E00021734",599,314,28,31,42,184
"E00021735",481,223,40,40,46,132
"E00021736",492,257,38,30,33,134
"E00021737",283,150,24,23,23,63
"E00021738",332,182,7,7,27,109
"E00021739",273,119,33,44,37,40
"E00021740",393,187,25,33,40,108
"E00021741",223,100,35,37,32,19
"E00021742",547,256,40,61,69,121
"E00021743",313,119,35,29,22,108
"E00021744",568,268,70,59,64,107
"E00021745",233,128,13,14,24,54
"E00021746",233,116,32,31,27,27
"E00021748",534,247,41,58,53,135
"E00021750",449,219,33,31,37,129
"E00021752",422,213,31,28,39,111
"E00021753",282,165,11,7,20,79
"E00021754",204,131,10,14,17,32
"E00021755",358,206,28,23,31,70
"E00021756",217,117,10,24,20,46
"E00021757",248,122,24,15,12,75
"E00021758",322,165,22,13,33,89
"E00021759",373,181,28,24,30,110
"E00021760",351,198,8,13,22,110
"E00021761",341,165,67,35,33,41
"E00021762",312,169,22,14,24,83
"E00021763",394,229,19,27,28,91
"E00021764",467,285,31,19,23,109
"E00021766",413,225,18,20,23,127
"E00021767",233,134,12,14,22,51
"E00167078",503,283,93,35,34,58
"E00167079",222,88,42,32,37,23
"E00167080",390,249,18,26,42,55
"E00167081",279,149,39,29,29,33
"E00167082",309,154,45,29,31,50
"E00167083",343,211,17,22,15,78
"E00167084",231,128,16,17,30,40
"E00167085",267,150,23,20,25,49
"E00167086",368,162,24,52,42,88
"E00167087",282,129,17,48,46,42
"E00167088",210,147,10,13,13,27
"E00167089",171,104,12,18,9,28
"E00167090",195,110,2,18,36,29
"E00167091",331,215,20,36,27,33
"E00167092",294,215,10,15,14,40
"E00167093",196,117,18,22,17,22
"E00167094",292,146,32,30,28,56
"E00167095",379,199,19,19,19,123
"E00167096",131,78,16,11,13,13
"E00167097",259,127,23,18,49,42
"E00167098",131,48,28,30,20,5
"E00167099",110,46,16,21,12,15
"E00167100",519,248,85,100,55,31
"E00167101",256,129,41,37,20,29
"E00167102",300,151,36,33,24,56
"E00167103",206,89,28,23,42,24
"E00167104",216,117,24,24,18,33
"E00167105",479,287,7,18,25,142
"E00167106",314,174,30,34,36,40
"E00167107",238,133,18,18,31,38
"E00167108",400,245,33,31,32,59
"E00167109",261,121,30,35,30,45
"E00167110",293,133,28,41,25,66
"E00167111",282,67,72,72,55,16
"E00167112",795,286,167,106,133,103
"E00167113",473,243,24,32,69,105
"E00167114",464,265,24,40,35,100
"E00167115",727,283,147,88,98,111
"E00167116",280,179,14,17,21,49
"E00167117",133,41,44,14,17,17
"E00167118",244,96,48,39,39,22
"E00167119",305,148,34,39,20,64
"E00167120",283,126,44,25,37,51
"E00167121",265,86,48,59,36,36
"E00167122",202,71,36,41,23,31
"E00167123",347,221,5,8,33,80
"E00167124",308,151,20,29,45,63
"E00167125",173,77,28,22,24,22
"E00167126",367,127,62,71,63,44
"E00167127",265,126,31,28,38,42
"E00167128",276,143,13,18,39,63
"E00167129",615,265,79,97,91,83
"E00167130",834,356,112,102,147,117
"E00167131",145,82,10,10,10,33
"E00167132",393,108,140,62,50,33
"E00167133",175,85,18,16,20,36
"E00167134",222,121,22,23,22,34
"E00167135",269,139,46,26,30,28
"E00167136",178,109,15,8,13,33
"E00167137",222,79,36,39,38,30
"E00167138",230,91,50,37,31,21
"E00167139",305,97,62,58,58,30
"E00167140",246,108,45,36,32,25
"E00167141",313,97,60,72,50,34
"E00167142",453,186,62,71,63,71
"E00167143",337,182,18,21,23,93
"E00167144",428,214,9,23,32,150
"E00167145",196,60,35,41,40,20
"E00167146",300,102,39,57,62,40
"E00167147",277,186,10,14,33,34
"E00167148",188,47,48,46,35,12
"E00167149",167,81,23,24,21,18
"E00167150",366,108,76,90,57,35
"E00167151",423,151,82,61,75,54
"E00167152",164,48,35,36,25,20
"E00167153",402,199,39,27,55,82
"E00167154",205,104,26,29,15,31
"E00167155",310,162,48,33,43,24
"E00167156",336,161,13,23,33,106
"E00167157",317,118,59,70,42,28
"E00167158",257,97,49,39,42,30
"E00167159",211,79,32,33,31,36
"E00167160",316,195,19,28,22,52
"E00167161",312,170,22,22,24,74
"E00167162",337,119,60,72,53,33
"E00167163",260,97,53,42,38,30
"E00167164",118,75,10,8,13,12
"E00167165",228,96,24,35,38,35
"E00167166",464,261,56,55,43,49
"E00167167",267,124,35,46,38,24
"E00167168",281,147,22,32,35,45
"E00167169",375,190,12,31,47,95
"E00167170",171,77,17,29,24,24
"E00167171",211,99,18,16,17,61
"E00167172",203,133,10,18,9,33
"E00167173",473,241,18,15,23,176
"E00167174",240,122,28,27,28,35
"E00167175",212,129,18,21,21,23
"E00167176",344,202,28,22,30,62
"E00167177",264,141,35,28,31,29
"E00167178",321,194,24,12,22,69
"E00167179",240,113,42,28,32,25
"E00167180",311,172,13,21,38,67
"E00167181",160,67,26,18,23,26
"E00167182",149,100,2,3,8,36
"E00167183",139,77,7,17,11,27
"E00167184",175,104,15,7,17,32
"E00167185",247,187,3,5,4,48
"E00167186",243,178,16,19,15,15
"E00167187",288,198,16,20,16,38
"E00167188",304,201,22,21,29,31
"E00167189",273,202,19,16,12,24
"E00167190",210,145,19,11,10,25
"E00167191",216,143,13,17,27,16
"E00167192",230,145,10,31,15,29
"E00167193",220,169,3,7,4,37
"E00167194",287,202,11,24,20,30
"E00167195",189,134,12,15,10,18
"E00167196",204,154,0,5,2,43
"E00167197",246,178,4,10,10,44
"E00167198",535,359,32,20,25,99
"E00167199",171,110,11,22,15,13
"E00167200",218,135,10,16,25,32
"E00167201",319,231,5,5,19,59
"E00167202",197,131,8,3,15,40
"E00167203",384,199,16,39,23,107
"E00167204",239,160,21,19,23,16
"E00167205",326,188,8,23,34,73
"E00167206",387,216,12,27,32,100
"E00167207",335,207,17,26,40,45
"E00167208",266,162,20,23,27,34
"E00167209",376,221,20,25,48,62
"E00167210",141,96,4,18,8,15
"E00167211",398,216,34,31,39,78
"E00167212",282,154,13,19,28,68
"E00167213",397,197,25,15,29,131
"E00167214",362,198,25,32,21,86
"E00167215",327,148,39,33,38,69
"E00167216",379,213,8,16,37,105
"E00167217",278,132,18,21,18,89
"E00167218",303,168,23,29,29,54
"E00167219",307,181,4,9,28,85
"E00167220",228,93,42,43,26,24
"E00167221",419,253,15,34,34,83
"E00167222",322,159,24,20,35,84
"E00167223",393,239,11,11,51,81
"E00167224",351,223,7,17,39,65
"E00167225",402,234,9,10,45,104
"E00167226",226,99,23,37,43,24
"E00167227",336,171,31,29,38,67
"E00167228",292,193,14,13,30,42
"E00167229",341,233,10,13,21,64
"E00167230",196,87,20,33,36,20
"E00167231",260,100,46,23,36,55
"E00167232",200,95,12,22,32,39
"E00167233",213,132,5,9,21,46
"E00167234",378,234,11,15,22,96
"E00167235",462,266,25,32,28,111
"E00167236",180,68,30,46,25,11
"E00167237",192,112,16,16,24,24
"E00167238",349,225,4,21,31,68
"E00167239",188,111,4,8,25,40
"E00167240",481,296,7,9,16,153
"E00167241",380,188,39,26,32,95
"E00167242",191,115,12,14,18,32
"E00167243",283,145,37,48,29,24
"E00167244",255,122,47,37,19,30
"E00167245",302,174,17,16,27,68
"E00167246",226,184,0,3,11,28
"E00167247",171,125,5,14,10,17
"E00167248",369,110,95,70,53,41
"E00167249",352,79,119,61,51,42
"E00167250",428,257,10,16,43,102
"E00167251",1055,526,412,48,22,47
"E00167252",381,246,9,21,25,80
"E00167253",310,191,7,24,46,42
"E00167254",255,144,41,18,15,37
"E00167255",382,228,10,22,28,94
"E00167256",280,176,14,13,38,39
"E00167257",367,226,10,19,41,71
"E00167258",393,209,4,15,10,155
"E00167259",255,144,6,9,12,84
"E00167260",574,388,9,14,20,143
"E00167261",401,213,25,38,34,91
"E00167262",91,44,9,10,11,17
"E00167263",192,110,21,22,25,14
"E00167264",287,171,15,13,22,66
"E00167265",371,236,22,21,17,75
"E00167266",315,210,14,17,20,54
