"GeographyCode","QS301EW0001","QS301EW0002","QS301EW0003","QS301EW0004","QS301EW0005"
"E02000864",8297,7559,390,135,213
"E02000865",7051,6446,327,136,142
"E02000866",9662,8934,438,125,165
"E02000867",9761,9132,355,113,161
"E02000868",6632,6203,220,82,127
"E02000869",5705,5212,293,79,121
"E02000870",6477,5934,292,97,154
"E02000871",8591,7856,373,159,203
"E02000872",7501,7019,266,80,136
"E02000873",8713,8104,352,104,153
"E02000874",7129,6531,336,100,162
"E02000875",9440,8627,468,130,215
"E02000876",7037,6501,311,96,129
"E02000877",9803,9042,431,161,169
"E02000878",10286,9597,389,136,164
"E02000879",7634,6915,376,139,204
"E02000880",5776,5281,270,83,142
"E02000881",6909,6286,336,118,169
"E02000882",8604,7734,491,152,227
"E02000883",7950,7237,340,151,222
"E02000884",9086,8378,420,141,147
"E02000885",6895,6232,354,127,182
"E02000886",7326,6823,279,99,125
"E02000887",8660,7972,347,137,204
"E02000888",8215,7659,326,91,139
"E02000889",6616,6159,300,68,89
"E02000890",5795,5398,261,68,68
"E02000891",12678,11927,465,118,168
"E02000893",6783,6239,315,103,126
"E02000894",10137,9576,370,66,125
"E02006853",7064,6648,253,71,92
"E02006854",5883,5579,187,45,72
