"GeographyCode","KS609EW0001","KS609EW0002","KS609EW0003","KS609EW0004","KS609EW0005","KS609EW0006","KS609EW0007","KS609EW0008","KS609EW0009","KS609EW0010","KS609EW0011","KS609EW0012","KS609EW0013","KS609EW0014","KS609EW0015","KS609EW0016","KS609EW0017","KS609EW0018","KS609EW0019"
"E01004197",613,63,162,122,32,52,30,50,39,63,10.2773246329527,26.4274061990212,19.9021207177814,5.22022838499184,8.48287112561175,4.89396411092985,8.15660685154976,6.36215334420881,10.2773246329527
"E01004198",351,33,61,70,26,34,11,32,36,48,9.4017094017094,17.3789173789174,19.9430199430199,7.40740740740741,9.68660968660969,3.13390313390313,9.11680911680912,10.2564102564103,13.6752136752137
"E01004199",325,21,47,59,35,38,13,33,32,47,6.46153846153846,14.4615384615385,18.1538461538462,10.7692307692308,11.6923076923077,4,10.1538461538462,9.84615384615385,14.4615384615385
"E01004200",483,42,139,136,21,39,18,41,13,34,8.69565217391304,28.7784679089027,28.1573498964803,4.34782608695652,8.07453416149068,3.72670807453416,8.48861283643892,2.69151138716356,7.03933747412008
"E01004201",410,39,106,76,31,38,20,31,31,38,9.51219512195122,25.8536585365854,18.5365853658537,7.5609756097561,9.26829268292683,4.8780487804878,7.5609756097561,7.5609756097561,9.26829268292683
"E01004202",564,44,166,169,28,57,10,33,18,39,7.80141843971631,29.4326241134752,29.9645390070922,4.9645390070922,10.1063829787234,1.77304964539007,5.85106382978723,3.19148936170213,6.91489361702128
"E01004203",542,47,141,134,25,68,17,32,22,56,8.67158671586716,26.0147601476015,24.7232472324723,4.61254612546125,12.5461254612546,3.13653136531365,5.90405904059041,4.0590405904059,10.3321033210332
"E01004204",342,26,60,77,19,41,18,20,36,45,7.60233918128655,17.5438596491228,22.5146198830409,5.55555555555556,11.9883040935673,5.26315789473684,5.84795321637427,10.5263157894737,13.1578947368421
"E01004205",472,38,61,71,26,50,24,73,45,84,8.05084745762712,12.9237288135593,15.0423728813559,5.50847457627119,10.5932203389831,5.08474576271187,15.4661016949153,9.53389830508475,17.7966101694915
"E01004206",298,15,39,42,20,39,16,35,30,62,5.03355704697987,13.0872483221477,14.0939597315436,6.71140939597315,13.0872483221477,5.36912751677852,11.744966442953,10.0671140939597,20.8053691275168
"E01004207",315,27,49,60,18,34,23,32,27,45,8.57142857142857,15.5555555555556,19.047619047619,5.71428571428571,10.7936507936508,7.3015873015873,10.1587301587302,8.57142857142857,14.2857142857143
"E01004208",630,78,185,159,44,47,9,40,13,55,12.3809523809524,29.3650793650794,25.2380952380952,6.98412698412698,7.46031746031746,1.42857142857143,6.34920634920635,2.06349206349206,8.73015873015873
"E01004209",289,17,29,44,21,40,7,38,30,63,5.88235294117647,10.0346020761246,15.2249134948097,7.26643598615917,13.840830449827,2.42214532871972,13.1487889273356,10.3806228373702,21.7993079584775
"E01004211",510,60,159,132,26,23,20,36,18,36,11.7647058823529,31.1764705882353,25.8823529411765,5.09803921568627,4.50980392156863,3.92156862745098,7.05882352941176,3.52941176470588,7.05882352941176
"E01004212",409,35,94,68,27,42,15,41,35,52,8.55745721271394,22.9828850855746,16.6259168704156,6.60146699266504,10.2689486552567,3.66748166259169,10.0244498777506,8.55745721271394,12.7139364303178
"E01004214",334,19,52,40,22,55,18,23,42,63,5.68862275449102,15.5688622754491,11.9760479041916,6.58682634730539,16.4670658682635,5.38922155688623,6.88622754491018,12.5748502994012,18.8622754491018
"E01004215",813,114,255,183,47,58,23,43,35,55,14.0221402214022,31.3653136531365,22.5092250922509,5.78105781057811,7.13407134071341,2.8290282902829,5.2890528905289,4.3050430504305,6.76506765067651
"E01004216",566,86,199,106,26,44,11,24,25,45,15.1943462897526,35.1590106007067,18.7279151943463,4.59363957597173,7.77385159010601,1.9434628975265,4.24028268551237,4.41696113074205,7.95053003533569
"E01004217",490,61,123,74,25,76,15,25,42,49,12.4489795918367,25.1020408163265,15.1020408163265,5.10204081632653,15.5102040816327,3.06122448979592,5.10204081632653,8.57142857142857,10
"E01004218",553,82,186,107,34,53,11,18,22,40,14.8282097649186,33.6347197106691,19.3490054249548,6.14828209764919,9.58408679927667,1.98915009041591,3.25497287522604,3.97830018083183,7.23327305605787
"E01004219",610,60,187,113,42,58,11,45,36,58,9.83606557377049,30.655737704918,18.5245901639344,6.88524590163934,9.50819672131147,1.80327868852459,7.37704918032787,5.9016393442623,9.50819672131147
"E01004221",668,107,213,144,41,41,22,22,33,45,16.0179640718563,31.8862275449102,21.5568862275449,6.1377245508982,6.1377245508982,3.2934131736527,3.2934131736527,4.94011976047904,6.73652694610778
"E01004222",496,39,93,95,27,76,28,31,41,66,7.86290322580645,18.75,19.1532258064516,5.44354838709677,15.3225806451613,5.64516129032258,6.25,8.26612903225806,13.3064516129032
"E01004223",464,55,95,87,29,47,17,34,42,58,11.8534482758621,20.4741379310345,18.75,6.25,10.1293103448276,3.66379310344828,7.32758620689655,9.05172413793103,12.5
"E01004224",521,49,114,122,35,56,13,34,34,64,9.40499040307102,21.8809980806142,23.4165067178503,6.71785028790787,10.7485604606526,2.49520153550864,6.52591170825336,6.52591170825336,12.2840690978887
"E01004225",906,109,323,262,54,46,18,31,21,42,12.0309050772627,35.6512141280353,28.9183222958057,5.96026490066225,5.07726269315673,1.98675496688742,3.42163355408389,2.31788079470199,4.63576158940397
"E01004226",402,38,64,61,22,70,24,41,28,54,9.45273631840796,15.9203980099502,15.1741293532338,5.4726368159204,17.4129353233831,5.97014925373134,10.1990049751244,6.96517412935323,13.4328358208955
"E01004228",516,61,159,115,28,51,18,16,25,43,11.8217054263566,30.8139534883721,22.2868217054264,5.42635658914729,9.88372093023256,3.48837209302326,3.10077519379845,4.84496124031008,8.33333333333333
"E01004229",389,47,76,47,34,32,13,46,30,64,12.0822622107969,19.5372750642674,12.0822622107969,8.74035989717224,8.22622107969152,3.34190231362468,11.8251928020566,7.7120822622108,16.452442159383
"E01004230",501,45,108,114,31,52,15,50,41,45,8.98203592814371,21.5568862275449,22.7544910179641,6.187624750499,10.3792415169661,2.9940119760479,9.98003992015968,8.18363273453094,8.98203592814371
"E01004231",370,31,60,46,17,56,14,48,36,62,8.37837837837838,16.2162162162162,12.4324324324324,4.59459459459459,15.1351351351351,3.78378378378378,12.972972972973,9.72972972972973,16.7567567567568
"E01004232",508,69,167,106,30,32,18,28,14,44,13.5826771653543,32.8740157480315,20.8661417322835,5.90551181102362,6.2992125984252,3.54330708661417,5.51181102362205,2.75590551181102,8.66141732283465
"E01004233",380,30,69,68,21,49,19,24,47,53,7.89473684210526,18.1578947368421,17.8947368421053,5.52631578947368,12.8947368421053,5,6.31578947368421,12.3684210526316,13.9473684210526
"E01004234",656,93,209,152,34,45,13,28,31,51,14.1768292682927,31.859756097561,23.1707317073171,5.18292682926829,6.85975609756098,1.98170731707317,4.26829268292683,4.72560975609756,7.77439024390244
"E01004235",320,18,36,44,25,52,13,49,24,59,5.625,11.25,13.75,7.8125,16.25,4.0625,15.3125,7.5,18.4375
"E01004236",329,23,36,36,27,41,18,51,28,69,6.99088145896657,10.9422492401216,10.9422492401216,8.20668693009119,12.4620060790274,5.47112462006079,15.5015197568389,8.51063829787234,20.9726443768997
"E01004237",284,16,48,45,21,37,7,30,27,53,5.63380281690141,16.9014084507042,15.8450704225352,7.3943661971831,13.0281690140845,2.46478873239437,10.5633802816901,9.50704225352113,18.6619718309859
"E01004238",701,68,117,117,55,66,40,79,45,114,9.70042796005706,16.6904422253923,16.6904422253923,7.84593437945792,9.4151212553495,5.70613409415121,11.2696148359486,6.41940085592011,16.262482168331
