"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E00021477",166,107,29,6,24,64.4578313253012,17.4698795180723,3.6144578313253,14.4578313253012
"E00021478",130,98,13,4,15,75.3846153846154,10,3.07692307692308,11.5384615384615
"E00021479",151,83,26,4,38,54.9668874172185,17.2185430463576,2.64900662251656,25.1655629139073
"E00021480",144,101,15,7,21,70.1388888888889,10.4166666666667,4.86111111111111,14.5833333333333
"E00021481",134,71,28,7,28,52.9850746268657,20.8955223880597,5.22388059701492,20.8955223880597
"E00021482",127,79,28,5,15,62.2047244094488,22.0472440944882,3.93700787401575,11.8110236220472
"E00021483",231,143,48,6,34,61.9047619047619,20.7792207792208,2.5974025974026,14.7186147186147
"E00021484",114,87,12,2,13,76.3157894736842,10.5263157894737,1.75438596491228,11.4035087719298
"E00021485",122,64,16,12,30,52.4590163934426,13.1147540983607,9.83606557377049,24.5901639344262
"E00021486",121,55,30,8,28,45.4545454545455,24.7933884297521,6.61157024793388,23.1404958677686
"E00021487",71,38,12,9,12,53.5211267605634,16.9014084507042,12.6760563380282,16.9014084507042
"E00021488",157,81,31,14,31,51.5923566878981,19.7452229299363,8.9171974522293,19.7452229299363
"E00021489",119,68,18,9,24,57.1428571428571,15.1260504201681,7.56302521008403,20.1680672268908
"E00021490",115,62,13,17,23,53.9130434782609,11.304347826087,14.7826086956522,20
"E00021491",87,44,22,7,14,50.5747126436782,25.2873563218391,8.04597701149425,16.0919540229885
"E00021492",136,74,16,9,37,54.4117647058823,11.7647058823529,6.61764705882353,27.2058823529412
"E00021493",126,47,34,18,27,37.3015873015873,26.984126984127,14.2857142857143,21.4285714285714
"E00021494",176,93,44,9,30,52.8409090909091,25,5.11363636363636,17.0454545454545
"E00021495",184,77,47,10,50,41.8478260869565,25.5434782608696,5.43478260869565,27.1739130434783
"E00021496",107,41,23,14,29,38.3177570093458,21.4953271028037,13.0841121495327,27.1028037383178
"E00021497",133,33,48,17,35,24.812030075188,36.0902255639098,12.781954887218,26.3157894736842
"E00021498",127,57,33,13,24,44.8818897637795,25.9842519685039,10.2362204724409,18.8976377952756
"E00021499",124,94,10,0,20,75.8064516129032,8.06451612903226,0,16.1290322580645
"E00021500",139,107,18,5,9,76.9784172661871,12.9496402877698,3.59712230215827,6.47482014388489
"E00021501",131,82,19,9,21,62.5954198473283,14.5038167938931,6.87022900763359,16.030534351145
"E00021502",134,84,15,7,28,62.6865671641791,11.1940298507463,5.22388059701492,20.8955223880597
"E00021503",129,62,20,14,33,48.062015503876,15.5038759689922,10.8527131782946,25.5813953488372
"E00021504",164,89,19,9,47,54.2682926829268,11.5853658536585,5.48780487804878,28.6585365853659
"E00021505",95,52,23,5,15,54.7368421052632,24.2105263157895,5.26315789473684,15.7894736842105
"E00021506",142,82,10,6,44,57.7464788732394,7.04225352112676,4.22535211267606,30.9859154929577
"E00021507",169,103,21,4,41,60.9467455621302,12.4260355029586,2.36686390532544,24.2603550295858
"E00021508",136,84,20,5,27,61.7647058823529,14.7058823529412,3.67647058823529,19.8529411764706
"E00021509",184,98,36,10,40,53.2608695652174,19.5652173913043,5.43478260869565,21.7391304347826
"E00021510",121,72,15,1,33,59.504132231405,12.396694214876,0.826446280991736,27.2727272727273
"E00021511",109,69,10,1,29,63.302752293578,9.1743119266055,0.917431192660551,26.605504587156
"E00021516",106,69,19,3,15,65.0943396226415,17.9245283018868,2.83018867924528,14.1509433962264
"E00021517",136,86,18,1,31,63.2352941176471,13.2352941176471,0.735294117647059,22.7941176470588
"E00021518",151,88,23,4,36,58.2781456953642,15.2317880794702,2.64900662251656,23.841059602649
"E00021519",200,140,27,3,30,70,13.5,1.5,15
"E00021520",97,57,14,1,25,58.7628865979381,14.4329896907216,1.03092783505155,25.7731958762887
"E00021521",98,82,11,0,5,83.6734693877551,11.2244897959184,0,5.10204081632653
"E00021522",136,57,39,7,33,41.9117647058824,28.6764705882353,5.14705882352941,24.2647058823529
"E00021524",194,110,37,6,41,56.701030927835,19.0721649484536,3.09278350515464,21.1340206185567
"E00021525",134,77,13,0,44,57.4626865671642,9.70149253731343,0,32.8358208955224
"E00021526",169,109,23,1,36,64.4970414201183,13.6094674556213,0.591715976331361,21.301775147929
"E00021527",145,80,19,4,42,55.1724137931034,13.1034482758621,2.75862068965517,28.9655172413793
"E00021528",94,74,10,6,4,78.7234042553192,10.6382978723404,6.38297872340426,4.25531914893617
"E00021529",116,69,6,2,39,59.4827586206897,5.17241379310345,1.72413793103448,33.6206896551724
"E00021531",186,95,40,11,40,51.0752688172043,21.505376344086,5.91397849462366,21.505376344086
"E00021532",138,94,17,1,26,68.1159420289855,12.3188405797101,0.72463768115942,18.8405797101449
"E00021533",141,108,11,0,22,76.5957446808511,7.80141843971631,0,15.6028368794326
"E00021534",127,91,14,0,22,71.6535433070866,11.0236220472441,0,17.3228346456693
"E00021535",115,77,16,2,20,66.9565217391304,13.9130434782609,1.73913043478261,17.3913043478261
"E00021536",118,78,20,2,18,66.1016949152542,16.9491525423729,1.69491525423729,15.2542372881356
"E00021537",163,113,21,2,27,69.3251533742331,12.8834355828221,1.22699386503067,16.5644171779141
"E00021538",309,208,40,8,53,67.3139158576052,12.9449838187702,2.58899676375405,17.1521035598706
"E00021539",138,98,6,2,32,71.0144927536232,4.34782608695652,1.44927536231884,23.1884057971014
"E00021541",139,87,14,0,38,62.589928057554,10.0719424460432,0,27.3381294964029
"E00021542",106,58,9,5,34,54.7169811320755,8.49056603773585,4.71698113207547,32.0754716981132
"E00021543",142,95,21,1,25,66.9014084507042,14.7887323943662,0.704225352112676,17.6056338028169
"E00021544",83,61,11,1,10,73.4939759036145,13.2530120481928,1.20481927710843,12.0481927710843
"E00021546",102,76,11,0,15,74.5098039215686,10.7843137254902,0,14.7058823529412
"E00021547",115,71,17,2,25,61.7391304347826,14.7826086956522,1.73913043478261,21.7391304347826
"E00021549",128,64,30,4,30,50,23.4375,3.125,23.4375
"E00021550",150,94,21,5,30,62.6666666666667,14,3.33333333333333,20
"E00021552",99,56,22,1,20,56.5656565656566,22.2222222222222,1.01010101010101,20.2020202020202
"E00021553",119,67,20,7,25,56.3025210084034,16.8067226890756,5.88235294117647,21.0084033613445
"E00021554",127,85,16,2,24,66.9291338582677,12.5984251968504,1.5748031496063,18.8976377952756
"E00021555",145,72,32,8,33,49.6551724137931,22.0689655172414,5.51724137931035,22.7586206896552
"E00021556",147,92,16,2,37,62.5850340136054,10.8843537414966,1.36054421768707,25.1700680272109
"E00021557",172,105,19,4,44,61.046511627907,11.046511627907,2.32558139534884,25.5813953488372
"E00021559",157,134,12,1,10,85.3503184713376,7.64331210191083,0.636942675159236,6.36942675159236
"E00021560",157,94,23,11,29,59.8726114649682,14.6496815286624,7.00636942675159,18.4713375796178
"E00021561",144,83,27,1,33,57.6388888888889,18.75,0.694444444444444,22.9166666666667
"E00021562",140,94,29,3,14,67.1428571428571,20.7142857142857,2.14285714285714,10
"E00021563",124,79,25,3,17,63.7096774193548,20.1612903225806,2.41935483870968,13.7096774193548
"E00021564",123,71,19,3,30,57.7235772357724,15.4471544715447,2.4390243902439,24.390243902439
"E00021565",89,57,11,8,13,64.0449438202247,12.3595505617978,8.98876404494382,14.6067415730337
"E00021566",156,95,38,2,21,60.8974358974359,24.3589743589744,1.28205128205128,13.4615384615385
"E00021567",143,101,19,0,23,70.6293706293706,13.2867132867133,0,16.0839160839161
"E00021569",142,104,11,1,26,73.2394366197183,7.74647887323944,0.704225352112676,18.3098591549296
"E00021572",143,80,28,5,30,55.9440559440559,19.5804195804196,3.4965034965035,20.979020979021
"E00021574",93,53,21,4,15,56.989247311828,22.5806451612903,4.3010752688172,16.1290322580645
"E00021577",128,87,16,6,19,67.96875,12.5,4.6875,14.84375
"E00021579",106,50,21,11,24,47.1698113207547,19.811320754717,10.377358490566,22.6415094339623
"E00021580",124,42,30,10,42,33.8709677419355,24.1935483870968,8.06451612903226,33.8709677419355
"E00021582",98,40,32,5,21,40.8163265306122,32.6530612244898,5.10204081632653,21.4285714285714
"E00021583",150,73,28,5,44,48.6666666666667,18.6666666666667,3.33333333333333,29.3333333333333
"E00021584",113,79,13,3,18,69.9115044247788,11.5044247787611,2.65486725663717,15.929203539823
"E00021585",149,57,45,11,36,38.255033557047,30.2013422818792,7.38255033557047,24.1610738255034
"E00021586",130,46,35,11,38,35.3846153846154,26.9230769230769,8.46153846153846,29.2307692307692
"E00021587",128,69,20,12,27,53.90625,15.625,9.375,21.09375
"E00021588",148,77,19,6,46,52.027027027027,12.8378378378378,4.05405405405405,31.0810810810811
"E00021590",137,76,21,12,28,55.4744525547445,15.3284671532847,8.75912408759124,20.4379562043796
"E00021591",127,41,29,18,39,32.2834645669291,22.8346456692913,14.1732283464567,30.7086614173228
"E00021592",112,83,13,3,13,74.1071428571429,11.6071428571429,2.67857142857143,11.6071428571429
"E00021593",140,89,9,5,37,63.5714285714286,6.42857142857143,3.57142857142857,26.4285714285714
"E00021594",129,73,22,8,26,56.5891472868217,17.0542635658915,6.2015503875969,20.1550387596899
"E00021595",134,79,30,4,21,58.955223880597,22.3880597014925,2.98507462686567,15.6716417910448
"E00021596",164,117,26,1,20,71.3414634146341,15.8536585365854,0.609756097560976,12.1951219512195
"E00021597",121,66,25,4,26,54.5454545454545,20.6611570247934,3.30578512396694,21.4876033057851
"E00021598",115,76,19,0,20,66.0869565217391,16.5217391304348,0,17.3913043478261
"E00021599",162,121,20,1,20,74.6913580246914,12.3456790123457,0.617283950617284,12.3456790123457
"E00021600",164,137,13,0,14,83.5365853658537,7.92682926829268,0,8.53658536585366
"E00021601",118,86,13,2,17,72.8813559322034,11.0169491525424,1.69491525423729,14.4067796610169
"E00021602",124,73,31,4,16,58.8709677419355,25,3.2258064516129,12.9032258064516
"E00021603",108,89,7,0,12,82.4074074074074,6.48148148148148,0,11.1111111111111
"E00021604",154,111,14,8,21,72.0779220779221,9.09090909090909,5.19480519480519,13.6363636363636
"E00021605",157,115,22,0,20,73.2484076433121,14.0127388535032,0,12.7388535031847
"E00021606",175,147,5,0,23,84,2.85714285714286,0,13.1428571428571
"E00021607",119,79,13,4,23,66.3865546218487,10.9243697478992,3.36134453781513,19.327731092437
"E00021608",116,99,10,1,6,85.3448275862069,8.62068965517241,0.862068965517241,5.17241379310345
"E00021610",152,109,17,5,21,71.7105263157895,11.1842105263158,3.28947368421053,13.8157894736842
"E00021611",155,93,30,4,28,60,19.3548387096774,2.58064516129032,18.0645161290323
"E00021612",139,114,6,0,19,82.0143884892086,4.31654676258993,0,13.6690647482014
"E00021613",125,93,7,1,24,74.4,5.6,0.8,19.2
"E00021614",160,127,9,0,24,79.375,5.625,0,15
"E00021615",146,116,12,0,18,79.4520547945205,8.21917808219178,0,12.3287671232877
"E00021616",122,40,33,7,42,32.7868852459016,27.0491803278689,5.73770491803279,34.4262295081967
"E00021617",109,79,7,1,22,72.4770642201835,6.42201834862385,0.917431192660551,20.1834862385321
"E00021618",95,36,19,9,31,37.8947368421053,20,9.47368421052632,32.6315789473684
"E00021619",162,82,27,14,39,50.6172839506173,16.6666666666667,8.64197530864197,24.0740740740741
"E00021620",125,81,15,4,25,64.8,12,3.2,20
"E00021621",121,55,25,9,32,45.4545454545455,20.6611570247934,7.43801652892562,26.4462809917355
"E00021622",134,82,21,1,30,61.1940298507463,15.6716417910448,0.746268656716418,22.3880597014925
"E00021623",91,63,9,3,16,69.2307692307692,9.89010989010989,3.2967032967033,17.5824175824176
"E00021624",171,125,20,0,26,73.0994152046784,11.6959064327485,0,15.2046783625731
"E00021625",247,189,21,2,35,76.5182186234818,8.50202429149797,0.809716599190283,14.17004048583
"E00021626",212,154,21,0,37,72.6415094339623,9.90566037735849,0,17.4528301886792
"E00021627",201,142,19,5,35,70.6467661691542,9.45273631840796,2.48756218905473,17.4129353233831
"E00021628",108,91,7,0,10,84.2592592592593,6.48148148148148,0,9.25925925925926
"E00021629",125,94,16,0,15,75.2,12.8,0,12
"E00021630",129,103,14,2,10,79.8449612403101,10.8527131782946,1.55038759689922,7.75193798449612
"E00021631",144,107,20,0,17,74.3055555555556,13.8888888888889,0,11.8055555555556
"E00021632",119,83,17,2,17,69.7478991596639,14.2857142857143,1.68067226890756,14.2857142857143
"E00021633",114,92,9,0,13,80.7017543859649,7.89473684210526,0,11.4035087719298
"E00021634",136,97,18,1,20,71.3235294117647,13.2352941176471,0.735294117647059,14.7058823529412
"E00021635",117,81,13,1,22,69.2307692307692,11.1111111111111,0.854700854700855,18.8034188034188
"E00021636",114,62,26,7,19,54.3859649122807,22.8070175438596,6.14035087719298,16.6666666666667
"E00021637",174,72,34,18,50,41.3793103448276,19.5402298850575,10.3448275862069,28.735632183908
"E00021639",93,32,27,3,31,34.4086021505376,29.0322580645161,3.2258064516129,33.3333333333333
"E00021640",149,77,23,12,37,51.6778523489933,15.4362416107383,8.05369127516778,24.8322147651007
"E00021641",135,59,34,6,36,43.7037037037037,25.1851851851852,4.44444444444444,26.6666666666667
"E00021642",127,57,24,7,39,44.8818897637795,18.8976377952756,5.51181102362205,30.7086614173228
"E00021643",91,53,12,3,23,58.2417582417582,13.1868131868132,3.2967032967033,25.2747252747253
"E00021644",138,81,30,2,25,58.695652173913,21.7391304347826,1.44927536231884,18.1159420289855
"E00021646",155,51,31,14,59,32.9032258064516,20,9.03225806451613,38.0645161290323
"E00021648",102,84,11,1,6,82.3529411764706,10.7843137254902,0.980392156862745,5.88235294117647
"E00021649",127,53,30,4,40,41.7322834645669,23.6220472440945,3.1496062992126,31.496062992126
"E00021650",105,71,16,6,12,67.6190476190476,15.2380952380952,5.71428571428571,11.4285714285714
"E00021651",139,98,15,3,23,70.5035971223022,10.7913669064748,2.15827338129496,16.5467625899281
"E00021652",148,112,18,0,18,75.6756756756757,12.1621621621622,0,12.1621621621622
"E00021653",175,57,47,11,60,32.5714285714286,26.8571428571429,6.28571428571429,34.2857142857143
"E00021654",144,82,21,7,34,56.9444444444444,14.5833333333333,4.86111111111111,23.6111111111111
"E00021655",80,18,28,4,30,22.5,35,5,37.5
"E00021656",159,109,35,0,15,68.5534591194968,22.0125786163522,0,9.43396226415094
"E00021657",112,81,16,0,15,72.3214285714286,14.2857142857143,0,13.3928571428571
"E00021658",93,74,11,1,7,79.5698924731183,11.8279569892473,1.0752688172043,7.52688172043011
"E00021659",136,82,17,7,30,60.2941176470588,12.5,5.14705882352941,22.0588235294118
"E00021660",117,76,15,5,21,64.957264957265,12.8205128205128,4.27350427350427,17.9487179487179
"E00021661",207,111,35,6,55,53.6231884057971,16.9082125603865,2.89855072463768,26.5700483091787
"E00021662",179,93,38,10,38,51.9553072625698,21.2290502793296,5.58659217877095,21.2290502793296
"E00021663",138,95,13,5,25,68.8405797101449,9.42028985507246,3.6231884057971,18.1159420289855
"E00021665",149,76,24,10,39,51.006711409396,16.1073825503356,6.71140939597315,26.1744966442953
"E00021666",221,124,39,11,47,56.1085972850679,17.6470588235294,4.97737556561086,21.2669683257919
"E00021667",142,37,42,21,42,26.056338028169,29.5774647887324,14.7887323943662,29.5774647887324
"E00021668",248,155,26,12,55,62.5,10.4838709677419,4.83870967741935,22.1774193548387
"E00021669",133,34,40,14,45,25.5639097744361,30.0751879699248,10.5263157894737,33.8345864661654
"E00021670",123,54,21,8,40,43.9024390243902,17.0731707317073,6.50406504065041,32.520325203252
"E00021671",101,33,27,12,29,32.6732673267327,26.7326732673267,11.8811881188119,28.7128712871287
"E00021672",142,60,42,5,35,42.2535211267606,29.5774647887324,3.52112676056338,24.6478873239437
"E00021673",139,57,34,6,42,41.0071942446043,24.4604316546763,4.31654676258993,30.2158273381295
"E00021674",155,76,36,1,42,49.0322580645161,23.2258064516129,0.645161290322581,27.0967741935484
"E00021675",162,48,41,17,56,29.6296296296296,25.3086419753086,10.4938271604938,34.5679012345679
"E00021676",168,115,19,0,34,68.4523809523809,11.3095238095238,0,20.2380952380952
"E00021677",120,58,31,2,29,48.3333333333333,25.8333333333333,1.66666666666667,24.1666666666667
"E00021678",166,109,34,4,19,65.6626506024096,20.4819277108434,2.40963855421687,11.4457831325301
"E00021679",58,33,6,0,19,56.8965517241379,10.3448275862069,0,32.7586206896552
"E00021680",194,113,44,1,36,58.2474226804124,22.680412371134,0.515463917525773,18.5567010309278
"E00021681",147,101,12,0,34,68.7074829931973,8.16326530612245,0,23.1292517006803
"E00021682",160,56,47,9,48,35,29.375,5.625,30
"E00021683",156,43,50,6,57,27.5641025641026,32.0512820512821,3.84615384615385,36.5384615384615
"E00021685",220,111,42,10,57,50.4545454545455,19.0909090909091,4.54545454545455,25.9090909090909
"E00021686",182,115,24,1,42,63.1868131868132,13.1868131868132,0.549450549450549,23.0769230769231
"E00021687",189,117,39,4,29,61.9047619047619,20.6349206349206,2.11640211640212,15.3439153439153
"E00021688",142,53,38,2,49,37.3239436619718,26.7605633802817,1.40845070422535,34.5070422535211
"E00021689",162,105,16,0,41,64.8148148148148,9.87654320987654,0,25.3086419753086
"E00021690",218,121,35,6,56,55.5045871559633,16.0550458715596,2.75229357798165,25.6880733944954
"E00021691",139,79,22,4,34,56.8345323741007,15.8273381294964,2.87769784172662,24.4604316546763
"E00021692",156,126,17,1,12,80.7692307692308,10.8974358974359,0.641025641025641,7.69230769230769
"E00021693",199,123,27,2,47,61.8090452261307,13.5678391959799,1.00502512562814,23.6180904522613
"E00021694",162,73,40,7,42,45.0617283950617,24.6913580246914,4.32098765432099,25.9259259259259
"E00021695",154,112,28,2,12,72.7272727272727,18.1818181818182,1.2987012987013,7.79220779220779
"E00021696",186,114,41,4,27,61.2903225806452,22.0430107526882,2.1505376344086,14.5161290322581
"E00021697",143,83,21,5,34,58.041958041958,14.6853146853147,3.4965034965035,23.7762237762238
"E00021698",159,133,10,1,15,83.6477987421384,6.28930817610063,0.628930817610063,9.43396226415094
"E00021699",172,131,22,4,15,76.1627906976744,12.7906976744186,2.32558139534884,8.72093023255814
"E00021700",222,143,37,4,38,64.4144144144144,16.6666666666667,1.8018018018018,17.1171171171171
"E00021701",184,126,34,3,21,68.4782608695652,18.4782608695652,1.6304347826087,11.4130434782609
"E00021702",124,63,19,13,29,50.8064516129032,15.3225806451613,10.4838709677419,23.3870967741935
"E00021703",123,71,25,4,23,57.7235772357724,20.3252032520325,3.2520325203252,18.6991869918699
"E00021704",157,104,20,10,23,66.2420382165605,12.7388535031847,6.36942675159236,14.6496815286624
"E00021705",175,100,27,9,39,57.1428571428571,15.4285714285714,5.14285714285714,22.2857142857143
"E00021706",111,51,28,9,23,45.945945945946,25.2252252252252,8.10810810810811,20.7207207207207
"E00021707",143,80,30,7,26,55.9440559440559,20.979020979021,4.89510489510489,18.1818181818182
"E00021708",130,99,13,2,16,76.1538461538461,10,1.53846153846154,12.3076923076923
"E00021709",111,60,31,6,14,54.0540540540541,27.9279279279279,5.40540540540541,12.6126126126126
"E00021710",116,64,23,5,24,55.1724137931034,19.8275862068966,4.31034482758621,20.6896551724138
"E00021711",200,94,48,9,49,47,24,4.5,24.5
"E00021712",150,90,22,0,38,60,14.6666666666667,0,25.3333333333333
"E00021713",98,54,22,6,16,55.1020408163265,22.4489795918367,6.12244897959184,16.3265306122449
"E00021714",100,70,10,1,19,70,10,1,19
"E00021715",135,77,30,6,22,57.037037037037,22.2222222222222,4.44444444444444,16.2962962962963
"E00021716",165,120,6,2,37,72.7272727272727,3.63636363636364,1.21212121212121,22.4242424242424
"E00021717",109,58,17,7,27,53.2110091743119,15.5963302752294,6.42201834862385,24.7706422018349
"E00021718",155,102,31,3,19,65.8064516129032,20,1.93548387096774,12.258064516129
"E00021719",56,28,17,2,9,50,30.3571428571429,3.57142857142857,16.0714285714286
"E00021722",158,104,16,3,35,65.8227848101266,10.126582278481,1.89873417721519,22.1518987341772
"E00021723",110,79,11,4,16,71.8181818181818,10,3.63636363636364,14.5454545454545
"E00021724",120,91,15,0,14,75.8333333333333,12.5,0,11.6666666666667
"E00021725",116,102,10,0,4,87.9310344827586,8.62068965517241,0,3.44827586206897
"E00021726",108,67,15,10,16,62.037037037037,13.8888888888889,9.25925925925926,14.8148148148148
"E00021727",111,78,12,3,18,70.2702702702703,10.8108108108108,2.7027027027027,16.2162162162162
"E00021728",114,78,19,4,13,68.4210526315789,16.6666666666667,3.50877192982456,11.4035087719298
"E00021729",72,54,9,3,6,75,12.5,4.16666666666667,8.33333333333333
"E00021730",163,102,18,14,29,62.5766871165644,11.0429447852761,8.58895705521472,17.7914110429448
"E00021731",156,93,20,9,34,59.6153846153846,12.8205128205128,5.76923076923077,21.7948717948718
"E00021732",98,62,22,3,11,63.265306122449,22.4489795918367,3.06122448979592,11.2244897959184
"E00021733",250,150,32,2,66,60,12.8,0.8,26.4
"E00021734",208,90,56,11,51,43.2692307692308,26.9230769230769,5.28846153846154,24.5192307692308
"E00021735",138,36,52,13,37,26.0869565217391,37.6811594202899,9.42028985507246,26.8115942028986
"E00021736",135,53,31,10,41,39.2592592592593,22.962962962963,7.40740740740741,30.3703703703704
"E00021737",104,60,19,6,19,57.6923076923077,18.2692307692308,5.76923076923077,18.2692307692308
"E00021738",112,43,30,5,34,38.3928571428571,26.7857142857143,4.46428571428571,30.3571428571429
"E00021739",126,60,18,1,47,47.6190476190476,14.2857142857143,0.793650793650794,37.3015873015873
"E00021740",168,88,27,9,44,52.3809523809524,16.0714285714286,5.35714285714286,26.1904761904762
"E00021741",124,79,21,0,24,63.7096774193548,16.9354838709677,0,19.3548387096774
"E00021742",211,91,48,9,63,43.1279620853081,22.7488151658768,4.2654028436019,29.8578199052133
"E00021743",141,51,24,7,59,36.1702127659575,17.0212765957447,4.9645390070922,41.8439716312057
"E00021744",244,138,52,3,51,56.5573770491803,21.3114754098361,1.22950819672131,20.9016393442623
"E00021745",98,53,11,4,30,54.0816326530612,11.2244897959184,4.08163265306122,30.6122448979592
"E00021746",143,95,20,1,27,66.4335664335664,13.986013986014,0.699300699300699,18.8811188811189
"E00021748",200,82,46,6,66,41,23,3,33
"E00021750",119,31,29,12,47,26.0504201680672,24.3697478991597,10.0840336134454,39.4957983193277
"E00021752",138,46,36,9,47,33.3333333333333,26.0869565217391,6.52173913043478,34.0579710144928
"E00021753",115,67,19,10,19,58.2608695652174,16.5217391304348,8.69565217391304,16.5217391304348
"E00021754",87,58,11,3,15,66.6666666666667,12.6436781609195,3.44827586206897,17.2413793103448
"E00021755",125,75,25,3,22,60,20,2.4,17.6
"E00021756",102,63,19,4,16,61.7647058823529,18.6274509803922,3.92156862745098,15.6862745098039
"E00021757",96,44,26,4,22,45.8333333333333,27.0833333333333,4.16666666666667,22.9166666666667
"E00021758",134,74,24,1,35,55.2238805970149,17.910447761194,0.746268656716418,26.1194029850746
"E00021759",110,39,27,7,37,35.4545454545455,24.5454545454545,6.36363636363636,33.6363636363636
"E00021760",115,57,22,10,26,49.5652173913044,19.1304347826087,8.69565217391304,22.6086956521739
"E00021761",102,66,11,1,24,64.7058823529412,10.7843137254902,0.980392156862745,23.5294117647059
"E00021762",105,54,25,6,20,51.4285714285714,23.8095238095238,5.71428571428571,19.047619047619
"E00021763",133,78,27,5,23,58.6466165413534,20.3007518796992,3.7593984962406,17.2932330827068
"E00021764",109,44,45,2,18,40.3669724770642,41.2844036697248,1.8348623853211,16.5137614678899
"E00021766",107,39,34,4,30,36.4485981308411,31.7757009345794,3.73831775700935,28.0373831775701
"E00021767",126,81,7,7,31,64.2857142857143,5.55555555555556,5.55555555555556,24.6031746031746
"E00167078",120,67,18,4,31,55.8333333333333,15,3.33333333333333,25.8333333333333
"E00167079",116,69,15,1,31,59.4827586206897,12.9310344827586,0.862068965517241,26.7241379310345
"E00167080",145,106,14,13,12,73.1034482758621,9.6551724137931,8.96551724137931,8.27586206896552
"E00167081",120,78,15,2,25,65,12.5,1.66666666666667,20.8333333333333
"E00167082",138,81,20,3,34,58.695652173913,14.4927536231884,2.17391304347826,24.6376811594203
"E00167083",122,72,13,5,32,59.0163934426229,10.655737704918,4.0983606557377,26.2295081967213
"E00167084",113,83,13,3,14,73.4513274336283,11.5044247787611,2.65486725663717,12.3893805309735
"E00167085",126,83,14,2,27,65.8730158730159,11.1111111111111,1.58730158730159,21.4285714285714
"E00167086",140,66,33,6,35,47.1428571428571,23.5714285714286,4.28571428571429,25
"E00167087",144,83,21,1,39,57.6388888888889,14.5833333333333,0.694444444444444,27.0833333333333
"E00167088",112,93,6,0,13,83.0357142857143,5.35714285714286,0,11.6071428571429
"E00167089",92,69,12,1,10,75,13.0434782608696,1.08695652173913,10.8695652173913
"E00167090",100,66,11,4,19,66,11,4,19
"E00167091",144,94,22,7,21,65.2777777777778,15.2777777777778,4.86111111111111,14.5833333333333
"E00167092",122,94,14,4,10,77.0491803278689,11.4754098360656,3.27868852459016,8.19672131147541
"E00167093",97,71,7,4,15,73.1958762886598,7.21649484536082,4.12371134020619,15.4639175257732
"E00167094",130,64,29,0,37,49.2307692307692,22.3076923076923,0,28.4615384615385
"E00167095",109,52,26,2,29,47.7064220183486,23.8532110091743,1.8348623853211,26.605504587156
"E00167096",66,53,6,0,7,80.3030303030303,9.09090909090909,0,10.6060606060606
"E00167097",133,84,12,7,30,63.1578947368421,9.02255639097744,5.26315789473684,22.5563909774436
"E00167098",76,36,12,1,27,47.3684210526316,15.7894736842105,1.31578947368421,35.5263157894737
"E00167099",73,45,5,0,23,61.6438356164384,6.84931506849315,0,31.5068493150685
"E00167100",226,152,39,0,35,67.2566371681416,17.2566371681416,0,15.4867256637168
"E00167101",148,98,15,0,35,66.2162162162162,10.1351351351351,0,23.6486486486486
"E00167102",130,74,20,8,28,56.9230769230769,15.3846153846154,6.15384615384615,21.5384615384615
"E00167103",126,82,10,0,34,65.0793650793651,7.93650793650794,0,26.984126984127
"E00167104",121,95,14,0,12,78.5123966942149,11.5702479338843,0,9.91735537190083
"E00167105",132,64,30,15,23,48.4848484848485,22.7272727272727,11.3636363636364,17.4242424242424
"E00167106",161,111,16,1,33,68.944099378882,9.93788819875776,0.62111801242236,20.4968944099379
"E00167107",120,77,11,5,27,64.1666666666667,9.16666666666667,4.16666666666667,22.5
"E00167108",165,115,21,5,24,69.6969696969697,12.7272727272727,3.03030303030303,14.5454545454545
"E00167109",124,63,17,4,40,50.8064516129032,13.7096774193548,3.2258064516129,32.258064516129
"E00167110",124,63,21,6,34,50.8064516129032,16.9354838709677,4.83870967741935,27.4193548387097
"E00167111",149,81,27,4,37,54.3624161073826,18.1208053691275,2.68456375838926,24.8322147651007
"E00167112",403,256,43,9,95,63.5235732009926,10.6699751861042,2.23325062034739,23.5732009925558
"E00167113",165,88,26,11,40,53.3333333333333,15.7575757575758,6.66666666666667,24.2424242424242
"E00167114",140,76,30,1,33,54.2857142857143,21.4285714285714,0.714285714285714,23.5714285714286
"E00167115",386,222,40,6,118,57.5129533678757,10.3626943005181,1.55440414507772,30.5699481865285
"E00167116",112,76,13,7,16,67.8571428571429,11.6071428571429,6.25,14.2857142857143
"E00167117",50,29,12,0,9,58,24,0,18
"E00167118",137,84,12,3,38,61.3138686131387,8.75912408759124,2.18978102189781,27.7372262773723
"E00167119",137,82,19,4,32,59.8540145985402,13.8686131386861,2.91970802919708,23.3576642335766
"E00167120",139,81,16,1,41,58.273381294964,11.5107913669065,0.719424460431655,29.4964028776978
"E00167121",139,95,14,0,30,68.3453237410072,10.0719424460432,0,21.5827338129496
"E00167122",125,81,15,1,28,64.8,12,0.8,22.4
"E00167123",116,71,19,9,17,61.2068965517241,16.3793103448276,7.75862068965517,14.6551724137931
"E00167124",137,88,18,5,26,64.2335766423358,13.1386861313869,3.64963503649635,18.978102189781
