"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E00021212",75,30,23,3,19,40,30.6666666666667,4,25.3333333333333
"E00021213",132,40,38,5,49,30.3030303030303,28.7878787878788,3.78787878787879,37.1212121212121
"E00021214",156,84,35,5,32,53.8461538461538,22.4358974358974,3.2051282051282,20.5128205128205
"E00021215",181,122,23,2,34,67.4033149171271,12.707182320442,1.10497237569061,18.7845303867403
"E00021216",163,91,24,3,45,55.8282208588957,14.7239263803681,1.84049079754601,27.6073619631902
"E00021217",225,99,18,12,96,44,8,5.33333333333333,42.6666666666667
"E00021218",201,137,30,5,29,68.1592039800995,14.9253731343284,2.48756218905473,14.4278606965174
"E00021219",107,84,9,2,12,78.5046728971963,8.41121495327103,1.86915887850467,11.214953271028
"E00021220",181,127,15,3,36,70.1657458563536,8.28729281767956,1.65745856353591,19.8895027624309
"E00021223",195,133,28,1,33,68.2051282051282,14.3589743589744,0.512820512820513,16.9230769230769
"E00021224",168,103,18,6,41,61.3095238095238,10.7142857142857,3.57142857142857,24.4047619047619
"E00021225",152,115,7,2,28,75.6578947368421,4.60526315789474,1.31578947368421,18.4210526315789
"E00021227",118,94,8,3,13,79.6610169491525,6.77966101694915,2.54237288135593,11.0169491525424
"E00021228",135,88,23,4,20,65.1851851851852,17.037037037037,2.96296296296296,14.8148148148148
"E00021229",116,71,13,7,25,61.2068965517241,11.2068965517241,6.03448275862069,21.551724137931
"E00021230",128,97,10,0,21,75.78125,7.8125,0,16.40625
"E00021231",122,108,1,1,12,88.5245901639344,0.819672131147541,0.819672131147541,9.83606557377049
"E00021235",105,37,30,14,24,35.2380952380952,28.5714285714286,13.3333333333333,22.8571428571429
"E00021236",132,74,17,9,32,56.0606060606061,12.8787878787879,6.81818181818182,24.2424242424242
"E00021238",181,133,26,3,19,73.4806629834254,14.3646408839779,1.65745856353591,10.4972375690608
"E00021239",147,96,15,1,35,65.3061224489796,10.2040816326531,0.680272108843537,23.8095238095238
"E00021240",162,117,20,2,23,72.2222222222222,12.3456790123457,1.23456790123457,14.1975308641975
"E00021241",116,73,22,2,19,62.9310344827586,18.9655172413793,1.72413793103448,16.3793103448276
"E00021243",147,80,18,12,37,54.421768707483,12.2448979591837,8.16326530612245,25.1700680272109
"E00021244",148,106,7,7,28,71.6216216216216,4.72972972972973,4.72972972972973,18.9189189189189
"E00021245",113,94,7,5,7,83.1858407079646,6.19469026548673,4.42477876106195,6.19469026548673
"E00021246",182,106,31,10,35,58.2417582417582,17.032967032967,5.49450549450549,19.2307692307692
"E00021247",115,60,23,8,24,52.1739130434783,20,6.95652173913043,20.8695652173913
"E00021248",136,64,16,22,34,47.0588235294118,11.7647058823529,16.1764705882353,25
"E00021249",122,88,15,2,17,72.1311475409836,12.2950819672131,1.63934426229508,13.9344262295082
"E00021251",114,76,13,6,19,66.6666666666667,11.4035087719298,5.26315789473684,16.6666666666667
"E00021252",126,84,18,0,24,66.6666666666667,14.2857142857143,0,19.047619047619
"E00021253",144,93,21,2,28,64.5833333333333,14.5833333333333,1.38888888888889,19.4444444444444
"E00021254",109,69,12,1,27,63.302752293578,11.0091743119266,0.917431192660551,24.7706422018349
"E00021255",109,77,12,1,19,70.6422018348624,11.0091743119266,0.917431192660551,17.4311926605505
"E00021256",107,56,21,3,27,52.3364485981308,19.6261682242991,2.80373831775701,25.2336448598131
"E00021257",102,73,13,3,13,71.5686274509804,12.7450980392157,2.94117647058824,12.7450980392157
"E00021258",134,94,14,4,22,70.1492537313433,10.4477611940298,2.98507462686567,16.4179104477612
"E00021259",134,87,22,6,19,64.9253731343284,16.4179104477612,4.47761194029851,14.1791044776119
"E00021260",143,109,10,3,21,76.2237762237762,6.99300699300699,2.0979020979021,14.6853146853147
"E00021261",128,99,10,2,17,77.34375,7.8125,1.5625,13.28125
"E00021262",119,85,16,6,12,71.4285714285714,13.4453781512605,5.04201680672269,10.0840336134454
"E00021263",175,147,13,2,13,84,7.42857142857143,1.14285714285714,7.42857142857143
"E00021266",119,102,9,2,6,85.7142857142857,7.56302521008403,1.68067226890756,5.04201680672269
"E00021267",145,105,18,5,17,72.4137931034483,12.4137931034483,3.44827586206897,11.7241379310345
"E00021268",106,76,10,5,15,71.6981132075472,9.43396226415094,4.71698113207547,14.1509433962264
"E00021271",189,158,15,4,12,83.5978835978836,7.93650793650794,2.11640211640212,6.34920634920635
"E00021272",89,63,13,1,12,70.7865168539326,14.6067415730337,1.12359550561798,13.4831460674157
"E00021273",125,102,11,2,10,81.6,8.8,1.6,8
"E00021274",192,142,19,10,21,73.9583333333333,9.89583333333333,5.20833333333333,10.9375
"E00021275",116,88,8,5,15,75.8620689655172,6.89655172413793,4.31034482758621,12.9310344827586
"E00021277",101,85,12,1,3,84.1584158415842,11.8811881188119,0.99009900990099,2.97029702970297
"E00021278",82,59,9,3,11,71.9512195121951,10.9756097560976,3.65853658536585,13.4146341463415
"E00021279",153,110,14,8,21,71.8954248366013,9.15032679738562,5.22875816993464,13.7254901960784
"E00021280",151,111,11,1,28,73.5099337748344,7.28476821192053,0.662251655629139,18.5430463576159
"E00021281",204,144,28,8,24,70.5882352941177,13.7254901960784,3.92156862745098,11.7647058823529
"E00021282",181,145,22,4,10,80.110497237569,12.1546961325967,2.20994475138122,5.52486187845304
"E00021285",77,59,8,2,8,76.6233766233766,10.3896103896104,2.5974025974026,10.3896103896104
"E00021286",106,87,7,0,12,82.0754716981132,6.60377358490566,0,11.3207547169811
"E00021287",160,132,15,1,12,82.5,9.375,0.625,7.5
"E00021288",133,112,13,0,8,84.2105263157895,9.77443609022556,0,6.01503759398496
"E00021289",127,78,19,9,21,61.4173228346457,14.9606299212598,7.08661417322835,16.5354330708661
"E00021290",120,77,20,7,16,64.1666666666667,16.6666666666667,5.83333333333333,13.3333333333333
"E00021291",239,193,21,0,25,80.7531380753138,8.78661087866109,0,10.4602510460251
"E00021292",113,80,16,6,11,70.7964601769911,14.1592920353982,5.30973451327434,9.73451327433628
"E00021294",201,122,25,19,35,60.6965174129353,12.4378109452736,9.45273631840796,17.4129353233831
"E00021295",145,115,23,1,6,79.3103448275862,15.8620689655172,0.689655172413793,4.13793103448276
"E00021296",160,129,19,2,10,80.625,11.875,1.25,6.25
"E00021297",156,130,17,2,7,83.3333333333333,10.8974358974359,1.28205128205128,4.48717948717949
"E00021298",173,150,13,1,9,86.7052023121387,7.51445086705202,0.578034682080925,5.20231213872832
"E00021299",165,122,25,9,9,73.9393939393939,15.1515151515152,5.45454545454545,5.45454545454545
"E00021300",181,154,19,0,8,85.0828729281768,10.4972375690608,0,4.41988950276243
"E00021301",175,93,23,19,40,53.1428571428571,13.1428571428571,10.8571428571429,22.8571428571429
"E00021302",185,135,18,7,25,72.972972972973,9.72972972972973,3.78378378378378,13.5135135135135
"E00021303",126,66,23,2,35,52.3809523809524,18.2539682539683,1.58730158730159,27.7777777777778
"E00021304",119,79,16,5,19,66.3865546218487,13.4453781512605,4.20168067226891,15.9663865546218
"E00021305",100,84,12,1,3,84,12,1,3
"E00021306",126,105,10,0,11,83.3333333333333,7.93650793650794,0,8.73015873015873
"E00021307",183,129,29,1,24,70.4918032786885,15.8469945355191,0.546448087431694,13.1147540983607
"E00021308",139,94,25,6,14,67.6258992805755,17.9856115107914,4.31654676258993,10.0719424460432
"E00021309",105,95,5,0,5,90.4761904761905,4.76190476190476,0,4.76190476190476
"E00021310",112,86,7,6,13,76.7857142857143,6.25,5.35714285714286,11.6071428571429
"E00021311",119,74,15,4,26,62.1848739495798,12.6050420168067,3.36134453781513,21.8487394957983
"E00021312",123,91,15,7,10,73.9837398373984,12.1951219512195,5.69105691056911,8.13008130081301
"E00021313",204,162,25,2,15,79.4117647058823,12.2549019607843,0.980392156862745,7.35294117647059
"E00021314",148,128,15,0,5,86.4864864864865,10.1351351351351,0,3.37837837837838
"E00021315",112,86,1,0,25,76.7857142857143,0.892857142857143,0,22.3214285714286
"E00021316",102,64,15,4,19,62.7450980392157,14.7058823529412,3.92156862745098,18.6274509803922
"E00021317",123,112,8,1,2,91.0569105691057,6.50406504065041,0.813008130081301,1.6260162601626
"E00021318",142,109,14,2,17,76.7605633802817,9.85915492957746,1.40845070422535,11.9718309859155
"E00021319",138,100,16,5,17,72.463768115942,11.5942028985507,3.6231884057971,12.3188405797101
"E00021320",120,101,7,1,11,84.1666666666667,5.83333333333333,0.833333333333333,9.16666666666667
"E00021321",114,81,18,4,11,71.0526315789474,15.7894736842105,3.50877192982456,9.64912280701754
"E00021322",116,71,14,8,23,61.2068965517241,12.0689655172414,6.89655172413793,19.8275862068966
"E00021323",138,98,15,6,19,71.0144927536232,10.8695652173913,4.34782608695652,13.768115942029
"E00021324",166,132,21,2,11,79.5180722891566,12.6506024096386,1.20481927710843,6.62650602409639
"E00021325",150,114,19,5,12,76,12.6666666666667,3.33333333333333,8
"E00021326",134,74,18,9,33,55.2238805970149,13.4328358208955,6.71641791044776,24.6268656716418
"E00021327",178,155,12,2,9,87.0786516853933,6.74157303370786,1.12359550561798,5.0561797752809
"E00021328",131,65,31,8,27,49.618320610687,23.6641221374046,6.10687022900763,20.6106870229008
"E00021329",187,116,19,4,48,62.0320855614973,10.1604278074866,2.13903743315508,25.668449197861
"E00021330",122,72,12,8,30,59.0163934426229,9.83606557377049,6.55737704918033,24.5901639344262
"E00021331",90,56,6,3,25,62.2222222222222,6.66666666666667,3.33333333333333,27.7777777777778
"E00021332",134,67,28,12,27,50,20.8955223880597,8.95522388059701,20.1492537313433
"E00021333",126,74,19,11,22,58.7301587301587,15.0793650793651,8.73015873015873,17.4603174603175
"E00021334",155,114,16,5,20,73.5483870967742,10.3225806451613,3.2258064516129,12.9032258064516
"E00021335",180,110,33,9,28,61.1111111111111,18.3333333333333,5,15.5555555555556
"E00021336",88,40,20,11,17,45.4545454545455,22.7272727272727,12.5,19.3181818181818
"E00021337",88,50,20,7,11,56.8181818181818,22.7272727272727,7.95454545454545,12.5
"E00021338",134,40,32,17,45,29.8507462686567,23.8805970149254,12.6865671641791,33.5820895522388
"E00021339",125,88,15,3,19,70.4,12,2.4,15.2
"E00021340",211,135,27,0,49,63.9810426540284,12.7962085308057,0,23.2227488151659
"E00021342",101,48,20,6,27,47.5247524752475,19.8019801980198,5.94059405940594,26.7326732673267
"E00021344",152,78,35,9,30,51.3157894736842,23.0263157894737,5.92105263157895,19.7368421052632
"E00021345",115,60,21,9,25,52.1739130434783,18.2608695652174,7.82608695652174,21.7391304347826
"E00021346",116,65,19,14,18,56.0344827586207,16.3793103448276,12.0689655172414,15.5172413793103
"E00021347",149,78,23,16,32,52.3489932885906,15.4362416107383,10.738255033557,21.4765100671141
"E00021349",136,71,27,7,31,52.2058823529412,19.8529411764706,5.14705882352941,22.7941176470588
"E00021350",110,55,21,10,24,50,19.0909090909091,9.09090909090909,21.8181818181818
"E00021351",134,67,17,16,34,50,12.6865671641791,11.9402985074627,25.3731343283582
"E00021352",116,76,15,7,18,65.5172413793103,12.9310344827586,6.03448275862069,15.5172413793103
"E00021353",127,73,17,7,30,57.4803149606299,13.3858267716535,5.51181102362205,23.6220472440945
"E00021354",142,80,30,2,30,56.3380281690141,21.1267605633803,1.40845070422535,21.1267605633803
"E00021355",161,122,15,1,23,75.7763975155279,9.3167701863354,0.62111801242236,14.2857142857143
"E00021357",118,46,30,12,30,38.9830508474576,25.4237288135593,10.1694915254237,25.4237288135593
"E00021359",110,52,22,5,31,47.2727272727273,20,4.54545454545455,28.1818181818182
"E00021360",127,41,33,17,36,32.2834645669291,25.9842519685039,13.3858267716535,28.3464566929134
"E00021361",131,80,12,14,25,61.0687022900763,9.16030534351145,10.6870229007634,19.0839694656489
"E00021363",141,82,17,5,37,58.1560283687943,12.0567375886525,3.54609929078014,26.241134751773
"E00021364",161,87,43,9,22,54.0372670807453,26.7080745341615,5.59006211180124,13.6645962732919
"E00021365",139,107,18,0,14,76.9784172661871,12.9496402877698,0,10.0719424460432
"E00021366",141,79,25,10,27,56.0283687943262,17.7304964539007,7.09219858156028,19.1489361702128
"E00021367",133,96,13,8,16,72.1804511278195,9.77443609022556,6.01503759398496,12.0300751879699
"E00021368",140,69,29,14,28,49.2857142857143,20.7142857142857,10,20
"E00021369",60,28,16,6,10,46.6666666666667,26.6666666666667,10,16.6666666666667
"E00021370",172,82,41,11,38,47.6744186046512,23.8372093023256,6.3953488372093,22.093023255814
"E00021371",46,16,16,5,9,34.7826086956522,34.7826086956522,10.8695652173913,19.5652173913043
"E00021372",148,83,23,12,30,56.0810810810811,15.5405405405405,8.10810810810811,20.2702702702703
"E00021374",126,72,23,7,24,57.1428571428571,18.2539682539683,5.55555555555556,19.047619047619
"E00021375",135,67,26,15,27,49.6296296296296,19.2592592592593,11.1111111111111,20
"E00021376",129,70,23,13,23,54.2635658914729,17.8294573643411,10.077519379845,17.8294573643411
"E00021377",219,125,31,20,43,57.0776255707763,14.1552511415525,9.1324200913242,19.634703196347
"E00021378",177,88,19,4,66,49.7175141242938,10.7344632768362,2.25988700564972,37.2881355932203
"E00021379",130,95,11,3,21,73.0769230769231,8.46153846153846,2.30769230769231,16.1538461538462
"E00021380",117,80,7,3,27,68.3760683760684,5.98290598290598,2.56410256410256,23.0769230769231
"E00021381",141,89,19,12,21,63.1205673758865,13.4751773049645,8.51063829787234,14.8936170212766
"E00021382",124,71,27,13,13,57.258064516129,21.7741935483871,10.4838709677419,10.4838709677419
"E00021383",176,117,23,10,26,66.4772727272727,13.0681818181818,5.68181818181818,14.7727272727273
"E00021384",122,104,10,1,7,85.2459016393443,8.19672131147541,0.819672131147541,5.73770491803279
"E00021385",155,92,22,2,39,59.3548387096774,14.1935483870968,1.29032258064516,25.1612903225806
"E00021386",120,64,21,8,27,53.3333333333333,17.5,6.66666666666667,22.5
"E00021387",225,146,46,7,26,64.8888888888889,20.4444444444444,3.11111111111111,11.5555555555556
"E00021388",141,87,22,3,29,61.7021276595745,15.6028368794326,2.12765957446809,20.5673758865248
"E00021391",155,78,26,15,36,50.3225806451613,16.7741935483871,9.67741935483871,23.2258064516129
"E00021392",161,118,19,4,20,73.2919254658385,11.8012422360248,2.48447204968944,12.4223602484472
"E00021393",147,80,21,10,36,54.421768707483,14.2857142857143,6.80272108843537,24.4897959183673
"E00021394",137,78,25,9,25,56.9343065693431,18.2481751824818,6.56934306569343,18.2481751824818
"E00021395",119,73,11,13,22,61.3445378151261,9.2436974789916,10.9243697478992,18.4873949579832
"E00021396",147,104,12,11,20,70.7482993197279,8.16326530612245,7.48299319727891,13.6054421768707
"E00021397",171,103,35,9,24,60.233918128655,20.4678362573099,5.26315789473684,14.0350877192982
"E00021398",175,87,37,12,39,49.7142857142857,21.1428571428571,6.85714285714286,22.2857142857143
"E00021399",175,132,17,1,25,75.4285714285714,9.71428571428571,0.571428571428571,14.2857142857143
"E00021400",137,85,13,10,29,62.043795620438,9.48905109489051,7.2992700729927,21.1678832116788
"E00021402",119,88,13,2,16,73.9495798319328,10.9243697478992,1.68067226890756,13.4453781512605
"E00021404",143,108,18,0,17,75.5244755244755,12.5874125874126,0,11.8881118881119
"E00021405",132,81,25,3,23,61.3636363636364,18.9393939393939,2.27272727272727,17.4242424242424
"E00021406",146,80,23,7,36,54.7945205479452,15.7534246575342,4.79452054794521,24.6575342465753
"E00021407",193,125,29,11,28,64.7668393782383,15.0259067357513,5.69948186528497,14.5077720207254
"E00021408",171,108,23,2,38,63.1578947368421,13.4502923976608,1.16959064327485,22.2222222222222
"E00021409",142,109,13,1,19,76.7605633802817,9.15492957746479,0.704225352112676,13.3802816901408
"E00021410",112,66,24,2,20,58.9285714285714,21.4285714285714,1.78571428571429,17.8571428571429
"E00021411",153,100,17,7,29,65.359477124183,11.1111111111111,4.57516339869281,18.9542483660131
"E00021412",136,83,21,12,20,61.0294117647059,15.4411764705882,8.82352941176471,14.7058823529412
"E00021413",141,66,26,15,34,46.8085106382979,18.4397163120567,10.6382978723404,24.113475177305
"E00021414",107,21,39,12,35,19.6261682242991,36.4485981308411,11.214953271028,32.7102803738318
"E00021415",125,80,18,6,21,64,14.4,4.8,16.8
"E00021416",123,66,26,6,25,53.6585365853659,21.1382113821138,4.8780487804878,20.3252032520325
"E00021417",119,70,18,5,26,58.8235294117647,15.1260504201681,4.20168067226891,21.8487394957983
"E00021418",118,76,18,0,24,64.4067796610169,15.2542372881356,0,20.3389830508475
"E00021419",135,48,31,22,34,35.5555555555556,22.962962962963,16.2962962962963,25.1851851851852
"E00021420",128,93,15,7,13,72.65625,11.71875,5.46875,10.15625
"E00021421",195,121,33,6,35,62.0512820512821,16.9230769230769,3.07692307692308,17.9487179487179
"E00021422",87,48,10,7,22,55.1724137931034,11.4942528735632,8.04597701149425,25.2873563218391
"E00021423",140,56,33,10,41,40,23.5714285714286,7.14285714285714,29.2857142857143
"E00021424",105,79,11,0,15,75.2380952380952,10.4761904761905,0,14.2857142857143
"E00021425",133,109,8,1,15,81.9548872180451,6.01503759398496,0.75187969924812,11.2781954887218
"E00021426",109,50,17,14,28,45.8715596330275,15.5963302752294,12.8440366972477,25.6880733944954
"E00021427",124,94,13,0,17,75.8064516129032,10.4838709677419,0,13.7096774193548
"E00021428",140,78,24,10,28,55.7142857142857,17.1428571428571,7.14285714285714,20
"E00021429",60,38,7,1,14,63.3333333333333,11.6666666666667,1.66666666666667,23.3333333333333
"E00021430",125,74,15,5,31,59.2,12,4,24.8
"E00021431",125,79,16,3,27,63.2,12.8,2.4,21.6
"E00021432",159,100,18,11,30,62.8930817610063,11.3207547169811,6.91823899371069,18.8679245283019
"E00021433",243,142,48,8,45,58.4362139917695,19.7530864197531,3.29218106995885,18.5185185185185
"E00021434",127,66,26,8,27,51.9685039370079,20.4724409448819,6.2992125984252,21.259842519685
"E00021437",118,73,25,4,16,61.864406779661,21.1864406779661,3.38983050847458,13.5593220338983
"E00021438",103,70,6,7,20,67.9611650485437,5.8252427184466,6.79611650485437,19.4174757281553
"E00021439",90,42,12,8,28,46.6666666666667,13.3333333333333,8.88888888888889,31.1111111111111
"E00021440",128,52,35,8,33,40.625,27.34375,6.25,25.78125
"E00021441",129,105,18,2,4,81.3953488372093,13.953488372093,1.55038759689922,3.10077519379845
"E00021442",130,110,4,2,14,84.6153846153846,3.07692307692308,1.53846153846154,10.7692307692308
"E00021443",116,100,10,3,3,86.2068965517241,8.62068965517241,2.58620689655172,2.58620689655172
"E00021444",117,83,21,3,10,70.9401709401709,17.9487179487179,2.56410256410256,8.54700854700855
"E00021445",116,36,33,10,37,31.0344827586207,28.448275862069,8.62068965517241,31.8965517241379
"E00021446",117,27,37,14,39,23.0769230769231,31.6239316239316,11.965811965812,33.3333333333333
"E00021447",123,98,10,1,14,79.6747967479675,8.13008130081301,0.813008130081301,11.3821138211382
"E00021448",139,91,20,6,22,65.4676258992806,14.3884892086331,4.31654676258993,15.8273381294964
"E00021449",138,99,22,1,16,71.7391304347826,15.9420289855072,0.72463768115942,11.5942028985507
"E00021450",71,59,10,1,1,83.0985915492958,14.0845070422535,1.40845070422535,1.40845070422535
"E00021451",147,88,18,14,27,59.8639455782313,12.2448979591837,9.52380952380952,18.3673469387755
"E00021452",117,81,8,4,24,69.2307692307692,6.83760683760684,3.41880341880342,20.5128205128205
"E00021453",129,104,10,2,13,80.6201550387597,7.75193798449612,1.55038759689922,10.077519379845
"E00021454",116,75,22,3,16,64.6551724137931,18.9655172413793,2.58620689655172,13.7931034482759
"E00021455",148,96,11,11,30,64.8648648648649,7.43243243243243,7.43243243243243,20.2702702702703
"E00021458",148,117,16,0,15,79.0540540540541,10.8108108108108,0,10.1351351351351
"E00021459",139,110,16,3,10,79.136690647482,11.5107913669065,2.15827338129496,7.19424460431655
"E00021460",166,113,28,5,20,68.0722891566265,16.8674698795181,3.01204819277108,12.0481927710843
"E00021461",120,82,17,4,17,68.3333333333333,14.1666666666667,3.33333333333333,14.1666666666667
"E00021462",137,91,13,8,25,66.4233576642336,9.48905109489051,5.83941605839416,18.2481751824818
"E00021463",130,84,23,5,18,64.6153846153846,17.6923076923077,3.84615384615385,13.8461538461538
"E00021464",128,93,16,4,15,72.65625,12.5,3.125,11.71875
"E00021465",128,65,26,5,32,50.78125,20.3125,3.90625,25
"E00021466",139,68,35,12,24,48.9208633093525,25.1798561151079,8.63309352517986,17.2661870503597
"E00021467",121,44,33,8,36,36.3636363636364,27.2727272727273,6.61157024793388,29.7520661157025
"E00021468",111,70,12,7,22,63.0630630630631,10.8108108108108,6.30630630630631,19.8198198198198
"E00021469",149,79,29,13,28,53.0201342281879,19.4630872483221,8.7248322147651,18.7919463087248
"E00021470",117,78,17,4,18,66.6666666666667,14.5299145299145,3.41880341880342,15.3846153846154
"E00021471",134,85,19,7,23,63.4328358208955,14.1791044776119,5.22388059701492,17.1641791044776
"E00021473",95,49,20,8,18,51.5789473684211,21.0526315789474,8.42105263157895,18.9473684210526
"E00021474",122,36,29,13,44,29.5081967213115,23.7704918032787,10.655737704918,36.0655737704918
"E00021475",122,50,36,4,32,40.9836065573771,29.5081967213115,3.27868852459016,26.2295081967213
"E00021476",122,60,31,8,23,49.1803278688525,25.4098360655738,6.55737704918033,18.8524590163934
