"GeographyCode","QS105EW0001","QS105EW0002","QS105EW0003"
"E00021141",2,0,2
"E00021143",0,0,0
"E00021145",0,0,0
"E00021146",6,3,3
"E00021147",0,0,0
"E00021148",3,3,0
"E00021149",1,1,0
"E00021150",1,0,1
"E00021151",1,1,0
"E00021152",5,4,1
"E00021153",0,0,0
"E00021154",1,0,1
"E00021155",2,1,1
"E00021156",2,1,1
"E00021157",0,0,0
"E00021158",1,1,0
"E00021159",4,1,3
"E00021160",4,3,1
"E00021161",0,0,0
"E00021162",2,1,1
"E00021163",2,1,1
"E00021164",2,1,1
"E00021165",3,0,3
"E00021166",2,1,1
"E00021167",0,0,0
"E00021168",1,0,1
"E00021169",5,1,4
"E00021170",0,0,0
"E00021171",6,5,1
"E00021172",0,0,0
"E00021173",0,0,0
"E00021174",0,0,0
"E00021175",1,0,1
"E00021176",1,0,1
"E00021177",2,2,0
"E00021179",1,1,0
"E00021180",0,0,0
"E00021181",0,0,0
"E00021182",1,1,0
"E00021183",3,2,1
"E00021184",2,2,0
"E00021185",5,3,2
"E00021186",7,6,1
"E00021187",4,0,4
"E00021188",2,2,0
"E00021189",1,0,1
"E00021190",1,1,0
"E00021191",0,0,0
"E00021192",5,3,2
"E00021193",2,2,0
"E00021194",3,3,0
"E00021195",3,0,3
"E00021196",2,0,2
"E00021197",3,1,2
"E00021198",4,1,3
"E00021199",3,0,3
"E00021200",4,3,1
"E00021201",1,1,0
"E00021202",0,0,0
"E00021203",0,0,0
"E00021204",5,4,1
"E00021205",10,10,0
"E00021206",1,1,0
"E00021207",1,1,0
"E00021208",0,0,0
"E00021209",2,1,1
"E00021210",4,2,2
"E00021211",1,1,0
"E00021212",0,0,0
"E00021213",3,1,2
"E00021214",0,0,0
"E00021215",8,6,2
"E00021216",0,0,0
"E00021217",8,4,4
"E00021218",6,3,3
"E00021219",0,0,0
"E00021220",2,0,2
"E00021223",0,0,0
"E00021224",4,1,3
"E00021225",2,2,0
"E00021227",3,2,1
"E00021228",2,1,1
"E00021229",2,2,0
"E00021230",3,2,1
"E00021231",1,0,1
"E00021235",2,1,1
"E00021236",8,6,2
"E00021238",4,2,2
"E00021239",1,0,1
"E00021240",0,0,0
"E00021241",0,0,0
"E00021243",1,0,1
"E00021244",2,1,1
"E00021245",0,0,0
"E00021246",1,0,1
"E00021247",3,2,1
"E00021248",2,1,1
"E00021249",1,1,0
"E00021251",2,0,2
"E00021252",0,0,0
"E00021253",1,0,1
"E00021254",2,1,1
"E00021255",1,1,0
"E00021256",1,1,0
"E00021257",3,0,3
"E00021258",1,1,0
"E00021259",1,0,1
"E00021260",1,1,0
"E00021261",2,0,2
"E00021262",1,0,1
"E00021263",0,0,0
"E00021266",0,0,0
"E00021267",3,2,1
"E00021268",1,0,1
"E00021271",1,1,0
"E00021272",2,1,1
"E00021273",0,0,0
"E00021274",6,6,0
"E00021275",0,0,0
"E00021277",2,0,2
"E00021278",0,0,0
"E00021279",7,4,3
"E00021280",0,0,0
"E00021281",1,1,0
"E00021282",4,4,0
"E00021285",0,0,0
"E00021286",2,0,2
"E00021287",1,1,0
"E00021288",1,1,0
"E00021289",1,1,0
"E00021290",1,0,1
"E00021291",1,0,1
"E00021292",4,3,1
"E00021294",4,1,3
"E00021295",2,1,1
"E00021296",3,1,2
"E00021297",1,1,0
"E00021298",5,0,5
"E00021299",3,0,3
"E00021300",4,3,1
"E00021301",2,0,2
"E00021302",4,3,1
"E00021303",1,1,0
"E00021304",5,2,3
"E00021305",3,0,3
"E00021306",1,1,0
"E00021307",2,2,0
"E00021308",2,1,1
"E00021309",0,0,0
"E00021310",1,1,0
"E00021311",3,2,1
"E00021312",2,2,0
"E00021313",0,0,0
"E00021314",3,3,0
"E00021315",0,0,0
"E00021316",2,1,1
"E00021317",5,2,3
"E00021318",1,1,0
"E00021319",3,1,2
"E00021320",2,1,1
"E00021321",2,1,1
"E00021322",2,1,1
"E00021323",5,2,3
"E00021324",2,1,1
"E00021325",4,2,2
"E00021326",6,2,4
"E00021327",2,2,0
"E00021328",3,1,2
"E00021329",1,0,1
"E00021330",2,0,2
"E00021331",1,1,0
"E00021332",1,1,0
"E00021333",1,0,1
"E00021334",0,0,0
"E00021335",3,2,1
"E00021336",1,1,0
"E00021337",5,2,3
"E00021338",8,6,2
"E00021339",2,1,1
"E00021340",2,2,0
"E00021342",1,0,1
"E00021344",4,2,2
"E00021345",0,0,0
"E00021346",1,1,0
"E00021347",1,1,0
"E00021349",1,0,1
"E00021350",0,0,0
"E00021351",2,2,0
"E00021352",1,0,1
"E00021353",0,0,0
"E00021354",2,1,1
"E00021355",0,0,0
"E00021357",4,3,1
"E00021359",3,2,1
"E00021360",5,2,3
"E00021361",4,4,0
"E00021363",3,3,0
"E00021364",2,1,1
"E00021365",1,1,0
"E00021366",7,2,5
"E00021367",2,1,1
"E00021368",5,2,3
"E00021369",1,1,0
"E00021370",0,0,0
"E00021371",2,2,0
"E00021372",5,3,2
"E00021374",1,1,0
"E00021375",1,0,1
"E00021376",1,1,0
"E00021377",6,2,4
"E00021378",5,3,2
"E00021379",3,2,1
"E00021380",0,0,0
"E00021381",8,5,3
"E00021382",0,0,0
"E00021383",3,1,2
"E00021384",0,0,0
"E00021385",7,6,1
"E00021386",1,1,0
"E00021387",4,1,3
"E00021388",2,0,2
"E00021391",0,0,0
"E00021392",4,2,2
"E00021393",1,0,1
"E00021394",0,0,0
"E00021395",0,0,0
"E00021396",4,3,1
"E00021397",3,0,3
"E00021398",1,0,1
"E00021399",1,1,0
"E00021400",1,1,0
"E00021402",2,0,2
"E00021404",0,0,0
"E00021405",5,4,1
"E00021406",5,2,3
"E00021407",1,1,0
"E00021408",0,0,0
"E00021409",1,0,1
"E00021410",0,0,0
"E00021411",8,6,2
"E00021412",3,1,2
"E00021413",2,2,0
"E00021414",6,3,3
"E00021415",0,0,0
"E00021416",1,0,1
"E00021417",1,0,1
"E00021418",1,0,1
"E00021419",2,1,1
"E00021420",0,0,0
"E00021421",5,3,2
"E00021422",0,0,0
"E00021423",0,0,0
"E00021424",1,1,0
"E00021425",1,1,0
"E00021426",0,0,0
"E00021427",1,1,0
"E00021428",1,1,0
"E00021429",0,0,0
"E00021430",0,0,0
"E00021431",0,0,0
"E00021432",0,0,0
"E00021433",5,5,0
"E00021434",0,0,0
"E00021437",2,1,1
"E00021438",2,0,2
"E00021439",1,0,1
"E00021440",5,3,2
"E00021441",0,0,0
"E00021442",0,0,0
"E00021443",0,0,0
"E00021444",5,3,2
"E00021445",5,2,3
"E00021446",7,3,4
"E00021447",2,1,1
"E00021448",2,1,1
"E00021449",0,0,0
"E00021450",2,2,0
"E00021451",2,1,1
"E00021452",0,0,0
"E00021453",0,0,0
"E00021454",1,1,0
"E00021455",2,1,1
"E00021458",0,0,0
"E00021459",0,0,0
"E00021460",1,1,0
"E00021461",1,1,0
"E00021462",1,1,0
"E00021463",2,1,1
"E00021464",0,0,0
"E00021465",2,1,1
"E00021466",17,5,12
"E00021467",5,0,5
"E00021468",0,0,0
"E00021469",1,1,0
"E00021470",2,1,1
"E00021471",4,1,3
"E00021473",4,1,3
"E00021474",6,3,3
"E00021475",4,3,1
"E00021476",1,1,0
"E00021477",2,1,1
"E00021478",3,1,2
"E00021479",2,1,1
"E00021480",0,0,0
"E00021481",2,0,2
"E00021482",3,1,2
"E00021483",1,1,0
"E00021484",5,4,1
"E00021485",2,1,1
"E00021486",3,2,1
"E00021487",1,1,0
"E00021488",0,0,0
"E00021489",1,0,1
"E00021490",1,0,1
"E00021491",0,0,0
"E00021492",4,4,0
"E00021493",2,0,2
"E00021494",3,2,1
"E00021495",4,3,1
"E00021496",0,0,0
"E00021497",2,1,1
"E00021498",3,3,0
"E00021499",0,0,0
"E00021500",5,3,2
"E00021501",1,0,1
"E00021502",5,5,0
"E00021503",2,2,0
"E00021504",1,0,1
"E00021505",1,1,0
"E00021506",1,0,1
"E00021507",0,0,0
"E00021508",3,0,3
"E00021509",2,1,1
"E00021510",1,0,1
"E00021511",3,2,1
"E00021516",1,0,1
"E00021517",2,1,1
"E00021518",2,1,1
"E00021519",1,0,1
"E00021520",3,0,3
"E00021521",2,0,2
"E00021522",3,3,0
"E00021524",1,0,1
"E00021525",1,0,1
"E00021526",2,1,1
"E00021527",0,0,0
"E00021528",0,0,0
"E00021529",2,1,1
"E00021531",8,4,4
"E00021532",3,1,2
"E00021533",0,0,0
"E00021534",0,0,0
"E00021535",2,0,2
"E00021536",1,0,1
"E00021537",0,0,0
"E00021538",1,0,1
"E00021539",0,0,0
"E00021541",1,0,1
"E00021542",1,1,0
"E00021543",0,0,0
"E00021544",0,0,0
"E00021546",0,0,0
"E00021547",1,0,1
"E00021549",6,2,4
"E00021550",0,0,0
"E00021552",1,1,0
"E00021553",2,0,2
"E00021554",6,3,3
"E00021555",3,1,2
"E00021556",2,2,0
"E00021557",0,0,0
"E00021559",1,0,1
"E00021560",2,1,1
"E00021561",1,1,0
"E00021562",0,0,0
"E00021563",0,0,0
"E00021564",0,0,0
"E00021565",0,0,0
"E00021566",1,0,1
"E00021567",0,0,0
"E00021569",1,0,1
"E00021572",2,1,1
"E00021574",2,1,1
"E00021577",1,1,0
"E00021579",1,0,1
"E00021580",2,2,0
"E00021582",3,0,3
"E00021583",2,1,1
"E00021584",3,1,2
"E00021585",3,1,2
"E00021586",1,1,0
"E00021587",0,0,0
"E00021588",2,0,2
"E00021590",2,0,2
"E00021591",2,1,1
"E00021592",0,0,0
"E00021593",0,0,0
"E00021594",1,1,0
"E00021595",1,1,0
"E00021596",3,2,1
"E00021597",2,1,1
"E00021598",0,0,0
"E00021599",0,0,0
"E00021600",3,2,1
"E00021601",1,1,0
"E00021602",2,1,1
"E00021603",0,0,0
"E00021604",4,2,2
"E00021605",0,0,0
"E00021606",0,0,0
"E00021607",2,2,0
"E00021608",4,3,1
"E00021610",1,1,0
"E00021611",1,1,0
"E00021612",0,0,0
"E00021613",3,3,0
"E00021614",2,1,1
"E00021615",1,0,1
"E00021616",7,4,3
"E00021617",0,0,0
"E00021618",0,0,0
"E00021619",4,2,2
"E00021620",0,0,0
"E00021621",2,2,0
"E00021622",1,0,1
"E00021623",1,0,1
"E00021624",1,0,1
"E00021625",4,3,1
"E00021626",0,0,0
"E00021627",3,1,2
"E00021628",2,2,0
"E00021629",0,0,0
"E00021630",1,1,0
"E00021631",2,1,1
"E00021632",0,0,0
"E00021633",1,1,0
"E00021634",0,0,0
"E00021635",5,1,4
"E00021636",3,3,0
"E00021637",2,2,0
"E00021639",9,5,4
"E00021640",5,5,0
"E00021641",2,0,2
"E00021642",2,1,1
"E00021643",0,0,0
"E00021644",2,1,1
"E00021646",5,3,2
"E00021648",0,0,0
"E00021649",2,2,0
"E00021650",0,0,0
"E00021651",0,0,0
"E00021652",0,0,0
"E00021653",0,0,0
"E00021654",2,1,1
"E00021655",4,3,1
"E00021656",1,1,0
"E00021657",0,0,0
"E00021658",1,1,0
"E00021659",3,3,0
"E00021660",0,0,0
"E00021661",1,1,0
"E00021662",4,3,1
"E00021663",0,0,0
"E00021665",2,2,0
"E00021666",1,1,0
"E00021667",3,2,1
"E00021668",0,0,0
"E00021669",2,0,2
"E00021670",4,2,2
"E00021671",7,4,3
"E00021672",0,0,0
"E00021673",0,0,0
"E00021674",4,2,2
"E00021675",1,1,0
"E00021676",0,0,0
"E00021677",0,0,0
"E00021678",4,1,3
"E00021679",0,0,0
"E00021680",9,6,3
"E00021681",1,1,0
"E00021682",2,1,1
"E00021683",3,1,2
"E00021685",7,5,2
"E00021686",1,1,0
"E00021687",2,1,1
"E00021688",5,3,2
"E00021689",31,19,12
"E00021690",4,2,2
"E00021691",0,0,0
"E00021692",1,0,1
"E00021693",4,3,1
"E00021694",1,1,0
"E00021695",0,0,0
"E00021696",3,2,1
"E00021697",2,2,0
"E00021698",1,1,0
"E00021699",2,2,0
"E00021700",0,0,0
"E00021701",3,1,2
"E00021702",3,2,1
"E00021703",0,0,0
"E00021704",0,0,0
"E00021705",0,0,0
"E00021706",0,0,0
"E00021707",4,1,3
"E00021708",4,2,2
"E00021709",0,0,0
"E00021710",3,2,1
"E00021711",3,3,0
"E00021712",2,0,2
"E00021713",2,1,1
"E00021714",1,1,0
"E00021715",1,0,1
"E00021716",0,0,0
"E00021717",0,0,0
"E00021718",1,1,0
"E00021719",1,1,0
"E00021722",1,1,0
"E00021723",1,0,1
"E00021724",1,1,0
"E00021725",1,1,0
"E00021726",1,0,1
"E00021727",0,0,0
"E00021728",2,1,1
"E00021729",0,0,0
"E00021730",0,0,0
"E00021731",0,0,0
"E00021732",2,1,1
"E00021733",0,0,0
"E00021734",2,1,1
"E00021735",8,3,5
"E00021736",0,0,0
"E00021737",1,1,0
"E00021738",2,2,0
"E00021739",1,1,0
"E00021740",1,1,0
"E00021741",3,3,0
"E00021742",10,5,5
"E00021743",1,1,0
"E00021744",7,3,4
"E00021745",0,0,0
"E00021746",1,1,0
"E00021748",3,2,1
"E00021750",2,1,1
"E00021752",4,1,3
"E00021753",3,1,2
"E00021754",0,0,0
"E00021755",1,1,0
"E00021756",1,0,1
"E00021757",3,2,1
"E00021758",0,0,0
"E00021759",3,2,1
"E00021760",3,2,1
"E00021761",1,0,1
"E00021762",2,1,1
"E00021763",2,1,1
"E00021764",3,0,3
"E00021766",1,1,0
"E00021767",1,1,0
"E00167078",8,3,5
"E00167079",0,0,0
"E00167080",2,2,0
"E00167081",2,0,2
"E00167082",0,0,0
"E00167083",4,1,3
"E00167084",2,1,1
"E00167085",0,0,0
"E00167086",2,1,1
"E00167087",3,2,1
"E00167088",2,1,1
"E00167089",0,0,0
"E00167090",4,2,2
"E00167091",3,2,1
"E00167092",1,0,1
"E00167093",0,0,0
"E00167094",0,0,0
"E00167095",0,0,0
"E00167096",0,0,0
"E00167097",2,0,2
"E00167098",1,0,1
"E00167099",0,0,0
"E00167100",0,0,0
"E00167101",0,0,0
"E00167102",0,0,0
"E00167103",0,0,0
"E00167104",2,1,1
"E00167105",3,2,1
"E00167106",1,1,0
"E00167107",0,0,0
"E00167108",2,2,0
"E00167109",1,0,1
"E00167110",3,0,3
"E00167111",0,0,0
"E00167112",3,1,2
"E00167113",2,1,1
"E00167114",3,2,1
"E00167115",2,0,2
"E00167116",0,0,0
"E00167117",1,0,1
"E00167118",1,1,0
"E00167119",0,0,0
"E00167120",3,2,1
"E00167121",1,1,0
"E00167122",2,2,0
"E00167123",4,1,3
"E00167124",6,5,1
"E00167125",1,1,0
"E00167126",1,0,1
"E00167127",3,1,2
"E00167128",6,3,3
"E00167129",4,3,1
"E00167130",4,1,3
"E00167131",2,1,1
"E00167132",1,0,1
"E00167133",0,0,0
"E00167134",0,0,0
"E00167135",1,1,0
"E00167136",2,1,1
"E00167137",1,1,0
"E00167138",0,0,0
"E00167139",0,0,0
"E00167140",1,0,1
"E00167141",2,1,1
"E00167142",0,0,0
"E00167143",4,2,2
"E00167144",10,7,3
"E00167145",1,1,0
"E00167146",0,0,0
"E00167147",2,2,0
"E00167148",1,0,1
"E00167149",0,0,0
"E00167150",0,0,0
"E00167151",0,0,0
"E00167152",2,1,1
"E00167153",4,3,1
"E00167154",2,1,1
"E00167155",0,0,0
"E00167156",2,2,0
"E00167157",1,0,1
"E00167158",2,0,2
"E00167159",4,1,3
"E00167160",3,3,0
"E00167161",4,2,2
"E00167162",1,0,1
"E00167163",0,0,0
"E00167164",2,0,2
"E00167165",0,0,0
"E00167166",1,1,0
"E00167167",0,0,0
"E00167168",7,4,3
"E00167169",0,0,0
"E00167170",0,0,0
"E00167171",1,1,0
"E00167172",1,1,0
"E00167173",3,3,0
"E00167174",4,2,2
"E00167175",1,0,1
"E00167176",2,0,2
"E00167177",2,0,2
"E00167178",6,2,4
"E00167179",0,0,0
"E00167180",3,2,1
"E00167181",0,0,0
"E00167182",0,0,0
"E00167183",0,0,0
"E00167184",0,0,0
"E00167185",4,1,3
"E00167186",2,0,2
"E00167187",3,1,2
"E00167188",0,0,0
"E00167189",1,1,0
"E00167190",6,1,5
"E00167191",1,1,0
"E00167192",3,3,0
"E00167193",1,1,0
"E00167194",1,0,1
"E00167195",0,0,0
"E00167196",0,0,0
"E00167197",2,2,0
"E00167198",0,0,0
"E00167199",0,0,0
"E00167200",0,0,0
"E00167201",1,1,0
"E00167202",0,0,0
"E00167203",4,2,2
"E00167204",3,1,2
"E00167205",8,3,5
"E00167206",3,2,1
"E00167207",6,3,3
"E00167208",1,0,1
"E00167209",1,1,0
"E00167210",0,0,0
"E00167211",10,2,8
"E00167212",4,0,4
"E00167213",0,0,0
"E00167214",1,1,0
"E00167215",3,0,3
"E00167216",1,1,0
"E00167217",2,2,0
"E00167218",4,2,2
"E00167219",1,0,1
"E00167220",0,0,0
"E00167221",1,1,0
"E00167222",1,1,0
"E00167223",2,2,0
"E00167224",1,0,1
"E00167225",1,0,1
"E00167226",0,0,0
"E00167227",0,0,0
"E00167228",0,0,0
"E00167229",6,1,5
"E00167230",1,0,1
"E00167231",2,0,2
"E00167232",5,3,2
"E00167233",1,0,1
"E00167234",9,2,7
"E00167235",3,2,1
"E00167236",0,0,0
"E00167237",0,0,0
"E00167238",2,1,1
"E00167239",2,1,1
"E00167240",3,2,1
"E00167241",9,8,1
"E00167242",5,3,2
"E00167243",0,0,0
"E00167244",1,1,0
"E00167245",0,0,0
"E00167246",1,1,0
"E00167247",1,0,1
"E00167248",4,2,2
"E00167249",1,0,1
"E00167250",4,4,0
"E00167251",27,12,15
"E00167252",1,1,0
"E00167253",1,1,0
"E00167254",2,1,1
"E00167255",2,2,0
"E00167256",1,1,0
"E00167257",3,2,1
"E00167258",1,1,0
"E00167259",0,0,0
"E00167260",3,2,1
"E00167261",3,3,0
"E00167262",0,0,0
"E00167263",1,0,1
"E00167264",2,2,0
"E00167265",3,1,2
"E00167266",1,1,0
