"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E00021231",210,106,104,210,0,1,1.45,144.8275862,50.47619048,49.52380952,100,0
"E00021235",368,180,188,368,0,2,0.18,2044.444444,48.91304348,51.08695652,100,0
"E00021236",324,154,170,324,0,8,4.2,77.14285714,47.5308642,52.4691358,100,0
"E00021238",398,230,168,398,0,4,15.7,25.35031847,57.78894472,42.21105528,100,0
"E00021239",286,153,133,286,0,1,7.78,36.76092545,53.4965035,46.5034965,100,0
"E00021240",304,170,134,304,0,0,3.26,93.25153374,55.92105263,44.07894737,100,0
"E00021241",274,155,119,274,0,0,1.6,171.25,56.56934307,43.43065693,100,0
"E00021243",398,212,186,398,0,1,1.85,215.1351351,53.26633166,46.73366834,100,0
"E00021244",254,129,125,254,0,2,1.62,156.7901235,50.78740157,49.21259843,100,0
"E00021245",246,118,128,246,0,0,2.31,106.4935065,47.96747967,52.03252033,100,0
"E00021246",517,249,268,517,0,1,3.66,141.2568306,48.16247582,51.83752418,100,0
"E00021247",402,190,212,402,0,3,1.22,329.5081967,47.26368159,52.73631841,100,0
"E00021248",380,183,197,380,0,2,1.21,314.0495868,48.15789474,51.84210526,100,0
"E00021249",329,150,179,329,0,1,1.09,301.8348624,45.59270517,54.40729483,100,0
"E00021251",292,145,147,292,0,2,1.91,152.8795812,49.65753425,50.34246575,100,0
"E00021252",267,150,117,267,0,0,1.85,144.3243243,56.17977528,43.82022472,100,0
"E00021253",304,176,128,304,0,1,1.58,192.4050633,57.89473684,42.10526316,100,0
"E00021254",237,130,107,237,0,2,1.89,125.3968254,54.85232068,45.14767932,100,0
"E00021255",221,121,100,221,0,1,0.84,263.0952381,54.75113122,45.24886878,100,0
"E00021256",242,120,122,242,0,1,0.88,275,49.58677686,50.41322314,100,0
"E00021257",242,116,126,242,0,3,1.49,162.4161074,47.9338843,52.0661157,100,0
"E00021258",360,185,175,360,0,1,1.68,214.2857143,51.38888889,48.61111111,100,0
"E00021259",399,195,204,399,0,1,1.68,237.5,48.87218045,51.12781955,100,0
"E00021260",320,165,155,320,0,1,2.83,113.0742049,51.5625,48.4375,100,0
"E00021261",278,120,158,278,0,2,1.34,207.4626866,43.16546763,56.83453237,100,0
"E00021262",305,139,166,305,0,1,1.77,172.3163842,45.57377049,54.42622951,100,0
"E00021263",401,175,226,401,0,0,3.83,104.6997389,43.64089776,56.35910224,100,0
"E00021266",281,137,144,281,0,0,25.43,11.04994101,48.7544484,51.2455516,100,0
"E00021267",329,151,178,329,0,3,3.55,92.67605634,45.89665653,54.10334347,100,0
"E00021268",253,125,128,253,0,1,1.24,204.0322581,49.40711462,50.59288538,100,0
"E00021271",392,184,208,392,0,1,1.66,236.1445783,46.93877551,53.06122449,100,0
"E00021272",221,113,108,221,0,2,4.03,54.83870968,51.13122172,48.86877828,100,0
"E00021273",286,126,160,285,1,0,1.94,147.4226804,44.05594406,55.94405594,99.65034965,0.34965035
"E00021274",549,268,281,549,0,6,2.07,265.2173913,48.81602914,51.18397086,100,0
"E00021275",259,132,127,259,0,0,1.25,207.2,50.96525097,49.03474903,100,0
"E00021277",249,108,141,249,0,2,1.61,154.6583851,43.37349398,56.62650602,100,0
"E00021278",199,91,108,199,0,0,1.55,128.3870968,45.72864322,54.27135678,100,0
"E00021279",444,228,216,444,0,7,1.85,240,51.35135135,48.64864865,100,0
"E00021280",287,137,150,287,0,0,2.31,124.2424242,47.73519164,52.26480836,100,0
"E00021281",531,242,289,531,0,1,4.43,119.8645598,45.57438795,54.42561205,100,0
"E00021282",407,195,212,407,0,4,1.88,216.4893617,47.91154791,52.08845209,100,0
"E00021285",123,65,58,123,0,0,2.02,60.89108911,52.84552846,47.15447154,100,0
"E00021286",230,120,110,230,0,2,1.52,151.3157895,52.17391304,47.82608696,100,0
"E00021287",278,155,123,278,0,1,0.7,397.1428571,55.75539568,44.24460432,100,0
"E00021288",239,134,105,239,0,1,0.78,306.4102564,56.06694561,43.93305439,100,0
"E00021289",330,170,160,330,0,1,0.24,1375,51.51515152,48.48484848,100,0
"E00021290",342,155,187,342,0,1,1.31,261.0687023,45.32163743,54.67836257,100,0
"E00021291",374,206,168,374,0,1,0.14,2671.428571,55.0802139,44.9197861,100,0
"E00021292",312,149,163,312,0,4,1.19,262.1848739,47.75641026,52.24358974,100,0
"E00021294",578,275,303,578,0,4,1.25,462.4,47.57785467,52.42214533,100,0
"E00021295",379,203,176,379,0,2,44.32,8.551444043,53.56200528,46.43799472,100,0
"E00021296",341,181,160,341,0,3,5.11,66.73189824,53.07917889,46.92082111,100,0
"E00021297",418,196,222,415,3,1,2.98,140.2684564,46.88995215,53.11004785,99.28229665,0.717703349
"E00021298",417,214,203,417,0,5,3.14,132.8025478,51.31894484,48.68105516,100,0
"E00021299",438,227,211,438,0,3,2.77,158.1227437,51.82648402,48.17351598,100,0
"E00021300",492,232,260,488,4,4,4.64,106.0344828,47.15447154,52.84552846,99.18699187,0.81300813
"E00021301",522,231,291,522,0,2,2.3,226.9565217,44.25287356,55.74712644,100,0
"E00021302",463,236,227,463,0,4,4.11,112.6520681,50.97192225,49.02807775,100,0
"E00021303",349,186,163,349,0,1,1.71,204.0935673,53.29512894,46.70487106,100,0
"E00021304",361,175,186,351,10,5,7.5,48.13333333,48.47645429,51.52354571,97.2299169,2.770083102
"E00021305",255,134,121,255,0,3,1.99,128.1407035,52.54901961,47.45098039,100,0
"E00021306",264,134,130,264,0,1,4.87,54.20944559,50.75757576,49.24242424,100,0
"E00021307",470,250,220,456,14,2,9.15,51.36612022,53.19148936,46.80851064,97.0212766,2.978723404
"E00021308",448,208,240,432,16,2,3.55,126.1971831,46.42857143,53.57142857,96.42857143,3.571428571
"E00021309",189,98,91,189,0,0,2.27,83.25991189,51.85185185,48.14814815,100,0
"E00021310",259,117,142,259,0,1,1.91,135.6020942,45.17374517,54.82625483,100,0
"E00021311",335,166,169,335,0,3,0.97,345.3608247,49.55223881,50.44776119,100,0
"E00021312",316,156,160,316,0,2,1.98,159.5959596,49.36708861,50.63291139,100,0
"E00021313",484,240,244,484,0,0,2.48,195.1612903,49.58677686,50.41322314,100,0
"E00021314",370,180,190,370,0,3,1.75,211.4285714,48.64864865,51.35135135,100,0
"E00021315",138,71,67,138,0,0,0.83,166.2650602,51.44927536,48.55072464,100,0
"E00021316",322,157,165,322,0,2,1.09,295.412844,48.75776398,51.24223602,100,0
"E00021317",328,165,163,328,0,5,1.67,196.4071856,50.30487805,49.69512195,100,0
"E00021318",303,142,161,303,0,1,1.71,177.1929825,46.86468647,53.13531353,100,0
"E00021319",330,181,149,330,0,3,1.61,204.9689441,54.84848485,45.15151515,100,0
"E00021320",322,145,177,317,5,2,2.42,133.0578512,45.0310559,54.9689441,98.44720497,1.552795031
"E00021321",302,156,146,302,0,2,2.22,136.036036,51.65562914,48.34437086,100,0
"E00021322",315,155,160,315,0,2,1.12,281.25,49.20634921,50.79365079,100,0
"E00021323",374,174,200,374,0,5,2.83,132.155477,46.52406417,53.47593583,100,0
"E00021324",380,174,206,380,0,2,1.71,222.2222222,45.78947368,54.21052632,100,0
"E00021325",413,223,190,413,0,4,1.63,253.3742331,53.99515738,46.00484262,100,0
"E00021326",433,215,218,433,0,6,1.07,404.6728972,49.65357968,50.34642032,100,0
"E00021327",397,184,213,397,0,2,2.42,164.0495868,46.34760705,53.65239295,100,0
"E00021328",434,215,219,434,0,3,1.6,271.25,49.53917051,50.46082949,100,0
"E00021329",398,200,198,398,0,1,4.46,89.23766816,50.25125628,49.74874372,100,0
"E00021330",334,171,163,334,0,2,3.43,97.37609329,51.19760479,48.80239521,100,0
"E00021331",200,101,99,200,0,1,1.22,163.9344262,50.5,49.5,100,0
"E00021332",491,244,247,491,0,1,2.65,185.2830189,49.69450102,50.30549898,100,0
"E00021333",351,178,173,351,0,1,1.6,219.375,50.71225071,49.28774929,100,0
"E00021334",377,193,184,377,0,0,3.36,112.202381,51.19363395,48.80636605,100,0
"E00021335",564,276,288,564,0,3,3.3,170.9090909,48.93617021,51.06382979,100,0
"E00021336",300,140,160,300,0,1,1.56,192.3076923,46.66666667,53.33333333,100,0
"E00021337",339,177,162,339,0,5,2.82,120.212766,52.21238938,47.78761062,100,0
"E00021338",452,232,220,452,0,8,2.14,211.2149533,51.32743363,48.67256637,100,0
"E00021339",331,153,178,331,0,2,2.6,127.3076923,46.22356495,53.77643505,100,0
"E00021340",383,207,176,383,0,2,2.32,165.0862069,54.04699739,45.95300261,100,0
"E00021342",342,175,167,342,0,1,0.25,1368,51.16959064,48.83040936,100,0
"E00021344",534,254,280,534,0,4,5.33,100.1876173,47.56554307,52.43445693,100,0
"E00021345",348,164,184,348,0,0,0.66,527.2727273,47.12643678,52.87356322,100,0
"E00021346",341,155,186,341,0,1,1.23,277.2357724,45.45454545,54.54545455,100,0
"E00021347",408,221,187,408,0,1,0.74,551.3513514,54.16666667,45.83333333,100,0
"E00021349",399,221,178,399,0,1,1.55,257.4193548,55.38847118,44.61152882,100,0
"E00021350",354,184,170,354,0,0,3.87,91.47286822,51.97740113,48.02259887,100,0
"E00021351",381,198,183,381,0,2,1.07,356.0747664,51.96850394,48.03149606,100,0
"E00021352",284,144,140,284,0,1,0.46,617.3913043,50.70422535,49.29577465,100,0
"E00021353",308,159,149,308,0,0,0.89,346.0674157,51.62337662,48.37662338,100,0
"E00021354",463,251,212,463,0,2,3.69,125.4742547,54.21166307,45.78833693,100,0
"E00021355",300,156,144,300,0,0,2.19,136.9863014,52,48,100,0
"E00021357",412,206,206,412,0,4,1.04,396.1538462,50,50,100,0
"E00021359",369,191,178,369,0,3,1.19,310.0840336,51.76151762,48.23848238,100,0
"E00021360",450,219,231,450,0,5,1.62,277.7777778,48.66666667,51.33333333,100,0
"E00021361",371,178,193,371,0,4,0.81,458.0246914,47.97843666,52.02156334,100,0
"E00021363",389,178,211,389,0,3,1.93,201.5544041,45.75835476,54.24164524,100,0
"E00021364",570,294,276,570,0,2,4.25,134.1176471,51.57894737,48.42105263,100,0
"E00021365",282,144,138,282,0,1,1.46,193.1506849,51.06382979,48.93617021,100,0
"E00021366",371,184,187,371,0,7,1.77,209.6045198,49.59568733,50.40431267,100,0
"E00021367",318,160,158,318,0,2,1.98,160.6060606,50.31446541,49.68553459,100,0
"E00021368",399,210,189,399,0,5,0.48,831.25,52.63157895,47.36842105,100,0
"E00021369",232,109,123,232,0,1,1.59,145.9119497,46.98275862,53.01724138,100,0
"E00021370",616,299,317,616,0,0,13.55,45.46125461,48.53896104,51.46103896,100,0
"E00021371",199,96,103,199,0,2,1.27,156.6929134,48.24120603,51.75879397,100,0
"E00021372",385,189,196,385,0,5,3.03,127.0627063,49.09090909,50.90909091,100,0
"E00021374",420,210,210,420,0,1,2.99,140.4682274,50,50,100,0
"E00021375",389,193,196,389,0,1,3.18,122.327044,49.61439589,50.38560411,100,0
"E00021376",384,182,202,384,0,1,4.13,92.97820823,47.39583333,52.60416667,100,0
"E00021377",586,288,298,586,0,6,4.06,144.3349754,49.14675768,50.85324232,100,0
"E00021378",424,230,194,424,0,5,3.64,116.4835165,54.24528302,45.75471698,100,0
"E00021379",283,145,138,283,0,3,2.89,97.92387543,51.23674912,48.76325088,100,0
"E00021380",329,222,107,232,97,0,2.88,114.2361111,67.47720365,32.52279635,70.51671733,29.48328267
"E00021381",410,194,216,410,0,8,5.94,69.02356902,47.31707317,52.68292683,100,0
"E00021382",411,185,226,411,0,0,1.58,260.1265823,45.01216545,54.98783455,100,0
"E00021383",523,257,266,523,0,3,3.17,164.9842271,49.13957935,50.86042065,100,0
"E00021384",220,132,88,220,0,0,1.31,167.9389313,60,40,100,0
"E00021385",433,225,208,433,0,7,5.26,82.31939163,51.9630485,48.0369515,100,0
"E00021386",360,172,188,360,0,1,2.31,155.8441558,47.77777778,52.22222222,100,0
"E00021387",664,325,339,664,0,4,3.2,207.5,48.94578313,51.05421687,100,0
"E00021388",330,187,143,330,0,2,3.88,85.05154639,56.66666667,43.33333333,100,0
"E00021391",492,242,250,492,0,0,4.82,102.0746888,49.18699187,50.81300813,100,0
"E00021392",369,186,183,369,0,4,6.5,56.76923077,50.40650407,49.59349593,100,0
"E00021393",423,203,220,423,0,1,2.57,164.5914397,47.99054374,52.00945626,100,0
"E00021394",358,162,196,358,0,0,1.42,252.1126761,45.25139665,54.74860335,100,0
"E00021395",336,162,174,336,0,0,0.96,350,48.21428571,51.78571429,100,0
"E00021396",351,157,194,351,0,4,1.15,305.2173913,44.72934473,55.27065527,100,0
"E00021397",566,273,293,566,0,3,2.82,200.7092199,48.23321555,51.76678445,100,0
"E00021398",474,229,245,474,0,1,4.68,101.2820513,48.31223629,51.68776371,100,0
"E00021399",371,198,173,371,0,1,3.13,118.5303514,53.36927224,46.63072776,100,0
"E00021400",394,188,206,394,0,1,4.85,81.2371134,47.71573604,52.28426396,100,0
"E00021402",276,136,140,276,0,2,1.17,235.8974359,49.27536232,50.72463768,100,0
"E00021404",256,154,102,256,0,0,1.94,131.9587629,60.15625,39.84375,100,0
"E00021405",429,231,198,429,0,5,7.53,56.97211155,53.84615385,46.15384615,100,0
"E00021406",371,177,194,371,0,5,1.76,210.7954545,47.70889488,52.29110512,100,0
"E00021407",540,253,287,540,0,1,2.33,231.7596567,46.85185185,53.14814815,100,0
"E00021408",340,185,155,340,0,0,4.45,76.40449438,54.41176471,45.58823529,100,0
"E00021409",274,163,111,274,0,1,2.08,131.7307692,59.48905109,40.51094891,100,0
"E00021410",316,156,160,316,0,0,2.58,122.4806202,49.36708861,50.63291139,100,0
"E00021411",389,200,189,389,0,8,1.59,244.6540881,51.41388175,48.58611825,100,0
"E00021412",514,247,267,440,74,3,1.3,395.3846154,48.05447471,51.94552529,85.60311284,14.39688716
"E00021413",413,210,203,413,0,2,1.1,375.4545455,50.84745763,49.15254237,100,0
"E00021414",402,207,195,402,0,6,1.2,335,51.49253731,48.50746269,100,0
"E00021415",379,180,199,379,0,0,1.8,210.5555556,47.49340369,52.50659631,100,0
"E00021416",369,190,179,369,0,1,2.53,145.8498024,51.49051491,48.50948509,100,0
"E00021417",275,142,133,275,0,1,2.09,131.5789474,51.63636364,48.36363636,100,0
"E00021418",213,115,98,213,0,1,0.77,276.6233766,53.99061033,46.00938967,100,0
"E00021419",446,225,221,445,1,2,1.11,401.8018018,50.44843049,49.55156951,99.77578475,0.224215247
"E00021420",285,160,125,285,0,0,2.49,114.4578313,56.14035088,43.85964912,100,0
"E00021421",448,250,198,448,0,5,2.14,209.3457944,55.80357143,44.19642857,100,0
"E00021422",209,106,103,209,0,0,3.83,54.5691906,50.71770335,49.28229665,100,0
"E00021423",417,202,215,417,0,0,1.7,245.2941176,48.441247,51.558753,100,0
"E00021424",212,116,96,212,0,1,1.13,187.6106195,54.71698113,45.28301887,100,0
"E00021425",232,123,109,232,0,1,1.88,123.4042553,53.01724138,46.98275862,100,0
"E00021426",349,156,193,349,0,0,2.23,156.5022422,44.6991404,55.3008596,100,0
"E00021427",229,120,109,229,0,1,0.66,346.969697,52.40174672,47.59825328,100,0
"E00021428",393,189,204,393,0,1,1.58,248.7341772,48.09160305,51.90839695,100,0
"E00021429",141,75,66,141,0,0,2.92,48.28767123,53.19148936,46.80851064,100,0
"E00021430",331,179,152,331,0,0,2.87,115.3310105,54.07854985,45.92145015,100,0
"E00021431",319,167,152,319,0,0,1.81,176.2430939,52.35109718,47.64890282,100,0
"E00021432",387,185,202,387,0,0,2.17,178.3410138,47.80361757,52.19638243,100,0
"E00021433",624,337,287,624,0,5,3.64,171.4285714,54.00641026,45.99358974,100,0
"E00021434",421,237,184,421,0,0,2.24,187.9464286,56.29453682,43.70546318,100,0
"E00021437",318,158,160,318,0,2,1.17,271.7948718,49.68553459,50.31446541,100,0
"E00021438",210,116,94,210,0,2,1.17,179.4871795,55.23809524,44.76190476,100,0
"E00021439",236,128,108,236,0,1,1.22,193.442623,54.23728814,45.76271186,100,0
"E00021440",451,246,205,451,0,5,3.21,140.4984424,54.54545455,45.45454545,100,0
"E00021441",358,147,211,358,0,0,1.85,193.5135135,41.06145251,58.93854749,100,0
"E00021442",335,164,171,335,0,0,1.97,170.0507614,48.95522388,51.04477612,100,0
"E00021443",265,131,134,247,18,0,2.08,127.4038462,49.43396226,50.56603774,93.20754717,6.79245283
"E00021444",348,174,174,325,23,5,4.43,78.55530474,50,50,93.3908046,6.609195402
"E00021445",422,199,223,422,0,5,1.31,322.1374046,47.1563981,52.8436019,100,0
"E00021446",448,227,221,448,0,7,0.54,829.6296296,50.66964286,49.33035714,100,0
"E00021447",266,135,131,266,0,2,1.28,207.8125,50.7518797,49.2481203,100,0
"E00021448",337,174,163,337,0,2,1.01,333.6633663,51.63204748,48.36795252,100,0
"E00021449",333,145,188,333,0,0,1.86,179.0322581,43.54354354,56.45645646,100,0
"E00021450",187,92,95,187,0,2,1.12,166.9642857,49.19786096,50.80213904,100,0
"E00021451",400,192,208,400,0,2,1.59,251.572327,48,52,100,0
"E00021452",212,110,102,212,0,0,0.94,225.5319149,51.88679245,48.11320755,100,0
"E00021453",310,160,150,310,0,0,2.39,129.707113,51.61290323,48.38709677,100,0
"E00021454",357,183,174,357,0,1,0.99,360.6060606,51.2605042,48.7394958,100,0
"E00021455",346,164,182,346,0,2,1.01,342.5742574,47.39884393,52.60115607,100,0
"E00021458",288,168,120,259,29,0,4.76,60.50420168,58.33333333,41.66666667,89.93055556,10.06944444
"E00021459",256,128,128,256,0,0,0.74,345.9459459,50,50,100,0
"E00021460",385,201,184,385,0,1,1.15,334.7826087,52.20779221,47.79220779,100,0
"E00021461",250,119,131,250,0,1,0.8,312.5,47.6,52.4,100,0
"E00021462",314,152,162,314,0,1,1.84,170.6521739,48.40764331,51.59235669,100,0
"E00021463",338,181,157,338,0,2,1.04,325,53.55029586,46.44970414,100,0
"E00021464",279,127,152,279,0,0,2.16,129.1666667,45.51971326,54.48028674,100,0
"E00021465",416,201,215,416,0,2,1.41,295.035461,48.31730769,51.68269231,100,0
"E00021466",735,352,383,382,353,17,5.13,143.2748538,47.89115646,52.10884354,51.97278912,48.02721088
"E00021467",371,183,188,371,0,5,2.62,141.6030534,49.32614555,50.67385445,100,0
"E00021468",265,150,115,265,0,0,3.72,71.23655914,56.60377358,43.39622642,100,0
"E00021469",446,213,233,446,0,1,2.36,188.9830508,47.75784753,52.24215247,100,0
"E00021470",282,131,151,282,0,2,2.94,95.91836735,46.45390071,53.54609929,100,0
"E00021471",373,190,183,373,0,4,1.74,214.3678161,50.9383378,49.0616622,100,0
"E00021473",422,217,205,299,123,4,1.74,242.5287356,51.42180095,48.57819905,70.85308057,29.14691943
"E00021474",402,189,213,402,0,6,1.11,362.1621622,47.01492537,52.98507463,100,0
"E00021475",377,207,170,377,0,4,2.18,172.9357798,54.9071618,45.0928382,100,0
"E00021476",406,207,199,406,0,1,1.26,322.2222222,50.98522167,49.01477833,100,0
"E00021477",460,249,211,460,0,2,3.47,132.5648415,54.13043478,45.86956522,100,0
"E00021478",333,163,170,333,0,3,6.48,51.38888889,48.94894895,51.05105105,100,0
"E00021479",411,202,209,411,0,2,6.59,62.36722307,49.14841849,50.85158151,100,0
"E00021480",303,159,144,303,0,0,7.17,42.25941423,52.47524752,47.52475248,100,0
"E00021481",413,232,181,413,0,2,2.11,195.7345972,56.17433414,43.82566586,100,0
"E00021482",455,226,229,455,0,3,1.86,244.6236559,49.67032967,50.32967033,100,0
"E00021483",600,347,253,600,0,1,14.88,40.32258065,57.83333333,42.16666667,100,0
"E00021484",364,199,165,364,0,5,4.75,76.63157895,54.67032967,45.32967033,100,0
"E00021485",330,165,165,330,0,2,1.04,317.3076923,50,50,100,0
"E00021486",387,193,194,387,0,3,1.94,199.4845361,49.87080103,50.12919897,100,0
"E00021487",220,100,120,220,0,1,2.64,83.33333333,45.45454545,54.54545455,100,0
"E00021488",444,226,218,444,0,0,3.54,125.4237288,50.9009009,49.0990991,100,0
