"GeographyCode","QS608EW0001","QS608EW0002","QS608EW0003","QS608EW0004","QS608EW0005","QS608EW0006","QS608EW0007","QS608EW0008","QS608EW0009","QS608EW0010","QS608EW0011","QS608EW0012","QS608EW0013","QS608EW0014","QS608EW0015","QS608EW0016","QS608EW0017","QS608EW0018","QS608EW0019","QS608EW0020","QS608EW0021","QS608EW0022","QS608EW0023","QS608EW0024","QS608EW0025","QS608EW0026","QS608EW0027","QS608EW0028","QS608EW0029","QS608EW0030","QS608EW0031","QS608EW0032","QS608EW0033","QS608EW0034","QS608EW0035","QS608EW0036","QS608EW0037","QS608EW0038","QS608EW0039","QS608EW0040","QS608EW0041","QS608EW0042","QS608EW0043","QS608EW0044","QS608EW0045","QS608EW0046","QS608EW0047","QS608EW0048","QS608EW0049","QS608EW0050","QS608EW0051","QS608EW0052","QS608EW0053","QS608EW0054","QS608EW0055"
"E01004259",1598,242,34,0,34,208,108,84,8,8,453,337,193,51,85,8,70,46,154,88,41,17,8,122,21,21,0,101,101,0,135,69,66,56,10,169,55,61,18,6,0,25,4,127,61,4,28,34,0,96,62,34,100,100,0
"E01004260",1655,189,22,0,22,167,77,79,3,8,304,242,181,30,31,0,40,22,165,98,38,25,4,170,64,64,0,106,106,0,161,59,102,102,0,209,53,102,32,4,0,15,3,223,83,39,48,53,0,182,121,61,52,52,0
"E01004261",1563,61,4,0,4,57,36,15,1,5,138,109,85,9,15,0,18,11,84,38,35,11,0,167,81,81,0,86,86,0,92,55,37,37,0,135,42,53,23,1,0,4,12,167,50,35,47,35,0,187,149,38,532,532,0
"E01004262",1252,95,25,0,25,70,38,27,5,0,204,133,102,10,20,1,43,28,124,55,53,16,0,88,32,32,0,56,56,0,126,86,40,33,7,156,16,108,6,6,0,11,9,92,30,9,25,28,0,135,100,35,232,232,0
"E01004263",1262,86,21,0,21,65,30,33,1,1,180,119,86,9,24,0,36,25,159,62,78,15,4,103,33,33,0,70,70,0,101,50,51,51,0,259,47,149,22,16,0,25,0,156,43,16,43,54,0,150,91,59,68,68,0
"E01004264",1417,108,27,0,27,81,49,20,4,8,171,120,103,7,10,0,43,8,117,52,55,4,6,165,71,71,0,94,94,0,110,65,45,44,1,139,29,78,11,5,0,4,12,193,43,40,55,55,0,309,224,85,105,105,0
"E01004266",1413,192,34,0,34,158,88,52,15,3,371,280,218,12,39,11,69,22,148,78,42,21,7,87,36,36,0,51,51,0,111,81,30,30,0,123,22,71,6,3,0,21,0,157,65,18,31,40,3,180,121,59,44,44,0
"E01004267",1692,269,32,0,32,237,161,68,8,0,393,244,192,26,22,4,114,35,144,63,47,30,4,153,47,45,2,106,106,0,134,60,74,69,5,186,49,94,17,14,0,3,9,142,63,13,16,50,0,197,141,56,74,74,0
"E01004268",1652,110,16,0,16,94,49,41,2,2,276,191,162,14,14,1,58,27,130,61,56,10,3,174,56,56,0,118,118,0,204,94,110,109,1,196,51,102,13,15,0,9,6,241,85,34,74,48,0,250,124,126,71,71,0
"E01004269",1757,138,15,0,15,123,68,42,8,5,328,235,162,30,29,14,68,25,109,59,38,11,1,131,48,48,0,83,83,0,176,111,65,64,1,245,57,149,4,15,0,19,1,225,107,8,51,59,0,253,161,92,152,152,0
"E01004270",2156,294,17,2,15,277,128,135,9,5,555,427,293,51,72,11,90,38,196,91,82,16,7,194,59,59,0,135,135,0,114,56,58,49,9,213,68,112,4,9,0,20,0,194,80,22,46,46,0,148,107,41,248,248,0
"E01004271",1497,63,8,0,8,55,28,12,8,7,285,183,125,15,34,9,71,31,139,82,40,16,1,164,39,39,0,125,125,0,131,92,39,39,0,264,105,117,4,3,0,26,9,154,43,30,51,30,0,209,141,68,88,88,0
"E01004272",1980,77,2,0,2,75,36,22,11,6,253,169,143,17,9,0,61,23,146,72,59,13,2,211,84,84,0,127,127,0,256,140,116,116,0,412,85,268,21,14,2,9,13,247,58,55,75,59,0,319,216,103,59,59,0
"E01004273",1794,70,6,0,6,64,43,16,3,2,299,203,160,10,31,2,76,20,140,52,74,13,1,150,40,40,0,110,110,0,193,123,70,70,0,237,54,115,47,13,0,8,0,264,64,32,86,82,0,354,279,75,87,87,0
"E01004274",1888,274,61,0,61,213,91,95,13,14,440,276,214,36,21,5,141,23,151,100,47,2,2,177,99,99,0,78,77,1,160,103,57,57,0,190,38,77,27,7,0,38,3,158,56,31,19,52,0,255,199,56,83,83,0
"E01004275",1769,391,60,0,60,331,181,126,17,7,485,319,210,57,36,16,135,31,141,83,52,2,4,142,26,26,0,116,116,0,135,65,70,69,1,181,36,97,19,7,0,15,7,131,44,9,39,39,0,97,72,25,66,66,0
"E01004276",1983,838,133,0,133,705,341,283,71,10,681,412,259,85,42,26,224,45,143,121,13,5,4,94,20,20,0,74,74,0,40,29,11,11,0,61,24,9,5,0,0,23,0,15,9,0,2,4,0,22,10,12,89,89,0
"E01004277",1585,671,169,8,161,502,216,218,46,22,587,318,180,71,42,25,260,9,103,88,7,5,3,74,35,35,0,39,39,0,23,21,2,2,0,33,14,12,0,1,0,6,0,14,8,0,2,4,0,29,21,8,51,51,0
"E01004280",1776,377,72,2,70,305,143,138,20,4,384,230,158,43,21,8,133,21,134,79,41,3,11,144,64,64,0,80,80,0,140,86,54,52,2,194,54,100,18,2,0,20,0,129,29,27,39,34,0,218,162,56,56,53,3
"E01004281",1746,550,55,0,55,495,231,209,35,20,547,389,283,59,21,26,123,35,148,93,36,11,8,104,28,28,0,76,76,0,89,55,34,28,6,86,25,35,1,9,0,16,0,54,17,7,23,7,0,83,56,27,85,83,2
"E01004283",1994,169,46,0,46,123,83,26,14,0,325,226,174,23,26,3,58,41,182,110,60,9,3,230,74,74,0,156,156,0,214,91,123,118,5,285,73,133,58,6,0,13,2,251,72,60,72,47,0,236,175,61,102,102,0
"E01004284",2165,242,42,0,42,200,118,55,12,15,608,472,410,37,17,8,99,37,192,106,34,39,13,156,51,51,0,105,105,0,179,103,76,76,0,223,45,111,36,15,0,11,5,198,67,53,38,40,0,309,171,138,58,58,0
"E01004285",2195,107,29,0,29,78,38,24,16,0,317,219,187,7,24,1,82,16,165,92,61,12,0,322,88,88,0,234,234,0,169,111,58,58,0,394,100,228,38,3,5,20,0,253,80,43,69,61,0,366,249,117,102,102,0
"E01004286",2185,176,51,0,51,125,54,45,16,10,422,275,219,26,28,2,87,60,230,111,77,36,6,172,67,67,0,105,105,0,225,142,83,78,5,302,77,126,67,17,0,12,3,240,75,60,54,51,0,355,262,93,63,63,0
"E01004287",1941,153,29,0,29,124,56,54,10,4,323,241,191,22,26,2,58,24,202,90,98,9,5,236,78,73,5,158,158,0,200,100,100,99,1,249,61,116,43,7,0,14,8,233,49,28,66,90,0,234,158,76,111,108,3
"E01004288",1472,99,10,0,10,89,42,43,4,0,211,125,105,10,8,2,70,16,144,69,58,17,0,151,53,53,0,98,98,0,142,86,56,54,2,202,24,135,16,6,0,18,3,185,47,44,52,42,0,317,216,101,21,21,0
"E01004289",1667,135,33,0,33,102,34,26,34,8,303,194,136,16,36,6,73,36,159,62,68,22,7,186,60,60,0,126,126,0,113,60,53,53,0,194,45,81,18,9,0,27,14,194,74,15,59,46,0,202,147,55,181,181,0
"E01004290",1140,200,46,0,46,154,111,35,8,0,245,184,118,21,34,11,33,28,109,76,21,12,0,102,28,28,0,74,74,0,88,39,49,49,0,97,36,50,3,1,0,4,3,60,26,5,18,11,0,82,53,29,157,157,0
"E01004291",1720,549,118,6,112,431,205,163,49,14,583,373,222,66,58,27,188,22,114,91,17,4,2,137,38,38,0,99,98,1,78,34,44,42,2,74,24,32,1,9,0,8,0,52,13,8,19,12,0,76,40,36,57,57,0
"E01004292",1668,675,105,3,102,570,286,232,43,9,525,369,245,69,33,22,132,24,158,125,15,13,5,83,37,37,0,46,46,0,41,34,7,7,0,69,38,10,8,3,0,4,6,30,5,14,5,6,0,34,19,15,53,52,1
"E01004293",1967,757,168,8,160,589,321,192,57,19,643,422,275,65,56,26,190,31,120,86,13,16,5,120,36,36,0,84,84,0,54,41,13,13,0,112,10,82,5,2,5,3,5,80,18,31,16,14,1,51,30,21,30,30,0
"E01004294",1603,480,112,5,107,368,174,147,35,12,417,284,194,40,36,14,103,30,167,92,61,3,11,106,49,49,0,57,57,0,61,43,18,11,7,135,22,64,24,8,0,17,0,82,19,33,13,17,0,97,56,41,58,58,0
"E01004295",1424,90,15,0,15,75,43,22,8,2,224,153,137,7,4,5,58,13,122,73,29,20,0,148,51,51,0,97,97,0,163,80,83,81,2,227,87,102,16,9,0,13,0,167,38,56,43,30,0,246,184,62,37,37,0
"E01004296",1501,278,45,0,45,233,123,82,26,2,332,224,167,28,25,4,85,23,136,73,45,16,2,136,38,38,0,98,98,0,98,59,39,36,3,249,55,126,32,7,0,17,12,111,34,19,15,43,0,107,74,33,54,54,0
"E01004297",1706,686,114,1,113,572,254,248,45,25,547,364,232,76,46,10,155,28,128,83,33,8,4,100,30,30,0,70,70,0,41,28,13,13,0,74,6,38,16,6,0,4,4,48,14,12,11,11,0,67,50,17,15,15,0
"E01004298",1493,164,19,0,19,145,63,60,8,14,268,166,130,24,12,0,67,35,93,52,30,11,0,136,46,46,0,90,90,0,120,46,74,74,0,217,72,102,26,4,0,13,0,164,31,45,43,45,0,288,221,67,43,43,0
"E01004300",1215,83,25,0,25,58,30,24,4,0,213,126,84,13,26,3,57,30,99,48,36,11,4,125,51,51,0,74,74,0,143,88,55,55,0,187,41,97,17,20,1,9,2,149,46,35,36,32,0,201,163,38,15,15,0
"E01004301",1245,112,15,0,15,97,69,15,12,1,189,122,83,19,19,1,45,22,79,20,31,28,0,156,66,66,0,90,90,0,103,78,25,25,0,179,58,78,30,7,0,6,0,199,33,67,57,42,0,192,151,41,36,36,0
"E01004302",1911,115,18,2,16,97,46,39,10,2,307,220,159,33,19,9,52,35,149,71,70,8,0,202,94,94,0,108,108,0,221,110,111,111,0,325,91,130,76,6,0,21,1,233,57,63,60,48,5,263,198,65,96,96,0
"E01004303",2213,394,81,0,81,313,151,100,45,17,416,286,201,37,39,9,95,35,202,98,82,20,2,179,63,63,0,116,116,0,169,105,64,56,8,256,80,115,22,14,0,25,0,224,49,47,56,71,1,206,144,62,167,167,0
"E01004304",1822,119,19,0,19,100,47,36,9,8,284,194,146,23,20,5,70,20,128,87,25,16,0,230,108,108,0,122,122,0,235,131,104,102,2,281,62,139,39,27,0,14,0,179,36,64,30,49,0,237,186,51,129,125,4
"E01004305",1769,128,27,5,22,101,61,28,10,2,284,187,141,35,10,1,60,37,165,76,63,16,10,200,87,87,0,113,113,0,153,83,70,69,1,249,61,139,12,11,0,15,11,214,60,49,59,45,1,288,220,68,88,88,0
"E01004306",1685,268,46,0,46,222,125,45,38,14,468,324,177,52,90,5,112,32,142,98,33,11,0,186,48,48,0,138,137,1,98,51,47,47,0,145,43,66,14,7,0,10,5,136,53,40,19,24,0,168,115,53,74,74,0
"E01004307",1808,543,93,1,92,450,227,174,35,14,592,419,261,75,73,10,144,29,155,95,41,19,0,99,23,23,0,76,75,1,52,39,13,13,0,107,26,48,12,6,0,12,3,61,27,9,16,9,0,97,57,40,102,102,0
"E01004308",1358,133,15,0,15,118,66,30,18,4,364,271,181,42,43,5,80,13,121,47,56,11,7,110,58,58,0,52,52,0,108,55,53,46,7,162,55,57,38,1,0,8,3,154,43,65,23,23,0,148,107,41,58,58,0
"E01004309",2273,273,42,2,40,231,107,84,28,12,437,307,220,38,38,11,95,35,154,91,43,18,2,124,41,41,0,83,80,3,219,156,63,63,0,319,107,110,65,14,0,8,15,247,50,79,56,62,0,414,296,118,86,86,0
"E01004310",1758,282,42,0,42,240,124,89,14,13,338,235,141,44,39,11,68,35,171,91,35,44,1,169,75,75,0,94,93,1,164,112,52,52,0,170,29,68,57,6,0,7,3,185,31,64,45,45,0,187,150,37,92,92,0
"E01004311",1365,136,19,0,19,117,89,23,5,0,270,210,145,12,49,4,39,21,119,73,21,21,4,147,41,41,0,106,106,0,102,30,72,67,5,173,32,85,7,18,0,27,4,154,46,35,37,36,0,194,136,58,70,70,0
"E01004312",1452,114,19,0,19,95,59,21,8,7,216,146,114,17,11,4,48,22,200,125,44,24,7,173,55,55,0,118,118,0,81,55,26,26,0,189,68,97,9,4,0,11,0,214,55,44,70,45,0,238,155,83,27,27,0
"E01004313",1910,176,31,0,31,145,82,46,9,8,452,332,235,34,52,11,87,33,181,93,64,20,4,159,66,66,0,93,93,0,167,93,74,74,0,251,72,109,30,1,0,28,11,183,66,41,28,48,0,247,178,69,94,94,0
"E01004314",983,238,27,0,27,211,90,68,49,4,385,291,167,25,95,4,77,17,59,26,21,8,4,109,30,30,0,79,74,5,46,24,22,22,0,53,17,26,1,2,0,5,2,42,8,2,2,30,0,33,32,1,18,18,0
"E01004315",1480,236,27,1,26,209,121,63,20,5,345,236,128,31,66,11,69,40,118,74,36,7,1,157,22,22,0,135,135,0,121,84,37,37,0,204,48,109,25,7,5,4,6,116,33,27,16,40,0,132,81,51,51,51,0
"E01004316",1087,127,28,0,28,99,65,19,14,1,273,208,117,15,61,15,41,24,71,46,20,5,0,106,32,32,0,74,74,0,72,48,24,21,3,109,41,42,23,3,0,0,0,122,48,23,29,22,0,158,102,56,49,49,0
