"GeographyCode","QS418EW0001","QS418EW0002","QS418EW0003"
"E00021249",123,123,0
"E00021251",120,120,0
"E00021252",130,130,0
"E00021253",151,151,0
"E00021254",114,114,0
"E00021255",117,117,0
"E00021256",108,107,1
"E00021257",107,107,0
"E00021258",137,137,0
"E00021259",139,139,0
"E00021260",151,151,0
"E00021261",131,130,1
"E00021262",120,120,0
"E00021263",180,180,0
"E00021266",119,119,0
"E00021267",146,146,0
"E00021268",110,110,0
"E00021271",191,191,0
"E00021272",91,91,0
"E00021273",126,126,0
"E00021274",196,196,0
"E00021275",118,118,0
"E00021277",102,102,0
"E00021278",82,82,0
"E00021279",153,153,0
"E00021280",152,152,0
"E00021281",205,204,1
"E00021282",184,184,0
"E00021285",79,78,1
"E00021286",112,112,0
"E00021287",161,160,1
"E00021288",139,139,0
"E00021289",125,123,2
"E00021290",120,120,0
"E00021291",257,257,0
"E00021292",115,115,0
"E00021294",200,199,1
"E00021295",148,148,0
"E00021296",163,163,0
"E00021297",157,157,0
"E00021298",178,178,0
"E00021299",171,171,0
"E00021300",189,188,1
"E00021301",179,177,2
"E00021302",192,191,1
"E00021303",127,126,1
"E00021304",119,119,0
"E00021305",106,106,0
"E00021306",130,130,0
"E00021307",187,186,1
"E00021308",140,139,1
"E00021309",107,107,0
"E00021310",115,115,0
"E00021311",122,122,0
"E00021312",129,129,0
"E00021313",208,208,0
"E00021314",150,150,0
"E00021315",117,117,0
"E00021316",103,103,0
"E00021317",123,123,0
"E00021318",145,145,0
"E00021319",142,142,0
"E00021320",121,121,0
"E00021321",116,116,0
"E00021322",116,116,0
"E00021323",140,140,0
"E00021324",165,164,1
"E00021325",151,150,1
"E00021326",133,132,1
"E00021327",183,183,0
"E00021328",131,130,1
"E00021329",188,187,1
"E00021330",125,125,0
"E00021331",91,91,0
"E00021332",134,134,0
"E00021333",128,128,0
"E00021334",155,155,0
"E00021335",180,180,0
"E00021336",89,89,0
"E00021337",88,88,0
"E00021338",133,132,1
"E00021339",126,126,0
"E00021340",216,215,1
"E00021342",101,100,1
"E00021344",153,153,0
"E00021345",116,116,0
"E00021346",119,119,0
"E00021347",146,145,1
"E00021349",138,138,0
"E00021350",113,113,0
"E00021351",135,134,1
"E00021352",118,118,0
"E00021353",128,127,1
"E00021354",142,142,0
"E00021355",169,169,0
"E00021357",117,116,1
"E00021359",112,112,0
"E00021360",125,124,1
"E00021361",143,143,0
"E00021363",146,146,0
"E00021364",161,160,1
"E00021365",139,139,0
"E00021366",144,144,0
"E00021367",134,134,0
"E00021368",143,142,1
"E00021369",60,60,0
"E00021370",175,175,0
"E00021371",47,47,0
"E00021372",150,150,0
"E00021374",127,127,0
"E00021375",130,129,1
"E00021376",131,131,0
"E00021377",223,222,1
"E00021378",187,187,0
"E00021379",130,130,0
"E00021380",119,119,0
"E00021381",141,141,0
"E00021382",126,126,0
"E00021383",176,175,1
"E00021384",129,129,0
"E00021385",163,163,0
"E00021386",121,121,0
"E00021387",231,231,0
"E00021388",142,142,0
"E00021391",219,219,0
"E00021392",164,164,0
"E00021393",157,157,0
"E00021394",136,135,1
"E00021395",120,120,0
"E00021396",146,144,2
"E00021397",170,169,1
"E00021398",177,177,0
"E00021399",186,186,0
"E00021400",139,138,1
"E00021402",122,122,0
"E00021404",150,150,0
"E00021405",133,133,0
"E00021406",143,141,2
"E00021407",192,191,1
"E00021408",179,179,0
"E00021409",151,151,0
"E00021410",116,116,0
"E00021411",154,154,0
"E00021412",138,137,1
"E00021413",141,140,1
"E00021414",105,103,2
"E00021415",123,122,1
"E00021416",124,124,0
"E00021417",120,120,0
"E00021418",126,126,0
"E00021419",136,136,0
"E00021420",128,127,1
"E00021421",198,197,1
"E00021422",89,88,1
"E00021423",141,141,0
"E00021424",112,112,0
"E00021425",138,138,0
"E00021426",107,106,1
"E00021427",136,136,0
"E00021428",139,138,1
"E00021429",60,60,0
"E00021430",127,126,1
"E00021431",127,126,1
"E00021432",159,159,0
"E00021433",247,247,0
"E00021434",129,129,0
"E00021437",124,124,0
"E00021438",106,106,0
"E00021439",91,90,1
"E00021440",129,129,0
"E00021441",132,132,0
"E00021442",132,132,0
"E00021443",117,117,0
"E00021444",117,117,0
"E00021445",112,109,3
"E00021446",114,112,2
"E00021447",124,124,0
"E00021448",140,140,0
"E00021449",137,135,2
"E00021450",71,71,0
"E00021451",142,139,3
"E00021452",117,116,1
"E00021453",129,129,0
"E00021454",116,115,1
"E00021455",147,145,2
"E00021458",150,150,0
"E00021459",140,140,0
"E00021460",169,169,0
"E00021461",119,118,1
"E00021462",138,137,1
"E00021463",130,129,1
"E00021464",129,128,1
"E00021465",128,128,0
"E00021466",139,137,2
"E00021467",118,117,1
"E00021468",113,112,1
"E00021469",153,153,0
"E00021470",115,114,1
"E00021471",136,136,0
"E00021473",97,96,1
"E00021474",124,123,1
"E00021475",123,122,1
"E00021476",125,125,0
"E00021477",170,170,0
"E00021478",133,133,0
"E00021479",155,154,1
"E00021480",154,154,0
"E00021481",136,135,1
"E00021482",129,129,0
"E00021483",235,235,0
"E00021484",118,118,0
"E00021485",123,123,0
"E00021486",123,123,0
"E00021487",73,73,0
"E00021488",158,158,0
"E00021489",116,115,1
"E00021490",115,115,0
"E00021491",85,84,1
"E00021492",134,133,1
"E00021493",125,124,1
"E00021494",177,177,0
"E00021495",304,303,1
"E00021496",106,104,2
"E00021497",133,133,0
"E00021498",125,123,2
"E00021499",136,136,0
"E00021500",143,142,1
"E00021501",129,128,1
"E00021502",135,134,1
"E00021503",125,123,2
"E00021504",165,165,0
"E00021505",97,97,0
"E00021506",146,146,0
"E00021507",168,167,1
"E00021508",135,134,1
"E00021509",178,176,2
"E00021510",143,143,0
"E00021511",134,134,0
"E00021516",106,106,0
"E00021517",143,143,0
"E00021518",151,151,0
"E00021519",209,209,0
"E00021520",106,106,0
"E00021521",99,99,0
"E00021522",136,136,0
"E00021524",197,197,0
"E00021525",141,141,0
"E00021526",178,178,0
"E00021527",148,148,0
"E00021528",94,94,0
"E00021529",118,118,0
"E00021531",192,192,0
"E00021532",142,142,0
"E00021533",154,154,0
"E00021534",142,142,0
"E00021535",123,123,0
"E00021536",128,127,1
"E00021537",178,178,0
"E00021538",332,332,0
"E00021539",151,151,0
"E00021541",149,149,0
"E00021542",128,128,0
"E00021543",160,160,0
"E00021544",97,97,0
"E00021546",114,114,0
"E00021547",119,119,0
"E00021549",129,129,0
"E00021550",182,181,1
"E00021552",98,97,1
"E00021553",121,121,0
"E00021554",129,129,0
"E00021555",143,141,2
"E00021556",153,153,0
"E00021557",190,190,0
"E00021559",159,159,0
"E00021560",163,163,0
"E00021561",148,147,1
"E00021562",146,146,0
"E00021563",126,126,0
"E00021564",124,124,0
"E00021565",89,89,0
"E00021566",159,159,0
"E00021567",146,145,1
"E00021569",150,150,0
"E00021572",139,137,2
"E00021574",98,98,0
"E00021577",130,130,0
"E00021579",109,108,1
"E00021580",123,121,2
"E00021582",98,98,0
"E00021583",144,141,3
"E00021584",117,117,0
"E00021585",149,149,0
"E00021586",130,130,0
"E00021587",132,132,0
"E00021588",148,148,0
"E00021590",137,137,0
"E00021591",129,129,0
"E00021592",115,114,1
"E00021593",140,140,0
"E00021594",133,133,0
"E00021595",136,136,0
"E00021596",166,166,0
"E00021597",122,122,0
"E00021598",117,117,0
"E00021599",173,173,0
"E00021600",171,171,0
"E00021601",136,136,0
"E00021602",127,127,0
"E00021603",128,127,1
"E00021604",155,154,1
"E00021605",169,169,0
"E00021606",203,203,0
"E00021607",120,119,1
"E00021608",129,129,0
"E00021610",158,158,0
"E00021611",161,161,0
"E00021612",157,157,0
"E00021613",131,131,0
"E00021614",180,180,0
"E00021615",149,149,0
"E00021616",123,123,0
"E00021617",112,112,0
"E00021618",101,99,2
"E00021619",165,164,1
"E00021620",136,136,0
"E00021621",119,118,1
"E00021622",148,148,0
"E00021623",92,92,0
"E00021624",196,196,0
"E00021625",257,257,0
"E00021626",241,241,0
"E00021627",211,210,1
"E00021628",132,132,0
"E00021629",145,145,0
"E00021630",136,136,0
"E00021631",146,146,0
"E00021632",127,127,0
"E00021633",129,129,0
"E00021634",144,144,0
"E00021635",127,127,0
"E00021636",117,117,0
"E00021637",175,173,2
"E00021639",94,93,1
"E00021640",149,148,1
"E00021641",139,139,0
"E00021642",129,129,0
"E00021643",93,92,1
"E00021644",139,138,1
"E00021646",159,159,0
"E00021648",117,117,0
"E00021649",129,129,0
"E00021650",113,113,0
"E00021651",152,152,0
"E00021652",169,169,0
"E00021653",176,175,1
"E00021654",146,146,0
"E00021655",82,82,0
"E00021656",170,170,0
"E00021657",126,126,0
"E00021658",101,101,0
"E00021659",139,139,0
"E00021660",116,115,1
"E00021661",210,209,1
"E00021662",183,183,0
"E00021663",135,134,1
"E00021665",152,152,0
"E00021666",231,230,1
"E00021667",147,146,1
"E00021668",254,252,2
"E00021669",130,128,2
"E00021670",127,127,0
"E00021671",102,102,0
"E00021672",140,139,1
"E00021673",145,145,0
"E00021674",144,143,1
"E00021675",162,162,0
"E00021676",186,186,0
"E00021677",120,118,2
"E00021678",168,168,0
"E00021679",61,61,0
"E00021680",209,209,0
"E00021681",161,161,0
"E00021682",158,157,1
"E00021683",156,154,2
"E00021685",222,221,1
"E00021686",226,224,2
"E00021687",195,195,0
"E00021688",152,152,0
"E00021689",193,193,0
"E00021690",219,217,2
"E00021691",135,132,3
"E00021692",184,183,1
"E00021693",207,207,0
"E00021694",162,161,1
"E00021695",161,161,0
"E00021696",191,191,0
"E00021697",145,145,0
"E00021698",160,160,0
"E00021699",175,175,0
"E00021700",226,226,0
"E00021701",186,186,0
"E00021702",124,123,1
"E00021703",126,125,1
"E00021704",157,156,1
"E00021705",176,175,1
"E00021706",112,112,0
"E00021707",144,144,0
"E00021708",131,131,0
"E00021709",111,111,0
"E00021710",117,117,0
"E00021711",202,202,0
"E00021712",149,148,1
"E00021713",98,98,0
"E00021714",100,100,0
"E00021715",132,131,1
"E00021716",164,163,1
"E00021717",108,107,1
"E00021718",159,159,0
"E00021719",58,58,0
"E00021722",145,142,3
"E00021723",112,112,0
"E00021724",129,129,0
"E00021725",117,117,0
"E00021726",109,109,0
"E00021727",118,116,2
"E00021728",114,114,0
"E00021729",73,73,0
"E00021730",165,164,1
"E00021731",155,154,1
"E00021732",101,101,0
"E00021733",263,263,0
"E00021734",208,207,1
"E00021735",139,138,1
"E00021736",135,134,1
"E00021737",105,104,1
"E00021738",119,119,0
"E00021739",128,128,0
"E00021740",171,170,1
"E00021741",143,143,0
"E00021742",218,217,1
"E00021743",143,143,0
"E00021744",259,259,0
"E00021745",98,98,0
"E00021746",153,153,0
"E00021748",208,208,0
"E00021750",123,123,0
"E00021752",138,137,1
"E00021753",116,116,0
"E00021754",89,89,0
"E00021755",130,129,1
"E00021756",103,103,0
"E00021757",96,94,2
"E00021758",140,140,0
"E00021759",115,113,2
"E00021760",112,110,2
"E00021761",103,103,0
"E00021762",108,107,1
"E00021763",137,137,0
"E00021764",110,110,0
"E00021766",107,106,1
"E00021767",129,129,0
"E00167078",120,119,1
"E00167079",127,127,0
"E00167080",142,141,1
"E00167081",125,125,0
"E00167082",146,144,2
"E00167083",128,128,0
"E00167084",114,114,0
"E00167085",126,126,0
"E00167086",137,136,1
"E00167087",147,147,0
"E00167088",117,117,0
"E00167089",93,93,0
"E00167090",96,94,2
"E00167091",147,147,0
"E00167092",172,172,0
"E00167093",102,101,1
"E00167094",144,144,0
"E00167095",111,111,0
"E00167096",71,71,0
"E00167097",142,142,0
"E00167098",85,85,0
"E00167099",102,102,0
"E00167100",242,242,0
"E00167101",161,161,0
"E00167102",134,133,1
"E00167103",137,137,0
"E00167104",131,131,0
"E00167105",138,137,1
"E00167106",171,171,0
"E00167107",127,127,0
"E00167108",168,167,1
"E00167109",176,175,1
"E00167110",129,129,0
"E00167111",164,164,0
"E00167112",491,490,1
"E00167113",183,182,1
"E00167114",139,138,1
"E00167115",531,528,3
"E00167116",118,117,1
"E00167117",115,115,0
"E00167118",143,143,0
"E00167119",137,135,2
"E00167120",143,142,1
"E00167121",195,195,0
"E00167122",180,180,0
"E00167123",113,112,1
"E00167124",140,140,0
"E00167125",94,94,0
"E00167126",185,184,1
"E00167127",127,126,1
"E00167128",98,98,0
"E00167129",345,343,2
"E00167130",505,503,2
"E00167131",64,64,0
"E00167132",363,361,2
"E00167133",84,84,0
"E00167134",150,150,0
"E00167135",151,151,0
"E00167136",61,61,0
"E00167137",152,152,0
"E00167138",144,144,0
"E00167139",251,250,1
"E00167140",137,136,1
"E00167141",180,180,0
"E00167142",225,225,0
"E00167143",117,117,0
"E00167144",124,124,0
"E00167145",123,123,0
"E00167146",172,171,1
"E00167147",112,111,1
"E00167148",129,129,0
"E00167149",89,89,0
"E00167150",222,222,0
"E00167151",276,276,0
"E00167152",145,145,0
"E00167153",328,327,1
"E00167154",114,114,0
"E00167155",244,244,0
"E00167156",123,121,2
"E00167157",202,202,0
"E00167158",189,189,0
"E00167159",148,148,0
"E00167160",122,122,0
"E00167161",99,98,1
"E00167162",206,206,0
"E00167163",125,125,0
"E00167164",56,56,0
"E00167165",141,141,0
"E00167166",183,182,1
"E00167167",143,142,1
"E00167168",163,163,0
"E00167169",138,138,0
"E00167170",91,91,0
"E00167171",72,71,1
"E00167172",110,110,0
"E00167173",143,143,0
"E00167174",146,146,0
"E00167175",179,179,0
"E00167176",178,176,2
"E00167177",139,138,1
"E00167178",138,138,0
"E00167179",133,133,0
"E00167180",119,118,1
"E00167181",54,54,0
"E00167182",66,65,1
"E00167183",74,74,0
"E00167184",100,100,0
"E00167185",208,208,0
"E00167186",124,124,0
"E00167187",127,127,0
"E00167188",148,148,0
"E00167189",121,120,1
"E00167190",99,99,0
"E00167191",126,126,0
"E00167192",106,106,0
"E00167193",103,103,0
"E00167194",124,123,1
"E00167195",98,98,0
"E00167196",78,77,1
"E00167197",122,122,0
"E00167198",188,188,0
"E00167199",70,70,0
"E00167200",112,112,0
"E00167201",143,143,0
"E00167202",111,110,1
"E00167203",132,132,0
"E00167204",123,123,0
"E00167205",126,125,1
"E00167206",123,122,1
"E00167207",118,118,0
"E00167208",131,130,1
"E00167209",167,166,1
"E00167210",74,74,0
"E00167211",144,144,0
"E00167212",115,114,1
"E00167213",111,110,1
"E00167214",131,131,0
"E00167215",152,152,0
"E00167216",114,114,0
"E00167217",92,91,1
"E00167218",122,121,1
"E00167219",93,92,1
"E00167220",142,142,0
"E00167221",163,163,0
"E00167222",93,93,0
"E00167223",134,134,0
"E00167224",143,143,0
"E00167225",101,100,1
"E00167226",133,133,0
"E00167227",136,136,0
"E00167228",115,115,0
"E00167229",124,124,0
"E00167230",121,121,0
"E00167231",101,100,1
"E00167232",92,91,1
"E00167233",87,87,0
"E00167234",116,116,0
"E00167235",144,144,0
"E00167236",104,104,0
"E00167237",114,114,0
"E00167238",135,133,2
"E00167239",81,81,0
"E00167240",138,138,0
"E00167241",119,118,1
"E00167242",90,90,0
"E00167243",128,126,2
"E00167244",119,119,0
"E00167245",130,130,0
"E00167246",97,97,0
"E00167247",79,79,0
"E00167248",278,277,1
"E00167249",269,269,0
"E00167250",103,103,0
"E00167251",105,103,2
"E00167252",143,143,0
"E00167253",140,139,1
"E00167254",108,107,1
"E00167255",119,119,0
"E00167256",127,126,1
"E00167257",167,166,1
"E00167258",95,95,0
"E00167259",75,75,0
"E00167260",135,135,0
"E00167261",140,139,1
"E00167262",47,47,0
"E00167263",103,103,0
"E00167264",135,135,0
"E00167265",147,147,0
"E00167266",148,146,2
