"GeographyCode","KS601EW0001","KS601EW0002","KS601EW0003","KS601EW0004","KS601EW0005","KS601EW0006","KS601EW0007","KS601EW0008","KS601EW0009","KS601EW0010","KS601EW0011","KS601EW0012","KS601EW0013","KS601EW0014","KS601EW0015","KS601EW0016","KS601EW0017","KS601EW0018","KS601EW0019","KS601EW0020","KS601EW0021","KS601EW0022","KS601EW0023","KS601EW0024","KS601EW0025","KS601EW0026","KS601EW0027","KS601EW0028","KS601EW0029"
"E02000864",6143,662,2212,492,482,326,468,463,431,374,233,99,63,91,201,10.776493569917,36.0084649194205,8.00911606706821,7.84632915513593,5.30685332899235,7.61842747843073,7.53703402246459,7.0161159042813,6.0882305062673,3.79293504802214,1.61159042812958,1.02555754517337,1.48136089858375,3.27201692983884
"E02000865",5303,610,1836,498,416,245,298,429,374,316,281,100,62,86,156,11.502922873845,34.6219121252121,9.3909108052046,7.84461625495003,4.62002640015086,5.61946068263247,8.08976051291722,7.05261172920988,5.95889119366396,5.29888742221384,1.88572506128606,1.16914953799736,1.62172355270602,2.94173109560626
"E02000866",7591,665,3218,844,425,346,492,687,377,322,215,107,68,103,145,8.76037412725596,42.3923066789619,11.1184297194046,5.59873534448689,4.55802924515874,6.48135950467659,9.05019101567646,4.96640758793308,4.24186536688183,2.83230140956396,1.40956395731788,0.895797655117903,1.35686997760506,1.91015676458965
"E02000867",7896,673,3859,653,402,434,300,638,429,288,220,103,57,97,130,8.52330293819656,48.8728470111449,8.27001013171226,5.09118541033435,5.49645390070922,3.79939209726444,8.08004052684904,5.43313069908815,3.64741641337386,2.78622087132725,1.30445795339412,0.721884498480243,1.22847011144883,1.64640324214792
"E02000868",5355,449,2135,634,299,385,246,508,295,231,173,76,41,77,116,8.38468720821662,39.8692810457516,11.8394024276377,5.58356676003735,7.18954248366013,4.59383753501401,9.48646125116713,5.50887021475257,4.31372549019608,3.23062558356676,1.41923436041083,0.765639589169001,1.43790849673203,2.16619981325864
"E02000869",4484,438,1652,610,303,217,278,295,249,262,180,72,51,64,129,9.76806422836753,36.8421052631579,13.6039250669045,6.75735950044603,4.83942908117752,6.19982158786797,6.57894736842105,5.55307760927743,5.84299732381802,4.014272970562,1.6057091882248,1.13737734165923,1.42729705619982,2.87689562890277
"E02000870",4903,563,1884,434,332,247,259,410,327,251,196,80,35,72,135,11.4827656536814,38.4254538037936,8.85172343463186,6.77136447073221,5.03773200081583,5.28248011421579,8.36222720783194,6.66938609014889,5.11931470528248,3.997552518866,1.63165408933306,0.713848664083214,1.46848868039976,2.75341627574954
"E02000871",6097,760,1875,392,534,442,307,580,603,305,299,138,60,178,202,12.465146793505,30.7528292602919,6.42939150401837,8.75840577333115,7.24946695095949,5.03526324421847,9.51287518451698,9.89010989010989,5.00246022634082,4.90405117270789,2.26340823355749,0.984090536329342,2.91946859111038,3.31310480564212
"E02000872",5960,524,2510,642,403,290,234,480,390,268,219,114,43,97,142,8.79194630872483,42.1140939597315,10.7718120805369,6.76174496644295,4.86577181208054,3.9261744966443,8.05369127516778,6.54362416107383,4.49664429530201,3.6744966442953,1.91275167785235,0.721476510067114,1.62751677852349,2.38255033557047
"E02000873",6888,596,1738,364,392,808,264,1848,428,226,224,95,62,103,157,8.6527293844367,25.2322880371661,5.28455284552846,5.69105691056911,11.7305458768873,3.83275261324042,26.8292682926829,6.2137049941928,3.28106852497096,3.2520325203252,1.37921022067364,0.900116144018583,1.49535423925668,2.27932636469222
