"GeographyCode","KS107EW0001","KS107EW0002","KS107EW0003","KS107EW0004","KS107EW0005","KS107EW0006","KS107EW0007","KS107EW0008","KS107EW0009","KS107EW0010","KS107EW0011","KS107EW0012","KS107EW0013","KS107EW0014","KS107EW0015","KS107EW0016","KS107EW0017","KS107EW0018","KS107EW0019","KS107EW0020","KS107EW0021","KS107EW0022","KS107EW0023"
"E00021336",19,5,3,11,0,0,0,0,19,5,3,11,26.3157894736842,15.7894736842105,57.8947368421053,0,0,0,0,100,26.3157894736842,15.7894736842105,57.8947368421053
"E00021337",12,4,3,5,0,0,0,0,12,4,3,5,33.3333333333333,25,41.6666666666667,0,0,0,0,100,33.3333333333333,25,41.6666666666667
"E00021338",19,4,3,12,0,0,0,0,19,4,3,12,21.0526315789474,15.7894736842105,63.1578947368421,0,0,0,0,100,21.0526315789474,15.7894736842105,63.1578947368421
"E00021339",11,0,4,7,0,0,0,0,11,0,4,7,0,36.3636363636364,63.6363636363636,0,0,0,0,100,0,36.3636363636364,63.6363636363636
"E00021340",14,2,2,10,0,0,0,0,14,2,2,10,14.2857142857143,14.2857142857143,71.4285714285714,0,0,0,0,100,14.2857142857143,14.2857142857143,71.4285714285714
"E00021342",15,1,4,10,1,0,1,0,14,1,3,10,6.66666666666667,26.6666666666667,66.6666666666667,6.66666666666667,0,6.66666666666667,0,93.3333333333333,6.66666666666667,20,66.6666666666667
"E00021344",20,3,5,12,0,0,0,0,20,3,5,12,15,25,60,0,0,0,0,100,15,25,60
"E00021345",17,6,2,9,0,0,0,0,17,6,2,9,35.2941176470588,11.7647058823529,52.9411764705882,0,0,0,0,100,35.2941176470588,11.7647058823529,52.9411764705882
"E00021346",14,2,4,8,1,1,0,0,13,1,4,8,14.2857142857143,28.5714285714286,57.1428571428571,7.14285714285714,7.14285714285714,0,0,92.8571428571429,7.14285714285714,28.5714285714286,57.1428571428571
"E00021347",23,4,7,12,2,1,1,0,21,3,6,12,17.3913043478261,30.4347826086957,52.1739130434783,8.69565217391304,4.34782608695652,4.34782608695652,0,91.304347826087,13.0434782608696,26.0869565217391,52.1739130434783
"E00021349",16,5,3,8,1,0,1,0,15,5,2,8,31.25,18.75,50,6.25,0,6.25,0,93.75,31.25,12.5,50
"E00021350",19,3,2,14,0,0,0,0,19,3,2,14,15.7894736842105,10.5263157894737,73.6842105263158,0,0,0,0,100,15.7894736842105,10.5263157894737,73.6842105263158
"E00021351",18,3,5,10,0,0,0,0,18,3,5,10,16.6666666666667,27.7777777777778,55.5555555555556,0,0,0,0,100,16.6666666666667,27.7777777777778,55.5555555555556
"E00021352",23,9,6,8,2,0,2,0,21,9,4,8,39.1304347826087,26.0869565217391,34.7826086956522,8.69565217391304,0,8.69565217391304,0,91.304347826087,39.1304347826087,17.3913043478261,34.7826086956522
"E00021353",13,2,2,9,0,0,0,0,13,2,2,9,15.3846153846154,15.3846153846154,69.2307692307692,0,0,0,0,100,15.3846153846154,15.3846153846154,69.2307692307692
"E00021354",15,4,2,9,1,0,1,0,14,4,1,9,26.6666666666667,13.3333333333333,60,6.66666666666667,0,6.66666666666667,0,93.3333333333333,26.6666666666667,6.66666666666667,60
"E00021355",8,1,0,7,0,0,0,0,8,1,0,7,12.5,0,87.5,0,0,0,0,100,12.5,0,87.5
"E00021357",10,2,0,8,0,0,0,0,10,2,0,8,20,0,80,0,0,0,0,100,20,0,80
"E00021359",5,0,2,3,0,0,0,0,5,0,2,3,0,40,60,0,0,0,0,100,0,40,60
"E00021360",15,0,2,13,1,0,0,1,14,0,2,12,0,13.3333333333333,86.6666666666667,6.66666666666667,0,0,6.66666666666667,93.3333333333333,0,13.3333333333333,80
"E00021361",36,4,4,28,3,0,0,3,33,4,4,25,11.1111111111111,11.1111111111111,77.7777777777778,8.33333333333333,0,0,8.33333333333333,91.6666666666667,11.1111111111111,11.1111111111111,69.4444444444444
"E00021363",31,12,0,19,1,0,0,1,30,12,0,18,38.7096774193548,0,61.2903225806452,3.2258064516129,0,0,3.2258064516129,96.7741935483871,38.7096774193548,0,58.0645161290323
"E00021364",11,3,1,7,1,1,0,0,10,2,1,7,27.2727272727273,9.09090909090909,63.6363636363636,9.09090909090909,9.09090909090909,0,0,90.9090909090909,18.1818181818182,9.09090909090909,63.6363636363636
"E00021365",10,1,3,6,0,0,0,0,10,1,3,6,10,30,60,0,0,0,0,100,10,30,60
"E00021366",15,5,0,10,0,0,0,0,15,5,0,10,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00021367",16,2,3,11,3,1,0,2,13,1,3,9,12.5,18.75,68.75,18.75,6.25,0,12.5,81.25,6.25,18.75,56.25
"E00021368",14,0,2,12,1,0,1,0,13,0,1,12,0,14.2857142857143,85.7142857142857,7.14285714285714,0,7.14285714285714,0,92.8571428571429,0,7.14285714285714,85.7142857142857
"E00021369",11,2,1,8,0,0,0,0,11,2,1,8,18.1818181818182,9.09090909090909,72.7272727272727,0,0,0,0,100,18.1818181818182,9.09090909090909,72.7272727272727
"E00021370",23,5,0,18,0,0,0,0,23,5,0,18,21.7391304347826,0,78.2608695652174,0,0,0,0,100,21.7391304347826,0,78.2608695652174
"E00021371",8,1,1,6,0,0,0,0,8,1,1,6,12.5,12.5,75,0,0,0,0,100,12.5,12.5,75
"E00021372",16,4,4,8,1,0,0,1,15,4,4,7,25,25,50,6.25,0,0,6.25,93.75,25,25,43.75
"E00021374",11,3,2,6,1,0,0,1,10,3,2,5,27.2727272727273,18.1818181818182,54.5454545454545,9.09090909090909,0,0,9.09090909090909,90.9090909090909,27.2727272727273,18.1818181818182,45.4545454545455
"E00021375",14,3,4,7,1,0,0,1,13,3,4,6,21.4285714285714,28.5714285714286,50,7.14285714285714,0,0,7.14285714285714,92.8571428571429,21.4285714285714,28.5714285714286,42.8571428571429
"E00021376",17,3,2,12,1,0,1,0,16,3,1,12,17.6470588235294,11.7647058823529,70.5882352941177,5.88235294117647,0,5.88235294117647,0,94.1176470588235,17.6470588235294,5.88235294117647,70.5882352941177
"E00021377",35,5,6,24,4,0,4,0,31,5,2,24,14.2857142857143,17.1428571428571,68.5714285714286,11.4285714285714,0,11.4285714285714,0,88.5714285714286,14.2857142857143,5.71428571428571,68.5714285714286
"E00021378",15,4,1,10,1,0,0,1,14,4,1,9,26.6666666666667,6.66666666666667,66.6666666666667,6.66666666666667,0,0,6.66666666666667,93.3333333333333,26.6666666666667,6.66666666666667,60
"E00021379",6,5,1,0,1,1,0,0,5,4,1,0,83.3333333333333,16.6666666666667,0,16.6666666666667,16.6666666666667,0,0,83.3333333333333,66.6666666666667,16.6666666666667,0
"E00021380",7,0,0,7,0,0,0,0,7,0,0,7,0,0,100,0,0,0,0,100,0,0,100
"E00021381",28,7,4,17,1,0,1,0,27,7,3,17,25,14.2857142857143,60.7142857142857,3.57142857142857,0,3.57142857142857,0,96.4285714285714,25,10.7142857142857,60.7142857142857
"E00021382",25,5,5,15,0,0,0,0,25,5,5,15,20,20,60,0,0,0,0,100,20,20,60
"E00021383",24,5,2,17,1,0,0,1,23,5,2,16,20.8333333333333,8.33333333333333,70.8333333333333,4.16666666666667,0,0,4.16666666666667,95.8333333333333,20.8333333333333,8.33333333333333,66.6666666666667
"E00021384",2,1,1,0,1,0,1,0,1,1,0,0,50,50,0,50,0,50,0,50,50,0,0
"E00021385",12,3,1,8,0,0,0,0,12,3,1,8,25,8.33333333333333,66.6666666666667,0,0,0,0,100,25,8.33333333333333,66.6666666666667
"E00021386",17,4,2,11,1,0,0,1,16,4,2,10,23.5294117647059,11.7647058823529,64.7058823529412,5.88235294117647,0,0,5.88235294117647,94.1176470588235,23.5294117647059,11.7647058823529,58.8235294117647
"E00021387",28,8,5,15,1,0,1,0,27,8,4,15,28.5714285714286,17.8571428571429,53.5714285714286,3.57142857142857,0,3.57142857142857,0,96.4285714285714,28.5714285714286,14.2857142857143,53.5714285714286
"E00021388",15,3,3,9,0,0,0,0,15,3,3,9,20,20,60,0,0,0,0,100,20,20,60
"E00021391",26,3,3,20,2,0,0,2,24,3,3,18,11.5384615384615,11.5384615384615,76.9230769230769,7.69230769230769,0,0,7.69230769230769,92.3076923076923,11.5384615384615,11.5384615384615,69.2307692307692
"E00021392",18,7,1,10,0,0,0,0,18,7,1,10,38.8888888888889,5.55555555555556,55.5555555555556,0,0,0,0,100,38.8888888888889,5.55555555555556,55.5555555555556
"E00021393",19,4,1,14,0,0,0,0,19,4,1,14,21.0526315789474,5.26315789473684,73.6842105263158,0,0,0,0,100,21.0526315789474,5.26315789473684,73.6842105263158
"E00021394",22,4,1,17,1,0,0,1,21,4,1,16,18.1818181818182,4.54545454545455,77.2727272727273,4.54545454545455,0,0,4.54545454545455,95.4545454545455,18.1818181818182,4.54545454545455,72.7272727272727
"E00021395",12,2,1,9,0,0,0,0,12,2,1,9,16.6666666666667,8.33333333333333,75,0,0,0,0,100,16.6666666666667,8.33333333333333,75
"E00021396",24,8,2,14,0,0,0,0,24,8,2,14,33.3333333333333,8.33333333333333,58.3333333333333,0,0,0,0,100,33.3333333333333,8.33333333333333,58.3333333333333
"E00021397",40,10,6,24,2,0,0,2,38,10,6,22,25,15,60,5,0,0,5,95,25,15,55
"E00021398",25,3,8,14,0,0,0,0,25,3,8,14,12,32,56,0,0,0,0,100,12,32,56
"E00021399",8,1,2,5,2,0,2,0,6,1,0,5,12.5,25,62.5,25,0,25,0,75,12.5,0,62.5
"E00021400",26,8,2,16,0,0,0,0,26,8,2,16,30.7692307692308,7.69230769230769,61.5384615384615,0,0,0,0,100,30.7692307692308,7.69230769230769,61.5384615384615
"E00021402",7,4,0,3,0,0,0,0,7,4,0,3,57.1428571428571,0,42.8571428571429,0,0,0,0,100,57.1428571428571,0,42.8571428571429
"E00021404",2,1,1,0,1,0,1,0,1,1,0,0,50,50,0,50,0,50,0,50,50,0,0
"E00021405",10,2,3,5,0,0,0,0,10,2,3,5,20,30,50,0,0,0,0,100,20,30,50
"E00021406",15,2,2,11,0,0,0,0,15,2,2,11,13.3333333333333,13.3333333333333,73.3333333333333,0,0,0,0,100,13.3333333333333,13.3333333333333,73.3333333333333
"E00021407",55,11,10,34,3,2,1,0,52,9,9,34,20,18.1818181818182,61.8181818181818,5.45454545454545,3.63636363636364,1.81818181818182,0,94.5454545454545,16.3636363636364,16.3636363636364,61.8181818181818
"E00021408",4,3,0,1,0,0,0,0,4,3,0,1,75,0,25,0,0,0,0,100,75,0,25
"E00021409",1,1,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00021410",8,1,3,4,0,0,0,0,8,1,3,4,12.5,37.5,50,0,0,0,0,100,12.5,37.5,50
"E00021411",9,0,2,7,1,0,1,0,8,0,1,7,0,22.2222222222222,77.7777777777778,11.1111111111111,0,11.1111111111111,0,88.8888888888889,0,11.1111111111111,77.7777777777778
"E00021412",30,1,6,23,1,0,0,1,29,1,6,22,3.33333333333333,20,76.6666666666667,3.33333333333333,0,0,3.33333333333333,96.6666666666667,3.33333333333333,20,73.3333333333333
"E00021413",18,4,4,10,0,0,0,0,18,4,4,10,22.2222222222222,22.2222222222222,55.5555555555556,0,0,0,0,100,22.2222222222222,22.2222222222222,55.5555555555556
"E00021414",14,3,1,10,2,0,1,1,12,3,0,9,21.4285714285714,7.14285714285714,71.4285714285714,14.2857142857143,0,7.14285714285714,7.14285714285714,85.7142857142857,21.4285714285714,0,64.2857142857143
"E00021415",22,9,6,7,3,0,2,1,19,9,4,6,40.9090909090909,27.2727272727273,31.8181818181818,13.6363636363636,0,9.09090909090909,4.54545454545455,86.3636363636364,40.9090909090909,18.1818181818182,27.2727272727273
"E00021416",13,1,4,8,1,0,0,1,12,1,4,7,7.69230769230769,30.7692307692308,61.5384615384615,7.69230769230769,0,0,7.69230769230769,92.3076923076923,7.69230769230769,30.7692307692308,53.8461538461538
"E00021417",11,3,1,7,0,0,0,0,11,3,1,7,27.2727272727273,9.09090909090909,63.6363636363636,0,0,0,0,100,27.2727272727273,9.09090909090909,63.6363636363636
"E00021418",2,1,1,0,0,0,0,0,2,1,1,0,50,50,0,0,0,0,0,100,50,50,0
"E00021419",23,7,3,13,0,0,0,0,23,7,3,13,30.4347826086957,13.0434782608696,56.5217391304348,0,0,0,0,100,30.4347826086957,13.0434782608696,56.5217391304348
"E00021420",5,1,0,4,0,0,0,0,5,1,0,4,20,0,80,0,0,0,0,100,20,0,80
"E00021421",11,3,1,7,0,0,0,0,11,3,1,7,27.2727272727273,9.09090909090909,63.6363636363636,0,0,0,0,100,27.2727272727273,9.09090909090909,63.6363636363636
"E00021422",11,4,1,6,0,0,0,0,11,4,1,6,36.3636363636364,9.09090909090909,54.5454545454545,0,0,0,0,100,36.3636363636364,9.09090909090909,54.5454545454545
"E00021423",10,1,0,9,0,0,0,0,10,1,0,9,10,0,90,0,0,0,0,100,10,0,90
"E00021424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021425",4,2,1,1,0,0,0,0,4,2,1,1,50,25,25,0,0,0,0,100,50,25,25
"E00021426",26,8,1,17,1,0,0,1,25,8,1,16,30.7692307692308,3.84615384615385,65.3846153846154,3.84615384615385,0,0,3.84615384615385,96.1538461538462,30.7692307692308,3.84615384615385,61.5384615384615
"E00021427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021428",19,6,0,13,0,0,0,0,19,6,0,13,31.5789473684211,0,68.4210526315789,0,0,0,0,100,31.5789473684211,0,68.4210526315789
"E00021429",12,4,1,7,1,0,0,1,11,4,1,6,33.3333333333333,8.33333333333333,58.3333333333333,8.33333333333333,0,0,8.33333333333333,91.6666666666667,33.3333333333333,8.33333333333333,50
"E00021430",11,1,3,7,1,0,0,1,10,1,3,6,9.09090909090909,27.2727272727273,63.6363636363636,9.09090909090909,0,0,9.09090909090909,90.9090909090909,9.09090909090909,27.2727272727273,54.5454545454545
"E00021431",7,1,0,6,1,0,0,1,6,1,0,5,14.2857142857143,0,85.7142857142857,14.2857142857143,0,0,14.2857142857143,85.7142857142857,14.2857142857143,0,71.4285714285714
"E00021432",19,5,4,10,0,0,0,0,19,5,4,10,26.3157894736842,21.0526315789474,52.6315789473684,0,0,0,0,100,26.3157894736842,21.0526315789474,52.6315789473684
"E00021433",27,6,4,17,3,1,1,1,24,5,3,16,22.2222222222222,14.8148148148148,62.962962962963,11.1111111111111,3.7037037037037,3.7037037037037,3.7037037037037,88.8888888888889,18.5185185185185,11.1111111111111,59.2592592592593
"E00021434",9,4,0,5,0,0,0,0,9,4,0,5,44.4444444444444,0,55.5555555555556,0,0,0,0,100,44.4444444444444,0,55.5555555555556
"E00021437",12,1,4,7,0,0,0,0,12,1,4,7,8.33333333333333,33.3333333333333,58.3333333333333,0,0,0,0,100,8.33333333333333,33.3333333333333,58.3333333333333
"E00021438",6,3,0,3,2,2,0,0,4,1,0,3,50,0,50,33.3333333333333,33.3333333333333,0,0,66.6666666666667,16.6666666666667,0,50
"E00021439",9,2,1,6,2,1,0,1,7,1,1,5,22.2222222222222,11.1111111111111,66.6666666666667,22.2222222222222,11.1111111111111,0,11.1111111111111,77.7777777777778,11.1111111111111,11.1111111111111,55.5555555555556
"E00021440",6,3,0,3,0,0,0,0,6,3,0,3,50,0,50,0,0,0,0,100,50,0,50
"E00021441",13,6,3,4,1,0,0,1,12,6,3,3,46.1538461538462,23.0769230769231,30.7692307692308,7.69230769230769,0,0,7.69230769230769,92.3076923076923,46.1538461538462,23.0769230769231,23.0769230769231
"E00021442",14,1,3,10,2,0,2,0,12,1,1,10,7.14285714285714,21.4285714285714,71.4285714285714,14.2857142857143,0,14.2857142857143,0,85.7142857142857,7.14285714285714,7.14285714285714,71.4285714285714
"E00021443",10,4,3,3,0,0,0,0,10,4,3,3,40,30,30,0,0,0,0,100,40,30,30
"E00021444",7,2,0,5,0,0,0,0,7,2,0,5,28.5714285714286,0,71.4285714285714,0,0,0,0,100,28.5714285714286,0,71.4285714285714
"E00021445",9,1,0,8,1,0,0,1,8,1,0,7,11.1111111111111,0,88.8888888888889,11.1111111111111,0,0,11.1111111111111,88.8888888888889,11.1111111111111,0,77.7777777777778
"E00021446",12,3,1,8,2,0,0,2,10,3,1,6,25,8.33333333333333,66.6666666666667,16.6666666666667,0,0,16.6666666666667,83.3333333333333,25,8.33333333333333,50
"E00021447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021448",16,3,3,10,1,0,0,1,15,3,3,9,18.75,18.75,62.5,6.25,0,0,6.25,93.75,18.75,18.75,56.25
"E00021449",5,1,0,4,0,0,0,0,5,1,0,4,20,0,80,0,0,0,0,100,20,0,80
"E00021450",6,0,2,4,2,0,1,1,4,0,1,3,0,33.3333333333333,66.6666666666667,33.3333333333333,0,16.6666666666667,16.6666666666667,66.6666666666667,0,16.6666666666667,50
"E00021451",12,4,2,6,2,1,1,0,10,3,1,6,33.3333333333333,16.6666666666667,50,16.6666666666667,8.33333333333333,8.33333333333333,0,83.3333333333333,25,8.33333333333333,50
"E00021452",7,4,0,3,0,0,0,0,7,4,0,3,57.1428571428571,0,42.8571428571429,0,0,0,0,100,57.1428571428571,0,42.8571428571429
"E00021453",6,0,1,5,1,0,0,1,5,0,1,4,0,16.6666666666667,83.3333333333333,16.6666666666667,0,0,16.6666666666667,83.3333333333333,0,16.6666666666667,66.6666666666667
"E00021454",15,5,4,6,0,0,0,0,15,5,4,6,33.3333333333333,26.6666666666667,40,0,0,0,0,100,33.3333333333333,26.6666666666667,40
"E00021455",21,7,5,9,1,0,0,1,20,7,5,8,33.3333333333333,23.8095238095238,42.8571428571429,4.76190476190476,0,0,4.76190476190476,95.2380952380952,33.3333333333333,23.8095238095238,38.0952380952381
"E00021458",2,0,2,0,0,0,0,0,2,0,2,0,0,100,0,0,0,0,0,100,0,100,0
"E00021459",6,1,1,4,0,0,0,0,6,1,1,4,16.6666666666667,16.6666666666667,66.6666666666667,0,0,0,0,100,16.6666666666667,16.6666666666667,66.6666666666667
"E00021460",13,2,5,6,0,0,0,0,13,2,5,6,15.3846153846154,38.4615384615385,46.1538461538462,0,0,0,0,100,15.3846153846154,38.4615384615385,46.1538461538462
"E00021461",8,2,0,6,0,0,0,0,8,2,0,6,25,0,75,0,0,0,0,100,25,0,75
"E00021462",11,2,0,9,1,0,0,1,10,2,0,8,18.1818181818182,0,81.8181818181818,9.09090909090909,0,0,9.09090909090909,90.9090909090909,18.1818181818182,0,72.7272727272727
"E00021463",9,1,3,5,0,0,0,0,9,1,3,5,11.1111111111111,33.3333333333333,55.5555555555556,0,0,0,0,100,11.1111111111111,33.3333333333333,55.5555555555556
"E00021464",19,6,2,11,1,1,0,0,18,5,2,11,31.5789473684211,10.5263157894737,57.8947368421053,5.26315789473684,5.26315789473684,0,0,94.7368421052632,26.3157894736842,10.5263157894737,57.8947368421053
"E00021465",13,2,1,10,0,0,0,0,13,2,1,10,15.3846153846154,7.69230769230769,76.9230769230769,0,0,0,0,100,15.3846153846154,7.69230769230769,76.9230769230769
"E00021466",8,1,1,6,0,0,0,0,8,1,1,6,12.5,12.5,75,0,0,0,0,100,12.5,12.5,75
"E00021467",13,3,2,8,0,0,0,0,13,3,2,8,23.0769230769231,15.3846153846154,61.5384615384615,0,0,0,0,100,23.0769230769231,15.3846153846154,61.5384615384615
"E00021468",6,3,1,2,0,0,0,0,6,3,1,2,50,16.6666666666667,33.3333333333333,0,0,0,0,100,50,16.6666666666667,33.3333333333333
"E00021469",15,4,0,11,0,0,0,0,15,4,0,11,26.6666666666667,0,73.3333333333333,0,0,0,0,100,26.6666666666667,0,73.3333333333333
"E00021470",3,0,0,3,0,0,0,0,3,0,0,3,0,0,100,0,0,0,0,100,0,0,100
"E00021471",20,6,6,8,1,0,1,0,19,6,5,8,30,30,40,5,0,5,0,95,30,25,40
"E00021473",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00021474",13,1,0,12,1,0,0,1,12,1,0,11,7.69230769230769,0,92.3076923076923,7.69230769230769,0,0,7.69230769230769,92.3076923076923,7.69230769230769,0,84.6153846153846
"E00021475",6,1,1,4,0,0,0,0,6,1,1,4,16.6666666666667,16.6666666666667,66.6666666666667,0,0,0,0,100,16.6666666666667,16.6666666666667,66.6666666666667
"E00021476",20,7,3,10,0,0,0,0,20,7,3,10,35,15,50,0,0,0,0,100,35,15,50
"E00021477",8,0,0,8,0,0,0,0,8,0,0,8,0,0,100,0,0,0,0,100,0,0,100
"E00021478",8,2,2,4,0,0,0,0,8,2,2,4,25,25,50,0,0,0,0,100,25,25,50
"E00021479",8,1,3,4,1,0,1,0,7,1,2,4,12.5,37.5,50,12.5,0,12.5,0,87.5,12.5,25,50
"E00021480",7,1,0,6,0,0,0,0,7,1,0,6,14.2857142857143,0,85.7142857142857,0,0,0,0,100,14.2857142857143,0,85.7142857142857
"E00021481",6,0,0,6,0,0,0,0,6,0,0,6,0,0,100,0,0,0,0,100,0,0,100
"E00021482",6,1,2,3,1,0,0,1,5,1,2,2,16.6666666666667,33.3333333333333,50,16.6666666666667,0,0,16.6666666666667,83.3333333333333,16.6666666666667,33.3333333333333,33.3333333333333
"E00021483",14,3,2,9,0,0,0,0,14,3,2,9,21.4285714285714,14.2857142857143,64.2857142857143,0,0,0,0,100,21.4285714285714,14.2857142857143,64.2857142857143
"E00021484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021485",18,4,5,9,1,0,1,0,17,4,4,9,22.2222222222222,27.7777777777778,50,5.55555555555556,0,5.55555555555556,0,94.4444444444444,22.2222222222222,22.2222222222222,50
"E00021486",8,3,0,5,0,0,0,0,8,3,0,5,37.5,0,62.5,0,0,0,0,100,37.5,0,62.5
"E00021487",6,1,0,5,0,0,0,0,6,1,0,5,16.6666666666667,0,83.3333333333333,0,0,0,0,100,16.6666666666667,0,83.3333333333333
"E00021488",18,4,4,10,4,0,2,2,14,4,2,8,22.2222222222222,22.2222222222222,55.5555555555556,22.2222222222222,0,11.1111111111111,11.1111111111111,77.7777777777778,22.2222222222222,11.1111111111111,44.4444444444444
"E00021489",15,3,4,8,0,0,0,0,15,3,4,8,20,26.6666666666667,53.3333333333333,0,0,0,0,100,20,26.6666666666667,53.3333333333333
"E00021490",14,5,3,6,0,0,0,0,14,5,3,6,35.7142857142857,21.4285714285714,42.8571428571429,0,0,0,0,100,35.7142857142857,21.4285714285714,42.8571428571429
"E00021491",13,4,1,8,1,0,0,1,12,4,1,7,30.7692307692308,7.69230769230769,61.5384615384615,7.69230769230769,0,0,7.69230769230769,92.3076923076923,30.7692307692308,7.69230769230769,53.8461538461538
"E00021492",15,2,1,12,0,0,0,0,15,2,1,12,13.3333333333333,6.66666666666667,80,0,0,0,0,100,13.3333333333333,6.66666666666667,80
"E00021493",18,4,4,10,1,0,1,0,17,4,3,10,22.2222222222222,22.2222222222222,55.5555555555556,5.55555555555556,0,5.55555555555556,0,94.4444444444444,22.2222222222222,16.6666666666667,55.5555555555556
"E00021494",19,3,3,13,6,2,2,2,13,1,1,11,15.7894736842105,15.7894736842105,68.4210526315789,31.5789473684211,10.5263157894737,10.5263157894737,10.5263157894737,68.4210526315789,5.26315789473684,5.26315789473684,57.8947368421053
"E00021495",19,1,6,12,2,0,2,0,17,1,4,12,5.26315789473684,31.5789473684211,63.1578947368421,10.5263157894737,0,10.5263157894737,0,89.4736842105263,5.26315789473684,21.0526315789474,63.1578947368421
"E00021496",18,5,2,11,3,0,0,3,15,5,2,8,27.7777777777778,11.1111111111111,61.1111111111111,16.6666666666667,0,0,16.6666666666667,83.3333333333333,27.7777777777778,11.1111111111111,44.4444444444444
"E00021497",13,2,0,11,1,1,0,0,12,1,0,11,15.3846153846154,0,84.6153846153846,7.69230769230769,7.69230769230769,0,0,92.3076923076923,7.69230769230769,0,84.6153846153846
"E00021498",21,8,1,12,1,0,0,1,20,8,1,11,38.0952380952381,4.76190476190476,57.1428571428571,4.76190476190476,0,0,4.76190476190476,95.2380952380952,38.0952380952381,4.76190476190476,52.3809523809524
"E00021499",9,3,0,6,0,0,0,0,9,3,0,6,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00021500",9,3,1,5,1,0,1,0,8,3,0,5,33.3333333333333,11.1111111111111,55.5555555555556,11.1111111111111,0,11.1111111111111,0,88.8888888888889,33.3333333333333,0,55.5555555555556
"E00021501",10,1,1,8,0,0,0,0,10,1,1,8,10,10,80,0,0,0,0,100,10,10,80
"E00021502",17,2,1,14,0,0,0,0,17,2,1,14,11.7647058823529,5.88235294117647,82.3529411764706,0,0,0,0,100,11.7647058823529,5.88235294117647,82.3529411764706
"E00021503",18,4,3,11,2,0,0,2,16,4,3,9,22.2222222222222,16.6666666666667,61.1111111111111,11.1111111111111,0,0,11.1111111111111,88.8888888888889,22.2222222222222,16.6666666666667,50
"E00021504",9,1,0,8,1,0,0,1,8,1,0,7,11.1111111111111,0,88.8888888888889,11.1111111111111,0,0,11.1111111111111,88.8888888888889,11.1111111111111,0,77.7777777777778
"E00021505",9,3,1,5,4,1,1,2,5,2,0,3,33.3333333333333,11.1111111111111,55.5555555555556,44.4444444444444,11.1111111111111,11.1111111111111,22.2222222222222,55.5555555555556,22.2222222222222,0,33.3333333333333
"E00021506",11,3,3,5,0,0,0,0,11,3,3,5,27.2727272727273,27.2727272727273,45.4545454545455,0,0,0,0,100,27.2727272727273,27.2727272727273,45.4545454545455
"E00021507",8,1,1,6,1,0,0,1,7,1,1,5,12.5,12.5,75,12.5,0,0,12.5,87.5,12.5,12.5,62.5
"E00021508",11,1,3,7,1,0,0,1,10,1,3,6,9.09090909090909,27.2727272727273,63.6363636363636,9.09090909090909,0,0,9.09090909090909,90.9090909090909,9.09090909090909,27.2727272727273,54.5454545454545
"E00021509",16,6,1,9,1,0,0,1,15,6,1,8,37.5,6.25,56.25,6.25,0,0,6.25,93.75,37.5,6.25,50
"E00021510",4,1,1,2,1,1,0,0,3,0,1,2,25,25,50,25,25,0,0,75,0,25,50
"E00021511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021516",9,4,1,4,1,0,0,1,8,4,1,3,44.4444444444444,11.1111111111111,44.4444444444444,11.1111111111111,0,0,11.1111111111111,88.8888888888889,44.4444444444444,11.1111111111111,33.3333333333333
"E00021517",14,4,0,10,1,0,0,1,13,4,0,9,28.5714285714286,0,71.4285714285714,7.14285714285714,0,0,7.14285714285714,92.8571428571429,28.5714285714286,0,64.2857142857143
"E00021518",8,3,2,3,0,0,0,0,8,3,2,3,37.5,25,37.5,0,0,0,0,100,37.5,25,37.5
"E00021519",7,1,2,4,2,0,2,0,5,1,0,4,14.2857142857143,28.5714285714286,57.1428571428571,28.5714285714286,0,28.5714285714286,0,71.4285714285714,14.2857142857143,0,57.1428571428571
"E00021520",3,1,0,2,0,0,0,0,3,1,0,2,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00021521",12,3,3,6,1,0,1,0,11,3,2,6,25,25,50,8.33333333333333,0,8.33333333333333,0,91.6666666666667,25,16.6666666666667,50
"E00021522",17,5,2,10,2,0,1,1,15,5,1,9,29.4117647058824,11.7647058823529,58.8235294117647,11.7647058823529,0,5.88235294117647,5.88235294117647,88.2352941176471,29.4117647058824,5.88235294117647,52.9411764705882
"E00021524",24,5,3,16,1,0,1,0,23,5,2,16,20.8333333333333,12.5,66.6666666666667,4.16666666666667,0,4.16666666666667,0,95.8333333333333,20.8333333333333,8.33333333333333,66.6666666666667
