"GeographyCode","QS402EW0001","QS402EW0002","QS402EW0003","QS402EW0004","QS402EW0005","QS402EW0006","QS402EW0007","QS402EW0008","QS402EW0009","QS402EW0010","QS402EW0011","QS402EW0012"
"E00021141",117,117,45,3,11,31,72,70,1,1,0,0
"E00021143",138,138,6,2,3,1,132,128,1,3,0,0
"E00021145",104,104,19,0,2,17,85,17,68,0,0,0
"E00021146",143,143,13,0,1,12,130,112,13,5,0,0
"E00021147",83,83,37,3,2,32,46,9,37,0,0,0
"E00021148",119,119,20,1,1,18,99,95,4,0,0,0
"E00021149",126,126,4,0,0,4,122,115,4,3,0,0
"E00021150",116,116,1,0,0,1,115,112,3,0,0,0
"E00021151",113,113,2,0,0,2,111,109,2,0,0,0
"E00021152",138,138,15,4,4,7,123,121,1,1,0,0
"E00021153",149,149,55,2,4,49,94,62,24,8,0,0
"E00021154",121,121,29,3,6,20,92,86,6,0,0,0
"E00021155",172,166,3,0,2,1,163,110,41,12,0,6
"E00021156",133,129,4,1,1,2,125,114,3,8,0,4
"E00021157",106,106,2,1,0,1,104,104,0,0,0,0
"E00021158",107,100,1,0,0,1,99,98,0,1,0,7
"E00021159",246,246,17,3,6,8,229,225,4,0,0,0
"E00021160",112,107,5,1,1,3,102,102,0,0,0,5
"E00021161",154,154,8,0,1,7,146,146,0,0,0,0
"E00021162",121,118,3,1,0,2,115,114,1,0,0,3
"E00021163",119,119,9,2,2,5,110,99,11,0,0,0
"E00021164",128,128,0,0,0,0,128,125,3,0,0,0
"E00021165",122,119,9,1,1,7,110,108,1,1,0,3
"E00021166",126,126,6,1,2,3,120,117,3,0,0,0
"E00021167",128,116,7,0,3,4,109,96,1,12,0,12
"E00021168",169,169,17,2,1,14,152,115,12,25,0,0
"E00021169",189,189,4,2,0,2,185,178,5,2,0,0
"E00021170",162,162,1,0,0,1,161,157,3,1,0,0
"E00021171",241,241,32,1,11,20,209,186,18,5,0,0
"E00021172",125,125,65,2,3,60,60,23,37,0,0,0
"E00021173",146,146,23,1,3,19,123,115,8,0,0,0
"E00021174",128,128,0,0,0,0,128,127,1,0,0,0
"E00021175",127,123,3,2,0,1,120,118,2,0,0,4
"E00021176",151,151,21,1,3,17,130,128,2,0,0,0
"E00021177",134,128,3,1,2,0,125,125,0,0,0,6
"E00021179",140,140,13,0,0,13,127,119,7,1,0,0
"E00021180",168,168,5,1,2,2,163,157,4,2,0,0
"E00021181",107,107,3,0,1,2,103,84,6,13,1,0
"E00021182",169,160,34,3,5,26,126,57,28,41,0,9
"E00021183",135,133,1,0,0,1,132,128,4,0,0,2
"E00021184",69,69,3,0,2,1,66,64,2,0,0,0
"E00021185",131,131,46,7,6,33,85,33,52,0,0,0
"E00021186",156,153,6,2,1,3,147,147,0,0,0,3
"E00021187",97,94,1,0,0,1,93,89,1,3,0,3
"E00021188",120,110,40,4,3,33,70,55,15,0,0,10
"E00021189",122,122,18,1,1,16,104,99,4,1,0,0
"E00021190",161,157,26,2,2,22,131,119,3,9,0,4
"E00021191",124,124,2,1,0,1,122,98,22,2,0,0
"E00021192",113,109,2,0,0,2,107,107,0,0,0,4
"E00021193",182,178,3,1,0,2,175,145,17,13,0,4
"E00021194",176,169,31,3,5,23,138,136,1,1,0,7
"E00021195",108,108,5,0,2,3,103,100,2,1,0,0
"E00021196",114,112,2,0,1,1,110,110,0,0,0,2
"E00021197",215,208,39,3,7,29,169,159,8,2,0,7
"E00021198",92,89,5,0,0,5,84,82,0,2,0,3
"E00021199",111,111,0,0,0,0,111,106,4,1,0,0
"E00021200",107,102,2,0,2,0,100,96,2,2,0,5
"E00021201",107,107,22,1,4,17,85,84,1,0,0,0
"E00021202",92,90,17,5,2,10,73,72,0,1,0,2
"E00021203",104,100,3,2,0,1,97,92,5,0,0,4
"E00021204",145,133,55,4,13,38,78,70,4,4,0,12
"E00021205",100,89,13,0,3,10,76,76,0,0,0,11
