"GeographyCode","QS104EW0001","QS104EW0002","QS104EW0003"
"E02000864",8297,4020,4277
"E02000865",7051,3474,3577
"E02000866",9662,4778,4884
"E02000867",9761,4900,4861
"E02000868",6632,3341,3291
"E02000869",5705,2956,2749
"E02000870",6477,3242,3235
"E02000871",8591,4379,4212
"E02000872",7501,3901,3600
"E02000873",8713,4315,4398
"E02000874",7129,3632,3497
"E02000875",9440,4781,4659
"E02000876",7037,3748,3289
"E02000877",9803,4969,4834
"E02000878",10286,5492,4794
"E02000879",7634,3839,3795
"E02000880",5776,3022,2754
"E02000881",6909,3448,3461
"E02000882",8604,4340,4264
"E02000883",7950,3977,3973
"E02000884",9086,5060,4026
"E02000885",6895,3502,3393
"E02000886",7326,3931,3395
"E02000887",8660,4359,4301
"E02000888",8215,4361,3854
"E02000889",6616,3607,3009
"E02000890",5795,3152,2643
"E02000891",12678,6719,5959
"E02000893",6783,3410,3373
"E02000894",10137,5320,4817
"E02006853",7064,3680,3384
"E02006854",5883,3251,2632
