"GeographyCode","KS301EW0001","KS301EW0002","KS301EW0003","KS301EW0004","KS301EW0005","KS301EW0006","KS301EW0007","KS301EW0008","KS301EW0009","KS301EW0010","KS301EW0011","KS301EW0012","KS301EW0013","KS301EW0014","KS301EW0015","KS301EW0016","KS301EW0017","KS301EW0018","KS301EW0019","KS301EW0020","KS301EW0021","KS301EW0022","KS301EW0023","KS301EW0024","KS301EW0025","KS301EW0026","KS301EW0027","KS301EW0028","KS301EW0029","KS301EW0030","KS301EW0031"
"E00021141",340,62,41,237,32,28,156,143,88,60,37,12,282,28,16,14,18.2352941176471,12.0588235294118,69.7058823529412,9.41176470588235,8.23529411764706,45.8823529411765,42.0588235294118,25.8823529411765,17.6470588235294,10.8823529411765,3.52941176470588,82.9411764705882,8.23529411764706,4.70588235294118,4.11764705882353
"E00021143",393,38,31,324,20,20,208,171,134,54,30,4,355,23,4,11,9.66921119592875,7.88804071246819,82.4427480916031,5.08905852417303,5.08905852417303,52.9262086513995,43.5114503816794,34.0966921119593,13.7404580152672,7.63358778625954,1.01781170483461,90.3307888040712,5.85241730279898,1.01781170483461,2.79898218829517
"E00021145",256,25,27,204,20,20,170,117,85,31,15,8,227,14,7,8,9.765625,10.546875,79.6875,7.8125,7.8125,66.40625,45.703125,33.203125,12.109375,5.859375,3.125,88.671875,5.46875,2.734375,3.125
"E00021146",462,6,18,438,2,14,427,287,145,17,12,1,455,5,1,1,1.2987012987013,3.8961038961039,94.8051948051948,0.432900432900433,3.03030303030303,92.4242424242424,62.1212121212121,31.3852813852814,3.67965367965368,2.5974025974026,0.216450216450216,98.4848484848485,1.08225108225108,0.216450216450216,0.216450216450216
"E00021147",210,15,19,176,12,10,129,108,71,23,8,0,198,9,3,0,7.14285714285714,9.04761904761905,83.8095238095238,5.71428571428571,4.76190476190476,61.4285714285714,51.4285714285714,33.8095238095238,10.952380952381,3.80952380952381,0,94.2857142857143,4.28571428571429,1.42857142857143,0
"E00021148",279,30,22,227,18,17,170,122,93,35,25,4,256,13,4,6,10.752688172043,7.88530465949821,81.3620071684588,6.45161290322581,6.09318996415771,60.9318996415771,43.7275985663082,33.3333333333333,12.5448028673835,8.96057347670251,1.4336917562724,91.7562724014337,4.6594982078853,1.4336917562724,2.1505376344086
"E00021149",353,37,25,291,22,17,178,159,111,47,24,12,313,21,11,8,10.4815864022663,7.08215297450425,82.4362606232295,6.23229461756374,4.81586402266289,50.4249291784703,45.042492917847,31.4447592067989,13.314447592068,6.79886685552408,3.39943342776204,88.6685552407932,5.94900849858357,3.11614730878187,2.26628895184136
"E00021150",298,27,32,239,15,19,173,125,107,41,19,6,268,14,9,7,9.06040268456376,10.738255033557,80.2013422818792,5.03355704697987,6.3758389261745,58.0536912751678,41.9463087248322,35.9060402684564,13.758389261745,6.3758389261745,2.01342281879195,89.9328859060403,4.69798657718121,3.02013422818792,2.3489932885906
"E00021151",275,32,35,208,16,27,137,99,92,44,32,8,248,13,9,5,11.6363636363636,12.7272727272727,75.6363636363636,5.81818181818182,9.81818181818182,49.8181818181818,36,33.4545454545455,16,11.6363636363636,2.90909090909091,90.1818181818182,4.72727272727273,3.27272727272727,1.81818181818182
"E00021152",379,37,38,304,27,28,201,158,134,53,28,6,340,21,9,9,9.76253298153034,10.0263852242744,80.2110817941953,7.12401055408971,7.38786279683377,53.0343007915567,41.688654353562,35.3562005277045,13.9841688654354,7.38786279683377,1.58311345646438,89.7097625329815,5.54089709762533,2.37467018469657,2.37467018469657
"E00021153",344,10,13,321,7,12,291,213,99,23,7,2,340,3,1,0,2.90697674418605,3.77906976744186,93.3139534883721,2.03488372093023,3.48837209302326,84.5930232558139,61.9186046511628,28.7790697674419,6.68604651162791,2.03488372093023,0.581395348837209,98.8372093023256,0.872093023255814,0.290697674418605,0
