"GeographyCode","QS112EW0001","QS112EW0002","QS112EW0003","QS112EW0004","QS112EW0005","QS112EW0006","QS112EW0007","QS112EW0008","QS112EW0009","QS112EW0010","QS112EW0011","QS112EW0012","QS112EW0013","QS112EW0014","QS112EW0015","QS112EW0016","QS112EW0017","QS112EW0018","QS112EW0019","QS112EW0020","QS112EW0021","QS112EW0022","QS112EW0023","QS112EW0024","QS112EW0025","QS112EW0026","QS112EW0027","QS112EW0028","QS112EW0029","QS112EW0030","QS112EW0031"
"E01004217",1745,303,77,226,1066,36,648,138,119,258,133,8,8,0,0,0,149,76,21,46,6,225,84,73,68,376,71,54,32,2,217
"E01004218",1750,215,40,175,1027,28,664,174,169,268,53,9,6,3,0,0,171,120,33,18,0,155,60,56,39,508,76,47,31,3,351
"E01004219",2294,258,24,234,1386,8,855,120,154,506,75,12,12,0,0,0,176,122,22,32,0,335,111,138,86,650,118,165,17,4,346
"E01004221",1881,250,22,228,1049,10,563,180,97,233,53,7,4,0,0,3,254,178,6,61,9,215,54,110,51,582,43,124,36,0,379
"E01004222",2479,402,143,259,1420,50,723,92,138,403,90,10,10,0,0,0,200,108,21,61,10,437,133,195,109,657,108,180,33,19,317
"E01004223",2079,355,125,230,1226,52,542,116,101,260,65,2,2,0,0,0,201,106,31,43,21,429,170,134,125,498,55,127,17,3,296
"E01004224",2000,250,67,183,1099,42,553,96,93,290,74,6,6,0,0,0,203,110,29,50,14,295,90,116,89,651,40,130,41,9,431
"E01004225",2178,436,23,413,1104,22,467,216,111,115,25,21,18,0,0,3,466,418,33,12,3,128,52,54,22,638,29,51,56,2,500
"E01004226",1738,203,44,159,1084,32,576,76,97,317,86,0,0,0,0,0,167,90,10,64,3,309,112,128,69,451,54,103,63,0,231
"E01004228",1849,246,56,190,1038,24,524,112,70,240,102,11,8,0,0,3,281,156,61,50,14,198,70,85,43,565,31,61,50,4,419
"E01004229",1484,163,41,122,860,16,521,84,93,290,54,2,2,0,0,0,128,86,15,24,3,193,59,76,58,461,37,106,74,3,241
"E01004230",2091,230,78,152,1223,48,666,72,131,332,131,7,4,3,0,0,200,116,39,31,14,302,115,102,85,638,79,68,50,2,439
"E01004231",1793,172,56,116,1046,26,556,52,45,406,53,6,6,0,0,0,86,34,12,36,4,372,127,169,76,575,80,122,46,0,327
"E01004232",1631,159,26,133,720,22,429,90,77,216,46,10,10,0,0,0,162,104,18,37,3,97,29,28,40,752,35,83,107,4,523
"E01004233",1821,306,102,204,991,38,530,64,82,337,47,0,0,0,0,0,156,76,35,35,10,267,48,148,71,524,59,165,17,6,277
"E01004234",2218,251,47,204,1297,38,657,146,93,316,102,14,14,0,0,0,315,196,22,87,10,273,80,132,61,670,23,63,82,4,498
"E01004235",1372,172,38,134,904,14,597,52,88,412,45,7,4,3,0,0,70,40,22,8,0,216,106,82,28,296,55,95,35,8,103
"E01004236",1679,116,35,81,1076,10,708,42,88,516,62,0,0,0,0,0,96,38,23,29,6,262,69,141,52,487,116,166,25,0,180
"E01004237",1158,200,38,162,692,14,346,78,84,164,20,2,2,0,0,0,136,78,12,41,5,194,49,116,29,266,12,75,32,2,145
"E01004238",2733,345,26,319,1569,10,963,122,206,579,56,12,12,0,0,0,201,132,45,21,3,383,120,160,103,819,139,261,77,6,336
"E01004239",1649,139,35,104,998,32,613,52,87,396,78,8,8,0,0,0,95,22,8,39,26,250,72,100,78,512,90,217,28,2,175
"E01004240",1815,136,29,107,1206,28,770,36,105,574,55,4,4,0,0,0,106,20,18,63,5,298,67,141,90,473,51,185,27,4,206
"E01004241",1621,185,45,140,1037,16,682,34,99,493,56,2,2,0,0,0,63,24,27,12,0,274,71,111,92,399,70,145,44,0,140
"E01004242",2433,264,18,246,1401,10,913,100,142,619,52,0,0,0,0,0,128,88,20,17,3,350,79,192,79,768,50,288,74,0,356
"E01004243",1789,168,36,132,1149,24,675,52,54,484,85,4,4,0,0,0,106,32,30,38,6,340,107,130,103,472,57,186,23,5,201
"E01004244",1788,257,74,183,1102,34,647,58,68,478,43,2,2,0,0,0,77,36,10,23,8,342,99,154,89,429,55,180,21,10,163
"E01004245",1539,92,13,79,1072,4,720,26,84,556,54,0,0,0,0,0,85,12,37,33,3,263,80,137,46,375,63,231,8,5,68
"E01004246",1977,236,49,187,1194,18,748,96,74,446,132,8,8,0,0,0,186,104,21,49,12,234,83,82,69,547,87,127,40,8,285
"E01004247",1934,230,62,168,1168,26,703,74,99,427,103,2,2,0,0,0,103,32,23,38,10,334,97,159,78,536,85,164,47,0,240
"E01004248",1344,134,58,76,902,10,523,32,44,385,62,0,0,0,0,0,75,20,12,30,13,294,87,163,44,308,32,175,6,5,90
"E01004249",2049,261,52,209,1342,14,736,72,101,513,50,0,0,0,0,0,184,76,32,53,23,408,100,208,100,446,74,149,11,0,212
"E01004250",2342,269,72,197,1576,28,866,62,127,577,100,4,4,0,0,0,217,80,36,81,20,461,166,176,119,497,113,157,19,4,204
"E01004251",2082,262,86,176,1199,26,764,80,119,483,82,4,4,0,0,0,116,46,22,34,14,289,109,103,77,621,109,170,27,8,307
"E01004252",2707,389,48,341,1567,22,879,140,181,486,72,6,6,0,0,0,266,160,61,38,7,394,126,192,76,751,90,223,20,6,412
"E01004253",2266,244,77,167,1462,30,806,54,115,536,101,0,0,0,0,0,161,48,46,52,15,465,144,218,103,560,85,188,15,6,266
"E01004254",2120,357,13,344,1120,10,615,258,161,165,31,16,16,0,0,0,371,316,36,19,0,108,24,61,23,643,37,54,32,0,520
"E01004255",1618,250,19,231,892,10,577,74,120,334,49,2,2,0,0,0,111,68,21,13,9,192,61,55,76,476,76,154,22,0,224
"E01004256",1729,170,49,121,999,28,592,66,80,376,70,0,0,0,0,0,107,30,28,35,14,272,110,92,70,560,94,175,22,6,263
"E01004257",1883,145,35,110,1232,16,735,62,94,523,56,2,2,0,0,0,124,28,19,70,7,355,123,176,56,506,91,143,23,8,241
"E01004258",1506,273,44,229,913,32,558,156,107,230,65,16,16,0,0,0,201,150,27,24,0,106,30,42,34,320,26,69,14,4,207
"E01004259",1694,334,48,286,781,12,345,56,67,187,35,2,2,0,0,0,244,194,12,32,6,178,79,57,42,579,47,67,43,6,416
"E01004260",1790,168,52,116,1040,32,632,30,82,460,60,10,10,0,0,0,133,70,34,23,6,233,76,97,60,582,55,116,21,0,390
"E01004261",1655,175,35,140,702,10,482,38,48,341,55,0,0,0,0,0,56,28,9,19,0,154,32,64,58,778,59,176,421,2,120
"E01004262",1366,170,46,124,622,16,426,54,66,243,63,2,2,0,0,0,59,28,19,9,3,119,29,45,45,574,76,108,181,0,209
"E01004263",1401,165,64,101,853,28,499,44,55,327,73,2,2,0,0,0,86,44,20,14,8,238,81,101,56,383,60,88,49,0,186
"E01004264",1537,96,42,54,894,12,620,32,83,453,52,0,0,0,0,0,50,16,18,8,8,212,51,76,85,547,60,176,65,2,244
"E01004266",1545,176,54,122,868,30,468,40,70,267,91,7,4,3,0,0,156,72,25,39,20,207,64,68,75,501,65,110,11,2,313
"E01004267",1754,246,21,225,893,10,478,82,74,269,53,4,4,0,0,0,183,132,18,30,3,218,56,115,47,615,28,143,41,0,403
"E01004268",1756,248,52,196,1072,12,707,66,79,517,45,0,0,0,0,0,119,82,12,25,0,234,63,86,85,436,50,131,33,0,222
"E01004269",1920,249,80,169,954,30,593,44,102,408,39,2,2,0,0,0,122,60,12,38,12,207,80,56,71,717,88,121,107,5,396
"E01004270",2236,155,26,129,948,14,531,78,60,353,40,20,14,6,0,0,183,102,32,46,3,200,52,102,46,1133,66,115,196,0,756
"E01004271",1589,158,35,123,993,12,641,46,80,485,30,3,0,3,0,0,88,22,9,54,3,249,68,118,63,438,85,125,45,4,179
"E01004272",2099,166,33,133,1377,14,952,54,111,734,53,0,0,0,0,0,113,32,13,64,4,298,104,121,73,556,95,245,20,2,194
"E01004273",1904,150,30,120,1320,6,906,44,164,604,94,4,4,0,0,0,78,48,13,5,12,326,96,138,92,434,77,182,24,0,151
"E01004274",1973,159,16,143,1103,6,703,112,116,387,88,4,4,0,0,0,128,48,22,50,8,262,107,91,64,711,129,263,36,0,283
"E01004275",1879,218,33,185,1180,32,675,176,141,263,95,10,10,0,0,0,249,136,56,49,8,214,50,99,65,481,76,108,46,2,249
"E01004276",2024,342,12,330,1081,12,677,350,166,122,39,10,10,0,0,0,320,266,30,24,0,62,29,21,12,601,38,10,55,0,498
"E01004277",1630,363,14,349,953,18,693,356,222,93,22,14,14,0,0,0,208,174,18,16,0,20,14,0,6,314,16,15,37,0,246
"E01004280",1879,252,36,216,1181,22,721,134,140,396,51,8,8,0,0,0,186,120,36,30,0,244,82,112,50,446,21,144,14,0,267
"E01004281",1770,307,9,298,982,4,606,204,147,209,46,12,12,0,0,0,224,178,30,10,6,136,61,47,28,481,34,49,49,0,349
"E01004283",2143,258,61,197,1240,24,826,58,115,571,82,6,6,0,0,0,134,96,12,26,0,250,86,101,63,645,115,213,41,4,272
"E01004284",2302,316,68,248,1390,16,892,122,173,534,63,2,2,0,0,0,263,162,51,47,3,217,69,84,64,596,89,241,9,5,252
"E01004285",2318,162,43,119,1421,14,1054,44,112,802,96,0,0,0,0,0,104,36,13,49,6,249,69,106,74,735,102,362,51,0,220
"E01004286",2353,259,61,198,1487,28,964,108,132,642,82,8,4,0,4,0,127,72,15,37,3,360,83,176,101,607,95,244,16,0,252
"E01004287",2171,306,107,199,1287,46,820,86,93,562,79,14,14,0,0,0,144,68,21,47,8,263,43,131,89,578,72,156,73,6,271
"E01004288",1590,149,48,101,1040,18,626,32,99,449,46,0,0,0,0,0,107,42,14,39,12,289,59,154,76,401,72,183,12,4,130
"E01004289",1844,236,74,162,959,32,628,62,81,412,73,6,6,0,0,0,85,44,9,21,11,208,56,67,85,649,39,168,118,6,318
"E01004290",1259,230,67,163,575,24,316,64,64,159,29,8,8,0,0,0,136,98,12,22,4,91,32,27,32,454,17,21,102,2,312
"E01004291",1844,533,55,478,957,42,489,232,72,147,38,16,16,0,0,0,304,260,21,23,0,106,47,21,38,354,21,37,24,2,270
"E01004292",1738,309,24,285,805,18,499,184,137,144,34,4,4,0,0,0,217,172,27,14,4,67,19,15,33,624,27,68,39,0,490
"E01004293",2125,522,82,440,1101,40,687,280,187,154,66,18,18,0,0,0,282,234,37,8,3,74,34,9,31,502,28,89,15,2,368
"E01004294",1690,401,42,359,801,14,433,136,95,165,37,14,14,0,0,0,226,158,30,35,3,114,46,12,56,488,16,87,41,0,344
"E01004295",1516,134,31,103,952,22,647,40,80,488,39,0,0,0,0,0,83,26,17,40,0,200,43,85,72,430,46,171,8,2,203
"E01004296",1605,268,52,216,862,16,557,68,118,296,75,6,6,0,0,0,109,80,18,11,0,174,56,61,57,475,72,84,13,6,300
"E01004297",1826,364,45,319,1064,32,564,190,156,186,32,18,14,0,4,0,356,296,36,17,7,94,31,22,41,398,11,36,11,5,335
"E01004298",1629,239,57,182,854,6,484,62,94,236,92,6,6,0,0,0,83,52,9,22,0,275,71,117,87,536,55,203,18,0,260
"E01004300",1349,205,54,151,857,26,519,60,65,340,54,4,4,0,0,0,77,54,6,14,3,231,58,112,61,287,40,124,2,3,118
"E01004301",1324,114,27,87,756,4,598,28,78,420,72,2,2,0,0,0,46,28,9,5,4,106,24,53,29,454,30,174,18,0,232
"E01004302",1987,174,29,145,1236,2,898,60,131,660,47,4,4,0,0,0,100,62,22,16,0,232,75,95,62,577,114,223,37,0,203
"E01004303",2362,358,65,293,1351,42,781,150,144,436,51,6,6,0,0,0,236,132,25,61,18,286,73,169,44,653,130,113,102,0,308
"E01004304",1955,196,53,143,1093,18,772,58,127,524,63,6,6,0,0,0,82,44,13,25,0,215,53,110,52,666,102,221,26,0,317
"E01004305",1940,218,70,148,1184,28,665,74,77,465,49,4,4,0,0,0,119,72,14,24,9,368,76,181,111,538,75,153,48,7,255
"E01004306",1799,205,34,171,726,14,445,72,92,229,52,12,12,0,0,0,154,130,9,12,3,101,32,27,42,868,93,219,63,2,491
"E01004307",1857,471,19,452,776,4,379,142,97,122,18,10,10,0,0,0,298,270,20,8,0,85,35,18,32,610,33,37,55,0,485
"E01004308",1469,148,31,117,725,14,556,54,90,325,87,8,8,0,0,0,63,50,3,10,0,84,25,22,37,596,30,178,35,0,353
"E01004309",2433,323,48,275,1155,12,757,78,101,456,122,6,6,0,0,0,118,88,15,12,3,262,78,71,113,955,96,319,49,0,491
"E01004310",1893,320,60,260,908,8,597,76,123,301,97,10,10,0,0,0,173,146,6,21,0,120,19,50,51,665,58,150,60,2,395
"E01004311",1518,244,63,181,776,28,417,48,87,242,40,8,8,0,0,0,131,80,17,27,7,192,62,66,64,498,45,112,17,6,318
"E01004312",1614,236,75,161,828,30,480,44,80,312,44,2,2,0,0,0,104,44,17,40,3,212,51,72,89,550,32,135,19,2,362
"E01004313",2043,247,55,192,1105,14,612,64,82,422,44,4,4,0,0,0,159,108,14,34,3,316,91,138,87,691,38,123,37,4,489
"E01004314",1100,165,61,104,631,18,311,80,71,139,21,12,12,0,0,0,189,132,24,30,3,101,18,35,48,304,27,23,15,5,234
"E01004315",1628,281,64,217,736,26,407,100,53,196,58,6,6,0,0,0,159,118,27,14,0,138,39,23,76,611,51,87,28,8,437
"E01004316",1134,159,10,149,560,6,292,40,60,154,38,9,6,3,0,0,82,50,24,8,0,171,46,72,53,415,53,59,20,0,283
"E01004317",2689,407,18,389,1078,8,548,122,97,262,67,16,16,0,0,0,326,274,18,34,0,180,69,57,54,1204,67,215,60,2,860
"E01004318",1433,254,34,220,838,18,461,56,73,300,32,0,0,0,0,0,102,66,28,8,0,257,98,115,44,341,21,44,10,0,266
"E01004319",1886,160,30,130,839,10,560,44,110,318,88,4,4,0,0,0,78,52,15,11,0,187,42,79,66,887,114,368,64,2,339
"E01004321",1769,315,49,266,847,12,572,68,94,346,64,4,4,0,0,0,97,58,12,19,8,162,24,74,64,607,121,170,59,5,252
"E01004322",1160,207,56,151,650,14,428,58,96,258,16,4,4,0,0,0,81,62,12,4,3,123,38,41,44,303,52,53,31,0,167
"E01004323",1466,142,36,106,612,8,421,42,89,227,63,2,2,0,0,0,99,58,27,14,0,82,21,22,39,712,74,237,46,3,352
"E01004324",1570,133,30,103,872,10,624,34,88,438,64,0,0,0,0,0,55,18,9,22,6,183,28,78,77,565,54,211,36,0,264
"E01004325",2475,284,17,267,894,8,505,130,91,255,29,8,8,0,0,0,228,206,15,4,3,145,43,70,32,1297,59,146,107,2,983
"E01004326",1438,240,51,189,690,24,425,54,60,285,26,2,2,0,0,0,99,68,24,4,3,140,24,85,31,508,62,50,86,6,304
"E01032764",1302,243,36,207,644,8,261,76,59,101,25,10,10,0,0,0,206,176,24,0,6,159,57,72,30,415,34,22,26,0,333
"E01032765",1488,215,27,188,822,20,392,80,59,218,35,0,0,0,0,0,148,108,24,9,7,262,79,121,62,451,29,53,49,4,316
"E01032766",1307,222,7,215,599,4,318,82,66,161,9,10,10,0,0,0,171,152,6,13,0,96,34,48,14,486,14,68,60,0,344
"E01032767",1584,292,4,288,501,2,227,126,41,48,12,6,6,0,0,0,228,212,12,4,0,38,17,13,8,791,18,37,92,0,644
"E01032768",1307,276,7,269,704,2,386,184,121,72,9,10,10,0,0,0,253,226,18,9,0,53,10,29,14,327,24,33,22,3,245
"E01032769",1230,218,11,207,724,14,436,136,78,177,45,12,6,6,0,0,182,162,16,4,0,80,40,18,22,288,9,53,20,2,204
"E01032770",1191,212,43,169,623,14,342,146,69,106,21,2,2,0,0,0,165,116,21,25,3,100,52,23,25,356,24,40,21,0,271
"E01032771",1104,239,5,234,681,4,430,144,79,192,15,6,6,0,0,0,136,126,0,10,0,105,33,61,11,184,18,21,12,2,131
"E01032772",1135,281,26,255,549,20,305,88,37,148,32,4,4,0,0,0,107,76,6,21,4,113,23,59,31,305,40,100,21,0,144
"E01032773",1561,407,3,404,890,0,448,168,89,175,16,10,10,0,0,0,238,202,18,18,0,194,80,94,20,264,30,43,22,0,169
"E01032774",1297,211,13,198,765,2,389,124,76,160,29,4,4,0,0,0,135,82,22,25,6,235,98,105,32,321,55,96,10,0,160
"E01032775",1108,245,6,239,652,4,417,190,111,97,19,2,2,0,0,0,160,136,24,0,0,69,35,17,17,211,5,0,12,0,194
"E01032776",1076,317,2,315,535,4,299,154,93,48,4,8,8,0,0,0,171,140,15,10,6,53,26,18,9,224,16,11,20,0,177
"E01032777",1141,178,7,171,652,2,367,98,109,136,24,8,8,0,0,0,165,104,19,33,9,110,44,44,22,311,33,56,24,0,198
"E01032778",1108,205,5,200,576,2,318,130,97,66,25,4,4,0,0,0,161,132,9,20,0,91,45,36,10,327,26,11,38,0,252
"E01032779",1089,220,2,218,633,0,322,138,78,94,12,2,2,0,0,0,160,130,18,12,0,149,43,95,11,236,10,25,15,4,182
"E01032780",1333,194,2,192,658,10,417,198,125,85,9,8,8,0,0,0,181,152,12,17,0,42,13,10,19,481,15,14,39,3,410
"E01032781",1535,271,11,260,867,10,520,252,137,108,23,10,10,0,0,0,239,206,22,8,3,88,33,29,26,397,23,54,15,0,305
"E01032782",1614,364,9,355,901,4,495,128,37,295,35,8,8,0,0,0,189,166,6,17,0,205,60,122,23,349,24,125,44,0,156
"E01032783",1383,275,42,233,673,8,382,154,78,99,51,2,2,0,0,0,136,94,30,12,0,145,29,59,57,435,46,51,23,0,315
"E01032784",1516,214,44,170,794,12,326,96,48,148,34,6,6,0,0,0,253,202,12,35,4,197,63,102,32,508,36,60,67,0,345
"E01032785",1348,181,17,164,718,4,356,98,104,147,7,12,12,0,0,0,222,186,12,24,0,124,57,50,17,449,21,67,19,0,342
"E01032786",1561,269,60,209,909,28,543,66,82,363,32,2,2,0,0,0,136,70,15,37,14,200,66,84,50,383,32,78,12,2,259
"E01032787",2567,208,48,160,1426,17,1011,46,149,676,140,0,0,0,0,0,123,64,19,29,11,275,68,139,68,933,122,362,37,3,409
