"GeographyCode","KS403EW0001","KS403EW0002","KS403EW0003","KS403EW0004","KS403EW0005","KS403EW0009","KS403EW0010","KS403EW0011","KS403EW0012"
"E01004238",1058,21,1037,509,212,1.98487712665406,98.0151228733459,48.109640831758,20.0378071833648
"E01004239",533,3,530,156,108,0.562851782363977,99.437148217636,29.2682926829268,20.2626641651032
"E01004240",574,8,566,216,165,1.39372822299652,98.6062717770035,37.6306620209059,28.7456445993031
"E01004241",570,9,561,194,121,1.57894736842105,98.4210526315789,34.0350877192982,21.2280701754386
"E01004242",898,19,879,412,193,2.11581291759465,97.8841870824053,45.8797327394209,21.4922048997773
"E01004243",614,21,593,213,151,3.42019543973941,96.5798045602606,34.6905537459283,24.5928338762215
"E01004244",686,12,674,203,90,1.74927113702624,98.2507288629738,29.5918367346939,13.1195335276968
"E01004245",433,5,428,182,117,1.15473441108545,98.8452655889146,42.0323325635104,27.0207852193995
"E01004246",747,17,730,259,122,2.27576974564926,97.7242302543507,34.6720214190094,16.3319946452477
"E01004247",714,19,695,249,139,2.66106442577031,97.3389355742297,34.8739495798319,19.4677871148459
"E01004248",441,7,434,168,97,1.58730158730159,98.4126984126984,38.0952380952381,21.9954648526077
"E01004249",758,9,749,223,129,1.18733509234828,98.8126649076517,29.4195250659631,17.0184696569921
"E01004250",866,20,846,286,184,2.3094688221709,97.6905311778291,33.0254041570439,21.2471131639723
"E01004251",779,13,766,299,176,1.66880616174583,98.3311938382542,38.382541720154,22.5930680359435
"E01004252",1107,9,1098,428,190,0.813008130081301,99.1869918699187,38.6630532971996,17.163504968383
"E01004253",829,9,820,287,158,1.08564535585042,98.9143546441496,34.6200241254524,19.059107358263
"E01004254",1046,45,1001,315,73,4.30210325047801,95.697896749522,30.1147227533461,6.97896749521989
"E01004255",647,9,638,233,127,1.39103554868624,98.6089644513138,36.0123647604328,19.629057187017
"E01004256",611,6,605,230,135,0.981996726677578,99.0180032733224,37.6432078559738,22.0949263502455
"E01004257",618,7,611,213,147,1.13268608414239,98.8673139158576,34.4660194174757,23.7864077669903
"E01004258",713,41,672,120,64,5.75035063113604,94.249649368864,16.8302945301543,8.97615708274895
"E01004259",812,46,766,247,127,5.66502463054187,94.3349753694581,30.4187192118227,15.64039408867
"E01004260",636,25,611,241,137,3.93081761006289,96.0691823899371,37.8930817610063,21.5408805031447
"E01004261",550,22,528,237,114,4,96,43.0909090909091,20.7272727272727
"E01004262",495,12,483,169,91,2.42424242424242,97.5757575757576,34.1414141414141,18.3838383838384
"E01004263",529,20,509,151,97,3.78071833648393,96.2192816635161,28.5444234404537,18.3364839319471
"E01004264",457,5,452,185,137,1.09409190371991,98.9059080962801,40.4814004376368,29.9781181619256
"E01004266",583,12,571,149,90,2.05831903945112,97.9416809605489,25.557461406518,15.4373927958834
"E01004267",707,20,687,226,114,2.82885431400283,97.1711456859972,31.966053748232,16.1244695898161
"E01004268",688,8,680,280,161,1.16279069767442,98.8372093023256,40.6976744186046,23.4011627906977
"E01004269",726,7,719,263,159,0.964187327823691,99.0358126721763,36.2258953168044,21.900826446281
"E01004270",745,12,733,265,148,1.61073825503356,98.3892617449664,35.5704697986577,19.8657718120805
"E01004271",548,10,538,168,125,1.82481751824817,98.1751824817518,30.6569343065693,22.8102189781022
"E01004272",639,2,637,279,202,0.312989045383412,99.6870109546166,43.6619718309859,31.6118935837246
"E01004273",594,7,587,267,165,1.17845117845118,98.8215488215488,44.9494949494949,27.7777777777778
"E01004274",654,15,639,203,125,2.29357798165138,97.7064220183486,31.039755351682,19.1131498470948
"E01004275",768,29,739,196,74,3.77604166666667,96.2239583333333,25.5208333333333,9.63541666666667
"E01004276",996,65,931,226,74,6.52610441767068,93.4738955823293,22.6907630522088,7.42971887550201
"E01004277",898,49,849,207,39,5.456570155902,94.543429844098,23.0512249443207,4.34298440979955
"E01004280",769,24,745,196,99,3.12093628088427,96.8790637191157,25.4876462938882,12.8738621586476
"E01004281",831,80,751,190,86,9.62695547533093,90.3730445246691,22.8640192539109,10.3489771359807
"E01004283",756,17,739,275,174,2.24867724867725,97.7513227513228,36.3756613756614,23.015873015873
"E01004284",884,7,877,372,140,0.791855203619909,99.2081447963801,42.0814479638009,15.8371040723982
"E01004285",658,10,648,285,204,1.51975683890578,98.4802431610942,43.3130699088146,31.0030395136778
"E01004286",817,17,800,237,152,2.08078335373317,97.9192166462668,29.0085679314565,18.6046511627907
"E01004287",854,18,836,278,176,2.10772833723653,97.8922716627635,32.5526932084309,20.6088992974239
"E01004288",525,16,509,197,149,3.04761904761905,96.952380952381,37.5238095238095,28.3809523809524
"E01004289",670,20,650,225,121,2.98507462686567,97.0149253731343,33.5820895522388,18.0597014925373
"E01004290",575,19,556,196,82,3.30434782608696,96.695652173913,34.0869565217391,14.2608695652174
"E01004291",1051,52,999,322,83,4.9476688867745,95.0523311132255,30.6374881065652,7.89724072312084
"E01004292",818,35,783,169,60,4.27872860635697,95.721271393643,20.6601466992665,7.33496332518337
"E01004293",1133,30,1103,232,63,2.64783759929391,97.3521624007061,20.4766107678729,5.56045895851721
"E01004294",877,26,851,273,95,2.96465222348917,97.0353477765108,31.1288483466363,10.8323831242873
"E01004295",500,4,496,172,122,0.8,99.2,34.4,24.4
"E01004296",684,17,667,268,124,2.48538011695906,97.5146198830409,39.1812865497076,18.1286549707602
"E01004297",909,53,856,199,73,5.83058305830583,94.1694169416942,21.8921892189219,8.03080308030803
"E01004298",635,21,614,227,121,3.30708661417323,96.6929133858268,35.748031496063,19.0551181102362
"E01004300",522,7,515,191,104,1.34099616858238,98.6590038314176,36.5900383141762,19.9233716475096
"E01004301",413,5,408,180,108,1.21065375302663,98.7893462469734,43.5835351089588,26.1501210653753
"E01004302",637,14,623,348,189,2.1978021978022,97.8021978021978,54.6310832025118,29.6703296703297
"E01004303",967,13,954,332,144,1.34436401240951,98.6556359875905,34.3329886246122,14.8914167528438
"E01004304",653,27,626,272,144,4.13476263399694,95.8652373660031,41.6539050535988,22.052067381317
"E01004305",699,14,685,292,154,2.00286123032904,97.997138769671,41.7739628040057,22.0314735336195
"E01004306",687,27,660,258,117,3.93013100436681,96.0698689956332,37.5545851528384,17.0305676855895
"E01004307",1014,55,959,385,104,5.42406311637081,94.5759368836292,37.9684418145957,10.2564102564103
"E01004308",504,3,501,175,107,0.595238095238095,99.4047619047619,34.7222222222222,21.2301587301587
"E01004309",902,20,882,387,206,2.21729490022173,97.7827050997783,42.9046563192905,22.8381374722838
"E01004310",793,31,762,353,171,3.90920554854981,96.0907944514502,44.5145018915511,21.5636822194199
"E01004311",644,16,628,200,109,2.48447204968944,97.5155279503106,31.055900621118,16.9254658385093
"E01004312",628,13,615,234,138,2.07006369426752,97.9299363057325,37.2611464968153,21.9745222929936
"E01004313",812,26,786,331,170,3.20197044334975,96.7980295566502,40.7635467980296,20.935960591133
"E01004314",493,11,482,89,47,2.23123732251521,97.7687626774848,18.052738336714,9.53346855983773
"E01004315",718,15,703,217,107,2.0891364902507,97.9108635097493,30.2228412256267,14.9025069637883
"E01004316",455,10,445,191,104,2.1978021978022,97.8021978021978,41.978021978022,22.8571428571429
"E01004317",1193,45,1148,515,158,3.77200335289187,96.2279966471081,43.1684828164292,13.243922883487
"E01004318",630,13,617,211,101,2.06349206349206,97.9365079365079,33.4920634920635,16.031746031746
"E01004319",595,5,590,270,161,0.840336134453782,99.1596638655462,45.3781512605042,27.0588235294118
"E01004321",711,11,700,320,140,1.54711673699015,98.4528832630099,45.0070323488045,19.690576652602
"E01004322",502,17,485,195,87,3.38645418326693,96.6135458167331,38.8446215139442,17.3306772908367
"E01004323",480,4,476,169,106,0.833333333333333,99.1666666666667,35.2083333333333,22.0833333333333
"E01004324",485,10,475,210,154,2.06185567010309,97.9381443298969,43.298969072165,31.7525773195876
"E01004325",1033,85,948,522,168,8.22846079380445,91.7715392061956,50.5324298160697,16.2633107454017
"E01004326",623,17,606,235,131,2.72873194221509,97.2712680577849,37.7207062600321,21.0272873194222
"E01032764",643,10,633,269,61,1.5552099533437,98.4447900466563,41.8351477449456,9.48678071539658
"E01032765",645,9,636,250,61,1.3953488372093,98.6046511627907,38.7596899224806,9.45736434108527
"E01032766",601,42,559,267,89,6.98835274542429,93.0116472545757,44.4259567387687,14.8086522462562
"E01032767",767,68,699,285,96,8.86571056062582,91.1342894393742,37.1577574967405,12.51629726206
"E01032768",696,60,636,246,46,8.62068965517241,91.3793103448276,35.3448275862069,6.60919540229885
"E01032769",593,29,564,144,51,4.89038785834739,95.1096121416526,24.283305227656,8.60033726812816
"E01032770",572,5,567,221,71,0.874125874125874,99.1258741258741,38.6363636363636,12.4125874125874
"E01032771",546,17,529,193,32,3.11355311355311,96.8864468864469,35.3479853479854,5.86080586080586
"E01032772",544,14,530,247,61,2.57352941176471,97.4264705882353,45.4044117647059,11.2132352941176
"E01032773",852,13,839,503,100,1.52582159624413,98.4741784037559,59.037558685446,11.7370892018779
"E01032774",583,4,579,242,89,0.686106346483705,99.3138936535163,41.5094339622642,15.2658662092624
"E01032775",600,27,573,168,54,4.5,95.5,28,9
"E01032776",631,20,611,264,70,3.16957210776545,96.8304278922346,41.838351822504,11.0935023771791
"E01032777",514,8,506,183,74,1.55642023346304,98.443579766537,35.6031128404669,14.3968871595331
"E01032778",564,27,537,193,57,4.78723404255319,95.2127659574468,34.2198581560284,10.1063829787234
"E01032779",565,29,536,161,65,5.13274336283186,94.8672566371681,28.4955752212389,11.5044247787611
"E01032780",647,78,569,130,52,12.0556414219474,87.9443585780525,20.0927357032458,8.0370942812983
"E01032781",771,34,737,235,67,4.40985732814527,95.5901426718547,30.4798962386511,8.69001297016861
"E01032782",776,22,754,498,91,2.83505154639175,97.1649484536082,64.1752577319588,11.7268041237113
"E01032783",661,49,612,180,75,7.41301059001513,92.5869894099849,27.231467473525,11.3464447806354
"E01032784",692,30,662,335,63,4.33526011560694,95.6647398843931,48.4104046242775,9.10404624277457
"E01032785",616,43,573,256,70,6.98051948051948,93.0194805194805,41.5584415584416,11.3636363636364
"E01032786",674,12,662,191,123,1.78041543026706,98.2195845697329,28.3382789317507,18.2492581602374
"E01032787",793,10,783,339,221,1.26103404791929,98.7389659520807,42.7490542244641,27.8688524590164
